env_steps,return,length,success,train/return,train/length,train/success,zp_loss,rp_loss,critic_loss,FPS
1100000,0.9681,5.1,1.0,0.7052,7.7042,0.8744,0.001,0.0,0.0019,712.2831
1110000,0.9512,7.8,1.0,0.7177,7.4627,0.8799,0.0011,0.0,0.0019,701.1693
1120000,0.9612,6.2,1.0,0.7134,7.3421,0.8774,0.0011,0.0,0.0019,713.112
1130000,0.945,8.8,1.0,0.7272,7.6046,0.8852,0.0011,0.0,0.0019,713.2432
1140000,0.9456,8.7,1.0,0.755,7.5758,0.8992,0.0011,0.0,0.0019,706.667
1150000,0.9519,7.7,1.0,0.7375,7.4349,0.89,0.0011,0.0,0.002,705.2769
1160000,0.9637,5.8,1.0,0.7404,7.3584,0.8911,0.0011,0.0,0.0019,706.529
1170000,0.9275,11.6,1.0,0.7465,7.4239,0.8946,0.0011,0.0,0.0019,705.9783
1180000,0.9381,9.9,1.0,0.7306,7.3421,0.8862,0.0011,0.0,0.0019,626.4118
1190000,0.9556,7.1,1.0,0.7723,7.3964,0.9075,0.0011,0.0,0.0019,696.6997
1200000,0.9388,9.8,1.0,0.719,7.6628,0.8812,0.0011,0.0,0.0019,704.3985
1210000,0.9638,5.8,1.0,0.7547,7.2674,0.8983,0.0011,0.0,0.0019,699.5499
1220000,0.9575,6.8,1.0,0.7725,7.5188,0.9083,0.0011,0.0,0.0019,701.4452
1230000,0.9612,6.2,1.0,0.7674,7.5643,0.9054,0.0011,0.0,0.0019,696.4504
1240000,0.955,7.2,1.0,0.7585,7.4239,0.9005,0.0011,0.0,0.0018,697.9974
1250000,0.9531,7.5,1.0,0.7859,7.3206,0.9143,0.0011,0.0,0.0019,700.3448
1260000,0.9706,4.7,1.0,0.7581,7.3421,0.9001,0.0011,0.0,0.0019,700.5802
1270000,0.9613,6.2,1.0,0.77,7.5815,0.9067,0.0011,0.0,0.0018,697.5101
1280000,0.9488,8.2,1.0,0.7756,7.6336,0.9099,0.0011,0.0,0.0019,695.6934
1290000,0.97,4.8,1.0,0.7716,7.5301,0.9074,0.0011,0.0,0.0018,699.4748
1300000,0.9587,6.6,1.0,0.8054,7.2939,0.9241,0.0011,0.0,0.0018,698.6465
1310000,0.9469,8.5,1.0,0.7732,7.5758,0.9083,0.0011,0.0,0.0018,700.5491
1320000,0.8075,30.8,1.0,0.7015,8.7336,0.8742,0.0012,0.0003,0.0028,699.2596
1330000,0.9156,13.5,1.0,0.6413,10.3627,0.8456,0.0011,0.0,0.0021,697.0445
1340000,0.9569,6.9,1.0,0.716,10.0503,0.8844,0.001,0.0,0.002,691.3868
1350000,0.9412,9.4,1.0,0.7283,8.489,0.8879,0.0009,0.0,0.002,693.8383
1360000,0.9394,9.7,1.0,0.7787,8.2713,0.9132,0.0009,0.0,0.0021,684.9902
1370000,0.9487,8.2,1.0,0.7593,7.8927,0.9021,0.0009,0.0,0.0022,692.4763
1380000,0.94,9.6,1.0,0.7669,7.8864,0.9062,0.0009,0.0,0.0021,688.7482
1390000,0.9431,9.1,1.0,0.794,7.5586,0.9191,0.0009,0.0,0.0021,687.1805
1400000,0.9419,9.3,1.0,0.7748,7.776,0.9098,0.0009,0.0,0.002,687.4264
1410000,0.9644,5.7,1.0,0.7745,7.5188,0.909,0.0009,0.0,0.002,690.5458
1420000,0.94,9.6,1.0,0.7898,7.5529,0.9169,0.0009,0.0,0.002,686.021
1430000,0.9587,6.6,1.0,0.7692,7.6394,0.9068,0.0009,0.0,0.002,689.4745
1440000,0.9381,9.9,1.0,0.7799,7.6453,0.9121,0.0009,0.0,0.002,684.092
1450000,0.9581,6.7,1.0,0.8007,7.5245,0.9225,0.0009,0.0,0.002,691.0801
1460000,0.9456,8.7,1.0,0.794,7.57,0.919,0.0009,0.0,0.002,690.5283
1470000,0.9419,9.3,1.0,0.7948,7.6511,0.9197,0.0009,0.0,0.0019,679.3929
1480000,0.9487,8.2,1.0,0.8093,7.4794,0.9267,0.0009,0.0,0.0019,682.1698
1490000,0.91,14.4,1.0,0.8113,7.6453,0.9281,0.0009,0.0,0.0019,680.2219
1500000,0.9444,8.9,1.0,0.8178,7.4906,0.9311,0.0009,0.0,0.0019,677.0116
1510000,0.9456,8.7,1.0,0.8055,7.57,0.9251,0.0009,0.0,0.0019,680.4908
1520000,0.9525,7.6,1.0,0.8211,7.6628,0.9333,0.0009,0.0,0.002,686.0532
1530000,0.9581,6.7,1.0,0.806,7.5529,0.9252,0.0009,0.0,0.0019,687.6982
1540000,0.9694,4.9,1.0,0.7974,7.4794,0.9207,0.0009,0.0,0.0018,683.9145
1550000,0.95,8.0,1.0,0.8293,7.5131,0.9369,0.0009,0.0,0.0019,683.8249
1560000,0.9431,9.1,1.0,0.8385,7.1685,0.9405,0.0009,0.0,0.0019,680.1241
1570000,0.9556,7.1,1.0,0.8054,7.2359,0.924,0.0009,0.0,0.0018,674.461
1580000,0.9569,6.9,1.0,0.8132,7.4963,0.9288,0.0009,0.0,0.0018,682.6531
1590000,0.9681,5.1,1.0,0.8248,7.2569,0.934,0.0009,0.0,0.0017,678.2772
1600000,0.955,7.2,1.0,0.828,7.391,0.9357,0.0009,0.0,0.0017,673.1546
1610000,0.9631,5.9,1.0,0.8335,7.2569,0.9383,0.0009,0.0,0.0017,674.7339
1620000,0.9537,7.4,1.0,0.8243,7.3529,0.9338,0.0009,0.0,0.0017,670.0429
1630000,0.9719,4.5,1.0,0.8175,7.391,0.9305,0.0009,0.0,0.0016,671.2962
1640000,0.9613,6.2,1.0,0.8241,7.4294,0.9339,0.0009,0.0,0.0017,669.2345
1650000,0.9556,7.1,1.0,0.8369,7.2993,0.9401,0.0009,0.0,0.0017,670.6575
1660000,0.9475,8.4,1.0,0.8338,7.3638,0.9389,0.0009,0.0,0.0016,667.4391
1670000,0.9612,6.2,1.0,0.8078,7.2569,0.9253,0.0009,0.0,0.0016,668.8667
1680000,0.9644,5.7,1.0,0.8179,7.3099,0.9306,0.0009,0.0,0.0016,664.2987
1690000,0.9606,6.3,1.0,0.8187,7.4516,0.9314,0.0009,0.0,0.0016,665.0619
1700000,0.9519,7.7,1.0,0.842,7.391,0.9431,0.0009,0.0,0.0015,662.8881
1710000,0.9594,6.5,1.0,0.8381,7.5815,0.9416,0.0009,0.0,0.0015,658.9824
1720000,0.9313,11.0,1.0,0.8341,7.622,0.9398,0.0009,0.0,0.0014,657.7793
1730000,0.9519,7.7,1.0,0.8212,7.734,0.9335,0.0009,0.0,0.0015,663.604
1740000,0.9631,5.9,1.0,0.8206,7.4239,0.9324,0.0009,0.0,0.0015,662.8703
1750000,0.9563,7.0,1.0,0.8433,7.4019,0.9437,0.0009,0.0,0.0015,662.6594
1760000,0.9512,7.8,1.0,0.8353,7.2307,0.9393,0.0009,0.0,0.0015,661.9498
1770000,0.9737,4.2,1.0,0.8228,7.2307,0.9328,0.0009,0.0,0.0015,651.1698
1780000,0.9413,9.4,1.0,0.8029,7.3692,0.9234,0.0009,0.0,0.0015,656.6172
1790000,0.9669,5.3,1.0,0.8395,7.2569,0.9412,0.0009,0.0,0.0015,653.7786
1800000,0.94,9.6,1.0,0.8031,7.4349,0.9234,0.0009,0.0,0.0015,652.6121
1810000,0.9437,9.0,1.0,0.8623,7.4019,0.9534,0.0009,0.0,0.0013,650.7577
1820000,0.96,6.4,1.0,0.8394,7.4571,0.9418,0.0009,0.0,0.0015,652.2557
1830000,0.9319,10.9,1.0,0.8216,7.593,0.9332,0.0009,0.0,0.0015,658.1492
1840000,0.9463,8.6,1.0,0.8339,7.1174,0.9381,0.0009,0.0,0.0014,651.8082
1850000,0.9556,7.1,1.0,0.8359,7.3421,0.9398,0.0009,0.0,0.0014,650.6668
1860000,0.9619,6.1,1.0,0.8105,7.734,0.9281,0.0009,0.0,0.0014,646.73
1870000,0.95,8.0,1.0,0.8318,7.148,0.9371,0.0009,0.0,0.0014,642.2128
1880000,0.9544,7.3,1.0,0.8381,7.4294,0.9413,0.0009,0.0,0.0014,643.4066
1890000,0.9494,8.1,1.0,0.8477,7.4019,0.946,0.0009,0.0,0.0014,642.8229
1900000,0.9481,8.3,1.0,0.8255,7.5415,0.9351,0.0009,0.0,0.0014,648.3922
1910000,0.9544,7.3,1.0,0.8449,7.326,0.9443,0.0009,0.0,0.0014,640.1234
1920000,0.9487,8.2,1.0,0.8149,7.4738,0.929,0.0009,0.0,0.0013,641.5457
1930000,0.9575,6.8,1.0,0.8355,7.2886,0.9395,0.0009,0.0,0.0014,642.1409
1940000,0.9556,7.1,1.0,0.8337,7.2622,0.9383,0.0009,0.0,0.0013,647.6403
1950000,0.9394,9.7,1.0,0.853,7.1942,0.9482,0.0009,0.0,0.0013,636.571
1960000,0.9512,7.8,1.0,0.8186,7.6453,0.932,0.0009,0.0,0.0014,644.6837
1970000,0.9594,6.5,1.0,0.8309,7.3746,0.9373,0.0009,0.0,0.0013,648.5658
1980000,0.9494,8.1,1.0,0.8281,7.4906,0.9363,0.0009,0.0,0.0013,648.0529
1990000,0.9469,8.5,1.0,0.8364,7.446,0.9404,0.0009,0.0,0.0013,643.9955
2000000,0.9419,9.3,1.0,0.8306,7.5188,0.9376,0.0009,0.0,0.0013,638.5373
2010000,0.9613,6.2,1.0,0.8447,7.2674,0.944,0.0009,0.0,0.0013,637.1385
2020000,0.9625,6.0,1.0,0.8604,7.5758,0.953,0.0009,0.0,0.0014,641.6461
2030000,0.9613,6.2,1.0,0.7992,7.3153,0.921,0.0009,0.0,0.0013,641.3447
2040000,0.9531,7.5,1.0,0.8373,7.4074,0.9407,0.0009,0.0,0.0014,642.5205
2050000,0.9594,6.5,1.0,0.832,7.2727,0.9375,0.0009,0.0,0.0014,641.4404
2060000,0.9406,9.5,1.0,0.8644,7.5188,0.9549,0.0009,0.0,0.0014,641.5378
2070000,0.9219,12.5,1.0,0.8334,7.4129,0.9385,0.0009,0.0,0.0014,638.2308
2080000,0.9419,9.3,1.0,0.8364,7.5131,0.9406,0.0009,0.0,0.0014,626.127
2090000,0.9563,7.0,1.0,0.8412,7.2254,0.9422,0.0009,0.0,0.0014,628.6185
2100000,0.97,4.8,1.0,0.8536,7.2516,0.9485,0.0009,0.0,0.0014,635.8432
2110000,0.9569,6.9,1.0,0.8527,7.3801,0.9483,0.0009,0.0,0.0014,635.8092
2120000,0.8725,18.8,0.9,0.8389,7.3314,0.9413,0.0009,0.0,0.0014,632.8748
2130000,0.9581,6.7,1.0,0.8479,7.764,0.9472,0.0009,0.0,0.0014,627.9091
2140000,0.9488,8.2,1.0,0.8301,7.3584,0.9367,0.0009,0.0,0.0014,630.0962
2150000,0.9569,6.9,1.0,0.8541,7.3801,0.9491,0.0009,0.0,0.0014,620.8966
2160000,0.9469,8.5,1.0,0.849,7.4019,0.9467,0.0009,0.0,0.0014,617.9994
2170000,0.9506,7.9,1.0,0.8403,7.6104,0.9429,0.0009,0.0,0.0014,622.7706
2180000,0.9513,7.8,1.0,0.828,7.6336,0.9366,0.0009,0.0,0.0015,629.9744
2190000,0.96,6.4,1.0,0.8126,7.593,0.9286,0.0009,0.0,0.0014,632.8891
2200000,0.9681,5.1,1.0,0.8456,7.5075,0.9452,0.0009,0.0,0.0014,629.2355
2210000,0.9481,8.3,1.0,0.8357,7.4906,0.9401,0.0009,0.0,0.0014,630.0221
2220000,0.9487,8.2,1.0,0.8411,7.4963,0.943,0.0009,0.0,0.0015,622.3891
2230000,0.9256,11.9,1.0,0.8322,7.326,0.9377,0.0009,0.0,0.0015,625.2268
2240000,0.935,10.4,1.0,0.8484,7.4239,0.9465,0.0009,0.0,0.0015,623.298
2250000,0.9606,6.3,1.0,0.8554,7.5301,0.9503,0.0009,0.0,0.0015,622.4337
2260000,0.9519,7.7,1.0,0.8484,7.5188,0.9466,0.0009,0.0,0.0015,621.3873
2270000,0.9475,8.4,1.0,0.8271,7.4184,0.9355,0.0009,0.0,0.0014,615.472
2280000,0.9519,7.7,1.0,0.8291,7.3855,0.9365,0.0009,0.0,0.0015,618.7177
2290000,0.9675,5.2,1.0,0.8551,7.3153,0.9495,0.0009,0.0,0.0015,617.4275
2300000,0.9506,7.9,1.0,0.8504,7.4794,0.9476,0.0009,0.0,0.0015,612.0469
2310000,0.9475,8.4,1.0,0.8261,7.5301,0.9352,0.0009,0.0,0.0015,621.9076
2320000,0.9537,7.4,1.0,0.8338,7.3801,0.9387,0.0009,0.0,0.0015,618.4784
2330000,0.9569,6.9,1.0,0.8445,7.4184,0.9444,0.0009,0.0,0.0015,620.53
2340000,0.9563,7.0,1.0,0.8322,7.3855,0.938,0.0009,0.0,0.0014,619.2017
2350000,0.965,5.6,1.0,0.8647,7.4405,0.9546,0.0009,0.0,0.0014,618.805
2360000,0.9644,5.7,1.0,0.8375,7.3368,0.9406,0.0009,0.0,0.0015,615.9838
2370000,0.9613,6.2,1.0,0.8488,7.5529,0.9471,0.0009,0.0,0.0015,615.0998
2380000,0.9563,7.0,1.0,0.8376,7.3368,0.9406,0.0009,0.0,0.0015,611.5994
2390000,0.9481,8.3,1.0,0.8562,7.4794,0.9506,0.0009,0.0,0.0015,609.4184
2400000,0.9644,5.7,1.0,0.8457,7.6453,0.9457,0.0009,0.0,0.0015,611.5816
