env_steps,return,length,success,train/return,train/length,train/success,bisim_loss,critic_loss,FPS
1590000,0.937,7.0,1.0,0.7896,6.2972,0.9213,0.1032,0.003,664.2491
1600000,0.9172,9.2,1.0,0.8051,6.402,0.9296,0.1029,0.003,662.2649
1610000,0.9577,4.7,1.0,0.8085,6.2035,0.9305,0.1044,0.0031,662.0497
1620000,0.9046,10.6,1.0,0.8113,6.2696,0.9323,0.1033,0.003,661.7892
1630000,0.9397,6.7,1.0,0.8314,6.2073,0.9423,0.1021,0.0031,659.7356
1640000,0.9496,5.6,1.0,0.8293,6.3452,0.9416,0.1019,0.003,661.8482
1650000,0.9631,4.1,1.0,0.8328,6.3012,0.9433,0.1023,0.003,655.5284
1660000,0.9514,5.4,1.0,0.821,6.0386,0.936,0.1014,0.0032,656.4817
1670000,0.9541,5.1,1.0,0.8175,6.3939,0.9361,0.0998,0.0028,655.2152
1680000,0.9631,4.1,1.0,0.8354,5.8893,0.9429,0.0994,0.0031,651.9228
1690000,0.9478,5.8,1.0,0.8202,6.1805,0.9363,0.1013,0.003,653.4918
1700000,0.9523,5.3,1.0,0.839,6.3532,0.9466,0.1001,0.0031,653.3634
1710000,0.9658,3.8,1.0,0.8364,6.215,0.9447,0.0997,0.003,647.0118
1720000,0.9397,6.7,1.0,0.8467,6.1237,0.9498,0.098,0.0031,647.9423
1730000,0.9406,6.6,1.0,0.8146,6.1125,0.9334,0.097,0.0029,647.0942
1740000,0.9163,9.3,1.0,0.8493,6.0024,0.9502,0.0975,0.0032,643.1214
1750000,0.9568,4.8,1.0,0.8319,6.3816,0.9432,0.0975,0.0032,649.9593
1760000,0.9496,5.6,1.0,0.8215,6.0901,0.9367,0.0964,0.0027,649.1044
1770000,0.9532,5.2,1.0,0.822,6.3816,0.9381,0.0966,0.0028,643.0326
1780000,0.9577,4.7,1.0,0.8229,6.215,0.9378,0.0959,0.0028,643.8212
1790000,0.919,9.0,1.0,0.8248,6.1463,0.9385,0.0965,0.0049,643.34
1800000,0.9442,6.2,1.0,0.8463,5.9559,0.9488,0.096,0.0027,641.9064
1810000,0.9361,7.1,1.0,0.8256,6.3331,0.9398,0.0962,0.0028,641.8816
1820000,0.9568,4.8,1.0,0.8381,6.0386,0.945,0.0961,0.0029,639.318
1830000,0.9631,4.1,1.0,0.8313,6.1275,0.9418,0.0951,0.0029,640.3298
1840000,0.9532,5.2,1.0,0.828,6.0753,0.9399,0.0925,0.003,641.0366
1850000,0.9595,4.5,1.0,0.8344,6.3291,0.9443,0.0946,0.0031,635.0524
1860000,0.9235,8.5,1.0,0.8369,6.0901,0.9446,0.0939,0.0029,637.1412
1870000,0.9613,4.3,1.0,0.8134,6.2854,0.9334,0.0944,0.003,636.4626
1880000,0.9496,5.6,1.0,0.8388,6.1087,0.9456,0.0935,0.003,637.0241
1890000,0.9397,6.7,1.0,0.8358,6.2775,0.9448,0.0943,0.0033,632.8937
1900000,0.9307,7.7,1.0,0.8187,6.1881,0.9356,0.0925,0.0028,631.4856
1910000,0.9577,4.7,1.0,0.8261,6.0716,0.9387,0.0918,0.0028,632.0033
1920000,0.9622,4.2,1.0,0.8319,6.1843,0.9425,0.0922,0.0029,630.978
1930000,0.9559,4.9,1.0,0.8299,6.0132,0.9405,0.0919,0.0028,628.8836
1940000,0.9244,8.4,1.0,0.8108,6.3654,0.9325,0.0912,0.0027,630.1227
1950000,0.955,5.0,1.0,0.8381,6.2344,0.9458,0.0911,0.0028,629.2303
1960000,0.9361,7.1,1.0,0.8205,6.3331,0.9373,0.0918,0.0028,630.8516
1970000,0.955,5.0,1.0,0.819,6.4103,0.9365,0.0912,0.0028,628.5267
1980000,0.9613,4.3,1.0,0.83,6.1652,0.9414,0.0905,0.0029,624.4991
1990000,0.9397,6.7,1.0,0.835,6.2657,0.9442,0.0899,0.003,626.3044
2000000,0.9541,5.1,1.0,0.8395,6.3131,0.947,0.0896,0.0028,623.7635
2010000,0.9406,6.6,1.0,0.8346,6.0827,0.9434,0.088,0.0029,623.2477
2020000,0.9505,5.5,1.0,0.8584,6.2073,0.9559,0.0889,0.0027,622.7308
2030000,0.9604,4.4,1.0,0.8304,6.0938,0.9409,0.0884,0.0027,623.7413
2040000,0.9649,3.9,1.0,0.8216,5.9773,0.936,0.0887,0.0027,623.3884
2050000,0.955,5.0,1.0,0.8372,6.0277,0.9445,0.0884,0.0027,622.8553
2060000,0.964,4.0,1.0,0.8171,6.2112,0.9348,0.0886,0.0027,621.3562
2070000,0.9505,5.5,1.0,0.8525,6.4725,0.954,0.0886,0.0029,620.8595
2080000,0.9541,5.1,1.0,0.8334,6.215,0.9434,0.0877,0.0027,617.5682
2090000,0.9406,6.6,1.0,0.8134,6.2893,0.9333,0.0867,0.0027,614.835
2100000,0.9352,7.2,1.0,0.8438,6.5062,0.9499,0.0855,0.0028,620.7797
2110000,0.937,7.0,1.0,0.8371,6.2735,0.9454,0.086,0.0028,619.7943
2120000,0.9415,6.5,1.0,0.8479,6.2383,0.9507,0.085,0.0028,622.4438
2130000,0.9442,6.2,1.0,0.8388,6.1538,0.9458,0.0839,0.0027,618.7457
2140000,0.9613,4.3,1.0,0.8314,6.192,0.9424,0.0819,0.0028,622.1786
2150000,0.9451,6.1,1.0,0.8354,6.1013,0.9439,0.0817,0.0027,618.1765
2160000,0.9496,5.6,1.0,0.8532,6.1013,0.953,0.081,0.0027,620.0625
2170000,0.9253,8.3,1.0,0.8387,6.3091,0.9464,0.0785,0.0027,619.3723
2180000,0.937,7.0,1.0,0.8324,6.169,0.9426,0.0775,0.003,619.2266
2190000,0.946,6.0,1.0,0.8453,5.963,0.9481,0.076,0.0025,621.0407
2200000,0.9118,9.8,1.0,0.8539,6.1805,0.9536,0.0758,0.0026,618.9372
2210000,0.9469,5.9,1.0,0.8506,6.0716,0.9514,0.0731,0.0026,623.4115
2220000,0.9361,7.1,1.0,0.8475,6.2854,0.951,0.0728,0.0026,620.0501
2230000,0.9271,8.1,1.0,0.8291,6.25,0.9413,0.0713,0.0026,620.1336
2240000,0.9496,5.6,1.0,0.8348,6.3091,0.9445,0.0709,0.0025,621.0748
2250000,0.9289,7.9,1.0,0.8343,6.2461,0.9438,0.0698,0.0025,618.7254
2260000,0.9307,7.7,1.0,0.8366,6.1501,0.9446,0.0686,0.0028,620.8878
2270000,0.937,7.0,1.0,0.8607,6.1425,0.957,0.0672,0.0025,621.7999
2280000,0.9586,4.6,1.0,0.8399,5.9032,0.9451,0.0672,0.0025,613.0399
2290000,0.9496,5.6,1.0,0.8515,6.2228,0.9527,0.0648,0.0025,619.3396
2300000,0.9514,5.4,1.0,0.8323,6.0976,0.9421,0.0638,0.0025,620.0806
2310000,0.9496,5.6,1.0,0.843,6.0716,0.9478,0.064,0.0025,621.6182
2320000,0.9541,5.1,1.0,0.8533,6.1463,0.9533,0.0627,0.0024,620.2407
2330000,0.9352,7.2,1.0,0.8445,6.3251,0.9494,0.0614,0.0026,625.9522
2340000,0.955,5.0,1.0,0.8512,6.1087,0.9517,0.0608,0.0024,621.4715
2350000,0.9433,6.3,1.0,0.8355,6.006,0.9435,0.0584,0.0023,622.141
2360000,0.9316,7.6,1.0,0.8326,6.215,0.9428,0.0578,0.0023,622.663
2370000,0.9478,5.8,1.0,0.8329,6.3816,0.9438,0.0597,0.0033,626.7297
2380000,0.9595,4.5,1.0,0.8623,6.1652,0.9581,0.0573,0.0023,621.9037
2390000,0.9352,7.2,1.0,0.8446,5.9207,0.9479,0.0552,0.0023,622.3032
2400000,0.9487,5.7,1.0,0.8394,6.1652,0.9464,0.0537,0.0022,621.8966
2410000,0.9424,6.4,1.0,0.8505,6.0753,0.9514,0.0539,0.0023,621.0753
2420000,0.9244,8.4,1.0,0.8427,6.3012,0.9483,0.053,0.0023,622.4193
2430000,0.9613,4.3,1.0,0.8551,6.3012,0.9546,0.0535,0.0023,621.5241
2440000,0.9487,5.7,1.0,0.8638,6.1237,0.9584,0.0515,0.0023,625.5437
2450000,0.9136,9.6,1.0,0.8508,6.3776,0.9528,0.0518,0.0022,621.3118
2460000,0.9415,6.5,1.0,0.8545,6.2578,0.9543,0.0509,0.0022,617.1297
2470000,0.9613,4.3,1.0,0.8576,6.4516,0.9568,0.0504,0.0022,620.7048
2480000,0.937,7.0,1.0,0.8316,6.2933,0.9427,0.0494,0.0022,618.6344
2490000,0.9523,5.3,1.0,0.8584,6.2461,0.9563,0.0493,0.0022,618.3009
2500000,0.9631,4.1,1.0,0.8143,6.5617,0.935,0.0497,0.0032,623.18
2510000,0.9397,6.7,1.0,0.8477,6.0864,0.9501,0.0475,0.0019,619.4192
2520000,0.9469,5.9,1.0,0.8264,6.0976,0.939,0.0468,0.0021,623.1071
2530000,0.9523,5.3,1.0,0.8563,5.9844,0.9539,0.0459,0.0021,615.5023
2540000,0.9505,5.5,1.0,0.8563,6.0606,0.9545,0.0456,0.0021,617.012
2550000,0.9523,5.3,1.0,0.8635,6.2344,0.9589,0.0468,0.0022,619.1623
2560000,0.9379,6.9,1.0,0.846,6.4061,0.9507,0.0451,0.0021,622.0028
2570000,0.9244,8.4,1.0,0.847,6.1162,0.9498,0.0451,0.0022,622.3328
2580000,0.9478,5.8,1.0,0.8445,6.2539,0.9493,0.0436,0.0022,622.2526
2590000,0.9514,5.4,1.0,0.8467,6.2189,0.9502,0.0437,0.0021,622.0992
2600000,0.9433,6.3,1.0,0.8577,6.2539,0.9562,0.0431,0.0021,618.7758
2610000,0.9649,3.9,1.0,0.8536,6.2344,0.9539,0.042,0.0021,619.954
2620000,0.9415,6.5,1.0,0.8467,6.3371,0.9506,0.0424,0.002,619.2691
2630000,0.9271,8.1,1.0,0.8518,6.3211,0.9532,0.0409,0.002,620.073
2640000,0.9289,7.9,1.0,0.8531,6.0753,0.9526,0.0403,0.002,618.6413
2650000,0.9604,4.4,1.0,0.8608,6.2461,0.9575,0.0407,0.002,620.0726
2660000,0.9577,4.7,1.0,0.8313,6.2578,0.9424,0.0401,0.002,622.903
2670000,0.9433,6.3,1.0,0.8544,6.1614,0.9538,0.0391,0.002,618.3328
2680000,0.937,7.0,1.0,0.8625,6.0643,0.9576,0.0384,0.002,621.1945
2690000,0.9631,4.1,1.0,0.8489,6.135,0.9509,0.0387,0.002,619.85
2700000,0.9703,3.3,1.0,0.8714,6.1614,0.9624,0.0377,0.002,621.6124
2710000,0.946,6.0,1.0,0.8448,6.3171,0.9495,0.0373,0.0022,616.0568
2720000,0.9496,5.6,1.0,0.8541,6.169,0.9537,0.0373,0.002,618.2229
2730000,0.928,8.0,1.0,0.8486,6.0024,0.9502,0.0364,0.002,617.886
2740000,0.9568,4.8,1.0,0.8361,6.2657,0.9449,0.0366,0.002,615.6739
2750000,0.9496,5.6,1.0,0.859,6.2305,0.9564,0.0368,0.002,619.2713
2760000,0.964,4.0,1.0,0.8385,6.1805,0.9456,0.036,0.002,619.1042
2770000,0.9559,4.9,1.0,0.8414,6.1463,0.9471,0.0352,0.002,622.2968
2780000,0.9595,4.5,1.0,0.852,6.2073,0.9528,0.0352,0.002,620.251
2790000,0.937,7.0,1.0,0.8362,5.9809,0.9438,0.0352,0.002,617.3013
2800000,0.9388,6.8,1.0,0.8561,6.2933,0.9553,0.0347,0.002,618.2124
2810000,0.9523,5.3,1.0,0.8469,6.1237,0.9498,0.0347,0.002,621.9796
2820000,0.9361,7.1,1.0,0.8537,6.0753,0.9532,0.0339,0.002,618.2322
2830000,0.9514,5.4,1.0,0.8595,6.2189,0.9565,0.0334,0.002,620.9946
2840000,0.9388,6.8,1.0,0.864,5.9988,0.958,0.0331,0.002,618.8116
2850000,0.9622,4.2,1.0,0.8133,6.4226,0.9338,0.0328,0.002,619.4467
2860000,0.9523,5.3,1.0,0.8306,6.4641,0.9431,0.0332,0.002,617.2708
2870000,0.9379,6.9,1.0,0.8537,6.1881,0.9536,0.0332,0.002,621.0734
2880000,0.9505,5.5,1.0,0.8424,6.1125,0.9474,0.0324,0.0019,620.1529
2890000,0.9424,6.4,1.0,0.8573,5.8789,0.9541,0.0318,0.002,621.8691
2900000,0.9604,4.4,1.0,0.863,6.0386,0.9577,0.0322,0.0019,617.089
2910000,0.9361,7.1,1.0,0.8534,5.9809,0.9528,0.0313,0.002,618.2444
2920000,0.9559,4.9,1.0,0.8415,6.3532,0.9479,0.0312,0.002,621.5742
2930000,0.9496,5.6,1.0,0.8523,6.0901,0.9525,0.0307,0.0019,622.4338
2940000,0.9496,5.6,1.0,0.849,6.2461,0.9513,0.0306,0.0019,619.9223
2950000,0.946,6.0,1.0,0.8433,6.1463,0.9484,0.0305,0.0019,621.7493
2960000,0.9694,3.4,1.0,0.8573,6.0864,0.955,0.0292,0.002,620.6386
2970000,0.9514,5.4,1.0,0.8597,6.4103,0.9577,0.0303,0.0019,619.9595
2980000,0.9442,6.2,1.0,0.8453,6.2228,0.9496,0.0295,0.002,622.0209
2990000,0.9343,7.3,1.0,0.8539,6.135,0.9534,0.0297,0.0019,617.9537
3000000,0.9505,5.5,1.0,0.8577,6.2735,0.9561,0.0294,0.0019,623.2894
