env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-111.4966,103.2,,,,,,,,,,,,,,,,,,
53,,,53,-110.6271,7.0882,,,,,,,,,,,,,,,
102,,,49,-119.749,23.596,,,,,,,,,,,,,,,
176,,,74,-117.1488,23.5977,,,,,,,,,,,,,,,
221,,,45,-121.704,23.2734,,,,,,,,,,,,,,,
369,,,148,-126.9818,21.8399,,,,,,,,,,,,,,,
414,,,45,-121.9635,21.8973,,,,,,,,,,,,,,,
461,,,47,-120.8835,21.9909,,,,,,,,,,,,,,,
500,,,,,,21,5,1,5038.4248,0.677,0.0019,0.2824,0.2843,0.1949,1.009,0.4613,-0.4588,11.2292,4.4446,0.0029
723,,,262,-128.7124,21.8702,,,,,,,,,,,,,,,
772,,,49,-122.9129,21.703,,,,,,,,,,,,,,,
820,,,48,-116.173,22.0348,,,,,,,,,,,,,,,
