env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,5.3122,16.3,,,,,,,,,,,,,
9,,,9,-7.3867,1.1221,,,,,,,,,,
138,,,129,213.4006,27.9192,,,,,,,,,,
321,,,183,318.7266,31.6982,,,,,,,,,,
443,,,122,8.3013,27.3442,,,,,,,,,,
500,,,,,,1.7426,0.7835,0.3996,-2.5508,0.5199,0.5726,-0.3859,0.1897,0.5742,0.1101
616,,,173,255.431,28.6055,,,,,,,,,,
809,,,193,333.2789,26.7289,,,,,,,,,,
968,,,159,31.4416,26.8746,,,,,,,,,,
1000,,,,,,1.9997,0.8301,0.6166,-5.5958,0.9224,0.6476,-0.5887,0.4496,2.0638,0.218
1059,,,91,-16.6927,26.8744,,,,,,,,,,
1304,,,245,148.7747,27.0212,,,,,,,,,,
1500,,,,,,2.3646,0.8855,0.7749,-9.2612,0.9863,0.9432,-0.752,1.2186,3.6384,0.1952
1626,,,322,185.9398,26.8728,,,,,,,,,,
1784,,,158,253.8673,26.9616,,,,,,,,,,
2000,,,,,,2.5942,0.8903,0.9554,-13.8047,1.6751,1.06,-1.046,1.4957,8.063,0.1234
2102,,,318,250.7234,26.683,,,,,,,,,,
2298,,,196,84.302,26.9892,,,,,,,,,,
2494,,,196,313.7978,28.2301,,,,,,,,,,
2500,,,,,,2.9321,0.9562,1.0611,-18.2567,2.0039,1.4628,-1.0375,2.0099,11.3778,0.3138
2674,,,180,303.8234,32.2477,,,,,,,,,,
2963,,,289,467.0503,30.6455,,,,,,,,,,
3000,,,,,,3.1129,0.9685,1.0416,-22.8717,2.9521,1.9543,-1.0448,2.8512,5.9471,0.5846
3169,,,206,355.7943,27.9854,,,,,,,,,,
3500,,,,,,3.3433,0.9747,1.1814,-28.0141,2.6236,2.1084,-1.151,4.1475,15.311,0.7602
3502,,,333,419.6813,28.4921,,,,,,,,,,
