env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,fkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
15718,,,57,254.3228,24.5607,,,,,,,,,,,,,
15780,,,62,317.8512,22.2166,,,,,,,,,,,,,
15847,,,67,305.4218,25.1051,,,,,,,,,,,,,
15902,,,55,287.034,26.4314,,,,,,,,,,,,,
16000,,,,,,50,50,38,17.3732,100.4958,56.5112,-44.1808,-261.6817,94.3734,100.4958,385.3253,1903.6265,3.7206
16015,,,113,577.4157,23.5494,,,,,,,,,,,,,
16071,,,56,284.2685,22.1447,,,,,,,,,,,,,
16100,,,29,143.0758,22.4578,,,,,,,,,,,,,
16131,,,31,150.1771,23.5255,,,,,,,,,,,,,
16217,,,86,459.2639,22.8742,,,,,,,,,,,,,
16268,,,51,237.5178,24.0821,,,,,,,,,,,,,
16317,,,49,245.987,23.3118,,,,,,,,,,,,,
16370,,,53,294.042,23.7495,,,,,,,,,,,,,
16429,,,59,302.7154,24.9682,,,,,,,,,,,,,
16480,,,51,257.1458,27.8557,,,,,,,,,,,,,
16500,,,,,,50,50,35,18.3506,102.573,58.2467,-44.1805,-251.2055,93.6807,102.573,544.9016,1880.2861,2.5289
16523,,,43,212.3256,27.5221,,,,,,,,,,,,,
16561,,,38,184.253,23.2973,,,,,,,,,,,,,
16613,,,52,271.3339,24.9149,,,,,,,,,,,,,
16677,,,64,337.4809,23.9852,,,,,,,,,,,,,
16715,,,38,188.6015,28.5221,,,,,,,,,,,,,
16815,,,100,494.4233,25.7851,,,,,,,,,,,,,
16840,,,25,122.6412,29.1005,,,,,,,,,,,,,
16911,,,71,345.5692,27.2288,,,,,,,,,,,,,
16966,,,55,288.2833,25.3977,,,,,,,,,,,,,
16992,,,26,131.8321,23.2084,,,,,,,,,,,,,
17000,,,,,,50,50,40,17.2113,98.7074,54.9885,-44.1817,-272.9515,118.0895,98.7074,335.6709,1270.2185,3.2282
17067,,,75,393.7714,23.9265,,,,,,,,,,,,,
17123,,,56,295.5967,22.4702,,,,,,,,,,,,,
17145,,,22,108.2071,21.6691,,,,,,,,,,,,,
17197,,,52,278.5346,25.4127,,,,,,,,,,,,,
17256,,,59,257.9933,22.6571,,,,,,,,,,,,,
17313,,,57,298.1009,22.7354,,,,,,,,,,,,,
17337,,,24,116.2221,22.471,,,,,,,,,,,,,
17357,,,20,97.6115,22.7986,,,,,,,,,,,,,
17389,,,32,157.6341,26.1622,,,,,,,,,,,,,
17437,,,48,250.6095,27.5878,,,,,,,,,,,,,
17500,,,,,,50,50,38,16.5196,98.8463,55.7163,-44.1811,-268.1521,99.1262,98.8463,487.395,1727.7916,2.9367
17503,,,66,335.9365,22.0825,,,,,,,,,,,,,
17536,,,33,176.8447,24.6006,,,,,,,,,,,,,
17593,,,57,298.2255,25.8679,,,,,,,,,,,,,
17634,,,41,208.0399,24.336,,,,,,,,,,,,,
17693,,,59,297.1103,25.7206,,,,,,,,,,,,,
17774,,,81,419.0724,24.3064,,,,,,,,,,,,,
17825,,,51,247.0214,22.8155,,,,,,,,,,,,,
17872,,,47,238.2125,24.1199,,,,,,,,,,,,,
17928,,,56,296.1014,25.8645,,,,,,,,,,,,,
17981,,,53,278.1942,26.8121,,,,,,,,,,,,,
18000,,,,,,50,50,37,18.9559,100.507,56.7541,-44.1819,-263.691,105.804,100.507,468.5442,1729.441,2.9282
18024,,,43,218.2737,25.35,,,,,,,,,,,,,
18062,,,38,198.129,22.9409,,,,,,,,,,,,,
18098,,,36,172.8878,21.4904,,,,,,,,,,,,,
18133,,,35,180.2406,21.5212,,,,,,,,,,,,,
18181,,,48,249.2184,23.0528,,,,,,,,,,,,,
18268,,,87,386.0864,23.8522,,,,,,,,,,,,,
18327,,,59,254.3161,21.5454,,,,,,,,,,,,,
18413,,,86,445.7967,29.7056,,,,,,,,,,,,,
18465,,,52,269.7845,23.5613,,,,,,,,,,,,,
18500,,,,,,50,50,36,19.6292,100.6092,57.3414,-44.1815,-274.8898,120.1165,100.6092,448.1545,1481.2036,3.8019
18504,,,39,181.7294,26.3357,,,,,,,,,,,,,
18527,,,23,114.7234,25.4781,,,,,,,,,,,,,
18590,,,63,332.2205,22.7438,,,,,,,,,,,,,
18693,,,103,457.9857,22.9349,,,,,,,,,,,,,
18734,,,41,208.9783,23.7565,,,,,,,,,,,,,
18781,,,47,244.0036,24.0282,,,,,,,,,,,,,
18839,,,58,309.571,24.2419,,,,,,,,,,,,,
18885,,,46,228.7442,26.1315,,,,,,,,,,,,,
18931,,,46,241.8739,25.9138,,,,,,,,,,,,,
19000,,,,,,50,50,36,18.586,101.6309,57.3009,-44.1803,-280.8858,120.5761,101.6309,501.3209,2242.438,5.116
19003,,,72,369.1385,24.1338,,,,,,,,,,,,,
19093,,,90,457.4749,22.6095,,,,,,,,,,,,,
19152,,,59,316.3342,23.4924,,,,,,,,,,,,,
19207,,,55,260.0977,30.0209,,,,,,,,,,,,,
19264,,,57,294.6016,28.0253,,,,,,,,,,,,,
19300,,,36,188.4675,27.7245,,,,,,,,,,,,,
19380,,,80,404.6487,23.5795,,,,,,,,,,,,,
19438,,,58,310.575,25.9894,,,,,,,,,,,,,
19497,,,59,260.9226,24.9734,,,,,,,,,,,,,
19500,,,,,,50,50,38,18.3366,100.7988,56.0272,-44.182,-284.9557,126.7916,100.7988,484.438,2134.6055,5.4445
19555,,,58,317.8363,23.3679,,,,,,,,,,,,,
19605,,,50,248.9884,24.2549,,,,,,,,,,,,,
19656,,,51,256.4429,25.4609,,,,,,,,,,,,,
19732,,,76,406.5708,23.3701,,,,,,,,,,,,,
19790,,,58,324.0347,27.6188,,,,,,,,,,,,,
19878,,,88,460.8742,23.7589,,,,,,,,,,,,,
19992,,,114,635.0494,26.0179,,,,,,,,,,,,,
20000,,,,,,50,50,40,18.1955,101.6547,57.3397,-44.182,-280.1058,125.6067,101.6547,496.1858,2282.7522,3.6425
20000,377.6986,73.1,,,,,,,,,,,,,,,,
20065,,,73,312.322,15.8393,,,,,,,,,,,,,
20147,,,82,412.4928,24.9045,,,,,,,,,,,,,
20199,,,52,275.8549,23.8984,,,,,,,,,,,,,
20237,,,38,196.1345,26.1219,,,,,,,,,,,,,
20288,,,51,272.0929,24.6243,,,,,,,,,,,,,
20363,,,75,384.5537,22.8739,,,,,,,,,,,,,
20424,,,61,294.3851,24.5037,,,,,,,,,,,,,
20477,,,53,268.508,23.4788,,,,,,,,,,,,,
20500,,,,,,50,50,40,16.3655,100.4331,55.7733,-44.1817,-306.9192,130.9658,100.4331,648.5438,3127.2439,5.4789
20539,,,62,319.9448,23.0602,,,,,,,,,,,,,
20594,,,55,292.7841,24.1112,,,,,,,,,,,,,
20642,,,48,245.3973,22.8722,,,,,,,,,,,,,
20702,,,60,290.3964,26.7877,,,,,,,,,,,,,
20743,,,41,186.1035,25.5015,,,,,,,,,,,,,
20819,,,76,387.7786,23.6776,,,,,,,,,,,,,
20885,,,66,347.5643,22.912,,,,,,,,,,,,,
20968,,,83,373.8051,24.3255,,,,,,,,,,,,,
21000,,,,,,50,50,39,18.226,100.9089,57.6963,-44.1814,-312.7928,113.8214,100.9089,689.8306,2205.033,7.687
21017,,,49,269.0267,25.4528,,,,,,,,,,,,,
21056,,,39,180.6863,22.5034,,,,,,,,,,,,,
21118,,,62,318.2705,23.2051,,,,,,,,,,,,,
21149,,,31,149.0856,24.666,,,,,,,,,,,,,
21203,,,54,262.6264,25.2532,,,,,,,,,,,,,
21261,,,58,296.9811,23.0536,,,,,,,,,,,,,
21353,,,92,443.3738,24.2168,,,,,,,,,,,,,
21415,,,62,305.4298,23.7694,,,,,,,,,,,,,
21480,,,65,329.7827,22.2409,,,,,,,,,,,,,
21500,,,,,,50,50,40,16.0794,101.8666,57.2548,-44.1821,-295.1089,136.9886,101.8666,585.2419,2651.22,4.9047
21533,,,53,271.179,29.0922,,,,,,,,,,,,,
21589,,,56,297.5115,28.4738,,,,,,,,,,,,,
21660,,,71,360.5809,21.9339,,,,,,,,,,,,,
21709,,,49,230.1132,24.404,,,,,,,,,,,,,
21770,,,61,302.2852,24.0422,,,,,,,,,,,,,
21844,,,74,323.7717,23.4043,,,,,,,,,,,,,
21917,,,73,312.4237,24.0853,,,,,,,,,,,,,
22000,,,,,,50,50,41,15.6095,100.459,56.9344,-44.1822,-318.0296,129.5827,100.459,618.9902,2032.9005,4.7808
22002,,,85,408.2064,24.3142,,,,,,,,,,,,,
22025,,,23,110.4198,23.272,,,,,,,,,,,,,
22074,,,49,216.7086,22.4975,,,,,,,,,,,,,
22146,,,72,345.7731,24.129,,,,,,,,,,,,,
22223,,,77,318.3304,22.5168,,,,,,,,,,,,,
22267,,,44,209.0041,24.4781,,,,,,,,,,,,,
22361,,,94,476.3492,23.16,,,,,,,,,,,,,
22389,,,28,130.984,24.6994,,,,,,,,,,,,,
22459,,,70,303.2317,23.7084,,,,,,,,,,,,,
22500,,,,,,50,50,40,15.8738,100.0714,56.8915,-44.1807,-300.7661,151.6386,100.0714,563.9665,3201.4714,6.5343
22504,,,45,239.6817,25.1671,,,,,,,,,,,,,
22527,,,23,109.3862,22.1374,,,,,,,,,,,,,
22618,,,91,417.5171,28.2305,,,,,,,,,,,,,
22638,,,20,96.5198,23.5056,,,,,,,,,,,,,
22721,,,83,406.6899,23.8731,,,,,,,,,,,,,
22767,,,46,229.3471,25.9907,,,,,,,,,,,,,
22791,,,24,112.4843,26.9711,,,,,,,,,,,,,
22865,,,74,315.4601,25.0351,,,,,,,,,,,,,
22908,,,43,200.6261,27.4905,,,,,,,,,,,,,
22929,,,21,99.4837,25.2793,,,,,,,,,,,,,
22957,,,28,136.8588,21.0735,,,,,,,,,,,,,
22984,,,27,128.7601,23.3562,,,,,,,,,,,,,
23000,,,,,,50,50,41,15.9072,101.3936,57.2327,-44.1822,-318.0462,145.601,101.3936,1058.0927,3725.5662,7.3219
23008,,,24,118.3262,21.8856,,,,,,,,,,,,,
23064,,,56,271.6551,24.5869,,,,,,,,,,,,,
23138,,,74,315.2479,23.5924,,,,,,,,,,,,,
23232,,,94,409.5209,23.5349,,,,,,,,,,,,,
23294,,,62,272.1842,23.6925,,,,,,,,,,,,,
23343,,,49,232.9217,23.4201,,,,,,,,,,,,,
23405,,,62,274.9792,24.3971,,,,,,,,,,,,,
23455,,,50,260.6816,22.3144,,,,,,,,,,,,,
23500,,,,,,50,50,42,14.9563,102.0014,57.9499,-44.1822,-319.012,123.0096,102.0014,912.5683,5401.895,4.5576
23526,,,71,318.1056,24.5882,,,,,,,,,,,,,
23578,,,52,260.152,22.8952,,,,,,,,,,,,,
23606,,,28,145.6798,29.8901,,,,,,,,,,,,,
23680,,,74,395.2879,26.3248,,,,,,,,,,,,,
23716,,,36,177.585,21.6217,,,,,,,,,,,,,
23740,,,24,118.924,21.5586,,,,,,,,,,,,,
23825,,,85,421.3439,21.669,,,,,,,,,,,,,
23846,,,21,103.5216,22.6663,,,,,,,,,,,,,
23931,,,85,455.7412,21.9218,,,,,,,,,,,,,
23956,,,25,121.4415,26.1045,,,,,,,,,,,,,
24000,,,,,,50,50,42,15.4887,100.6473,56.6177,-44.1816,-354.2249,134.1334,100.6473,542.6077,2308.8972,7.5395
24019,,,63,332.5994,22.1625,,,,,,,,,,,,,
24089,,,70,366.6872,24.852,,,,,,,,,,,,,
24133,,,44,241.2742,22.1923,,,,,,,,,,,,,
24197,,,64,301.2319,23.8629,,,,,,,,,,,,,
24240,,,43,202.8036,22.9958,,,,,,,,,,,,,
24296,,,56,321.0371,24.0868,,,,,,,,,,,,,
24367,,,71,377.729,22.6813,,,,,,,,,,,,,
24416,,,49,241.2741,22.7524,,,,,,,,,,,,,
24487,,,71,359.9861,24.1987,,,,,,,,,,,,,
24500,,,,,,50,50,42,14.8584,101.2331,54.9025,-44.1822,-334.6796,136.6995,101.2331,705.1953,3312.075,5.2563
24531,,,44,235.7554,21.4588,,,,,,,,,,,,,
24615,,,84,413.3845,25.4234,,,,,,,,,,,,,
24676,,,61,314.4489,23.2284,,,,,,,,,,,,,
24747,,,71,351.5359,22.7793,,,,,,,,,,,,,
24826,,,79,361.8847,23.2541,,,,,,,,,,,,,
24903,,,77,348.4586,23.5225,,,,,,,,,,,,,
24949,,,46,224.562,21.6111,,,,,,,,,,,,,
25000,,,,,,50,50,44,13.3959,102.5151,57.623,-44.1823,-334.5772,154.2608,102.5151,733.4719,2898.3132,7.0501
25000,291.7073,61.2,,,,,,,,,,,,,,,,
25014,,,65,343.7951,17.8078,,,,,,,,,,,,,
25083,,,69,357.1306,24.3671,,,,,,,,,,,,,
25156,,,73,382.1519,27.7734,,,,,,,,,,,,,
25221,,,65,297.8421,25.8578,,,,,,,,,,,,,
25267,,,46,221.9036,22.5925,,,,,,,,,,,,,
25321,,,54,265.4483,24.1245,,,,,,,,,,,,,
25355,,,34,163.5806,23.7891,,,,,,,,,,,,,
25394,,,39,190.6435,24.4734,,,,,,,,,,,,,
25436,,,42,194.2693,25.2674,,,,,,,,,,,,,
25500,,,,,,50,50,42,13.5567,101.8336,56.4425,-44.1823,-352.6614,163.1391,101.8336,885.9758,4356.3726,6.6511
25507,,,71,362.5241,24.1997,,,,,,,,,,,,,
25587,,,80,348.123,22.1282,,,,,,,,,,,,,
25651,,,64,271.6623,24.3089,,,,,,,,,,,,,
25700,,,49,244.9833,22.5321,,,,,,,,,,,,,
25782,,,82,372.6017,24.4746,,,,,,,,,,,,,
25877,,,95,450.0065,24.9264,,,,,,,,,,,,,
25933,,,56,257.367,26.6256,,,,,,,,,,,,,
25989,,,56,269.7584,22.4861,,,,,,,,,,,,,
26000,,,,,,50,50,41,15.2692,102.63,58.9534,-44.1823,-321.4973,127.5119,102.63,590.0615,3415.2363,9.0595
26039,,,50,250.4647,21.8199,,,,,,,,,,,,,
26134,,,95,468.6337,23.0946,,,,,,,,,,,,,
26213,,,79,384.9439,22.5086,,,,,,,,,,,,,
26260,,,47,208.3184,23.3225,,,,,,,,,,,,,
26318,,,58,286.2476,24.4714,,,,,,,,,,,,,
26422,,,104,477.0734,25.9042,,,,,,,,,,,,,
26495,,,73,332.3186,24.1886,,,,,,,,,,,,,
26500,,,,,,50,50,44,13.6122,102.1053,57.8554,-44.1823,-362.3027,158.6255,102.1053,860.3369,4259.478,7.3765
26540,,,45,209.7754,27.4732,,,,,,,,,,,,,
26560,,,20,91.7471,22.6302,,,,,,,,,,,,,
26606,,,46,213.944,23.0686,,,,,,,,,,,,,
26684,,,78,350.1913,22.3397,,,,,,,,,,,,,
26749,,,65,285.71,25.4956,,,,,,,,,,,,,
26818,,,69,314.335,23.626,,,,,,,,,,,,,
26869,,,51,243.8476,22.0163,,,,,,,,,,,,,
26933,,,64,288.6592,22.5959,,,,,,,,,,,,,
26987,,,54,228.6913,26.4675,,,,,,,,,,,,,
27000,,,,,,50,50,42,13.9918,103.707,59.9991,-44.1823,-346.5944,142.9503,103.707,1012.1578,4614.8765,9.761
27038,,,51,260.4709,27.5779,,,,,,,,,,,,,
27119,,,81,358.2497,24.3253,,,,,,,,,,,,,
27231,,,112,502.5603,22.448,,,,,,,,,,,,,
27288,,,57,301.2178,23.8948,,,,,,,,,,,,,
27316,,,28,143.6116,29.3331,,,,,,,,,,,,,
27373,,,57,304.7964,23.2423,,,,,,,,,,,,,
27444,,,71,365.7842,24.7421,,,,,,,,,,,,,
27492,,,48,257.2094,29.1275,,,,,,,,,,,,,
27500,,,,,,50,50,44,13.2075,101.8129,57.1968,-44.1823,-355.3074,163.103,101.8129,822.548,4434.3101,8.2304
27551,,,59,291.8474,26.1162,,,,,,,,,,,,,
27576,,,25,124.7077,27.2768,,,,,,,,,,,,,
27627,,,51,272.8812,28.8329,,,,,,,,,,,,,
27669,,,42,226.5776,30.8765,,,,,,,,,,,,,
27712,,,43,228.3749,30.1832,,,,,,,,,,,,,
27771,,,59,317.1384,22.8825,,,,,,,,,,,,,
27817,,,46,246.3712,25.8511,,,,,,,,,,,,,
27866,,,49,265.3633,23.1433,,,,,,,,,,,,,
27889,,,23,116.5575,23.4371,,,,,,,,,,,,,
27936,,,47,250.8718,26.8659,,,,,,,,,,,,,
27978,,,42,223.0249,26.0789,,,,,,,,,,,,,
28000,,,,,,50,50,44,12.5789,99.934,55.6914,-44.1823,-380.0565,175.4267,99.934,835.446,6144.4858,12.0359
28006,,,28,145.7705,25.6061,,,,,,,,,,,,,
28048,,,42,224.1063,22.2974,,,,,,,,,,,,,
28093,,,45,238.6594,21.9142,,,,,,,,,,,,,
28148,,,55,294.2528,28.0719,,,,,,,,,,,,,
28194,,,46,241.8696,25.5164,,,,,,,,,,,,,
28239,,,45,245.7029,23.3972,,,,,,,,,,,,,
28284,,,45,236.1657,28.1373,,,,,,,,,,,,,
28321,,,37,197.7881,24.2288,,,,,,,,,,,,,
28345,,,24,120.0365,21.9214,,,,,,,,,,,,,
28387,,,42,220.5812,23.0563,,,,,,,,,,,,,
28452,,,65,348.9272,21.7946,,,,,,,,,,,,,
28496,,,44,238.0131,22.9444,,,,,,,,,,,,,
28500,,,,,,50,50,44,12.721,101.9942,57.1712,-44.1823,-357.376,182.5478,101.9942,1071.5768,7190.7734,11.9926
28541,,,45,240.4077,23.0835,,,,,,,,,,,,,
28595,,,54,282.8754,23.7404,,,,,,,,,,,,,
28632,,,37,194.7464,22.8904,,,,,,,,,,,,,
28696,,,64,341.2424,23.2346,,,,,,,,,,,,,
28752,,,56,300.1314,25.0974,,,,,,,,,,,,,
28796,,,44,229.6228,23.6828,,,,,,,,,,,,,
28870,,,74,376.435,29.5069,,,,,,,,,,,,,
28927,,,57,303.6169,28.866,,,,,,,,,,,,,
28985,,,58,307.266,27.7942,,,,,,,,,,,,,
29000,,,,,,50,50,43,13.2442,101.9815,57.9761,-44.1823,-360.0325,178.2384,101.9815,1055.5513,7516.8452,6.9236
29031,,,46,251.0774,25.5797,,,,,,,,,,,,,
29117,,,86,432.0205,29.3109,,,,,,,,,,,,,
29147,,,30,149.2473,23.5691,,,,,,,,,,,,,
29220,,,73,375.222,24.3773,,,,,,,,,,,,,
29288,,,68,362.0339,24.1871,,,,,,,,,,,,,
29364,,,76,343.3666,23.2592,,,,,,,,,,,,,
29442,,,78,411.9914,23.2419,,,,,,,,,,,,,
29491,,,49,260.8734,24.4559,,,,,,,,,,,,,
29500,,,,,,50,50,44,13.6637,100.3219,56.6572,-44.1823,-358.3933,178.9611,100.3219,968.6621,5773.7861,8.8493
29578,,,87,456.595,24.2972,,,,,,,,,,,,,
29645,,,67,352.625,25.6483,,,,,,,,,,,,,
29797,,,152,705.0563,27.1744,,,,,,,,,,,,,
29887,,,90,402.487,26.9937,,,,,,,,,,,,,
29970,,,83,372.6908,25.7547,,,,,,,,,,,,,
30000,,,,,,50,50,45,12.5725,100.3941,55.9509,-44.1823,-363.5408,163.2282,100.3941,1120.9624,5095.7085,9.5881
30000,386.0307,76.4,,,,,,,,,,,,,,,,
30041,,,71,392.6905,15.8644,,,,,,,,,,,,,
30134,,,93,436.3294,23.2302,,,,,,,,,,,,,
30198,,,64,346.3362,25.5196,,,,,,,,,,,,,
30278,,,80,425.2997,23.1588,,,,,,,,,,,,,
30346,,,68,309.5254,24.9602,,,,,,,,,,,,,
30378,,,32,160.6635,24.2283,,,,,,,,,,,,,
30447,,,69,370.3919,23.8041,,,,,,,,,,,,,
30500,,,,,,50,50,44,12.5466,101.2993,57.7459,-44.1823,-336.0515,182.1455,101.2993,912.7008,4547.7959,17.5266
30525,,,78,349.1484,21.8979,,,,,,,,,,,,,
30585,,,60,318.6889,24.6654,,,,,,,,,,,,,
30645,,,60,322.0207,23.2016,,,,,,,,,,,,,
30735,,,90,421.7445,22.9332,,,,,,,,,,,,,
30934,,,199,950.8956,24.9716,,,,,,,,,,,,,
30986,,,52,271.7674,26.3982,,,,,,,,,,,,,
31000,,,,,,50,50,46,12.4304,100.8841,56.7543,-44.1823,-420.2901,162.2083,100.8841,1085.2842,5931.1846,8.8035
31052,,,66,316.2184,26.3892,,,,,,,,,,,,,
31083,,,31,159.5173,23.3173,,,,,,,,,,,,,
31141,,,58,308.1432,23.3518,,,,,,,,,,,,,
31202,,,61,314.5841,22.7534,,,,,,,,,,,,,
31284,,,82,419.8361,23.2685,,,,,,,,,,,,,
31311,,,27,135.4813,24.4238,,,,,,,,,,,,,
31371,,,60,310.9582,28.3731,,,,,,,,,,,,,
31433,,,62,324.4082,23.137,,,,,,,,,,,,,
31500,,,,,,50,50,44,13.6499,100.7658,57.4813,-44.1823,-370.5955,156.9494,100.7658,683.8933,6271.0703,8.2617
31509,,,76,343.838,23.1365,,,,,,,,,,,,,
31578,,,69,337.647,22.322,,,,,,,,,,,,,
31660,,,82,359.9631,25.3116,,,,,,,,,,,,,
31724,,,64,332.5476,23.3913,,,,,,,,,,,,,
31772,,,48,253.1996,22.511,,,,,,,,,,,,,
31853,,,81,366.3363,25.1119,,,,,,,,,,,,,
31942,,,89,461.3882,25.8927,,,,,,,,,,,,,
32000,,,,,,50,50,46,11.8062,101.6603,57.027,-44.1823,-370.8989,156.4017,101.6603,976.2649,5982.4185,8.7431
32001,,,59,234.9756,24.2129,,,,,,,,,,,,,
32047,,,46,238.9428,25.816,,,,,,,,,,,,,
32112,,,65,311.3995,25.6423,,,,,,,,,,,,,
32167,,,55,282.2488,22.3895,,,,,,,,,,,,,
32255,,,88,396.6305,26.4544,,,,,,,,,,,,,
32316,,,61,270.3462,27.8208,,,,,,,,,,,,,
32383,,,67,300.6409,24.6086,,,,,,,,,,,,,
32447,,,64,341.4991,23.034,,,,,,,,,,,,,
32500,,,,,,50,50,47,10.9615,100.6605,57.1639,-44.1823,-385.736,185.8844,100.6605,987.0645,5004.022,9.4822
32503,,,56,294.1791,23.6283,,,,,,,,,,,,,
32578,,,75,374.4042,23.3568,,,,,,,,,,,,,
32621,,,43,220.7402,22.8371,,,,,,,,,,,,,
32673,,,52,270.3651,23.9158,,,,,,,,,,,,,
32729,,,56,283.171,23.4217,,,,,,,,,,,,,
32815,,,86,388.2941,23.8734,,,,,,,,,,,,,
32881,,,66,343.6912,24.7823,,,,,,,,,,,,,
32945,,,64,321.549,24.2019,,,,,,,,,,,,,
33000,,,,,,50,50,46,12.1519,100.71,57.6734,-44.1823,-398.4842,158.3821,100.71,626.0411,4759.3018,10.1377
33035,,,90,462.8963,24.0039,,,,,,,,,,,,,
33100,,,65,349.6343,21.8384,,,,,,,,,,,,,
33151,,,51,267.3216,23.0246,,,,,,,,,,,,,
33209,,,58,256.1399,23.3579,,,,,,,,,,,,,
33297,,,88,456.5029,22.9417,,,,,,,,,,,,,
33352,,,55,294.6525,23.558,,,,,,,,,,,,,
33412,,,60,315.1487,22.0451,,,,,,,,,,,,,
33452,,,40,199.9534,23.2968,,,,,,,,,,,,,
33500,,,,,,50,50,46,13.1765,100.524,54.8641,-44.1822,-412.5575,203.926,100.524,791.4158,5307.6055,9.9642
33503,,,51,268.7504,24.2498,,,,,,,,,,,,,
33593,,,90,467.4174,23.4251,,,,,,,,,,,,,
33653,,,60,309.8578,27.421,,,,,,,,,,,,,
33702,,,49,255.468,24.7064,,,,,,,,,,,,,
33809,,,107,533.0834,22.0188,,,,,,,,,,,,,
33871,,,62,326.9293,23.1182,,,,,,,,,,,,,
33928,,,57,280.1886,22.33,,,,,,,,,,,,,
33999,,,71,373.8272,22.4973,,,,,,,,,,,,,
34000,,,,,,50,50,48,11.1881,100.5394,55.5081,-44.1823,-393.1569,219.1615,100.5394,954.9202,6091.7856,18.7167
34062,,,63,333.3238,22.8502,,,,,,,,,,,,,
34135,,,73,368.8773,23.602,,,,,,,,,,,,,
34198,,,63,342.2994,23.0895,,,,,,,,,,,,,
34266,,,68,359.7936,24.2328,,,,,,,,,,,,,
34322,,,56,291.7507,23.3661,,,,,,,,,,,,,
34399,,,77,424.7716,23.914,,,,,,,,,,,,,
34469,,,70,372.6917,29.0204,,,,,,,,,,,,,
34500,,,,,,50,50,47,11.1397,101.7276,58.9396,-44.1823,-395.7029,179.2958,101.7276,1031.5681,8715.9414,16.3557
34533,,,64,349.5029,27.0792,,,,,,,,,,,,,
34595,,,62,322.3323,23.6428,,,,,,,,,,,,,
34647,,,52,270.1544,24.3397,,,,,,,,,,,,,
34732,,,85,434.4132,25.4271,,,,,,,,,,,,,
34780,,,48,249.0851,23.5855,,,,,,,,,,,,,
34836,,,56,278.7777,26.7377,,,,,,,,,,,,,
34884,,,48,247.697,24.3132,,,,,,,,,,,,,
34978,,,94,482.3063,23.9259,,,,,,,,,,,,,
35000,,,,,,50,50,44,13.4012,100.8237,56.1215,-44.1823,-387.3129,189.1849,100.8237,806.5143,6439.6362,12.5881
35000,314.3758,60.3,,,,,,,,,,,,,,,,
35029,,,51,263.7135,15.5972,,,,,,,,,,,,,
35152,,,123,642.2341,26.625,,,,,,,,,,,,,
35232,,,80,435.2762,23.1117,,,,,,,,,,,,,
35294,,,62,312.8242,27.7415,,,,,,,,,,,,,
35361,,,67,356.588,29.5938,,,,,,,,,,,,,
35419,,,58,284.5387,29.4645,,,,,,,,,,,,,
35500,,,,,,50,50,45,12.6324,100.8437,56.1329,-44.1822,-382.9637,196.5873,100.8437,1035.2544,9344.1084,16.1303
35510,,,91,469.2782,29.1105,,,,,,,,,,,,,
35605,,,95,495.6483,26.5273,,,,,,,,,,,,,
35677,,,72,375.6186,24.4778,,,,,,,,,,,,,
35758,,,81,414.1205,22.0247,,,,,,,,,,,,,
35858,,,100,524.7183,23.045,,,,,,,,,,,,,
35919,,,61,326.049,23.6817,,,,,,,,,,,,,
36000,,,,,,50,50,48,11.7673,99.8978,55.5283,-44.1823,-401.9868,190.1046,99.8978,1194.2567,8900.1406,14.8778
36022,,,103,461.1255,28.4068,,,,,,,,,,,,,
36092,,,70,381.0565,24.9855,,,,,,,,,,,,,
36164,,,72,386.0306,25.41,,,,,,,,,,,,,
36228,,,64,342.6389,27.2027,,,,,,,,,,,,,
36288,,,60,325.1112,21.9253,,,,,,,,,,,,,
36375,,,87,397.4521,22.2265,,,,,,,,,,,,,
36447,,,72,332.668,21.9273,,,,,,,,,,,,,
36500,,,,,,50,50,46,11.9993,101.0411,56.3691,-44.1823,-411.4396,219.4029,101.0411,1220.6235,9358.1963,20.2599
36510,,,63,321.0166,23.0904,,,,,,,,,,,,,
36568,,,58,254.4662,23.3155,,,,,,,,,,,,,
36622,,,54,254.3528,22.8361,,,,,,,,,,,,,
36679,,,57,265.8795,26.8697,,,,,,,,,,,,,
36761,,,82,417.5825,23.71,,,,,,,,,,,,,
36849,,,88,452.2642,26.4587,,,,,,,,,,,,,
36924,,,75,393.1233,26.1667,,,,,,,,,,,,,
37000,,,,,,50,50,48,11.462,101.4171,56.6014,-44.1822,-400.8997,201.0783,101.4171,1083.4446,9439.2773,14.2421
37046,,,122,548.0495,28.0556,,,,,,,,,,,,,
37114,,,68,329.1049,23.9057,,,,,,,,,,,,,
37182,,,68,364.5546,24.9764,,,,,,,,,,,,,
37251,,,69,353.6722,26.0602,,,,,,,,,,,,,
37358,,,107,543.6468,26.3391,,,,,,,,,,,,,
37423,,,65,334.7459,23.6885,,,,,,,,,,,,,
37476,,,53,262.3781,22.8282,,,,,,,,,,,,,
37500,,,,,,50,50,47,10.5456,100.6835,57.1883,-44.1822,-397.3209,180.7481,100.6835,1544.9261,11150.0244,16.1612
37557,,,81,421.1818,23.9018,,,,,,,,,,,,,
37618,,,61,308.385,23.8668,,,,,,,,,,,,,
37683,,,65,330.4031,23.8254,,,,,,,,,,,,,
37747,,,64,342.1614,25.976,,,,,,,,,,,,,
37827,,,80,360.5724,24.1852,,,,,,,,,,,,,
