env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,fkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
63554,,,58,275.9411,20.1468,,,,,,,,,,,,,
63637,,,83,402.8512,21.2088,,,,,,,,,,,,,
63696,,,59,304.7604,22.9503,,,,,,,,,,,,,
63774,,,78,407.5824,21.3474,,,,,,,,,,,,,
63834,,,60,298.7022,22.5272,,,,,,,,,,,,,
63949,,,115,570.1607,20.776,,,,,,,,,,,,,
64000,,,,,,50,50,50,8.8108,104.2655,60.1281,-44.1823,-435.3217,329.8727,104.2655,1373.6074,26570.8965,52.1911
64034,,,85,444.6986,21.0418,,,,,,,,,,,,,
64096,,,62,336.6183,20.088,,,,,,,,,,,,,
64153,,,57,300.9657,19.8414,,,,,,,,,,,,,
64239,,,86,437.7237,19.8138,,,,,,,,,,,,,
64313,,,74,387.8199,22.2657,,,,,,,,,,,,,
64370,,,57,301.1861,23.7006,,,,,,,,,,,,,
64440,,,70,345.5585,23.6664,,,,,,,,,,,,,
64500,,,,,,50,50,50,9.054,103.4184,59.4812,-44.1823,-424.1018,356.3851,103.4184,1197.4221,22657.0352,48.0431
64534,,,94,423.8231,22.5089,,,,,,,,,,,,,
64624,,,90,424.7556,19.8738,,,,,,,,,,,,,
64684,,,60,295.7989,19.7447,,,,,,,,,,,,,
64733,,,49,235.0778,20.8516,,,,,,,,,,,,,
64823,,,90,451.4062,20.5769,,,,,,,,,,,,,
64891,,,68,330.4013,20.4445,,,,,,,,,,,,,
64965,,,74,352.4332,21.3209,,,,,,,,,,,,,
65000,,,,,,50,50,50,8.6861,104.7111,60.6292,-44.1823,-390.2457,315.765,104.7111,1248.4564,18360.957,59.8466
65000,441.5846,89.0,,,,,,,,,,,,,,,,
65017,,,52,278.2164,11.4297,,,,,,,,,,,,,
65078,,,61,289.4055,21.3107,,,,,,,,,,,,,
65177,,,99,532.147,19.5706,,,,,,,,,,,,,
65275,,,98,494.348,22.3815,,,,,,,,,,,,,
65329,,,54,267.3676,21.2624,,,,,,,,,,,,,
65456,,,127,634.7407,20.1022,,,,,,,,,,,,,
65500,,,,,,50,50,50,9.5088,104.8131,61.1516,-44.181,-390.4653,333.5809,104.8131,1418.9434,20773.7949,55.5747
65503,,,47,234.9865,20.2378,,,,,,,,,,,,,
65627,,,124,641.054,21.9839,,,,,,,,,,,,,
65735,,,108,542.1783,20.2897,,,,,,,,,,,,,
65794,,,59,289.3363,22.6244,,,,,,,,,,,,,
65849,,,55,279.6783,21.1273,,,,,,,,,,,,,
65913,,,64,335.9841,20.1414,,,,,,,,,,,,,
65967,,,54,263.1289,19.7198,,,,,,,,,,,,,
66000,,,,,,50,50,50,8.943,104.3209,60.4479,-44.1823,-417.4323,333.4883,104.3209,1780.8099,25581.2285,59.5892
66069,,,102,506.8291,21.9221,,,,,,,,,,,,,
66186,,,117,517.8511,20.715,,,,,,,,,,,,,
66263,,,77,361.069,20.5126,,,,,,,,,,,,,
66337,,,74,390.6013,19.3537,,,,,,,,,,,,,
66403,,,66,337.3987,19.7982,,,,,,,,,,,,,
66474,,,71,375.8656,22.54,,,,,,,,,,,,,
66500,,,,,,50,50,50,8.7818,105.3754,60.6254,-44.1823,-414.6421,350.4312,105.3754,1681.2084,22941.7324,56.0247
66566,,,92,467.2826,20.5452,,,,,,,,,,,,,
66609,,,43,209.6077,21.6837,,,,,,,,,,,,,
66679,,,70,348.9669,20.9968,,,,,,,,,,,,,
66739,,,60,303.2391,23.9801,,,,,,,,,,,,,
66848,,,109,489.0978,23.1262,,,,,,,,,,,,,
66935,,,87,464.4093,20.148,,,,,,,,,,,,,
67000,,,,,,50,50,50,8.9931,105.0371,60.6353,-44.1823,-434.8246,354.1511,105.0371,1641.9042,28641.2012,54.0964
67013,,,78,348.1146,19.2328,,,,,,,,,,,,,
67082,,,69,332.8036,21.2515,,,,,,,,,,,,,
67150,,,68,334.717,20.5385,,,,,,,,,,,,,
67230,,,80,412.6688,19.7291,,,,,,,,,,,,,
67320,,,90,467.4354,20.5722,,,,,,,,,,,,,
67385,,,65,332.9992,19.4757,,,,,,,,,,,,,
67500,,,,,,50,50,50,8.7035,103.6918,58.955,-44.1821,-444.6463,318.5055,103.6918,1544.3313,25755.7188,51.4535
67501,,,116,503.5568,20.5812,,,,,,,,,,,,,
67617,,,116,527.2776,20.751,,,,,,,,,,,,,
67691,,,74,364.5924,20.3019,,,,,,,,,,,,,
67745,,,54,266.2861,19.4712,,,,,,,,,,,,,
67806,,,61,310.3939,20.7894,,,,,,,,,,,,,
67889,,,83,395.3088,19.9973,,,,,,,,,,,,,
67959,,,70,356.9986,20.7734,,,,,,,,,,,,,
68000,,,,,,50,50,50,9.3871,105.429,60.6546,-44.1823,-393.8745,327.2523,105.429,1659.5437,21384.8926,49.9905
68021,,,62,292.2181,20.5152,,,,,,,,,,,,,
68079,,,58,294.4057,20.1504,,,,,,,,,,,,,
68170,,,91,412.9801,20.0062,,,,,,,,,,,,,
68230,,,60,269.694,19.0111,,,,,,,,,,,,,
68274,,,44,218.1026,18.852,,,,,,,,,,,,,
68388,,,114,497.235,20.142,,,,,,,,,,,,,
68489,,,101,495.3608,19.4505,,,,,,,,,,,,,
68500,,,,,,50,50,50,9.1174,105.5083,61.423,-44.1823,-383.3065,357.6353,105.5083,1522.2122,27244.2363,51.4952
68663,,,174,848.7799,20.0475,,,,,,,,,,,,,
68764,,,101,511.6675,20.6022,,,,,,,,,,,,,
68845,,,81,363.4971,20.2947,,,,,,,,,,,,,
68929,,,84,424.5918,20.3795,,,,,,,,,,,,,
69000,,,,,,50,50,50,8.5542,105.4931,60.9967,-44.1822,-421.8513,355.0318,105.4931,1598.5237,23769.627,67.176
69013,,,84,433.0217,20.3748,,,,,,,,,,,,,
69092,,,79,374.8807,19.8986,,,,,,,,,,,,,
69190,,,98,434.3993,19.9894,,,,,,,,,,,,,
69251,,,61,264.2632,20.3926,,,,,,,,,,,,,
69334,,,83,380.4403,21.5157,,,,,,,,,,,,,
69392,,,58,302.0307,20.8673,,,,,,,,,,,,,
69476,,,84,450.7593,20.4731,,,,,,,,,,,,,
69500,,,,,,50,50,50,8.4866,104.8015,60.7806,-44.1823,-440.661,375.4697,104.8015,1828.1975,24356.4668,54.7485
69574,,,98,488.0103,20.9498,,,,,,,,,,,,,
69641,,,67,289.959,20.5999,,,,,,,,,,,,,
69718,,,77,407.9339,20.3543,,,,,,,,,,,,,
69790,,,72,341.662,23.4192,,,,,,,,,,,,,
69864,,,74,387.4192,21.3107,,,,,,,,,,,,,
70000,,,,,,50,50,50,8.6671,105.8282,60.9507,-44.1823,-368.2036,357.2046,105.8282,1406.5323,21063.0801,61.448
70000,428.7728,86.1,,,,,,,,,,,,,,,,
70011,,,147,715.6687,16.264,,,,,,,,,,,,,
70181,,,170,786.5867,21.3575,,,,,,,,,,,,,
70261,,,80,397.2374,19.4879,,,,,,,,,,,,,
70333,,,72,348.235,21.4297,,,,,,,,,,,,,
70468,,,135,616.5631,21.153,,,,,,,,,,,,,
70500,,,,,,50,50,50,8.6882,106.3003,62.0101,-44.179,-362.4338,319.6899,106.3003,1548.7593,25593.9316,54.4084
70577,,,109,534.6588,20.5141,,,,,,,,,,,,,
70643,,,66,327.9953,19.9497,,,,,,,,,,,,,
70720,,,77,361.7215,20.6005,,,,,,,,,,,,,
70798,,,78,359.9094,21.4901,,,,,,,,,,,,,
70861,,,63,319.6957,21.6378,,,,,,,,,,,,,
70945,,,84,402.0646,20.8377,,,,,,,,,,,,,
70981,,,36,174.8998,19.618,,,,,,,,,,,,,
71000,,,,,,50,50,50,8.5876,105.9422,61.3371,-44.1823,-419.2169,349.3004,105.9422,1482.4006,20634.6172,53.4336
71070,,,89,482.5099,19.128,,,,,,,,,,,,,
71176,,,106,502.6748,19.7597,,,,,,,,,,,,,
71243,,,67,330.0802,19.6813,,,,,,,,,,,,,
71291,,,48,242.753,18.4876,,,,,,,,,,,,,
71321,,,30,149.0302,22.2796,,,,,,,,,,,,,
71366,,,45,218.4519,19.4552,,,,,,,,,,,,,
71426,,,60,301.9834,19.9345,,,,,,,,,,,,,
71480,,,54,270.8375,21.0113,,,,,,,,,,,,,
71500,,,,,,50,50,50,8.8886,105.9467,61.4661,-44.1823,-404.1297,338.5593,105.9467,1512.3,22742.6758,61.8172
71548,,,68,353.974,19.9855,,,,,,,,,,,,,
71596,,,48,252.6179,21.9178,,,,,,,,,,,,,
71676,,,80,348.1505,20.505,,,,,,,,,,,,,
71732,,,56,292.3769,21.6166,,,,,,,,,,,,,
71782,,,50,232.9241,20.1808,,,,,,,,,,,,,
71839,,,57,265.753,21.6347,,,,,,,,,,,,,
71869,,,30,133.5521,19.9047,,,,,,,,,,,,,
71916,,,47,224.3076,20.3076,,,,,,,,,,,,,
72000,,,,,,50,50,50,8.7938,105.9687,62.2176,-44.1823,-408.3302,398.894,105.9687,1454.272,27353.1758,52.8408
72005,,,89,400.1288,20.3897,,,,,,,,,,,,,
72112,,,107,539.3823,20.306,,,,,,,,,,,,,
72175,,,63,263.1786,21.4131,,,,,,,,,,,,,
72261,,,86,408.6419,20.177,,,,,,,,,,,,,
72344,,,83,397.0371,21.326,,,,,,,,,,,,,
72425,,,81,394.6962,19.7285,,,,,,,,,,,,,
72480,,,55,260.0176,19.2278,,,,,,,,,,,,,
72500,,,,,,50,50,50,9.191,105.5336,61.679,-44.1823,-420.0985,336.0792,105.5336,1266.6614,25985.2754,68.0215
72546,,,66,282.4448,19.2084,,,,,,,,,,,,,
72726,,,180,930.3341,19.8667,,,,,,,,,,,,,
72805,,,79,394.8353,22.1037,,,,,,,,,,,,,
72875,,,70,309.8486,21.1022,,,,,,,,,,,,,
72970,,,95,466.6891,19.5781,,,,,,,,,,,,,
73000,,,,,,50,50,50,8.5222,104.6071,60.0292,-44.1823,-461.3838,442.961,104.6071,2070.988,32724.4121,55.3619
73087,,,117,578.4271,20.7313,,,,,,,,,,,,,
73144,,,57,274.6656,19.8422,,,,,,,,,,,,,
73261,,,117,553.2632,20.0535,,,,,,,,,,,,,
73321,,,60,279.5221,21.4883,,,,,,,,,,,,,
73428,,,107,488.5382,20.1132,,,,,,,,,,,,,
73489,,,61,285.1479,20.3212,,,,,,,,,,,,,
73500,,,,,,50,50,50,8.7496,104.8715,60.7952,-44.1823,-425.0254,377.1069,104.8715,1597.9329,26159.4727,63.2552
73534,,,45,208.5527,20.5834,,,,,,,,,,,,,
73602,,,68,339.0347,20.0605,,,,,,,,,,,,,
73651,,,49,243.6871,23.9722,,,,,,,,,,,,,
73722,,,71,341.0094,21.1149,,,,,,,,,,,,,
73767,,,45,227.5209,21.8534,,,,,,,,,,,,,
73806,,,39,182.0251,22.5948,,,,,,,,,,,,,
73872,,,66,330.4276,20.6687,,,,,,,,,,,,,
73932,,,60,318.0435,21.1898,,,,,,,,,,,,,
74000,,,,,,50,50,50,8.1414,106.7145,62.9952,-44.1823,-394.298,364.1013,106.7145,1545.7129,28475.2988,67.4565
74016,,,84,406.9519,19.5141,,,,,,,,,,,,,
74063,,,47,222.2916,19.9347,,,,,,,,,,,,,
74186,,,123,685.9615,20.2088,,,,,,,,,,,,,
74244,,,58,278.8339,19.4908,,,,,,,,,,,,,
74289,,,45,212.269,19.6403,,,,,,,,,,,,,
74347,,,58,291.4972,20.3313,,,,,,,,,,,,,
74405,,,58,295.2378,20.682,,,,,,,,,,,,,
74485,,,80,367.413,20.7648,,,,,,,,,,,,,
74500,,,,,,50,50,50,8.7567,105.149,61.5973,-44.1823,-410.4584,356.4524,105.149,1320.6195,20044.3223,61.9304
74562,,,77,388.1297,19.8857,,,,,,,,,,,,,
74663,,,101,522.1294,20.8275,,,,,,,,,,,,,
74717,,,54,265.8828,21.1671,,,,,,,,,,,,,
74813,,,96,480.1138,21.4764,,,,,,,,,,,,,
74874,,,61,304.4809,19.3546,,,,,,,,,,,,,
74951,,,77,410.6626,20.0958,,,,,,,,,,,,,
75000,,,,,,50,50,50,8.7178,106.7894,63.071,-44.1786,-415.4274,390.3549,106.7894,1646.8345,28294.5156,73.206
75000,409.0497,82.0,,,,,,,,,,,,,,,,
75043,,,92,419.1453,13.8055,,,,,,,,,,,,,
75160,,,117,621.1016,21.1819,,,,,,,,,,,,,
75261,,,101,500.534,19.7366,,,,,,,,,,,,,
75356,,,95,492.4063,19.7718,,,,,,,,,,,,,
75473,,,117,578.4135,20.0216,,,,,,,,,,,,,
75500,,,,,,50,50,50,8.5007,106.0992,62.3083,-44.1823,-425.1302,366.3971,106.0992,1745.5972,29876.582,58.5492
