env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-92.1363,97.3,,,,,,,,,,,,,,,,,,
59,,,59,-113.9241,3.8535,,,,,,,,,,,,,,,
156,,,97,-121.8083,4.8405,,,,,,,,,,,,,,,
206,,,50,-109.9904,6.7347,,,,,,,,,,,,,,,
251,,,45,-118.3134,5.2545,,,,,,,,,,,,,,,
295,,,44,-120.9941,9.3958,,,,,,,,,,,,,,,
355,,,60,-113.2558,5.5817,,,,,,,,,,,,,,,
420,,,65,-112.1278,5.5878,,,,,,,,,,,,,,,
470,,,50,-120.5715,5.365,,,,,,,,,,,,,,,
500,,,,,,14,5,1,23279.0879,0.4012,0.0195,2.5513,0.2746,-0.2775,1.0635,0.277,-2.2705,22.3256,9.9214,0.0019
513,,,43,-122.0232,6.0028,,,,,,,,,,,,,,,
571,,,58,-110.878,6.685,,,,,,,,,,,,,,,
683,,,112,-124.9717,6.2012,,,,,,,,,,,,,,,
760,,,77,-117.4777,5.8788,,,,,,,,,,,,,,,
805,,,45,-117.8267,7.754,,,,,,,,,,,,,,,
863,,,58,-115.2605,5.8677,,,,,,,,,,,,,,,
919,,,56,-112.6283,6.2085,,,,,,,,,,,,,,,
972,,,53,-116.013,6.8112,,,,,,,,,,,,,,,
1000,,,,,,12,4,1,51362.1797,1.156,0.7978,5.5511,1.3529,72.5017,7.9222,72.0684,-5.1444,5.5144,9.1617,0.0011
1049,,,77,-114.2016,9.2037,,,,,,,,,,,,,,,
1151,,,102,-124.1479,7.7843,,,,,,,,,,,,,,,
1214,,,63,-121.8633,8.858,,,,,,,,,,,,,,,
1338,,,124,-125.2413,5.3187,,,,,,,,,,,,,,,
1427,,,89,-120.0225,8.2036,,,,,,,,,,,,,,,
1491,,,64,-113.4944,6.418,,,,,,,,,,,,,,,
1500,,,,,,11,2,1,63572.3086,1.612,0.4097,7.3223,1.142,41.5194,7.7305,39.5654,-7.205,2.1529,64.4573,0.0041
1530,,,39,-116.2633,7.2825,,,,,,,,,,,,,,,
1647,,,117,-115.6842,5.2829,,,,,,,,,,,,,,,
1798,,,151,-114.0545,6.9739,,,,,,,,,,,,,,,
2000,,,,,,10,3,1,79772.1016,2.0124,0.4082,9.264,1.3346,34.6455,8.348,32.0996,-9.4492,12.0964,345.8777,0.2462
2006,,,208,-126.7689,7.1322,,,,,,,,,,,,,,,
2058,,,52,-108.0121,8.976,,,,,,,,,,,,,,,
2144,,,86,-116.8972,5.8504,,,,,,,,,,,,,,,
2195,,,51,-109.5914,5.0944,,,,,,,,,,,,,,,
2302,,,107,-114.4365,6.7304,,,,,,,,,,,,,,,
2470,,,168,-118.0016,6.8784,,,,,,,,,,,,,,,
2500,,,,,,10,4,1,68485.0703,2.1392,1.1851,9.6401,2.1492,97.167,23.1265,92.5284,-9.9941,3.3877,164.9406,0.0
2517,,,47,-117.0067,8.3902,,,,,,,,,,,,,,,
2617,,,100,-119.8173,6.4796,,,,,,,,,,,,,,,
2692,,,75,-116.4532,4.3094,,,,,,,,,,,,,,,
2761,,,69,-108.0649,7.6615,,,,,,,,,,,,,,,
2816,,,55,-104.6396,5.8675,,,,,,,,,,,,,,,
2863,,,47,-108.0705,4.4627,,,,,,,,,,,,,,,
2914,,,51,-107.6698,3.1145,,,,,,,,,,,,,,,
3000,,,,,,11,4,1,62069.3984,2.5037,0.802,11.2923,1.9313,80.3344,35.872,74.2964,-11.3039,1.5497,256.1204,0.5429
3024,,,110,-136.1585,4.5021,,,,,,,,,,,,,,,
