env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-79.3447,560.6,,,,,,,,,,,,,
61,,,61,-105.2214,6.2936,,,,,,,,,,
115,,,54,-117.4787,44.5992,,,,,,,,,,
211,,,96,-116.5503,47.3646,,,,,,,,,,
333,,,122,-118.0187,47.2503,,,,,,,,,,
401,,,68,-115.9678,47.3039,,,,,,,,,,
484,,,83,-119.2691,47.2423,,,,,,,,,,
500,,,,,,125.6145,0.3352,27.8139,59574.8164,626.8292,59574.0078,-55.708,9.6894,6.8726,0.0001
564,,,80,-121.6813,47.0351,,,,,,,,,,
633,,,69,-117.9606,47.2808,,,,,,,,,,
710,,,77,-113.212,47.2245,,,,,,,,,,
753,,,43,-117.1964,47.3214,,,,,,,,,,
801,,,48,-115.0868,42.0159,,,,,,,,,,
899,,,98,-122.2177,46.1731,,,,,,,,,,
940,,,41,-116.2728,47.6618,,,,,,,,,,
996,,,56,-116.4525,44.492,,,,,,,,,,
1000,,,,,,123.5777,0.3339,27.0432,70218.7734,480.6389,70217.0781,-58.5781,18.9751,4.3515,0.0
1084,,,88,-123.132,42.6677,,,,,,,,,,
1146,,,62,-114.2608,47.6467,,,,,,,,,,
1198,,,52,-113.7373,41.344,,,,,,,,,,
1244,,,46,-119.6538,41.5063,,,,,,,,,,
1316,,,72,-115.9027,43.7502,,,,,,,,,,
1365,,,49,-116.3306,47.6578,,,,,,,,,,
1404,,,39,-115.2169,47.7274,,,,,,,,,,
1489,,,85,-112.2142,47.6964,,,,,,,,,,
1500,,,,,,132.1144,0.3339,30.5776,78679.3984,703.5881,78676.4219,-65.5448,18.4682,6.761,0.0
1576,,,87,-116.5927,47.6864,,,,,,,,,,
1657,,,81,-112.3129,47.7268,,,,,,,,,,
1719,,,62,-113.0093,47.624,,,,,,,,,,
1762,,,43,-121.4392,46.2364,,,,,,,,,,
1815,,,53,-116.2763,47.7216,,,,,,,,,,
1959,,,144,-127.6991,42.4117,,,,,,,,,,
2000,,,,,,134.4245,0.3346,32.5244,95844.2031,3010.897,95839.9453,-61.2642,35.4704,13.3845,0.0
2021,,,62,-115.1011,41.3004,,,,,,,,,,
2094,,,73,-119.943,40.813,,,,,,,,,,
2181,,,87,-112.9646,41.4985,,,,,,,,,,
2283,,,102,-132.754,41.228,,,,,,,,,,
2352,,,69,-111.5318,40.7683,,,,,,,,,,
2398,,,46,-117.4987,41.5639,,,,,,,,,,
2480,,,82,-127.8318,41.501,,,,,,,,,,
2500,,,,,,131.3061,0.3352,33.024,101476.3672,8702.6738,101470.3828,-62.3431,52.2725,15.2908,0.0085
2521,,,41,-114.7391,41.3787,,,,,,,,,,
2637,,,116,-110.5527,46.5266,,,,,,,,,,
2684,,,47,-105.7087,47.8138,,,,,,,,,,
2738,,,54,-105.0592,47.6438,,,,,,,,,,
2831,,,93,-109.0765,47.6097,,,,,,,,,,
2894,,,63,-104.4675,45.4446,,,,,,,,,,
2949,,,55,-105.9209,41.5795,,,,,,,,,,
3000,,,,,,131.3296,0.3349,34.388,116496.6484,8458.9824,116490.0,-73.0664,49.9752,3.617,0.0
3024,,,75,-105.4901,41.5051,,,,,,,,,,
3096,,,72,-102.6454,41.5217,,,,,,,,,,
3148,,,52,-105.4696,41.5619,,,,,,,,,,
3215,,,67,-109.303,41.5417,,,,,,,,,,
3273,,,58,-105.3327,41.405,,,,,,,,,,
3329,,,56,-108.5834,41.3451,,,,,,,,,,
3445,,,116,-109.6188,41.4271,,,,,,,,,,
3500,,,,,,133.0571,0.3356,35.9236,133518.8281,3680.9497,133510.6406,-71.6998,41.791,5.8299,0.0022
3532,,,87,-129.8119,41.4379,,,,,,,,,,
3579,,,47,-106.9008,41.4528,,,,,,,,,,
3652,,,73,-107.8628,44.4266,,,,,,,,,,
3713,,,61,-103.4424,41.2095,,,,,,,,,,
3762,,,49,-106.1758,41.334,,,,,,,,,,
3838,,,76,-105.4965,41.887,,,,,,,,,,
3886,,,48,-107.9767,47.7314,,,,,,,,,,
3949,,,63,-107.4744,47.5958,,,,,,,,,,
4000,,,,,,129.3776,0.3362,35.7343,141615.2812,6497.4829,141606.1406,-76.9237,40.474,2.5187,0.0
4009,,,60,-105.1385,47.6135,,,,,,,,,,
4063,,,54,-106.1047,42.2908,,,,,,,,,,
4137,,,74,-103.5463,47.0648,,,,,,,,,,
4243,,,106,-131.0196,46.1301,,,,,,,,,,
4296,,,53,-106.7029,47.6387,,,,,,,,,,
4380,,,84,-126.4455,47.5911,,,,,,,,,,
4458,,,78,-102.3994,47.5128,,,,,,,,,,
4500,,,,,,126.3716,0.3359,35.5914,148820.25,23646.8438,148809.1562,-73.3199,44.3565,4.6879,0.0
4532,,,74,-103.7583,47.3633,,,,,,,,,,
4582,,,50,-106.2439,47.5919,,,,,,,,,,
4658,,,76,-106.4577,47.6969,,,,,,,,,,
4740,,,82,-106.0351,47.784,,,,,,,,,,
4849,,,109,-136.9856,47.7808,,,,,,,,,,
4943,,,94,-127.0011,47.6548,,,,,,,,,,
5000,,,,,,130.804,0.3353,38.7929,172326.8438,36251.7461,172314.6562,-78.9008,62.5745,18.016,0.0
5000,-104.6211,104.3,,,,,,,,,,,,,
5005,,,62,-107.136,32.7842,,,,,,,,,,
5116,,,111,-137.2837,47.4771,,,,,,,,,,
5169,,,53,-107.9959,47.5471,,,,,,,,,,
5215,,,46,-105.3461,43.5725,,,,,,,,,,
5265,,,50,-103.0531,41.383,,,,,,,,,,
5310,,,45,-105.6159,46.5771,,,,,,,,,,
5363,,,53,-105.3738,41.1922,,,,,,,,,,
