env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
81500,,,0.3667,0.9116,0.1151,-337.993,9.7775,0.069,-0.2305,6.1024,190.959,6.5798,,,
82000,,,0.3618,0.8985,0.1107,-344.0903,6.9232,0.0686,-0.2198,4.7854,335.36,2.3606,,,
82000,,,,,,,,,,,,,1000,5342.9303,17.1175
82500,,,0.3664,0.9069,0.1141,-343.4679,5.2701,0.0691,-0.2312,4.9453,157.9092,3.5402,,,
83000,,,0.3759,0.9057,0.1183,-344.632,5.344,0.072,-0.2293,4.5718,181.4146,3.6112,,,
83000,,,,,,,,,,,,,1000,5320.2415,17.1313
83500,,,0.35,0.8922,0.1044,-344.8116,5.9153,0.0659,-0.2095,4.6563,219.7405,3.0161,,,
84000,,,0.3663,0.9167,0.1085,-354.6397,7.7416,0.0721,-0.2113,4.9678,333.2936,4.1207,,,
84000,,,,,,,,,,,,,1000,5504.7482,16.6086
84500,,,0.3634,0.9048,0.1139,-350.0063,7.8659,0.0682,-0.2265,4.8713,465.8457,5.7803,,,
85000,,,0.3591,0.9056,0.1122,-354.8607,8.2888,0.0668,-0.2226,5.4919,364.572,5.7724,,,
85000,6455.7297,1000.0,,,,,,,,,,,,,
85000,,,,,,,,,,,,,1000,5681.6695,15.9713
85500,,,0.3533,0.9178,0.108,-361.7804,7.193,0.0659,-0.2139,5.6518,314.7232,3.3884,,,
86000,,,0.3525,0.9042,0.1054,-362.9163,7.5856,0.0665,-0.2116,4.9404,435.3695,3.7387,,,
86000,,,,,,,,,,,,,1000,5611.6785,17.478
86500,,,0.365,0.9095,0.1133,-360.6532,6.7618,0.0693,-0.2231,5.4385,515.7584,5.3499,,,
87000,,,0.353,0.915,0.1082,-372.344,7.0706,0.0658,-0.2154,5.8018,171.2623,3.3408,,,
87000,,,,,,,,,,,,,1000,6004.3424,16.6628
87500,,,0.3555,0.9118,0.1075,-369.9259,6.8805,0.0672,-0.2159,5.4848,397.3312,5.3616,,,
88000,,,0.3532,0.9168,0.1066,-377.0467,10.0686,0.0664,-0.2041,5.4795,496.5949,8.1558,,,
88000,,,,,,,,,,,,,1000,5945.1985,16.8384
88500,,,0.3582,0.9256,0.111,-372.2302,8.8165,0.0668,-0.2209,6.0158,654.9266,4.25,,,
89000,,,0.3528,0.9279,0.1086,-384.4838,6.7616,0.0652,-0.2114,5.7441,452.9185,5.1636,,,
89000,,,,,,,,,,,,,1000,6247.9389,17.5795
