env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-101.0919,148.9,,,,,,,,,,,,,,,,,,
62,,,62,-113.5737,6.6965,,,,,,,,,,,,,,,
112,,,50,-118.3307,29.7109,,,,,,,,,,,,,,,
156,,,44,-114.5345,31.0695,,,,,,,,,,,,,,,
200,,,44,-120.0495,30.342,,,,,,,,,,,,,,,
344,,,144,-127.1331,31.7365,,,,,,,,,,,,,,,
445,,,101,-121.4213,32.4966,,,,,,,,,,,,,,,
496,,,51,-116.312,33.2616,,,,,,,,,,,,,,,
500,,,,,,22,9,3,6631.3877,0.2921,0.3348,0.047,0.3396,1.632,0.1852,0.1029,-0.0957,1.9158,9.3666,0.0195
540,,,44,-116.6848,32.9299,,,,,,,,,,,,,,,
585,,,45,-110.6423,33.017,,,,,,,,,,,,,,,
