env_steps,return,length,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
17500,,,-55.7027,3.2721,0.0066,-0.0644,1.251,29.5229,1.8254,,,
18000,,,-56.1763,3.7207,0.0066,-0.0599,1.4307,34.8894,1.3973,,,
18000,,,,,,,,,,1000,64.8469,84.3994
18500,,,-56.3269,3.9299,0.006,-0.0609,1.4947,43.2185,2.3625,,,
19000,,,-56.0966,3.9239,0.0052,-0.0584,1.1929,39.6172,2.2947,,,
19000,,,,,,,,,,1000,13.1132,83.4662
19500,,,-60.1891,3.9846,0.0053,-0.059,1.4161,57.1667,1.9464,,,
20000,,,-60.2835,3.4244,0.0058,-0.0597,1.2827,40.6799,1.2808,,,
20000,1225.2416,1000.0,,,,,,,,,,
20000,,,,,,,,,,1000,191.2604,73.9446
20500,,,-57.1263,3.7519,0.0045,-0.0528,1.3732,37.8218,2.2284,,,
21000,,,-62.9937,3.2868,0.005,-0.0564,1.2868,52.7887,2.4084,,,
21000,,,,,,,,,,1000,52.5594,82.9832
21500,,,-60.6769,3.5357,0.0045,-0.0532,1.5064,86.8538,1.9907,,,
22000,,,-60.5451,3.1794,0.0051,-0.0558,1.3462,49.0003,1.5119,,,
22000,,,,,,,,,,1000,126.4109,83.0521
22500,,,-63.8839,3.7893,0.0051,-0.0567,1.5118,63.7656,1.5836,,,
23000,,,-64.4376,3.6581,0.0049,-0.0538,1.465,35.4825,1.77,,,
23000,,,,,,,,,,1000,262.2789,83.1747
23500,,,-64.7965,3.3304,0.0042,-0.0514,1.627,40.9387,2.255,,,
24000,,,-64.4638,3.5693,0.005,-0.0544,1.1777,30.2275,1.6865,,,
24000,,,,,,,,,,1000,297.5891,82.1082
24500,,,-65.9446,2.9226,0.0046,-0.0522,1.4034,38.4311,1.5042,,,
25000,,,-62.1445,2.9936,0.0048,-0.0541,1.3148,63.6668,1.451,,,
25000,1615.8603,1000.0,,,,,,,,,,
25000,,,,,,,,,,1000,233.075,72.6815
25500,,,-66.6682,4.5705,0.0046,-0.0549,1.6658,66.462,1.8316,,,
26000,,,-65.4787,3.1401,0.0043,-0.0508,1.6573,68.0382,3.0577,,,
26000,,,,,,,,,,1000,199.599,82.3362
26500,,,-68.9094,3.3068,0.0044,-0.0516,1.2112,45.9071,1.8703,,,
27000,,,-68.2876,4.2269,0.0035,-0.0457,1.4173,59.3255,2.4038,,,
27000,,,,,,,,,,1000,673.7895,84.4609
27500,,,-72.4809,3.8916,0.0045,-0.0517,1.761,55.8774,3.0046,,,
28000,,,-72.0684,3.2742,0.0043,-0.0514,1.3049,42.8651,1.2522,,,
28000,,,,,,,,,,1000,796.5143,83.5555
28500,,,-71.7949,2.6773,0.0047,-0.0534,1.911,47.3842,2.0259,,,
29000,,,-77.8381,3.3791,0.004,-0.0476,1.6709,51.1223,1.763,,,
29000,,,,,,,,,,1000,1013.0965,82.5003
29500,,,-77.9509,3.0555,0.0046,-0.052,1.8836,55.1659,1.5872,,,
30000,,,-80.6791,3.6468,0.0043,-0.0521,1.7436,53.6824,2.2204,,,
30000,2094.927,1000.0,,,,,,,,,,
30000,,,,,,,,,,1000,1109.8322,75.0869
30500,,,-82.103,4.2872,0.004,-0.0506,1.6205,49.3879,1.9496,,,
31000,,,-84.9477,4.132,0.0044,-0.0519,1.8015,43.4347,2.9796,,,
31000,,,,,,,,,,1000,1123.9787,85.7522
31500,,,-84.8931,2.6544,0.0039,-0.0494,1.583,44.5213,1.8158,,,
32000,,,-87.5217,3.9967,0.004,-0.0496,1.7809,87.484,2.1864,,,
32000,,,,,,,,,,1000,1196.0038,81.7495
32500,,,-88.1351,2.7889,0.004,-0.0492,1.8141,35.9576,1.8899,,,
33000,,,-89.6337,2.8678,0.0042,-0.0498,1.6321,49.3967,1.6757,,,
33000,,,,,,,,,,1000,1263.0799,82.8337
33500,,,-94.5685,2.911,0.0044,-0.0527,1.9591,71.3079,1.8089,,,
34000,,,-95.662,2.8306,0.0049,-0.0559,1.7653,70.34,2.4578,,,
34000,,,,,,,,,,1000,1298.9967,86.1242
34500,,,-97.2987,2.6834,0.0041,-0.0519,1.8572,53.8496,1.9248,,,
35000,,,-94.1142,3.4752,0.0041,-0.0496,1.546,42.4976,2.8923,,,
35000,2447.4424,1000.0,,,,,,,,,,
35000,,,,,,,,,,1000,1213.5022,74.8106
35500,,,-100.2819,3.0029,0.0038,-0.0464,1.8505,55.4967,1.4481,,,
36000,,,-99.9182,3.004,0.004,-0.0494,1.6054,43.3671,2.0887,,,
36000,,,,,,,,,,1000,1152.577,83.6221
36500,,,-103.002,2.8383,0.0044,-0.0521,1.7929,74.3575,1.775,,,
37000,,,-106.5454,2.8479,0.0035,-0.0467,1.8025,44.5336,2.4899,,,
37000,,,,,,,,,,1000,1626.1801,88.4735
37500,,,-102.6107,3.1052,0.0038,-0.0486,1.7941,90.0633,2.7165,,,
38000,,,-108.9126,2.7395,0.0042,-0.0513,1.7615,44.0421,1.3434,,,
38000,,,,,,,,,,1000,1528.2556,88.051
38500,,,-109.7195,2.5965,0.0043,-0.0519,1.9016,54.4095,1.7845,,,
39000,,,-115.8639,3.3054,0.0037,-0.0485,2.2216,141.6924,2.519,,,
39000,,,,,,,,,,1000,1839.9997,82.573
39500,,,-114.7178,3.7873,0.0051,-0.0498,2.2793,62.3606,2.6935,,,
40000,,,-115.6054,3.2538,0.0034,-0.0458,2.0708,57.1449,1.8811,,,
40000,3163.4048,1000.0,,,,,,,,,,
40000,,,,,,,,,,1000,1799.3851,73.0202
40500,,,-119.3495,4.2419,0.004,-0.0512,1.8189,83.3286,2.8414,,,
41000,,,-121.6355,3.1381,0.0038,-0.0496,1.9301,56.2836,1.5376,,,
41000,,,,,,,,,,1000,1712.1656,82.0269
41500,,,-122.2402,2.7919,0.0042,-0.0469,2.0329,63.0048,2.3412,,,
42000,,,-124.2713,2.6844,0.0034,-0.0465,2.0766,68.6406,2.1755,,,
42000,,,,,,,,,,1000,1653.4718,82.0433
42500,,,-127.3765,3.3634,0.0043,-0.0511,2.1625,76.6532,2.483,,,
43000,,,-129.1091,3.3268,0.0038,-0.0498,2.0193,106.8748,2.6798,,,
43000,,,,,,,,,,1000,1779.7501,81.7695
43500,,,-133.1532,3.0009,0.004,-0.0504,2.1096,42.7864,2.1751,,,
44000,,,-133.8842,3.5635,0.0036,-0.0489,2.1861,82.7182,4.9212,,,
44000,,,,,,,,,,1000,2095.798,81.9405
44500,,,-137.2163,2.8301,0.0035,-0.0465,1.9286,45.9167,2.2463,,,
45000,,,-132.0705,3.137,0.0039,-0.0489,1.9674,44.9489,3.1125,,,
45000,3415.2045,1000.0,,,,,,,,,,
45000,,,,,,,,,,1000,918.5326,72.9028
45500,,,-136.2264,3.0461,0.0037,-0.0466,2.2808,67.3252,2.9793,,,
46000,,,-135.2948,3.4025,0.0034,-0.0457,2.2295,56.2676,3.6959,,,
46000,,,,,,,,,,1000,566.9177,81.7535
46500,,,-138.4563,3.4012,0.0031,-0.045,1.9314,71.4303,3.9734,,,
47000,,,-139.4116,4.5336,0.0034,-0.0483,2.2445,72.9936,3.6419,,,
47000,,,,,,,,,,1000,2211.4762,82.0854
47500,,,-144.7991,3.6998,0.0045,-0.0509,2.2086,48.5437,2.154,,,
48000,,,-147.1882,3.0406,0.0035,-0.0472,2.5254,95.9891,2.1664,,,
48000,,,,,,,,,,1000,2408.4845,84.4071
48500,,,-145.5744,3.9088,0.0036,-0.0476,2.1753,88.2616,2.9019,,,
49000,,,-150.1275,3.0962,0.0039,-0.0476,2.6325,67.7766,2.0719,,,
49000,,,,,,,,,,1000,2384.007,81.9567
49500,,,-154.3516,3.7278,0.0035,-0.0468,2.5564,70.0958,2.4786,,,
50000,,,-156.2027,3.4119,0.0031,-0.0436,2.6509,108.1952,2.9729,,,
50000,3924.3209,1000.0,,,,,,,,,,
50000,,,,,,,,,,1000,2549.9629,72.9954
50500,,,-153.613,3.8447,0.0031,-0.0444,2.7983,61.1935,3.2537,,,
51000,,,-155.8642,3.7339,0.0033,-0.0451,2.7499,155.7976,2.2883,,,
51000,,,,,,,,,,1000,2370.134,81.4425
51500,,,-159.7915,3.9652,0.0038,-0.0486,3.0587,170.7212,2.1002,,,
52000,,,-160.9178,4.484,0.0032,-0.0451,2.74,100.5919,2.4268,,,
52000,,,,,,,,,,1000,2644.2106,82.4961
52500,,,-163.2893,3.9746,0.0039,-0.0491,3.0467,99.8003,3.2751,,,
53000,,,-168.0413,4.1262,0.0038,-0.0503,2.7954,83.6207,3.1142,,,
53000,,,,,,,,,,1000,2610.2236,87.0936
53500,,,-173.9326,3.8661,0.0038,-0.0503,3.0155,78.0355,2.6477,,,
54000,,,-170.3018,3.3889,0.0033,-0.0457,2.9653,85.1725,3.3809,,,
54000,,,,,,,,,,1000,2442.974,85.6482
54500,,,-176.8545,4.8618,0.0035,-0.0463,3.1534,94.2498,4.4672,,,
55000,,,-175.6257,3.6493,0.0042,-0.0522,3.2305,191.5418,3.4791,,,
55000,4156.4593,1000.0,,,,,,,,,,
55000,,,,,,,,,,1000,2959.5675,77.8948
55500,,,-174.8963,4.0349,0.0034,-0.0465,4.8037,113.7594,2.087,,,
56000,,,-178.8206,4.4515,0.0037,-0.0484,3.384,155.775,4.6174,,,
56000,,,,,,,,,,1000,2800.671,83.7074
56500,,,-180.8713,4.565,0.0034,-0.0466,3.6532,223.4741,3.1046,,,
57000,,,-183.1442,3.9048,0.0032,-0.045,3.5453,206.8529,3.8702,,,
57000,,,,,,,,,,1000,2930.3761,82.0571
57500,,,-185.2233,4.2929,0.0035,-0.0471,3.5011,138.1455,4.0079,,,
58000,,,-187.3192,3.6552,0.0035,-0.0468,3.5754,109.5271,2.7944,,,
58000,,,,,,,,,,1000,3070.2491,82.9386
58500,,,-192.9156,5.6646,0.0027,-0.0397,3.9061,98.6805,5.8538,,,
59000,,,-192.7031,3.152,0.0034,-0.046,4.1965,188.4442,3.6009,,,
59000,,,,,,,,,,1000,3015.3493,85.2188
59500,,,-199.3205,4.412,0.0031,-0.0426,5.224,155.3193,3.4721,,,
60000,,,-195.5264,5.0782,0.0035,-0.0467,4.9157,126.813,8.4394,,,
60000,4421.566,1000.0,,,,,,,,,,
60000,,,,,,,,,,1000,3068.6439,72.8626
60500,,,-202.681,4.6331,0.0038,-0.0477,3.7714,86.4221,6.3585,,,
61000,,,-203.4212,4.2167,0.0035,-0.0465,4.1461,159.248,3.5417,,,
61000,,,,,,,,,,1000,3332.6901,81.8011
61500,,,-207.1268,4.2084,0.0037,-0.0469,3.7954,149.6747,8.1549,,,
62000,,,-211.4042,4.1259,0.0032,-0.0449,4.2576,189.852,5.0694,,,
62000,,,,,,,,,,1000,3335.4917,81.5889
62500,,,-208.2901,3.9159,0.0033,-0.0464,3.8508,118.6758,4.6949,,,
63000,,,-209.9761,3.558,0.0031,-0.0441,4.3041,179.9539,2.9982,,,
63000,,,,,,,,,,1000,3413.3801,81.6707
63500,,,-216.715,5.2067,0.0035,-0.0469,4.3118,153.2591,4.1507,,,
64000,,,-220.8934,3.8048,0.0031,-0.0434,3.9883,200.4486,5.811,,,
64000,,,,,,,,,,1000,3925.1427,81.8121
64500,,,-221.2,4.0784,0.0033,-0.0455,3.8087,171.4199,6.2692,,,
65000,,,-228.1881,5.1177,0.0031,-0.0438,4.0926,118.3467,5.1648,,,
65000,4988.2108,1000.0,,,,,,,,,,
65000,,,,,,,,,,1000,3592.3605,72.6489
65500,,,-224.9344,4.4534,0.0035,-0.0477,4.2167,178.3139,4.0634,,,
66000,,,-226.2817,5.7117,0.0033,-0.045,5.0323,127.7017,3.6526,,,
66000,,,,,,,,,,1000,3748.0533,81.6614
66500,,,-228.136,4.485,0.0043,-0.0459,4.6664,145.7152,4.0344,,,
67000,,,-234.1381,4.0184,0.003,-0.0431,4.4311,210.61,4.6363,,,
67000,,,,,,,,,,1000,3830.2582,81.4066
67500,,,-238.4004,6.1195,0.0033,-0.0458,6.1428,135.5068,5.2069,,,
68000,,,-236.5802,4.2353,0.0037,-0.0466,4.6135,135.7142,7.1344,,,
68000,,,,,,,,,,1000,4088.0227,82.6515
68500,,,-240.8151,5.178,0.0033,-0.0448,5.1323,160.5835,5.6331,,,
69000,,,-239.4958,5.884,0.0032,-0.0461,4.5735,109.4057,6.7108,,,
69000,,,,,,,,,,1000,4156.3889,87.2814
69500,,,-244.5784,3.9484,0.0029,-0.0432,4.612,124.6554,4.1382,,,
70000,,,-250.3294,4.9249,0.0031,-0.0438,4.8724,129.1982,3.8483,,,
70000,5104.2583,1000.0,,,,,,,,,,
70000,,,,,,,,,,1000,4026.1279,73.4902
70500,,,-248.3503,4.821,0.0031,-0.0451,5.4295,189.0801,5.6187,,,
71000,,,-251.368,4.353,0.0035,-0.0464,4.3418,115.8045,4.9326,,,
71000,,,,,,,,,,1000,4323.0444,85.7355
71500,,,-252.0199,4.5632,0.0033,-0.0438,5.5923,114.2945,5.467,,,
72000,,,-268.2276,5.6649,0.0028,-0.0416,4.9591,132.5068,5.5383,,,
72000,,,,,,,,,,1000,4521.2546,83.6838
72500,,,-261.418,4.8528,0.0031,-0.0438,4.9722,214.3764,5.9679,,,
73000,,,-263.5976,4.6146,0.0033,-0.0457,6.4268,475.9921,4.4484,,,
73000,,,,,,,,,,1000,4451.646,81.9713
73500,,,-264.6585,5.1339,0.0031,-0.0439,6.6184,241.7261,3.7613,,,
74000,,,-260.1412,5.2271,0.0029,-0.042,5.0169,291.1419,6.6452,,,
74000,,,,,,,,,,1000,4589.7249,83.721
74500,,,-268.562,5.7879,0.0027,-0.0398,4.9982,269.0601,11.2461,,,
75000,,,-271.2667,4.1214,0.0037,-0.0483,5.6536,157.2199,3.5368,,,
75000,5889.4696,1000.0,,,,,,,,,,
75000,,,,,,,,,,1000,4672.1218,73.4726
75500,,,-280.7896,5.0403,0.0031,-0.0408,4.8776,140.8206,7.5071,,,
76000,,,-282.608,5.6855,0.0034,-0.0457,5.9351,122.3228,7.1047,,,
76000,,,,,,,,,,1000,4725.1717,81.7284
76500,,,-281.1415,5.0221,0.0031,-0.0439,6.6038,254.9474,4.6161,,,
77000,,,-290.9965,4.4476,0.0031,-0.0426,5.8425,264.3699,6.1911,,,
77000,,,,,,,,,,1000,5152.5203,81.7914
77500,,,-293.9269,6.9334,0.003,-0.043,5.8949,209.3841,9.3139,,,
78000,,,-289.9986,7.6731,0.0028,-0.0416,5.524,170.9669,8.4354,,,
78000,,,,,,,,,,1000,4927.5943,82.2965
78500,,,-295.9514,5.3331,0.0033,-0.0456,6.6652,403.1094,6.6836,,,
79000,,,-299.4104,7.9089,0.0028,-0.0421,5.4281,146.0613,12.5837,,,
79000,,,,,,,,,,1000,4976.0735,81.6674
79500,,,-293.2011,5.1178,0.0034,-0.0463,5.3787,192.9155,7.1149,,,
80000,,,-299.8642,5.8311,0.0029,-0.0424,5.9946,111.0962,5.7539,,,
80000,6257.2252,1000.0,,,,,,,,,,
80000,,,,,,,,,,1000,5547.5232,72.8028
80500,,,-309.9233,5.4779,0.0028,-0.0407,6.565,154.8649,7.7161,,,
81000,,,-305.506,3.9491,0.0031,-0.0435,5.6477,227.2377,4.472,,,
81000,,,,,,,,,,1000,5289.4104,82.282
81500,,,-322.1047,5.2756,0.0027,-0.0399,6.2504,379.3461,4.9129,,,
82000,,,-314.1713,7.502,0.0028,-0.0421,5.9152,201.5019,8.5446,,,
82000,,,,,,,,,,1000,5385.0298,81.8173
82500,,,-313.0771,6.0186,0.0031,-0.0445,5.958,312.013,10.5342,,,
83000,,,-321.8807,5.3245,0.003,-0.0435,6.0902,216.5627,8.4577,,,
83000,,,,,,,,,,1000,5474.6201,81.5094
83500,,,-324.8245,5.15,0.0026,-0.0395,5.7607,143.2129,5.034,,,
84000,,,-324.0888,6.3211,0.0026,-0.0402,5.852,110.2821,13.3628,,,
84000,,,,,,,,,,1000,5587.7615,83.6262
84500,,,-329.3755,5.1007,0.0029,-0.0412,6.5819,275.5432,5.6983,,,
85000,,,-327.0185,6.154,0.0027,-0.0399,7.3809,224.5143,8.128,,,
85000,6962.3333,1000.0,,,,,,,,,,
85000,,,,,,,,,,1000,4667.7041,72.6914
85500,,,-344.0283,5.9703,0.0026,-0.0407,6.4574,153.3886,6.1431,,,
86000,,,-340.2438,5.8953,0.0028,-0.0404,6.9169,269.8665,6.5834,,,
86000,,,,,,,,,,1000,5973.1652,81.6897
86500,,,-350.7092,5.7145,0.0029,-0.044,8.0614,225.4259,3.9009,,,
87000,,,-339.8293,5.0031,0.003,-0.0417,7.4999,213.6256,4.8597,,,
87000,,,,,,,,,,1000,5955.0194,81.7965
87500,,,-351.9536,5.307,0.0027,-0.0409,7.0821,192.6862,5.978,,,
88000,,,-350.3788,6.9399,0.0029,-0.0424,6.6179,255.9428,7.7045,,,
88000,,,,,,,,,,1000,5871.7149,81.6851
88500,,,-352.3542,8.6774,0.003,-0.0429,6.6782,249.0687,11.6166,,,
89000,,,-361.9338,6.7531,0.0029,-0.0425,7.519,355.0558,10.4886,,,
89000,,,,,,,,,,1000,6192.8953,82.4991
89500,,,-360.0099,6.3016,0.0027,-0.0415,8.0962,322.7518,9.9331,,,
90000,,,-363.1451,6.2902,0.0029,-0.043,7.1365,385.5959,7.9019,,,
90000,6689.0004,1000.0,,,,,,,,,,
90000,,,,,,,,,,1000,6152.5689,72.7824
90500,,,-362.4677,6.5199,0.0025,-0.0377,7.1136,296.8436,7.894,,,
91000,,,-360.3875,5.8041,0.0032,-0.0444,6.1211,127.5526,7.4336,,,
91000,,,,,,,,,,1000,6265.5747,81.7584
91500,,,-371.5397,6.6872,0.0025,-0.0394,5.8965,132.4744,9.201,,,
92000,,,-362.7781,5.2481,0.0026,-0.0402,6.6051,229.3472,5.1965,,,
92000,,,,,,,,,,1000,6348.6132,83.5742
92500,,,-378.2578,7.3401,0.002,-0.0344,6.7405,268.0964,9.5975,,,
93000,,,-372.9421,6.5725,0.0028,-0.0426,8.2948,411.5964,9.5777,,,
93000,,,,,,,,,,1000,6559.8369,81.6386
93500,,,-379.9703,5.8346,0.0024,-0.0387,7.477,622.3935,4.7394,,,
94000,,,-385.2688,7.6102,0.0025,-0.0392,6.887,281.8559,7.238,,,
94000,,,,,,,,,,1000,6718.5822,82.8658
94500,,,-395.126,6.6501,0.0026,-0.0414,6.4177,262.2789,9.8253,,,
95000,,,-391.9407,5.9667,0.0025,-0.039,6.9659,220.9652,6.171,,,
95000,7322.6446,1000.0,,,,,,,,,,
95000,,,,,,,,,,1000,6660.9562,73.3113
95500,,,-397.2478,7.4789,0.0025,-0.0389,9.7993,483.7206,8.9458,,,
96000,,,-402.2593,6.4114,0.0031,-0.0425,6.0889,176.9686,11.7414,,,
96000,,,,,,,,,,1000,6827.6464,83.5274
96500,,,-398.0788,6.1846,0.0028,-0.0413,7.324,284.4424,4.804,,,
97000,,,-407.1359,7.3215,0.0021,-0.0358,7.9829,296.9442,12.2318,,,
97000,,,,,,,,,,1000,6895.9136,82.2636
97500,,,-407.8455,5.9456,0.0028,-0.0423,6.8729,205.9289,6.345,,,
98000,,,-410.1354,6.8041,0.0029,-0.0422,8.6252,526.0657,9.5078,,,
98000,,,,,,,,,,1000,7110.3005,86.6278
98500,,,-420.3412,5.4279,0.0028,-0.0415,8.071,234.9895,7.1068,,,
99000,,,-421.585,9.218,0.0024,-0.037,7.2383,239.0651,13.1984,,,
99000,,,,,,,,,,1000,7331.101,87.4443
99500,,,-421.8399,5.895,0.0026,-0.0398,8.0898,415.2327,8.5655,,,
100000,,,-426.1322,6.5965,0.0025,-0.0394,7.6254,196.5082,7.2771,,,
100000,7801.9913,1000.0,,,,,,,,,,
100000,,,,,,,,,,1000,7400.5351,77.7432
100500,,,-424.091,7.7473,0.0027,-0.0401,7.7903,385.8391,13.5501,,,
101000,,,-431.7848,6.3152,0.0027,-0.0408,7.0152,273.8596,8.2225,,,
101000,,,,,,,,,,1000,7232.0649,85.8602
101500,,,-446.1297,5.9531,0.0026,-0.0387,7.2313,254.485,8.9472,,,
102000,,,-442.5644,5.9208,0.0026,-0.0402,8.4982,461.8517,4.9892,,,
102000,,,,,,,,,,1000,7587.0112,83.9799
102500,,,-441.3229,6.3373,0.0027,-0.0402,9.5392,506.1488,7.3261,,,
103000,,,-461.7285,8.1113,0.0023,-0.0361,7.3549,354.2382,9.1106,,,
103000,,,,,,,,,,1000,7595.1945,88.3904
103500,,,-455.5798,6.0556,0.0022,-0.0365,7.8657,284.0556,7.1566,,,
104000,,,-466.4272,9.0886,0.0022,-0.0366,7.7792,440.7629,14.2015,,,
104000,,,,,,,,,,1000,7144.444,85.3179
104500,,,-463.2399,7.946,0.0025,-0.0403,9.2704,578.0523,6.9508,,,
105000,,,-467.0454,7.2738,0.0023,-0.0372,7.0819,573.3539,10.1224,,,
105000,7723.6138,1000.0,,,,,,,,,,
105000,,,,,,,,,,1000,7480.5702,71.6553
105500,,,-472.5435,6.8394,0.0024,-0.0373,8.2476,239.5968,7.5238,,,
106000,,,-477.3819,8.3482,0.0027,-0.0412,7.9892,293.7904,13.1489,,,
106000,,,,,,,,,,1000,7442.4944,81.9381
106500,,,-496.6274,8.3112,0.0022,-0.0365,10.4474,526.923,7.9881,,,
107000,,,-490.8552,9.122,0.0025,-0.0395,9.8058,455.3064,9.0387,,,
107000,,,,,,,,,,1000,7808.6355,82.8224
107500,,,-489.9091,9.097,0.002,-0.0345,8.7121,402.1158,9.4077,,,
108000,,,-499.9447,8.9532,0.0025,-0.0401,10.4101,366.4006,12.884,,,
108000,,,,,,,,,,1000,7957.5198,85.4361
108500,,,-497.8913,7.3159,0.0024,-0.0373,9.0509,447.7342,10.2891,,,
109000,,,-507.707,7.1724,0.0025,-0.0389,16.8108,407.7928,10.1362,,,
109000,,,,,,,,,,1000,7887.9815,83.4039
109500,,,-519.0406,7.0358,0.0019,-0.0331,9.0029,524.3311,6.8465,,,
110000,,,-518.175,13.4771,0.0022,-0.0367,8.938,325.7926,11.7023,,,
110000,8669.9728,1000.0,,,,,,,,,,
110000,,,,,,,,,,1000,7816.73,74.0331
110500,,,-517.3012,10.8074,0.0019,-0.0345,10.1801,424.4005,12.4284,,,
111000,,,-513.6475,8.9095,0.0021,-0.0365,9.2389,333.9333,13.4368,,,
111000,,,,,,,,,,1000,7884.4226,82.0956
111500,,,-519.8301,16.5654,0.0021,-0.035,9.5282,361.7304,21.2415,,,
112000,,,-532.3054,9.9329,0.0028,-0.0392,9.0251,262.7098,14.3234,,,
112000,,,,,,,,,,1000,7955.0538,85.3376
112500,,,-531.5234,8.1793,0.002,-0.0357,9.0209,292.0673,9.7218,,,
113000,,,-541.226,8.2495,0.0023,-0.0366,15.3054,730.0582,8.4493,,,
113000,,,,,,,,,,1000,7900.7304,82.0072
113500,,,-537.6738,13.5423,0.0024,-0.0392,10.2486,521.8526,15.3258,,,
114000,,,-562.7678,17.0814,0.0022,-0.0373,11.8614,676.6266,19.4795,,,
114000,,,,,,,,,,1000,8353.7217,81.9702
114500,,,-553.1762,9.1517,0.0021,-0.0348,10.5231,423.6488,16.4097,,,
115000,,,-553.9004,9.7256,0.0022,-0.0355,10.3603,506.1222,11.9047,,,
115000,9061.0136,1000.0,,,,,,,,,,
115000,,,,,,,,,,1000,8319.4259,73.8506
115500,,,-555.6199,9.7607,0.0019,-0.0328,12.0558,669.2034,9.9704,,,
116000,,,-567.1844,10.0171,0.0022,-0.0365,9.4597,916.8809,19.8511,,,
116000,,,,,,,,,,1000,8281.1073,84.0217
