env_steps,return,length,train/length,train/return,FPS,rkl,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
36624,,,287,-349.8582,75.5217,,,,,,,
36708,,,84,-92.8201,70.2604,,,,,,,
36801,,,93,-88.9482,73.8767,,,,,,,
36841,,,40,-55.2602,69.9472,,,,,,,
36882,,,41,-38.7538,75.3651,,,,,,,
37000,,,,,,1321.3223,1100.2207,8203.5693,1321.3223,356.4349,7465.3193,23.81
37038,,,156,-169.4617,71.1204,,,,,,,
37146,,,108,-93.8328,72.2252,,,,,,,
37200,,,54,-46.9301,71.7194,,,,,,,
37302,,,102,-94.0699,69.9846,,,,,,,
37391,,,89,-64.3914,73.3999,,,,,,,
37500,,,,,,1305.7429,1090.1721,8483.0049,1305.7429,507.1649,11726.3262,24.0486
37594,,,203,-151.8405,72.2902,,,,,,,
37669,,,75,-78.3533,74.549,,,,,,,
37718,,,49,-37.4193,70.6389,,,,,,,
37855,,,137,-120.8242,71.7761,,,,,,,
37932,,,77,-29.6911,70.2797,,,,,,,
38000,,,,,,1347.8992,1099.5109,7392.7114,1347.8992,350.8602,7892.7183,24.8145
38010,,,78,-85.4787,73.2198,,,,,,,
38027,,,17,-13.6231,75.1782,,,,,,,
38248,,,221,-205.6293,75.1552,,,,,,,
38500,,,,,,1356.1785,1110.5619,10202.4541,1356.1785,381.8781,10211.8398,23.1336
38726,,,478,-541.9874,74.3421,,,,,,,
38785,,,59,-55.6808,68.8661,,,,,,,
38828,,,43,-51.5818,70.6482,,,,,,,
38870,,,42,-63.1296,71.8169,,,,,,,
38894,,,24,-27.5501,71.3107,,,,,,,
39000,,,,,,1342.6812,1091.9913,7089.21,1342.6812,355.8864,8816.3896,24.9613
39010,,,116,-124.6708,72.8274,,,,,,,
39221,,,211,-212.1659,74.268,,,,,,,
39500,,,,,,1416.0212,1172.2391,9652.2344,1416.0212,421.1597,13118.4912,27.9872
40000,,,,,,1361.3368,1113.4006,7984.269,1361.3368,391.5115,15247.3994,25.7894
40000,-269.1083,734.5,,,,,,,,,,
40221,,,1000,-1413.4143,58.5752,,,,,,,
40294,,,73,-66.9893,69.1269,,,,,,,
40333,,,39,-22.5663,74.4825,,,,,,,
40467,,,134,-128.0899,71.4221,,,,,,,
40500,,,,,,1337.1165,1066.9332,10504.8184,1337.1165,444.8672,11967.6191,24.3499
41000,,,,,,1361.323,1085.6367,9806.0752,1361.323,453.3991,10150.8525,27.2804
41467,,,1000,-1418.926,71.6112,,,,,,,
41500,,,,,,1402.5942,1115.528,11283.5908,1402.5942,551.1788,16561.7578,27.2989
41515,,,48,-51.8232,76.4308,,,,,,,
42000,,,,,,1409.8784,1142.2778,8160.9932,1409.8784,393.9159,11464.0117,27.5773
42500,,,,,,1360.6592,1105.3486,9778.5527,1360.6592,433.8457,9238.3467,25.6905
42515,,,1000,-1392.1131,74.2921,,,,,,,
42560,,,45,-40.8028,76.3412,,,,,,,
42628,,,68,-37.3717,75.54,,,,,,,
42827,,,199,-137.4501,74.1396,,,,,,,
43000,,,,,,1385.8462,1112.4364,9073.3486,1385.8462,472.9681,17773.9414,30.8806
43500,,,,,,1428.1495,1156.204,9314.6406,1428.1495,505.5858,13749.2656,29.9926
43827,,,1000,-1409.8118,73.795,,,,,,,
43838,,,11,-10.0977,73.6024,,,,,,,
43887,,,49,-36.7065,74.6797,,,,,,,
44000,,,,,,1329.5808,1036.9147,7995.0278,1329.5808,562.5227,10851.3164,31.9716
44047,,,160,-177.0989,74.1003,,,,,,,
44131,,,84,-53.7926,70.6374,,,,,,,
44271,,,140,-127.6598,70.9645,,,,,,,
44402,,,131,-164.6843,70.074,,,,,,,
44451,,,49,-21.9111,70.3498,,,,,,,
44500,,,,,,1403.5364,1115.274,8654.4443,1403.5364,678.9006,12829.4922,32.1126
44513,,,62,-62.5645,71.5114,,,,,,,
44636,,,123,-136.4381,71.8637,,,,,,,
44969,,,333,-305.7749,73.7293,,,,,,,
45000,,,,,,1432.646,1110.0571,9416.7412,1432.646,762.3458,18491.4258,32.5887
45000,-333.0543,458.0,,,,,,,,,,
45047,,,78,-52.6513,23.0449,,,,,,,
45121,,,74,-54.5586,75.5912,,,,,,,
45392,,,271,-264.467,74.8356,,,,,,,
45415,,,23,-32.5457,76.3345,,,,,,,
