env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
19807,,,68,132.033,93.1495,,,,,,,,,
19844,,,37,58.5464,93.1187,,,,,,,,,
19918,,,74,138.385,91.8567,,,,,,,,,
19934,,,16,15.9544,92.4329,,,,,,,,,
19990,,,56,93.3205,92.6208,,,,,,,,,
20000,,,,,,0.8309,0.7458,0.0766,-153.1223,12.3701,0.234,198.7202,701.1844,1.8784
20000,312.6806,114.3,,,,,,,,,,,,
20011,,,21,30.3005,39.3922,,,,,,,,,
20050,,,39,55.4892,92.2443,,,,,,,,,
20068,,,18,22.2597,93.0922,,,,,,,,,
20100,,,32,48.8384,92.6437,,,,,,,,,
20164,,,64,111.0102,92.418,,,,,,,,,
20200,,,36,57.8553,92.9638,,,,,,,,,
20222,,,22,25.1569,92.7102,,,,,,,,,
20247,,,25,36.107,92.3376,,,,,,,,,
20297,,,50,79.7779,93.3168,,,,,,,,,
20366,,,69,116.3804,93.2089,,,,,,,,,
20407,,,41,63.6941,92.2973,,,,,,,,,
20500,,,,,,0.8291,0.7428,0.0753,-153.7957,7.4042,0.2345,192.9614,519.6188,2.4271
20524,,,117,253.424,92.0063,,,,,,,,,
20547,,,23,32.2892,92.5646,,,,,,,,,
20581,,,34,52.188,92.1464,,,,,,,,,
20684,,,103,229.7555,93.1157,,,,,,,,,
20698,,,14,13.7076,93.1705,,,,,,,,,
20713,,,15,14.053,92.9384,,,,,,,,,
20730,,,17,21.8131,92.7894,,,,,,,,,
20738,,,8,6.9707,92.1071,,,,,,,,,
20756,,,18,20.9264,92.8521,,,,,,,,,
20809,,,53,86.1394,92.9293,,,,,,,,,
20828,,,19,26.7929,92.5905,,,,,,,,,
20860,,,32,47.6544,98.7837,,,,,,,,,
20870,,,10,8.2553,99.4288,,,,,,,,,
20924,,,54,84.9824,99.1083,,,,,,,,,
20941,,,17,20.9372,99.3541,,,,,,,,,
20988,,,47,72.3565,99.0806,,,,,,,,,
21000,,,,,,0.8098,0.7367,0.0735,-156.4589,7.7006,0.214,214.8171,632.9659,2.6245
21035,,,47,70.3985,99.0792,,,,,,,,,
21048,,,13,13.2881,99.1641,,,,,,,,,
21058,,,10,6.9229,99.0421,,,,,,,,,
21092,,,34,52.3665,98.7304,,,,,,,,,
21119,,,27,40.1801,99.3167,,,,,,,,,
21150,,,31,47.848,99.1115,,,,,,,,,
21186,,,36,48.0628,99.1497,,,,,,,,,
21221,,,35,55.6294,98.8726,,,,,,,,,
21245,,,24,36.4393,99.1969,,,,,,,,,
21257,,,12,11.1918,99.5692,,,,,,,,,
21268,,,11,10.0287,99.0165,,,,,,,,,
21308,,,40,62.1564,98.9959,,,,,,,,,
21429,,,121,263.1135,99.2985,,,,,,,,,
21437,,,8,6.9228,99.3243,,,,,,,,,
21500,,,,,,0.7998,0.7314,0.0726,-158.0065,7.2136,0.2077,160.8647,340.0774,2.7292
21539,,,102,194.539,99.2498,,,,,,,,,
21615,,,76,145.2634,99.1379,,,,,,,,,
21670,,,55,88.421,99.3749,,,,,,,,,
21742,,,72,134.7074,99.2298,,,,,,,,,
21770,,,28,34.7133,99.2525,,,,,,,,,
21829,,,59,105.4583,93.9506,,,,,,,,,
21890,,,61,85.1383,92.8598,,,,,,,,,
21942,,,52,75.9087,96.4441,,,,,,,,,
22000,,,,,,0.8075,0.733,0.0734,-159.1746,8.4363,0.2233,108.8004,224.2232,2.392
22004,,,62,118.6668,92.5398,,,,,,,,,
22033,,,29,37.1212,92.7575,,,,,,,,,
22077,,,44,71.2433,92.8255,,,,,,,,,
22095,,,18,18.8314,93.2587,,,,,,,,,
22108,,,13,14.5516,92.5376,,,,,,,,,
22117,,,9,7.9586,92.8519,,,,,,,,,
