env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
84000,,,,,,,,,,,,1000,2598.2636,92.0383
84500,,,0.9409,0.8276,0.0877,-157.1822,13.174,0.7842,3.7298,55.2242,1.9783,,,
85000,,,0.953,0.8119,0.0892,-153.2798,13.2081,0.808,3.628,15.5947,2.0053,,,
85000,2826.5413,1000.0,,,,,,,,,,,,
85000,,,,,,,,,,,,1000,2444.1526,76.5539
85500,,,0.9207,0.8128,0.0861,-160.3724,14.8226,0.7531,4.0423,52.5837,2.009,,,
86000,,,0.926,0.8101,0.0852,-162.8458,11.6463,0.7648,4.0494,28.2492,1.5028,,,
86000,,,,,,,,,,,,1000,2675.7384,92.3412
86500,,,0.9726,0.815,0.0943,-167.9439,12.3956,0.8374,3.9688,17.3385,2.1058,,,
87000,,,0.954,0.8118,0.0897,-162.8533,13.3443,0.8091,4.7529,31.5732,1.9266,,,
87000,,,,,,,,,,,,1000,2604.6532,92.3203
87500,,,0.9646,0.8116,0.0914,-165.9412,12.9396,0.8306,3.7307,22.9763,1.802,,,
88000,,,0.9444,0.819,0.0883,-164.9295,12.3663,0.7858,4.3662,44.6623,2.6368,,,
88000,,,,,,,,,,,,1000,2670.7475,94.8528
88500,,,0.9688,0.8245,0.0922,-168.711,12.4949,0.8341,4.3971,46.6828,2.1383,,,
89000,,,0.9948,0.8241,0.0958,-167.9226,15.7957,0.872,4.5373,40.6817,2.2721,,,
89000,,,,,,,,,,,,1000,2711.775,92.2924
89500,,,0.9714,0.8357,0.0914,-166.5197,13.0136,0.8353,3.7908,23.9516,1.7115,,,
90000,,,0.9643,0.8252,0.0913,-167.875,13.1619,0.8201,4.207,42.6621,1.6927,,,
90000,3084.6421,1000.0,,,,,,,,,,,,
90000,,,,,,,,,,,,1000,2704.9664,78.0742
90500,,,0.9528,0.8187,0.0896,-169.1611,11.5994,0.8143,4.2139,33.1776,1.8154,,,
91000,,,0.9699,0.825,0.092,-168.8399,14.7809,0.8274,4.7153,95.6353,1.4316,,,
91000,,,,,,,,,,,,1000,2816.5833,92.4784
91500,,,0.952,0.8284,0.0899,-177.1799,12.4685,0.801,4.0388,41.6093,1.8228,,,
92000,,,0.9528,0.8327,0.0889,-171.0242,12.9981,0.8043,4.8556,27.599,1.558,,,
92000,,,,,,,,,,,,1000,2902.0005,91.9749
92500,,,0.9587,0.825,0.0903,-173.0064,16.5788,0.8162,3.6275,32.5751,1.5947,,,
93000,,,0.9727,0.8286,0.0928,-176.859,12.5632,0.8448,4.2296,26.3378,2.1014,,,
93000,,,,,,,,,,,,1000,2942.5419,96.351
