env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-92.1423,97.3,,,,,,,,,,,,,,,,,,
60,,,60,-114.1748,4.5522,,,,,,,,,,,,,,,
146,,,86,-121.5854,14.0133,,,,,,,,,,,,,,,
222,,,76,-117.2444,13.9575,,,,,,,,,,,,,,,
291,,,69,-114.2273,14.4739,,,,,,,,,,,,,,,
336,,,45,-120.3785,15.03,,,,,,,,,,,,,,,
378,,,42,-121.3228,15.8152,,,,,,,,,,,,,,,
451,,,73,-116.2826,15.6883,,,,,,,,,,,,,,,
500,,,,,,20,4,1,4637.9556,0.7965,0.9075,0.4165,0.9096,1.6463,1.5732,1.4118,-0.3864,4.9356,15.5361,0.0146
508,,,57,-115.2927,14.3485,,,,,,,,,,,,,,,
614,,,106,-118.1216,15.4035,,,,,,,,,,,,,,,
671,,,57,-117.3396,15.6369,,,,,,,,,,,,,,,
786,,,115,-120.4281,15.7092,,,,,,,,,,,,,,,
846,,,60,-118.6261,15.6769,,,,,,,,,,,,,,,
911,,,65,-115.1023,15.1878,,,,,,,,,,,,,,,
954,,,43,-119.8573,13.9709,,,,,,,,,,,,,,,
1000,,,,,,31,7,2,3026.927,0.7457,0.9153,0.3529,0.917,3.4259,1.7282,1.3469,-0.3364,0.6515,6.0134,0.0171
1026,,,72,-113.3143,14.0162,,,,,,,,,,,,,,,
1132,,,106,-120.0318,14.007,,,,,,,,,,,,,,,
1196,,,64,-112.0885,15.1823,,,,,,,,,,,,,,,
1278,,,82,-117.2143,15.6406,,,,,,,,,,,,,,,
1349,,,71,-114.9442,15.0463,,,,,,,,,,,,,,,
1416,,,67,-113.1873,14.8837,,,,,,,,,,,,,,,
1497,,,81,-115.3922,15.3503,,,,,,,,,,,,,,,
1500,,,,,,35,7,2,2785.426,0.8048,0.5438,0.3629,0.5456,3.5452,2.118,1.0201,-0.3537,4.2799,21.806,0.0091
1614,,,117,-113.3389,15.6013,,,,,,,,,,,,,,,
1750,,,136,-121.9153,13.9493,,,,,,,,,,,,,,,
1805,,,55,-116.2683,13.9185,,,,,,,,,,,,,,,
1853,,,48,-112.7522,14.4759,,,,,,,,,,,,,,,
1955,,,102,-124.6109,14.1849,,,,,,,,,,,,,,,
2000,,,,,,36,8,2,2481.6355,0.7967,2.4788,0.3551,2.4806,5.9735,1.4307,2.8079,-0.3478,1.8372,16.7068,0.0298
2138,,,183,-121.6499,15.1551,,,,,,,,,,,,,,,
2356,,,218,-137.7268,13.831,,,,,,,,,,,,,,,
2443,,,87,-122.0977,13.6531,,,,,,,,,,,,,,,
2500,,,,,,39,8,2,1772.5602,0.7266,1.7103,0.3243,1.7119,6.2337,1.6272,2.0366,-0.3242,0.9114,6.6493,0.0474
