env_steps,return,length,success,train/return,train/length,train/success,bisim_loss,critic_loss,FPS
0,-0.7,64.2,0.0,,,,,,
10000,0.8481,24.3,1.0,-0.8619,6.7114,0.0705,0.1181,0.0187,408.4011
20000,0.9113,14.2,1.0,-0.8304,6.502,0.0865,0.1264,0.0222,875.4973
30000,0.8037,31.4,1.0,-0.8418,6.566,0.0808,0.1307,0.0199,868.4158
40000,0.8838,18.6,1.0,-0.8222,6.7843,0.0909,0.1371,0.0188,864.4879
50000,0.8044,31.3,1.0,-0.8131,6.8213,0.0955,0.138,0.0183,860.8756
60000,0.8681,21.1,1.0,-0.8206,7.0126,0.0919,0.137,0.0174,854.461
70000,0.8887,17.8,1.0,-0.782,7.1736,0.1112,0.1349,0.0163,851.0918
80000,0.7781,35.5,1.0,-0.7944,7.3099,0.1053,0.1362,0.015,848.488
90000,0.9237,12.2,1.0,-0.7705,7.758,0.1179,0.136,0.0146,852.3535
100000,0.8456,23.1,0.9,-0.7525,7.5643,0.1271,0.1352,0.0132,845.3719
110000,0.9294,11.3,1.0,-0.7626,7.5988,0.1216,0.1348,0.0103,844.9183
120000,0.8675,21.2,1.0,-0.7077,7.5245,0.1497,0.1368,0.0088,841.7826
130000,0.7481,38.7,0.9,-0.6892,7.5873,0.1593,0.1367,0.008,834.4805
140000,0.9306,11.1,1.0,-0.6878,7.8802,0.16,0.1352,0.0076,835.2952
150000,0.9444,8.9,1.0,-0.6136,7.391,0.1981,0.136,0.0066,833.3511
160000,0.8912,17.4,1.0,-0.5887,8.071,0.2115,0.1358,0.0059,830.5694
170000,0.98,3.2,1.0,-0.5512,7.7821,0.2304,0.1373,0.0056,832.257
180000,0.9244,12.1,1.0,-0.5161,7.7399,0.2485,0.1364,0.0054,829.1404
190000,0.9444,8.9,1.0,-0.5091,7.8493,0.2527,0.1378,0.0051,819.7959
200000,0.9456,8.7,1.0,-0.4874,7.8309,0.2631,0.1381,0.0049,826.6327
210000,0.9456,8.7,1.0,-0.44,7.9618,0.2874,0.1368,0.0048,822.2441
220000,0.9644,5.7,1.0,-0.4206,7.9936,0.2982,0.1378,0.0047,820.3853
230000,0.9488,8.2,1.0,-0.4163,7.7399,0.2995,0.1381,0.0045,811.3266
240000,0.9444,8.9,1.0,-0.4173,8.2305,0.2996,0.1371,0.0043,815.848
250000,0.9688,5.0,1.0,-0.348,7.9177,0.3349,0.1368,0.0041,808.2979
260000,0.9306,11.1,1.0,-0.3436,7.8802,0.3373,0.137,0.004,808.8843
270000,0.9463,8.6,1.0,-0.3001,7.837,0.3597,0.1372,0.0039,811.7496
280000,0.9556,7.1,1.0,-0.2818,7.9428,0.3693,0.1372,0.0038,810.4825
290000,0.9125,14.0,1.0,-0.2971,8.1169,0.3612,0.1365,0.0036,808.9664
300000,0.9125,14.0,1.0,-0.2056,8.1103,0.4088,0.1351,0.0036,801.6217
310000,0.9531,7.5,1.0,-0.2177,8.2919,0.403,0.1357,0.0034,800.7645
320000,0.9094,14.5,1.0,-0.1874,8.2576,0.4178,0.1348,0.0033,796.3307
330000,0.9387,9.8,1.0,-0.1582,8.2372,0.4325,0.1346,0.0032,796.6761
340000,0.9519,7.7,1.0,-0.1557,8.1367,0.4337,0.135,0.0034,797.4687
350000,0.9356,10.3,1.0,-0.1096,8.4317,0.4587,0.1352,0.0033,795.5109
360000,0.9537,7.4,1.0,-0.1028,8.3264,0.4613,0.1335,0.0031,795.3673
370000,0.9556,7.1,1.0,-0.0752,8.4818,0.4758,0.1346,0.0032,791.9407
380000,0.9444,8.9,1.0,-0.0424,8.4246,0.4928,0.1335,0.003,793.435
390000,0.9406,9.5,1.0,-0.0705,8.3195,0.4784,0.1325,0.003,796.346
400000,0.8619,22.1,1.0,-0.024,8.5251,0.5021,0.1326,0.0029,791.8955
410000,0.9425,9.2,1.0,-0.0219,8.5543,0.5038,0.1323,0.003,786.8605
420000,0.9463,8.6,1.0,0.042,8.2713,0.536,0.1317,0.0028,786.283
430000,0.9438,9.0,1.0,0.0097,8.8574,0.5199,0.1302,0.0028,781.3935
440000,0.955,7.2,1.0,0.0389,8.489,0.5348,0.1302,0.0028,779.7505
450000,0.9694,4.9,1.0,0.0769,8.4388,0.5544,0.1302,0.0029,778.4768
460000,0.9463,8.6,1.0,0.0512,8.4818,0.5411,0.1293,0.0027,781.6975
470000,0.9319,10.9,1.0,0.0922,8.5837,0.5622,0.1298,0.0029,773.1779
480000,0.9244,12.1,1.0,0.1076,8.5543,0.5697,0.1298,0.0028,772.7216
490000,0.9556,7.1,1.0,0.1544,8.7796,0.5944,0.1277,0.0027,773.6161
500000,0.94,9.6,1.0,0.1473,9.0744,0.5917,0.1281,0.0028,776.3245
510000,0.9569,6.9,1.0,0.151,8.9686,0.5928,0.1271,0.0026,774.2004
520000,0.9513,7.8,1.0,0.1602,8.9047,0.5975,0.1285,0.0027,774.0
530000,0.945,8.8,1.0,0.1596,8.9928,0.5971,0.1262,0.0027,772.1619
540000,0.9112,14.2,1.0,0.0985,9.3897,0.5671,0.1277,0.0032,764.8527
550000,0.9113,14.2,1.0,0.1872,9.0992,0.6124,0.1262,0.0028,771.1947
560000,0.9113,14.2,1.0,0.2381,9.1912,0.6379,0.126,0.0027,766.8294
570000,0.9519,7.7,1.0,0.158,9.4073,0.5974,0.126,0.0027,768.5204
580000,0.9419,9.3,1.0,0.2355,9.4697,0.6373,0.1249,0.0027,764.1064
590000,0.9306,11.1,1.0,0.2005,9.3458,0.6196,0.1245,0.0026,764.7269
600000,0.9456,8.7,1.0,0.3307,9.7752,0.6872,0.1243,0.0029,765.0699
610000,0.9494,8.1,1.0,0.247,9.5057,0.6435,0.1232,0.0027,760.0446
620000,0.9106,14.3,1.0,0.295,9.2421,0.6673,0.1225,0.0026,760.732
630000,0.965,5.6,1.0,0.2683,9.901,0.6545,0.123,0.0031,758.7104
640000,0.9319,10.9,1.0,0.294,9.5602,0.6673,0.1221,0.0025,757.2496
650000,0.945,8.8,1.0,0.3251,9.3023,0.6828,0.1222,0.0024,754.1616
660000,0.8881,17.9,1.0,0.3133,10.0705,0.6777,0.1233,0.0027,762.9374
670000,0.9206,12.7,1.0,0.2726,9.6154,0.6567,0.1222,0.0028,760.8785
680000,0.9406,9.5,1.0,0.2676,9.5238,0.6543,0.1201,0.0025,751.9065
690000,0.8144,29.7,1.0,0.3896,9.9701,0.7178,0.12,0.0025,758.1555
700000,0.9419,9.3,1.0,0.3289,9.6993,0.6867,0.1184,0.0027,756.0592
710000,0.9081,14.7,1.0,0.3121,9.8232,0.6778,0.1178,0.0025,755.9224
720000,0.9244,12.1,1.0,0.3467,9.6993,0.6945,0.1185,0.0025,754.7569
730000,0.9294,11.3,1.0,0.3832,9.4162,0.7128,0.1181,0.0025,752.4817
740000,0.8981,16.3,1.0,0.3968,9.9602,0.7211,0.1173,0.0026,751.7361
750000,0.9131,13.9,1.0,0.4057,9.7752,0.7263,0.1169,0.0027,751.7209
760000,0.9256,11.9,1.0,0.4545,9.1996,0.7489,0.1176,0.0024,753.0429
770000,0.9456,8.7,1.0,0.4017,9.7561,0.7239,0.1157,0.0025,753.9172
780000,0.9206,12.7,1.0,0.4061,9.5147,0.725,0.1159,0.0026,748.9292
790000,0.9463,8.6,1.0,0.4288,9.7466,0.7378,0.1137,0.0025,749.6592
800000,0.9587,6.6,1.0,0.4689,10.0402,0.759,0.114,0.0025,750.3963
810000,0.9406,9.5,1.0,0.4175,10.2145,0.7324,0.1155,0.0036,747.5228
820000,0.9237,12.2,1.0,0.485,9.3985,0.766,0.1134,0.0026,747.5061
830000,0.9144,13.7,1.0,0.4044,10.1523,0.7259,0.113,0.0025,746.732
840000,0.9363,10.2,1.0,0.4767,10.1215,0.7632,0.1128,0.0024,741.5109
850000,0.9606,6.3,1.0,0.5285,10.4058,0.7908,0.1116,0.0025,739.7811
860000,0.9388,9.8,1.0,0.5102,10.0705,0.7805,0.1108,0.0023,738.4897
870000,0.9275,11.6,1.0,0.4992,10.0503,0.7749,0.1103,0.0026,740.5582
880000,0.925,12.0,1.0,0.4791,10.1112,0.7644,0.1109,0.0024,741.8327
890000,0.9587,6.6,1.0,0.4349,11.0497,0.7436,0.1104,0.003,734.6842
900000,0.9281,11.5,1.0,0.4893,9.8912,0.7695,0.1104,0.0023,738.0834
