env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-92.1423,97.3,,,,,,,,,,,,,,,,,,
59,,,59,-113.9249,5.0271,,,,,,,,,,,,,,,
156,,,97,-121.8079,18.6006,,,,,,,,,,,,,,,
206,,,50,-109.9904,18.479,,,,,,,,,,,,,,,
251,,,45,-118.3123,19.9007,,,,,,,,,,,,,,,
295,,,44,-120.9941,20.3317,,,,,,,,,,,,,,,
355,,,60,-113.2558,20.2002,,,,,,,,,,,,,,,
420,,,65,-112.1278,20.3824,,,,,,,,,,,,,,,
470,,,50,-120.5715,20.3424,,,,,,,,,,,,,,,
500,,,,,,14,5,1,23151.707,0.4013,0.0195,2.4545,0.2649,-0.278,1.08,0.2741,-2.2519,22.324,9.9232,0.0019
513,,,43,-122.0233,20.3395,,,,,,,,,,,,,,,
571,,,58,-110.878,18.9406,,,,,,,,,,,,,,,
683,,,112,-124.9723,18.9468,,,,,,,,,,,,,,,
760,,,77,-117.4777,18.5943,,,,,,,,,,,,,,,
805,,,45,-117.8267,18.5776,,,,,,,,,,,,,,,
863,,,58,-115.261,18.6071,,,,,,,,,,,,,,,
919,,,56,-112.6283,18.5821,,,,,,,,,,,,,,,
972,,,53,-116.013,18.3854,,,,,,,,,,,,,,,
1000,,,,,,12,4,1,50630.6289,1.1625,0.7978,5.8664,1.3844,72.582,8.0094,72.1401,-5.403,5.4904,9.1398,0.0006
1053,,,81,-112.4124,18.1722,,,,,,,,,,,,,,,
1170,,,117,-123.3717,18.6737,,,,,,,,,,,,,,,
1238,,,68,-117.8675,18.7342,,,,,,,,,,,,,,,
1309,,,71,-117.8121,18.3972,,,,,,,,,,,,,,,
1392,,,83,-121.3861,18.7478,,,,,,,,,,,,,,,
1466,,,74,-115.4302,18.0658,,,,,,,,,,,,,,,
1500,,,,,,11,3,1,68116.8281,1.5309,0.4086,6.8515,1.0937,41.9644,8.8638,40.1178,-6.8998,18.029,11.8808,0.0224
1543,,,77,-120.0182,18.6342,,,,,,,,,,,,,,,
1690,,,147,-121.1582,18.5316,,,,,,,,,,,,,,,
1751,,,61,-110.5389,20.2948,,,,,,,,,,,,,,,
1793,,,42,-117.5183,20.3239,,,,,,,,,,,,,,,
1910,,,117,-115.3447,20.1533,,,,,,,,,,,,,,,
1979,,,69,-115.6488,18.8192,,,,,,,,,,,,,,,
2000,,,,,,11,3,1,71167.3281,1.8271,0.4084,9.0414,1.3126,32.899,5.8839,31.1945,-8.9463,12.1524,318.4062,0.0334
2096,,,117,-115.6272,18.5196,,,,,,,,,,,,,,,
2180,,,84,-115.3786,18.5945,,,,,,,,,,,,,,,
2278,,,98,-123.2518,18.6462,,,,,,,,,,,,,,,
2410,,,132,-120.1135,18.7626,,,,,,,,,,,,,,,
2500,,,,,,10,4,1,65451.2969,2.5901,1.5773,11.6334,2.7406,122.2988,37.2298,118.0271,-10.8102,3.3081,236.5752,0.399
2531,,,121,-102.2068,19.9521,,,,,,,,,,,,,,,
2608,,,77,-105.7507,19.6518,,,,,,,,,,,,,,,
2706,,,98,-107.3961,20.1616,,,,,,,,,,,,,,,
2777,,,71,-105.9419,20.204,,,,,,,,,,,,,,,
3000,,,,,,10,4,1,59143.3984,1.8072,0.802,8.3689,1.6389,85.9478,30.748,81.4426,-9.0746,2.3514,324.5623,1.6124
3019,,,242,-125.2039,19.8204,,,,,,,,,,,,,,,
3067,,,48,-108.2096,20.2297,,,,,,,,,,,,,,,
3150,,,83,-103.29,18.7318,,,,,,,,,,,,,,,
3208,,,58,-106.7126,18.644,,,,,,,,,,,,,,,
3276,,,68,-105.5657,20.1813,,,,,,,,,,,,,,,
3350,,,74,-105.7178,19.9272,,,,,,,,,,,,,,,
3425,,,75,-103.6539,19.378,,,,,,,,,,,,,,,
3500,,,,,,12,4,1,58076.1562,2.499,0.796,10.2743,1.8234,70.3289,44.0688,66.2934,-10.6763,2.2509,53.1483,0.2739
3500,,,75,-101.3921,20.2115,,,,,,,,,,,,,,,
3550,,,50,-106.3977,19.9157,,,,,,,,,,,,,,,
3607,,,57,-107.5569,18.6383,,,,,,,,,,,,,,,
4000,,,,,,12,4,1,40526.9609,2.2521,1.9641,10.1594,2.9801,184.4857,33.3088,177.5544,-10.8701,3.6185,160.9748,0.0648
4427,,,820,-182.1005,19.414,,,,,,,,,,,,,,,
4499,,,72,-119.3316,18.471,,,,,,,,,,,,,,,
4500,,,,,,12,4,1,35946.9023,2.076,0.802,9.619,1.7639,84.0706,31.4981,78.2342,-9.5756,7.7628,604.5047,0.113
4549,,,50,-118.6416,18.7071,,,,,,,,,,,,,,,
4672,,,123,-126.8799,19.9441,,,,,,,,,,,,,,,
4794,,,122,-130.2353,19.1353,,,,,,,,,,,,,,,
4914,,,120,-115.5421,18.8706,,,,,,,,,,,,,,,
4964,,,50,-117.3699,18.2896,,,,,,,,,,,,,,,
5000,,,,,,13,4,1,28873.1289,2.8443,1.9644,8.9291,2.8573,189.8179,66.1557,179.2112,-9.0308,3.7823,555.0331,0.7309
5000,-130.4088,118.9,,,,,,,,,,,,,,,,,,
5063,,,99,-117.0355,17.3262,,,,,,,,,,,,,,,
5135,,,72,-119.7812,18.6183,,,,,,,,,,,,,,,
5281,,,146,-130.1228,18.5372,,,,,,,,,,,,,,,
5332,,,51,-116.0021,18.6924,,,,,,,,,,,,,,,
5404,,,72,-118.5986,18.4267,,,,,,,,,,,,,,,
5500,,,,,,13,4,1,26118.9629,2.0787,1.9644,8.4206,2.8065,141.4557,83.3773,133.519,-8.6942,4.1851,505.3705,0.0084
5502,,,98,-124.2087,18.6544,,,,,,,,,,,,,,,
5601,,,99,-121.6994,18.3302,,,,,,,,,,,,,,,
5654,,,53,-116.937,18.2463,,,,,,,,,,,,,,,
5811,,,157,-116.842,18.4284,,,,,,,,,,,,,,,
5880,,,69,-106.9732,18.5657,,,,,,,,,,,,,,,
5932,,,52,-112.2387,18.5917,,,,,,,,,,,,,,,
6000,,,,,,15,4,1,19859.8496,2.1605,0.0262,7.8382,0.81,29.226,84.8993,18.0533,-7.9265,7.1762,741.1342,0.2199
6014,,,82,-114.9156,18.5559,,,,,,,,,,,,,,,
6093,,,79,-120.9465,18.7327,,,,,,,,,,,,,,,
6151,,,58,-113.6418,18.6999,,,,,,,,,,,,,,,
6222,,,71,-115.6938,18.3544,,,,,,,,,,,,,,,
6283,,,61,-115.1663,17.6591,,,,,,,,,,,,,,,
6352,,,69,-115.7013,18.6042,,,,,,,,,,,,,,,
6425,,,73,-114.5735,18.4384,,,,,,,,,,,,,,,
6494,,,69,-115.5493,18.5384,,,,,,,,,,,,,,,
6500,,,,,,16,4,1,21862.7715,1.8362,0.4138,8.6488,1.2787,51.9038,52.2751,40.6896,-8.9242,6.7413,559.8427,0.0
6562,,,68,-108.3797,18.6704,,,,,,,,,,,,,,,
6634,,,72,-114.6412,18.5298,,,,,,,,,,,,,,,
6704,,,70,-114.6104,19.0771,,,,,,,,,,,,,,,
6768,,,64,-114.2522,20.0583,,,,,,,,,,,,,,,
6835,,,67,-115.6476,18.6832,,,,,,,,,,,,,,,
6923,,,88,-121.0709,18.643,,,,,,,,,,,,,,,
7000,,,,,,15,4,1,21658.3633,3.8307,2.745,15.4217,4.2872,219.2528,116.5174,202.6759,-15.3728,11.9157,1602.0044,0.6508
7005,,,82,-114.241,18.5899,,,,,,,,,,,,,,,
7079,,,74,-109.8751,18.304,,,,,,,,,,,,,,,
7158,,,79,-109.5714,18.4172,,,,,,,,,,,,,,,
7259,,,101,-103.6111,18.3405,,,,,,,,,,,,,,,
7500,,,,,,19,5,1,12176.3984,1.6799,0.0226,6.7481,0.6974,23.307,72.0507,10.4971,-7.2985,7.1136,424.1548,0.4701
7573,,,314,-138.144,18.4108,,,,,,,,,,,,,,,
7679,,,106,-128.0935,18.5665,,,,,,,,,,,,,,,
7748,,,69,-106.024,18.5035,,,,,,,,,,,,,,,
7849,,,101,-105.1518,18.6422,,,,,,,,,,,,,,,
7926,,,77,-108.0886,18.5643,,,,,,,,,,,,,,,
7991,,,65,-111.6362,18.5373,,,,,,,,,,,,,,,
8000,,,,,,18,5,1,15280.2324,2.9177,1.5771,11.8339,2.7605,127.1075,59.774,112.0614,-12.3088,5.3882,613.1995,0.6524
8140,,,149,-109.8113,18.4218,,,,,,,,,,,,,,,
8255,,,115,-105.716,18.6564,,,,,,,,,,,,,,,
8346,,,91,-106.0395,19.5457,,,,,,,,,,,,,,,
8412,,,66,-113.0395,20.0527,,,,,,,,,,,,,,,
8492,,,80,-126.0139,19.8614,,,,,,,,,,,,,,,
8500,,,,,,20,5,1,11724.457,2.9422,1.5773,13.3923,2.9165,114.2238,78.928,94.7289,-13.969,6.158,157.0366,0.3855
8608,,,116,-106.8862,18.9486,,,,,,,,,,,,,,,
8724,,,116,-104.281,18.6476,,,,,,,,,,,,,,,
8843,,,119,-106.0731,18.577,,,,,,,,,,,,,,,
8976,,,133,-111.813,18.5668,,,,,,,,,,,,,,,
9000,,,,,,18,5,1,15905.7822,3.9967,2.3515,14.9924,3.8508,148.8214,62.5182,133.2612,-15.4064,9.8438,553.5706,0.2278
9051,,,75,-112.3733,17.6025,,,,,,,,,,,,,,,
9153,,,102,-116.8718,19.1417,,,,,,,,,,,,,,,
9213,,,60,-110.0939,20.1244,,,,,,,,,,,,,,,
9277,,,64,-111.5943,18.8843,,,,,,,,,,,,,,,
9350,,,73,-106.5234,19.5403,,,,,,,,,,,,,,,
9410,,,60,-110.8328,20.1095,,,,,,,,,,,,,,,
9473,,,63,-106.9002,19.4034,,,,,,,,,,,,,,,
9500,,,,,,19,5,1,13076.6924,2.941,1.1916,11.4326,2.3348,67.1143,81.2283,50.4638,-11.5593,5.6738,226.5266,0.0264
9545,,,72,-111.4757,19.3284,,,,,,,,,,,,,,,
9609,,,64,-111.8969,20.1004,,,,,,,,,,,,,,,
9711,,,102,-127.7967,19.933,,,,,,,,,,,,,,,
9787,,,76,-111.5952,18.5443,,,,,,,,,,,,,,,
9867,,,80,-104.2762,18.6218,,,,,,,,,,,,,,,
9936,,,69,-108.8064,18.5922,,,,,,,,,,,,,,,
10000,,,,,,21,5,1,10892.4131,2.7633,1.9678,11.3553,3.1034,116.6991,104.609,95.4293,-10.8348,4.5808,154.2175,0.0437
10000,-111.6425,62.6,,,,,,,,,,,,,,,,,,
10006,,,70,-108.0632,17.7029,,,,,,,,,,,,,,,
10089,,,83,-107.0383,18.3193,,,,,,,,,,,,,,,
10184,,,95,-106.937,18.5449,,,,,,,,,,,,,,,
10244,,,60,-109.6389,18.6206,,,,,,,,,,,,,,,
10307,,,63,-106.6626,18.7609,,,,,,,,,,,,,,,
10370,,,63,-106.43,18.6874,,,,,,,,,,,,,,,
10425,,,55,-108.1655,18.5363,,,,,,,,,,,,,,,
10490,,,65,-115.0568,19.4378,,,,,,,,,,,,,,,
10500,,,,,,22,6,1,8869.6914,2.3784,1.9663,10.2619,2.9925,121.286,96.8802,102.1491,-10.3927,5.6286,128.4709,0.0706
