env_steps,return,length,op-l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
351000,,,,,,,,,,1000,12064.0761,106.6838
351500,,,1.3301,-1173.9209,164.0083,1.3301,8.8539,783.5516,28.4918,,,
352000,,,1.1931,-1179.6368,206.8565,1.1931,8.2236,803.9481,74.3791,,,
352000,,,,,,,,,,1000,12011.2462,106.6968
352500,,,1.3834,-1178.5385,173.4088,1.3834,11.2812,843.3646,49.6544,,,
353000,,,1.5115,-1173.3496,176.6157,1.5115,10.0917,944.7444,12.0361,,,
353000,,,,,,,,,,1000,12037.225,107.2145
353500,,,1.1502,-1177.5062,155.6089,1.1502,13.0279,719.9807,41.114,,,
354000,,,1.3356,-1179.7803,176.0357,1.3356,10.7837,775.5321,18.8339,,,
354000,,,,,,,,,,1000,11924.9691,108.3213
354500,,,1.246,-1183.6064,173.7487,1.246,8.7324,1004.0293,33.7323,,,
355000,,,1.1835,-1184.1779,152.1986,1.1835,14.3711,929.144,19.8945,,,
355000,12154.3929,1000.0,,,,,,,,,,
355000,,,,,,,,,,1000,11946.8472,92.6204
355500,,,1.3604,-1186.2478,169.6887,1.3604,8.9697,564.8498,65.4905,,,
356000,,,1.0916,-1184.8911,148.1102,1.0916,10.6581,945.2025,10.82,,,
356000,,,,,,,,,,1000,11973.0411,106.5467
356500,,,1.2296,-1183.3706,160.0101,1.2296,12.2185,666.4189,21.0377,,,
357000,,,1.1794,-1179.5481,170.283,1.1794,10.5217,547.3256,18.8232,,,
357000,,,,,,,,,,1000,3905.0523,106.4412
357500,,,1.1217,-1178.7271,179.6518,1.1217,10.1422,676.9347,39.5849,,,
358000,,,1.2342,-1187.0212,160.1829,1.2342,13.1572,897.2459,17.5561,,,
358000,,,,,,,,,,1000,12006.3137,107.7695
358500,,,1.3626,-1186.0602,203.3151,1.3626,9.331,833.0243,25.8299,,,
359000,,,1.416,-1181.6537,248.713,1.416,9.1298,561.3571,29.4023,,,
359000,,,,,,,,,,1000,11493.1368,108.8358
359500,,,1.4743,-1188.2708,201.8348,1.4743,10.1386,713.6121,15.1311,,,
360000,,,1.4525,-1181.9757,196.5125,1.4525,10.5718,561.8048,69.9023,,,
360000,12458.8863,1000.0,,,,,,,,,,
360000,,,,,,,,,,1000,12119.1473,92.8649
360500,,,1.4011,-1187.1515,271.1379,1.4011,11.3089,709.6547,17.9649,,,
361000,,,1.3753,-1185.7461,186.9907,1.3753,10.7224,605.0677,19.3197,,,
361000,,,,,,,,,,1000,6138.5137,106.8005
361500,,,1.3612,-1188.2666,163.4571,1.3612,11.1418,801.9175,24.6206,,,
362000,,,1.0382,-1176.6859,157.0983,1.0382,12.7002,886.0466,37.3418,,,
362000,,,,,,,,,,1000,11899.9499,106.9107
362500,,,1.2382,-1181.2969,191.2266,1.2382,9.7167,912.2851,13.7034,,,
363000,,,1.2315,-1185.7904,194.7215,1.2315,10.7523,527.863,38.1776,,,
363000,,,,,,,,,,1000,12118.0926,106.7869
363500,,,1.2145,-1180.6017,160.2155,1.2145,13.6659,559.9941,40.6151,,,
364000,,,1.31,-1188.3536,192.8548,1.31,13.2622,1226.2708,55.2439,,,
364000,,,,,,,,,,1000,12124.7439,106.7981
364500,,,1.0523,-1187.5084,171.6016,1.0523,13.8475,1247.0054,15.764,,,
365000,,,1.2768,-1187.313,214.5507,1.2768,11.7409,495.3827,22.0019,,,
365000,12006.3755,1000.0,,,,,,,,,,
365000,,,,,,,,,,1000,12210.8551,92.9094
365500,,,1.1052,-1185.8188,117.0759,1.1052,13.5753,654.0775,30.3742,,,
366000,,,1.1414,-1193.1003,142.2557,1.1414,11.4126,989.1378,18.8729,,,
366000,,,,,,,,,,1000,12124.3499,109.4893
366500,,,1.4087,-1181.2766,175.1035,1.4087,12.3043,788.6923,67.2057,,,
367000,,,1.018,-1190.7126,135.3982,1.018,12.7709,1319.3632,27.4473,,,
367000,,,,,,,,,,1000,12427.2218,108.7929
367500,,,1.3939,-1186.6143,134.2284,1.3939,11.8315,810.4932,42.7669,,,
368000,,,1.3946,-1190.9059,209.5553,1.3946,10.6998,535.8307,28.431,,,
368000,,,,,,,,,,1000,11949.1805,110.0625
368500,,,1.1884,-1189.348,116.6879,1.1884,9.9853,598.1869,19.8399,,,
369000,,,1.3062,-1190.1964,173.127,1.3062,14.3508,1157.8766,18.0441,,,
369000,,,,,,,,,,1000,12231.5984,106.653
369500,,,1.3114,-1201.0223,157.471,1.3114,11.3833,436.1587,42.3975,,,
370000,,,1.1485,-1205.1855,127.6836,1.1485,9.3795,327.2095,33.2462,,,
370000,11851.1956,1000.0,,,,,,,,,,
370000,,,,,,,,,,1000,11966.4085,92.8599
370500,,,1.1402,-1199.075,156.3513,1.1402,10.7504,593.9146,31.2145,,,
371000,,,1.4014,-1197.9001,224.22,1.4014,10.6742,507.4918,36.0101,,,
371000,,,,,,,,,,1000,12123.1408,106.3747
371500,,,1.3023,-1198.9717,150.9939,1.3023,10.7797,365.4081,20.6878,,,
372000,,,1.2662,-1197.0211,161.9688,1.2662,9.8471,874.6815,29.839,,,
372000,,,,,,,,,,1000,11864.8329,106.5906
372500,,,1.2388,-1191.168,200.769,1.2388,9.8893,750.1473,24.0771,,,
373000,,,1.1398,-1192.5563,127.5362,1.1398,11.2804,534.8903,63.0089,,,
373000,,,,,,,,,,1000,1917.09,107.4629
373500,,,1.3008,-1194.95,174.4474,1.3008,13.2739,695.9761,28.02,,,
374000,,,1.1863,-1191.5117,140.7128,1.1863,23.1647,762.2953,36.4738,,,
374000,,,,,,,,,,1000,11855.5002,106.7478
374500,,,1.2086,-1195.2925,159.2337,1.2086,11.3096,758.8527,32.0585,,,
375000,,,1.3189,-1188.762,167.0464,1.3189,10.3207,703.2767,30.1265,,,
375000,12218.8098,1000.0,,,,,,,,,,
375000,,,,,,,,,,1000,11861.0184,93.9954
375500,,,1.3557,-1203.4231,142.2279,1.3557,12.3081,559.1783,38.641,,,
376000,,,1.2047,-1199.4713,124.9462,1.2047,13.5285,809.3309,35.9429,,,
376000,,,,,,,,,,1000,9940.678,106.5188
376500,,,1.0477,-1201.8156,114.9062,1.0477,14.3728,1071.3417,33.2119,,,
377000,,,1.2568,-1204.0938,175.0065,1.2568,12.4642,576.1531,11.6774,,,
377000,,,,,,,,,,1000,12131.6302,107.8461
377500,,,1.2349,-1188.6962,130.001,1.2349,14.3133,657.7487,36.8539,,,
378000,,,1.0579,-1197.9359,144.8585,1.0579,14.1701,772.6825,20.27,,,
378000,,,,,,,,,,1000,11813.1764,106.8211
378500,,,1.4123,-1190.3789,220.6198,1.4123,14.8591,636.097,21.3379,,,
379000,,,1.1078,-1197.7261,156.0717,1.1078,11.6188,533.2798,16.3544,,,
379000,,,,,,,,,,1000,12153.1519,107.8694
379500,,,1.4992,-1200.0546,220.1794,1.4992,11.2677,644.0894,52.1297,,,
380000,,,1.3036,-1201.0896,163.8371,1.3036,14.0017,905.8088,30.1463,,,
380000,10678.7603,1000.0,,,,,,,,,,
380000,,,,,,,,,,1000,11976.5002,94.7286
380500,,,1.2173,-1197.681,158.8016,1.2173,11.796,907.8008,18.7524,,,
381000,,,1.4078,-1205.3643,147.0867,1.4078,16.6892,539.686,46.4253,,,
381000,,,,,,,,,,1000,12728.8177,107.2877
381500,,,1.3508,-1202.0791,170.9803,1.3508,16.2999,856.7717,46.2237,,,
382000,,,1.1437,-1197.5432,149.003,1.1437,15.5725,460.8427,60.5466,,,
382000,,,,,,,,,,1000,12674.5122,106.8164
382500,,,1.4176,-1207.2256,166.8206,1.4176,13.3309,661.693,30.4535,,,
383000,,,1.2203,-1210.0571,160.0582,1.2203,16.003,1174.5317,26.5856,,,
383000,,,,,,,,,,1000,12520.6852,106.8466
383500,,,1.1473,-1204.9568,153.2164,1.1473,14.2378,1202.3571,40.905,,,
384000,,,1.2945,-1203.1339,115.5295,1.2945,11.7214,535.924,37.8001,,,
384000,,,,,,,,,,1000,12068.9941,106.8273
384500,,,1.0188,-1204.7461,172.812,1.0188,13.484,1059.9037,33.0394,,,
385000,,,1.0779,-1212.7322,124.9224,1.0779,15.7896,966.6368,15.3147,,,
385000,12560.7761,1000.0,,,,,,,,,,
385000,,,,,,,,,,1000,12204.2327,92.7211
385500,,,1.4831,-1202.1007,192.4783,1.4831,12.4667,875.7838,25.3939,,,
386000,,,1.2312,-1217.1276,171.6965,1.2312,13.0671,860.9092,18.0139,,,
386000,,,,,,,,,,1000,12165.6159,106.7163
386500,,,1.3066,-1202.6403,201.3874,1.3066,16.3503,1143.4203,19.6728,,,
387000,,,1.4906,-1217.1307,276.491,1.4906,12.8116,931.8486,28.4241,,,
387000,,,,,,,,,,1000,12374.7586,106.9619
387500,,,1.6038,-1217.5354,262.6424,1.6038,13.4087,936.8752,52.324,,,
388000,,,1.0979,-1212.0793,144.8463,1.0979,14.7487,471.7551,53.4167,,,
388000,,,,,,,,,,1000,11531.2006,107.9873
388500,,,1.2677,-1208.4868,118.0011,1.2677,12.3263,1163.4557,71.7113,,,
389000,,,1.5084,-1213.1908,160.8738,1.5084,12.9374,978.0637,61.4514,,,
389000,,,,,,,,,,1000,12442.1875,109.3436
389500,,,1.1649,-1211.5336,157.4155,1.1649,19.8291,673.0938,41.3511,,,
390000,,,1.7272,-1215.1449,233.8006,1.7272,13.8513,647.574,27.2638,,,
390000,12458.9167,1000.0,,,,,,,,,,
390000,,,,,,,,,,1000,12063.4013,93.5992
390500,,,1.2559,-1213.2236,156.9985,1.2559,15.3363,621.8692,27.7909,,,
391000,,,1.4161,-1217.339,158.3021,1.4161,15.2369,885.3358,49.3762,,,
391000,,,,,,,,,,1000,11859.8662,107.5397
391500,,,1.3331,-1218.2177,149.3151,1.3331,15.9057,608.0731,49.707,,,
392000,,,1.2179,-1208.2985,167.142,1.2179,15.8481,1306.4395,44.9462,,,
392000,,,,,,,,,,1000,12532.3309,107.5837
392500,,,1.3162,-1218.1461,132.3104,1.3162,12.7819,858.0396,34.0219,,,
393000,,,1.517,-1210.3638,267.4557,1.517,18.3434,899.6618,50.4983,,,
393000,,,,,,,,,,1000,8538.9944,109.3281
393500,,,1.2348,-1224.8824,149.5384,1.2348,18.7693,1013.3959,52.5121,,,
394000,,,1.3222,-1213.7264,91.4099,1.3222,17.756,830.2188,25.2161,,,
394000,,,,,,,,,,1000,12733.5829,108.6038
394500,,,1.2228,-1215.2631,130.9781,1.2228,17.1439,565.7735,44.1686,,,
395000,,,1.2332,-1216.8088,189.4855,1.2332,14.9425,1187.0947,32.104,,,
395000,12190.2198,1000.0,,,,,,,,,,
395000,,,,,,,,,,1000,12301.8147,92.6036
395500,,,1.4481,-1215.2905,149.0644,1.4481,18.4606,488.4057,22.4007,,,
396000,,,1.0957,-1214.2826,156.9657,1.0957,14.6492,1022.8535,55.1347,,,
396000,,,,,,,,,,1000,12656.5565,107.3689
396500,,,1.1748,-1225.5396,157.578,1.1748,15.0119,913.8521,18.7685,,,
397000,,,1.2757,-1223.7854,184.3142,1.2757,17.7122,615.0798,60.1848,,,
397000,,,,,,,,,,1000,12468.0592,110.5547
397500,,,1.376,-1230.8735,199.5228,1.376,20.7583,514.8856,38.4639,,,
398000,,,1.1236,-1225.288,222.1979,1.1236,14.0017,677.4642,69.677,,,
398000,,,,,,,,,,1000,12550.5564,106.7189
398500,,,1.739,-1221.3193,136.1283,1.739,14.2743,740.85,48.9685,,,
399000,,,1.1315,-1203.2642,135.4299,1.1315,16.3082,727.5271,34.5607,,,
399000,,,,,,,,,,1000,3652.8756,106.5856
399500,,,1.4525,-1213.4152,153.466,1.4525,14.3886,591.1944,48.1169,,,
400000,,,1.0919,-1217.4489,142.6864,1.0919,17.4105,919.6287,58.4669,,,
400000,13741.6221,1000.0,,,,,,,,,,
400000,,,,,,,,,,1000,11632.0639,92.6176
400500,,,1.6241,-1213.0552,160.1602,1.6241,15.9993,684.7859,63.1261,,,
401000,,,1.4615,-1216.0585,176.3853,1.4615,18.0781,657.6443,31.0605,,,
401000,,,,,,,,,,1000,12712.0563,106.5316
401500,,,1.3797,-1223.8492,206.5856,1.3797,14.1724,454.8322,70.8152,,,
402000,,,1.3769,-1218.6217,157.7381,1.3769,17.3356,988.5057,99.9556,,,
402000,,,,,,,,,,1000,2984.6422,106.4818
402500,,,1.2553,-1228.684,123.0097,1.2553,18.1302,1113.0178,31.4278,,,
403000,,,2.0085,-1224.4808,224.974,2.0085,20.4517,1036.2072,61.7017,,,
403000,,,,,,,,,,1000,11728.5779,106.6222
403500,,,1.2057,-1208.9463,153.5362,1.2057,18.6452,986.8335,55.0057,,,
404000,,,1.0402,-1220.6317,90.5044,1.0402,20.4581,650.2996,29.1837,,,
404000,,,,,,,,,,1000,11688.649,106.6989
404500,,,1.0561,-1224.1262,107.8421,1.0561,22.0971,1148.1935,42.4812,,,
405000,,,1.3688,-1212.3479,172.3174,1.3688,12.7393,796.8448,44.15,,,
405000,13521.7078,1000.0,,,,,,,,,,
405000,,,,,,,,,,1000,13059.6504,92.6723
405500,,,1.4496,-1224.9948,132.4068,1.4496,25.0779,1254.6455,61.1522,,,
406000,,,1.3513,-1207.5679,207.5573,1.3513,18.6612,737.0898,59.2797,,,
406000,,,,,,,,,,1000,12638.6531,106.6023
406500,,,1.2415,-1214.7601,196.2903,1.2415,15.9839,659.8442,24.603,,,
407000,,,1.1855,-1227.2986,175.234,1.1855,17.1477,909.5833,56.4839,,,
407000,,,,,,,,,,1000,-428.9281,109.1289
407500,,,1.3864,-1209.5416,192.1368,1.3864,17.4552,697.9553,21.0283,,,
408000,,,1.7588,-1203.5823,228.4935,1.7588,13.6601,751.5132,54.8262,,,
408000,,,,,,,,,,1000,-332.0676,106.4757
408500,,,1.3175,-1205.3434,139.6236,1.3175,18.5748,990.4363,104.0491,,,
409000,,,1.4353,-1215.0725,146.0662,1.4353,14.8651,869.045,21.2143,,,
409000,,,,,,,,,,1000,13086.1746,106.4253
409500,,,1.0519,-1215.8724,157.4658,1.0519,13.1221,922.4959,47.6337,,,
410000,,,1.167,-1216.7552,160.1473,1.167,16.0814,856.2948,40.1967,,,
410000,12011.3581,1000.0,,,,,,,,,,
410000,,,,,,,,,,1000,12658.0762,92.7672
410500,,,1.1569,-1206.4657,145.1702,1.1569,18.059,970.8068,44.2725,,,
411000,,,1.2018,-1221.8157,207.6786,1.2018,17.1004,1150.4851,76.6913,,,
411000,,,,,,,,,,1000,12357.2244,106.7887
411500,,,1.1421,-1217.7064,141.2797,1.1421,15.0777,879.3181,16.4938,,,
412000,,,1.1404,-1225.2705,149.7784,1.1404,15.3585,813.3947,48.2016,,,
412000,,,,,,,,,,1000,12916.9641,106.6905
412500,,,1.4082,-1225.6565,181.6972,1.4082,17.557,631.6033,79.4118,,,
413000,,,1.1347,-1223.8799,143.3169,1.1347,16.8604,794.4042,27.2926,,,
413000,,,,,,,,,,1000,10120.7562,107.9137
413500,,,1.3675,-1221.5878,195.0759,1.3675,14.8377,668.5844,39.5716,,,
414000,,,1.1806,-1205.3868,159.9573,1.1806,17.7214,790.1114,28.3124,,,
414000,,,,,,,,,,1000,13027.206,107.51
414500,,,1.5903,-1212.201,139.9065,1.5903,18.4185,747.1238,44.9843,,,
415000,,,1.0713,-1227.2948,151.9655,1.0713,16.1713,675.1746,46.3144,,,
415000,10144.2323,1000.0,,,,,,,,,,
415000,,,,,,,,,,1000,12577.7647,92.3081
415500,,,1.3551,-1226.5817,184.2632,1.3551,14.4957,756.9172,41.3624,,,
416000,,,1.2715,-1233.8037,129.9589,1.2715,15.8672,1015.7664,40.4635,,,
416000,,,,,,,,,,1000,11550.287,108.4202
416500,,,1.3241,-1220.1146,159.2928,1.3241,18.8318,1321.1219,35.974,,,
417000,,,1.6294,-1216.5308,304.7173,1.6294,21.9664,1415.5718,53.3293,,,
417000,,,,,,,,,,1000,12102.5448,107.8793
417500,,,1.4695,-1223.0209,181.3273,1.4695,16.1534,1186.6807,50.5475,,,
418000,,,1.3613,-1222.0776,158.424,1.3613,17.7434,1038.3885,93.3915,,,
418000,,,,,,,,,,1000,12882.7923,106.6143
418500,,,1.0877,-1226.416,145.6223,1.0877,17.8382,1133.549,29.734,,,
419000,,,1.3649,-1233.1952,160.9573,1.3649,14.7484,1038.2467,32.7439,,,
419000,,,,,,,,,,1000,12846.3571,106.5493
419500,,,1.3702,-1240.9269,134.8098,1.3702,23.5006,808.9233,69.6351,,,
420000,,,1.3831,-1232.2184,190.5601,1.3831,15.1677,1098.1417,50.8366,,,
420000,13713.7021,1000.0,,,,,,,,,,
420000,,,,,,,,,,1000,-150.7034,92.4315
420500,,,1.3228,-1223.5281,176.1413,1.3228,13.3585,748.1359,34.5126,,,
421000,,,1.5705,-1220.5665,109.114,1.5705,21.3722,683.8553,51.7834,,,
421000,,,,,,,,,,1000,12026.3783,106.5392
421500,,,1.51,-1224.6709,157.9225,1.51,16.7625,925.7084,48.0631,,,
422000,,,1.2667,-1225.1127,182.0341,1.2667,18.4739,1880.4999,38.5419,,,
422000,,,,,,,,,,1000,12910.8015,106.7563
422500,,,1.35,-1222.7367,172.4495,1.35,17.2993,1317.4777,40.7791,,,
423000,,,1.2901,-1223.0708,137.2264,1.2901,19.4671,891.7797,46.3175,,,
423000,,,,,,,,,,1000,12984.9479,106.7647
423500,,,1.2274,-1221.0286,179.9346,1.2274,15.083,845.9237,47.9296,,,
424000,,,1.449,-1218.5435,137.7298,1.449,15.0702,1136.0665,54.1598,,,
424000,,,,,,,,,,1000,13236.4565,106.6029
424500,,,1.2535,-1241.4955,152.9712,1.2535,17.3539,766.2551,49.5961,,,
425000,,,1.2699,-1228.8776,128.4734,1.2699,15.4927,642.6599,74.0805,,,
425000,13631.889,1000.0,,,,,,,,,,
425000,,,,,,,,,,1000,12855.7113,92.7463
425500,,,1.3,-1237.6421,127.1083,1.3,17.4642,1703.1515,48.4879,,,
426000,,,1.3516,-1227.3933,207.033,1.3516,15.1033,1009.7403,61.7525,,,
426000,,,,,,,,,,1000,13003.5509,106.7844
426500,,,1.3996,-1231.6272,197.9106,1.3996,16.7312,774.5601,92.4883,,,
427000,,,1.2154,-1234.2043,94.7173,1.2154,14.8512,860.5541,51.4919,,,
427000,,,,,,,,,,1000,13101.4643,108.1474
427500,,,1.3931,-1231.2291,187.3297,1.3931,17.8696,1183.8177,34.1065,,,
428000,,,1.1875,-1229.9041,162.5372,1.1875,14.1168,646.8606,53.1975,,,
428000,,,,,,,,,,1000,12996.2409,106.5953
428500,,,1.1342,-1238.0383,130.0891,1.1342,17.4785,871.5311,80.9616,,,
429000,,,1.3791,-1227.9459,134.4766,1.3791,13.9414,705.903,46.9712,,,
429000,,,,,,,,,,1000,12916.8217,107.2888
429500,,,1.3022,-1240.0511,121.3275,1.3022,16.4052,1057.965,47.604,,,
430000,,,1.3265,-1236.3619,162.5094,1.3265,14.2055,722.8057,79.7478,,,
430000,12611.1322,1000.0,,,,,,,,,,
430000,,,,,,,,,,1000,12187.0091,92.4849
430500,,,1.1544,-1242.0719,142.1052,1.1544,21.1611,1102.4424,55.0713,,,
431000,,,1.321,-1235.54,182.608,1.321,16.3263,580.2485,40.4691,,,
431000,,,,,,,,,,1000,12854.6818,106.6444
431500,,,1.2503,-1244.5543,159.7801,1.2503,13.7744,774.4311,24.892,,,
432000,,,1.1002,-1224.9796,112.5821,1.1002,22.2534,748.7144,97.8307,,,
432000,,,,,,,,,,1000,12436.2841,108.0718
432500,,,1.091,-1249.6083,149.4101,1.091,18.8194,728.4296,35.5229,,,
433000,,,1.0847,-1246.3127,148.7762,1.0847,13.113,726.6902,45.9922,,,
433000,,,,,,,,,,1000,12760.3604,108.3211
433500,,,1.1576,-1239.7426,119.3648,1.1576,13.9855,799.0004,56.4548,,,
434000,,,2.3913,-1241.251,128.7162,2.3913,14.6116,1243.8237,41.6183,,,
434000,,,,,,,,,,1000,13039.1917,106.7349
434500,,,1.7823,-1235.7432,167.9463,1.7823,17.5495,1292.093,58.7625,,,
435000,,,1.5937,-1234.0651,175.3232,1.5937,13.5584,553.4868,38.6221,,,
435000,14416.5165,1000.0,,,,,,,,,,
435000,,,,,,,,,,1000,12593.0273,95.7143
435500,,,1.3308,-1251.1907,186.3157,1.3308,15.2493,549.0677,63.4032,,,
436000,,,1.145,-1246.9855,120.928,1.145,17.0579,1390.6621,48.5068,,,
436000,,,,,,,,,,1000,12032.0301,110.5873
436500,,,1.3321,-1251.1083,101.8447,1.3321,14.7618,1098.4131,59.9006,,,
437000,,,1.2924,-1257.7651,190.8503,1.2924,14.4245,957.7922,35.6924,,,
437000,,,,,,,,,,1000,12722.8894,110.7979
437500,,,1.8163,-1244.0677,152.7307,1.8163,16.7062,1205.1162,35.2405,,,
438000,,,0.9818,-1257.3314,123.5659,0.9818,14.1999,1159.85,35.1328,,,
438000,,,,,,,,,,1000,12715.3839,108.7397
438500,,,1.3967,-1258.0209,144.9218,1.3967,19.7666,935.7084,37.2695,,,
439000,,,1.3992,-1259.4364,257.3733,1.3992,13.7296,1134.5084,116.3228,,,
439000,,,,,,,,,,1000,13100.0965,107.7427
439500,,,1.3073,-1247.2421,138.3895,1.3073,17.6646,612.0617,48.7345,,,
440000,,,1.0372,-1260.5577,131.5512,1.0372,17.9114,1175.3947,33.0743,,,
440000,12593.3981,1000.0,,,,,,,,,,
440000,,,,,,,,,,1000,7531.9862,95.5866
440500,,,1.1828,-1258.3423,156.9401,1.1828,16.1918,760.2781,90.8991,,,
441000,,,1.1567,-1241.4758,123.4126,1.1567,17.0019,1444.5929,28.4551,,,
441000,,,,,,,,,,1000,13226.0709,110.7095
441500,,,1.3293,-1264.1283,164.3873,1.3293,12.2076,665.5278,33.0399,,,
442000,,,1.1609,-1261.6312,101.5608,1.1609,17.231,1438.7985,42.1436,,,
442000,,,,,,,,,,1000,10779.7605,109.6688
442500,,,1.2862,-1245.6313,139.549,1.2862,18.3649,1086.1578,70.2512,,,
443000,,,1.2681,-1261.8413,148.6443,1.2681,15.6738,979.3499,47.0019,,,
443000,,,,,,,,,,1000,13131.9489,106.5823
443500,,,1.2718,-1264.6561,170.1476,1.2718,18.8359,1321.8812,37.2218,,,
444000,,,1.2471,-1252.9714,184.7899,1.2471,22.0971,767.9431,41.1868,,,
444000,,,,,,,,,,1000,12994.74,106.7737
444500,,,1.3649,-1245.8807,153.7742,1.3649,15.1832,452.7082,95.7968,,,
445000,,,1.1091,-1256.561,131.9483,1.1091,19.3566,1509.4801,31.9126,,,
445000,14018.8009,1000.0,,,,,,,,,,
445000,,,,,,,,,,1000,1593.0815,93.2945
445500,,,1.4034,-1246.5082,179.9783,1.4034,14.3449,657.2217,19.4567,,,
446000,,,1.2687,-1243.6261,170.5349,1.2687,14.0573,645.8687,65.1046,,,
446000,,,,,,,,,,1000,13239.1055,110.692
446500,,,1.7241,-1255.3606,243.1281,1.7241,17.708,1086.8739,70.6059,,,
447000,,,1.4964,-1254.3873,237.2876,1.4964,20.1008,934.1415,76.8365,,,
447000,,,,,,,,,,1000,12985.0531,107.2871
447500,,,1.4592,-1236.4552,150.3851,1.4592,16.589,827.5633,34.9674,,,
448000,,,1.2121,-1261.1626,171.5757,1.2121,24.6291,1090.8739,30.2186,,,
448000,,,,,,,,,,1000,12493.9087,106.5332
448500,,,1.5547,-1261.7648,215.2838,1.5547,15.8822,787.6664,36.5975,,,
449000,,,1.0925,-1248.7169,106.879,1.0925,15.0861,997.0951,40.059,,,
449000,,,,,,,,,,1000,13282.9268,107.9868
449500,,,1.5479,-1263.0704,189.4403,1.5479,14.6921,713.5396,106.4699,,,
450000,,,1.4781,-1247.358,125.0485,1.4781,18.9469,1431.8669,89.8554,,,
450000,13467.3886,1000.0,,,,,,,,,,
450000,,,,,,,,,,1000,12702.3853,94.4468
450500,,,1.4098,-1239.9337,139.7936,1.4098,18.7887,532.3457,22.8358,,,
451000,,,1.2776,-1255.0854,148.5942,1.2776,19.9853,1840.698,52.1583,,,
451000,,,,,,,,,,1000,13145.7765,109.4478
451500,,,1.0897,-1258.4109,137.2178,1.0897,15.0584,819.9005,29.457,,,
452000,,,1.1615,-1258.6915,166.3952,1.1615,23.4766,1023.2047,47.1117,,,
452000,,,,,,,,,,1000,13508.3348,110.0934
452500,,,1.3139,-1266.52,107.2561,1.3139,17.2896,1348.8895,54.0159,,,
453000,,,1.2737,-1251.8696,137.8752,1.2737,18.8515,1230.6285,51.2952,,,
453000,,,,,,,,,,1000,12395.3183,110.419
453500,,,1.331,-1267.1742,177.8663,1.331,18.5818,992.7584,22.8032,,,
454000,,,1.1896,-1239.2922,123.3518,1.1896,18.4029,664.6812,42.8002,,,
454000,,,,,,,,,,1000,13198.2114,109.6498
454500,,,1.2004,-1251.2668,175.3693,1.2004,17.6429,625.7794,25.4207,,,
455000,,,1.4902,-1237.5836,137.8701,1.4902,15.1944,797.9836,22.3327,,,
455000,14121.3221,1000.0,,,,,,,,,,
455000,,,,,,,,,,1000,7722.5974,95.1159
455500,,,1.6585,-1235.7032,212.5264,1.6585,18.3548,1047.0403,70.402,,,
456000,,,1.3693,-1261.2062,290.7357,1.3693,18.785,918.2127,40.3342,,,
456000,,,,,,,,,,1000,13300.6587,108.4126
456500,,,1.411,-1267.3688,107.0283,1.411,17.8658,1249.3425,36.6172,,,
457000,,,1.2247,-1240.326,142.3051,1.2247,30.5846,1751.1681,20.7596,,,
457000,,,,,,,,,,1000,3159.9519,107.683
457500,,,1.1605,-1265.3009,140.4399,1.1605,14.5769,563.5543,52.187,,,
458000,,,1.4586,-1249.4125,144.9905,1.4586,20.988,2091.1665,46.1861,,,
458000,,,,,,,,,,1000,12717.8093,107.1998
458500,,,1.3644,-1260.2809,151.3605,1.3644,18.904,1325.0833,30.2356,,,
459000,,,1.2799,-1257.8876,159.6736,1.2799,17.8454,977.84,88.0567,,,
459000,,,,,,,,,,1000,12687.923,109.4401
459500,,,1.6665,-1261.7024,158.1324,1.6665,15.1145,779.8234,96.8079,,,
460000,,,1.2482,-1254.2223,137.7212,1.2482,20.3308,822.5703,17.5898,,,
460000,12085.6865,1000.0,,,,,,,,,,
460000,,,,,,,,,,1000,10985.3448,92.7463
460500,,,1.3747,-1254.9917,161.3333,1.3747,20.0515,741.3826,54.1177,,,
461000,,,1.3195,-1264.6528,118.7532,1.3195,28.1699,1105.1724,71.5909,,,
461000,,,,,,,,,,1000,12171.4551,106.6402
461500,,,1.1424,-1252.3929,79.1328,1.1424,23.9556,1072.6665,43.663,,,
462000,,,1.2275,-1264.3875,190.6063,1.2275,20.5674,1412.252,35.4701,,,
462000,,,,,,,,,,1000,12628.878,107.7128
462500,,,1.6307,-1247.3466,147.7273,1.6307,16.0456,923.4822,24.2447,,,
463000,,,1.5023,-1273.5682,201.701,1.5023,17.6268,810.6606,45.6574,,,
463000,,,,,,,,,,1000,13170.5542,109.9597
463500,,,1.5667,-1260.3512,186.5114,1.5667,21.1925,1529.6084,35.9414,,,
464000,,,1.304,-1256.7245,137.3927,1.304,22.1544,699.9119,40.4845,,,
464000,,,,,,,,,,1000,12196.349,106.6006
464500,,,1.2882,-1251.0223,135.1861,1.2882,19.6408,836.879,27.1043,,,
465000,,,1.5408,-1262.015,129.0433,1.5408,20.5371,1135.9857,67.8345,,,
465000,14508.2559,1000.0,,,,,,,,,,
465000,,,,,,,,,,1000,13276.7019,93.4749
465500,,,1.459,-1266.7041,137.741,1.459,21.8594,1150.8723,30.3364,,,
466000,,,1.6531,-1260.3391,156.5267,1.6531,15.6824,859.8931,45.3583,,,
466000,,,,,,,,,,1000,10380.1958,106.6266
466500,,,1.406,-1255.4792,148.9847,1.406,19.8181,1089.9027,55.188,,,
467000,,,1.3614,-1257.4537,187.8758,1.3614,24.1863,804.6799,31.0237,,,
