env_steps,return,length,train/length,train/return,FPS,op-l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
34892,,,42,20.9733,106.3622,,,,,,,
35000,,,,,,17.1251,-380.5229,210.2783,17.1251,300.5593,7237.8901,12.2201
35000,-4.7204,75.9,,,,,,,,,,
35075,,,183,311.5587,97.7211,,,,,,,
35171,,,96,4.9106,106.6766,,,,,,,
35336,,,165,-11.5405,106.689,,,,,,,
35401,,,65,16.7731,106.6471,,,,,,,
35483,,,82,34.7822,106.487,,,,,,,
35500,,,,,,16.0352,-385.1599,148.9121,16.0352,246.4011,7462.6875,12.0304
35651,,,168,96.0348,106.6125,,,,,,,
35748,,,97,26.7115,106.417,,,,,,,
35856,,,108,59.9892,106.7362,,,,,,,
36000,,,,,,17.2286,-375.7315,178.9749,17.2286,227.4846,5704.3687,13.7303
36028,,,172,48.506,106.7853,,,,,,,
36267,,,239,124.8803,106.8404,,,,,,,
36500,,,,,,16.8717,-375.4102,160.109,16.8717,224.1181,5784.3726,22.7798
36615,,,348,155.2387,106.6815,,,,,,,
36711,,,96,36.0083,106.7381,,,,,,,
36820,,,109,63.8161,106.1859,,,,,,,
37000,,,,,,15.7917,-386.1396,162.8664,15.7917,228.9072,6276.6489,13.7341
37226,,,406,170.9403,107.9173,,,,,,,
37500,,,,,,16.6927,-381.2937,204.5153,16.6927,239.7037,6223.8662,15.5386
37541,,,315,4.5404,106.3409,,,,,,,
37767,,,226,77.0846,108.017,,,,,,,
38000,,,,,,15.2324,-378.6559,123.8914,15.2324,227.4801,10834.3994,12.4331
38125,,,358,243.408,106.381,,,,,,,
38497,,,372,-112.2303,106.5394,,,,,,,
38500,,,,,,15.7551,-374.6677,158.6647,15.7551,202.4826,5299.0376,15.1447
38531,,,34,22.0539,106.396,,,,,,,
38704,,,173,-22.5593,106.6785,,,,,,,
38765,,,61,38.5824,106.2784,,,,,,,
39000,,,,,,15.9095,-366.1751,145.073,15.9095,225.5598,7031.5869,12.1898
39084,,,319,28.5169,106.6897,,,,,,,
39286,,,202,19.9823,106.58,,,,,,,
39393,,,107,70.9705,106.1827,,,,,,,
39500,,,,,,16.5555,-364.073,150.6859,16.5555,191.7925,6971.7202,16.6864
39750,,,357,-37.2833,106.4589,,,,,,,
39764,,,14,0.6134,106.7255,,,,,,,
39841,,,77,50.8421,106.3886,,,,,,,
39996,,,155,255.3596,108.7677,,,,,,,
40000,,,,,,15.7969,-366.4093,207.7421,15.7969,201.9322,5533.2461,14.3994
40000,302.8957,236.5,,,,,,,,,,
40007,,,11,-7.191,19.3121,,,,,,,
40026,,,19,-5.2238,110.6586,,,,,,,
40036,,,10,-5.9746,111.5044,,,,,,,
40066,,,30,7.4144,109.8682,,,,,,,
40076,,,10,-5.4394,110.3401,,,,,,,
40093,,,17,-4.9837,111.0181,,,,,,,
40126,,,33,10.3398,110.5162,,,,,,,
40168,,,42,20.8539,110.6239,,,,,,,
40199,,,31,9.9571,108.8513,,,,,,,
40351,,,152,244.1908,106.5877,,,,,,,
40374,,,23,-0.8178,106.4844,,,,,,,
40396,,,22,-2.8579,106.7972,,,,,,,
40422,,,26,2.9566,106.5329,,,,,,,
40500,,,,,,15.4881,-362.4008,226.7388,15.4881,213.6802,10539.291,16.7831
40583,,,161,214.5923,106.3995,,,,,,,
40643,,,60,40.9449,106.5204,,,,,,,
40652,,,9,-6.3923,105.3951,,,,,,,
40662,,,10,-7.2197,106.5483,,,,,,,
40727,,,65,51.2303,106.2064,,,,,,,
40751,,,24,0.3623,106.373,,,,,,,
40761,,,10,-6.31,105.8427,,,,,,,
40773,,,12,-5.3208,104.1927,,,,,,,
40784,,,11,-4.5573,106.3857,,,,,,,
40904,,,120,138.3193,106.3627,,,,,,,
40914,,,10,-6.372,106.9855,,,,,,,
41000,,,,,,14.8232,-356.9484,168.1942,14.8232,211.2048,9492.7354,11.91
41158,,,244,340.314,106.3501,,,,,,,
41167,,,9,-7.0119,105.8764,,,,,,,
41187,,,20,-5.484,106.0713,,,,,,,
41213,,,26,3.9109,106.4969,,,,,,,
41221,,,8,-4.3197,106.914,,,,,,,
41230,,,9,-3.7831,105.2098,,,,,,,
41500,,,,,,14.4835,-361.3724,154.5394,14.4835,218.4147,11393.4277,14.0697
41629,,,399,291.5803,106.2323,,,,,,,
41738,,,109,120.9875,106.2856,,,,,,,
41770,,,32,13.2898,106.15,,,,,,,
41795,,,25,0.95,106.1717,,,,,,,
42000,,,,,,15.918,-349.9368,178.6856,15.918,248.265,14688.2637,13.5378
42282,,,487,72.3686,107.5756,,,,,,,
42480,,,198,259.6352,108.4622,,,,,,,
42491,,,11,-5.3226,106.2852,,,,,,,
42500,,,,,,15.5074,-336.8553,178.6176,15.5074,198.6793,6859.5757,13.0601
42500,,,9,-5.4868,106.0328,,,,,,,
42550,,,50,29.6766,106.1861,,,,,,,
42586,,,36,16.5138,106.1692,,,,,,,
42598,,,12,-7.3436,106.7984,,,,,,,
42663,,,65,49.3039,106.3367,,,,,,,
42727,,,64,59.679,106.4078,,,,,,,
42736,,,9,-6.8963,106.0021,,,,,,,
42765,,,29,6.4748,106.9512,,,,,,,
42784,,,19,-4.5333,106.4148,,,,,,,
42839,,,55,38.3051,106.5052,,,,,,,
42852,,,13,-7.0904,106.5476,,,,,,,
42870,,,18,-4.8038,106.376,,,,,,,
42904,,,34,12.7606,106.3158,,,,,,,
42936,,,32,12.4665,106.64,,,,,,,
43000,,,,,,15.7241,-342.43,165.5212,15.7241,178.4597,4646.0308,11.7436
43012,,,76,42.104,106.5931,,,,,,,
43023,,,11,-6.806,106.2111,,,,,,,
43500,,,,,,15.2393,-336.7631,174.749,15.2393,259.584,8331.5352,15.2422
43700,,,677,274.1574,106.469,,,,,,,
43846,,,146,162.8307,106.5654,,,,,,,
44000,,,,,,14.7339,-331.5294,164.1582,14.7339,176.2294,5121.0396,13.9343
44034,,,188,310.1271,106.5223,,,,,,,
44428,,,394,125.6682,106.6694,,,,,,,
44439,,,11,-5.9548,106.306,,,,,,,
44465,,,26,3.3119,106.7379,,,,,,,
44500,,,,,,14.8574,-328.6416,173.4872,14.8574,185.2946,5672.2739,14.5002
44599,,,134,94.6839,106.547,,,,,,,
44761,,,162,256.5499,106.7207,,,,,,,
44806,,,45,28.8334,106.5841,,,,,,,
44828,,,22,-1.4587,106.4281,,,,,,,
44837,,,9,-6.7903,106.1025,,,,,,,
44875,,,38,15.8638,106.8398,,,,,,,
44911,,,36,14.3095,106.3508,,,,,,,
44924,,,13,-6.6479,106.2046,,,,,,,
44955,,,31,9.5462,106.5603,,,,,,,
45000,,,,,,15.6176,-320.374,174.4533,15.6176,192.6958,7291.1045,12.1005
45000,459.6595,451.1,,,,,,,,,,
45003,,,48,34.2054,36.3652,,,,,,,
45012,,,9,-5.3861,107.4058,,,,,,,
45020,,,8,-3.2035,106.7379,,,,,,,
45079,,,59,43.8319,106.855,,,,,,,
45319,,,240,447.1014,106.4176,,,,,,,
45353,,,34,13.5739,106.5441,,,,,,,
45398,,,45,28.4413,106.2592,,,,,,,
45428,,,30,10.9239,106.8689,,,,,,,
45438,,,10,-5.1731,106.5529,,,,,,,
45447,,,9,-6.5575,106.4034,,,,,,,
45455,,,8,-6.7364,106.566,,,,,,,
45500,,,,,,14.4766,-316.0983,159.6095,14.4766,196.4591,7272.5859,11.6499
45636,,,181,160.3127,106.612,,,,,,,
45743,,,107,87.7641,106.7564,,,,,,,
46000,,,,,,15.4824,-314.0694,143.0245,15.4824,137.3276,4114.5962,11.4216
46062,,,319,323.1125,106.3799,,,,,,,
46074,,,12,-7.0904,106.5473,,,,,,,
46082,,,8,-6.7243,106.3148,,,,,,,
46091,,,9,-4.4012,106.3048,,,,,,,
46099,,,8,-5.239,107.4068,,,,,,,
46272,,,173,232.3397,106.3192,,,,,,,
46293,,,21,-2.4837,106.4374,,,,,,,
46373,,,80,61.8526,106.4536,,,,,,,
46500,,,,,,14.4768,-320.9945,148.6471,14.4768,234.3553,11433.334,14.8685
46558,,,185,190.5723,106.4498,,,,,,,
46622,,,64,49.079,106.165,,,,,,,
46684,,,62,54.4101,106.1414,,,,,,,
46703,,,19,-4.1594,106.4846,,,,,,,
46767,,,64,35.5468,105.8235,,,,,,,
46775,,,8,-5.9586,105.8046,,,,,,,
47000,,,,,,14.0924,-314.9659,164.4066,14.0924,195.125,7711.375,11.4317
47094,,,319,465.8569,106.1672,,,,,,,
47182,,,88,72.7893,106.3456,,,,,,,
47500,,,,,,14.3647,-315.3424,186.5325,14.3647,188.0292,6043.8931,10.9202
48000,,,,,,14.8781,-310.9385,174.6545,14.8781,168.216,10502.458,14.0391
48045,,,863,1011.3921,106.4994,,,,,,,
48116,,,71,55.4274,106.4109,,,,,,,
48128,,,12,-6.8397,106.5303,,,,,,,
48280,,,152,333.2234,106.5815,,,,,,,
48313,,,33,6.4517,106.1362,,,,,,,
48500,,,,,,13.9043,-306.5509,152.6261,13.9043,164.4784,6492.9434,14.7322
48853,,,540,969.6353,106.3302,,,,,,,
49000,,,,,,13.9374,-298.9791,210.5704,13.9374,178.4217,13718.749,15.8714
49230,,,377,463.5747,106.2446,,,,,,,
49239,,,9,-4.0126,106.0688,,,,,,,
49281,,,42,24.0544,106.3023,,,,,,,
49354,,,73,49.7602,106.4565,,,,,,,
49500,,,,,,14.2381,-301.6303,177.4888,14.2381,157.6748,7133.0728,17.8601
50000,,,,,,14.0442,-294.2042,207.2787,14.0442,144.3353,7909.5508,16.4179
50000,755.0157,604.2,,,,,,,,,,
50036,,,682,939.4773,89.7363,,,,,,,
50239,,,203,360.0815,106.4571,,,,,,,
50309,,,70,65.7745,106.6543,,,,,,,
50359,,,50,30.3815,106.3601,,,,,,,
50500,,,,,,13.3998,-295.5627,165.0191,13.3998,135.3107,6243.9429,10.0445
50625,,,266,418.1792,106.4142,,,,,,,
50869,,,244,410.3098,106.5886,,,,,,,
50905,,,36,16.2562,106.4116,,,,,,,
50938,,,33,7.8797,106.6547,,,,,,,
50952,,,14,-2.1689,106.3501,,,,,,,
51000,,,,,,13.5693,-291.9975,153.7356,13.5693,133.1117,9379.3232,12.5307
51457,,,505,554.4465,106.2285,,,,,,,
51500,,,,,,14.0258,-289.0215,161.3661,14.0258,131.8277,5591.2305,11.5923
51673,,,216,358.8997,106.4174,,,,,,,
51728,,,55,42.3671,106.5528,,,,,,,
51752,,,24,-5.7669,106.1365,,,,,,,
51862,,,110,114.4275,106.2223,,,,,,,
52000,,,,,,13.9873,-286.8705,184.151,13.9873,123.2927,7106.4819,9.5375
52076,,,214,320.8276,106.4851,,,,,,,
52103,,,27,-0.4995,106.387,,,,,,,
52291,,,188,-2.5625,106.5628,,,,,,,
52500,,,,,,12.7188,-282.4176,141.9397,12.7188,151.0401,9663.0615,11.6558
53000,,,,,,13.0461,-281.2369,108.1287,13.0461,88.4979,2946.7795,9.2972
53001,,,710,863.1391,106.1717,,,,,,,
53275,,,274,411.084,106.5517,,,,,,,
53500,,,,,,14.1879,-277.5536,155.2871,14.1879,97.3906,3875.0706,5.7896
53873,,,598,469.624,106.4207,,,,,,,
54000,,,,,,12.1895,-281.2548,122.3836,12.1895,94.0227,4238.0205,11.4599
54500,,,,,,12.8932,-278.4644,129.809,12.8932,104.9834,3291.927,9.2433
54873,,,1000,1192.7734,106.3987,,,,,,,
54884,,,11,-5.8323,106.2769,,,,,,,
55000,,,,,,13.2915,-280.634,227.6902,13.2915,86.2858,3009.6587,16.587
55000,460.7413,369.8,,,,,,,,,,
55469,,,585,602.5758,94.0271,,,,,,,
55480,,,11,-5.2801,106.2106,,,,,,,
55500,,,,,,12.6271,-276.862,144.975,12.6271,73.5482,2801.1592,9.4281
55505,,,25,-2.7445,106.3113,,,,,,,
56000,,,,,,12.7435,-275.5204,125.4967,12.7435,161.6785,6913.4106,10.0969
56046,,,541,644.0533,106.0959,,,,,,,
56500,,,,,,13.0591,-274.8852,175.807,13.0591,118.8899,6552.0098,8.9552
56839,,,793,980.4653,107.8764,,,,,,,
57000,,,,,,12.106,-277.3451,161.0372,12.106,98.0445,3730.2156,9.0552
57264,,,425,458.5176,106.4526,,,,,,,
57500,,,,,,12.3796,-275.0703,175.4624,12.3796,108.9061,4976.5566,10.7766
57874,,,610,658.8087,106.5207,,,,,,,
58000,,,,,,12.4595,-272.861,153.2149,12.4595,90.5366,2988.1328,15.9456
58017,,,143,170.4472,106.5943,,,,,,,
58500,,,,,,12.122,-273.1383,100.0693,12.122,82.9123,2597.2664,7.5664
59000,,,,,,12.4837,-272.7882,156.054,12.4837,87.2162,4093.5586,12.3385
59017,,,1000,1056.9558,106.2089,,,,,,,
59087,,,70,76.6098,105.8845,,,,,,,
59216,,,129,170.8388,106.3062,,,,,,,
59282,,,66,56.2024,106.1435,,,,,,,
59307,,,25,-1.5448,105.1281,,,,,,,
59500,,,,,,11.2717,-278.8972,110.2748,11.2717,83.0505,2782.9451,7.8589
59815,,,508,604.1354,106.319,,,,,,,
60000,,,,,,12.6554,-272.9294,134.0231,12.6554,81.7627,2858.9783,8.4435
60000,435.3207,401.2,,,,,,,,,,
60500,,,,,,11.8196,-271.6212,126.6684,11.8196,96.5137,4183.1504,7.3897
60815,,,1000,1079.0835,98.1468,,,,,,,
60908,,,93,90.1629,106.0197,,,,,,,
61000,,,,,,12.5187,-274.1165,192.337,12.5187,86.2078,3361.5386,7.0814
61014,,,106,114.4785,106.1636,,,,,,,
61069,,,55,48.7206,106.1301,,,,,,,
61179,,,110,97.2415,105.6886,,,,,,,
61500,,,,,,11.5482,-273.679,133.4101,11.5482,69.415,3056.8938,9.7727
61808,,,629,718.2138,106.0933,,,,,,,
62000,,,,,,12.6298,-272.4567,158.5747,12.6298,144.4247,9748.3359,12.8396
62094,,,286,336.8908,106.1472,,,,,,,
62304,,,210,264.1534,105.9461,,,,,,,
62361,,,57,47.2864,106.0499,,,,,,,
62500,,,,,,11.866,-272.1582,163.1645,11.866,78.1255,3716.7888,8.7788
62602,,,241,243.0828,105.7489,,,,,,,
62662,,,60,59.6356,106.1165,,,,,,,
62742,,,80,69.2068,105.7744,,,,,,,
63000,,,,,,11.5231,-262.2603,115.1578,11.5231,94.5586,5374.8755,8.834
63097,,,355,590.155,105.9254,,,,,,,
63438,,,341,431.2292,106.1637,,,,,,,
63449,,,11,-7.3284,106.1639,,,,,,,
63500,,,,,,11.2579,-267.0807,128.3698,11.2579,74.6159,2337.491,9.6143
63702,,,253,413.1578,106.2092,,,,,,,
64000,,,,,,11.1818,-269.697,86.9008,11.1818,80.4501,3238.0417,7.5839
64008,,,306,414.3416,106.3345,,,,,,,
64271,,,263,357.9868,106.4831,,,,,,,
64500,,,,,,11.9315,-267.0451,142.0636,11.9315,110.1672,4113.5332,6.5197
64555,,,284,541.4764,105.9648,,,,,,,
64586,,,31,10.6867,105.7445,,,,,,,
64795,,,209,431.0223,106.1601,,,,,,,
64828,,,33,18.3989,105.7358,,,,,,,
65000,,,,,,11.1858,-271.3807,122.9586,11.1858,93.2743,5265.3633,10.258
65000,1057.4326,916.2,,,,,,,,,,
65086,,,258,545.5693,61.1647,,,,,,,
65339,,,253,352.3074,105.9355,,,,,,,
65500,,,,,,12.1628,-266.6977,171.1758,12.1628,66.3743,2205.0454,7.8586
65586,,,247,456.8027,105.9291,,,,,,,
66000,,,,,,11.573,-263.061,145.2287,11.573,75.6679,4275.0,7.4109
66500,,,,,,11.1417,-262.7592,109.2102,11.1417,73.2871,2821.3066,8.5314
66586,,,1000,1149.2508,105.9143,,,,,,,
67000,,,,,,10.7365,-260.6009,167.0714,10.7365,67.5844,4253.5205,8.9724
67500,,,,,,11.1168,-259.1927,115.4149,11.1168,46.3863,1111.0968,5.4071
67586,,,1000,1127.4529,105.9348,,,,,,,
68000,,,,,,11.2985,-259.0399,156.6762,11.2985,49.2531,1580.0679,6.4944
68367,,,781,1160.2593,106.0642,,,,,,,
68389,,,22,-3.5874,106.3117,,,,,,,
68500,,,,,,10.2766,-256.3085,111.2344,10.2766,63.6425,3727.6138,5.7957
68911,,,522,1013.7143,106.2854,,,,,,,
68933,,,22,-3.5024,105.2127,,,,,,,
68944,,,11,-7.9165,105.6911,,,,,,,
69000,,,,,,10.3503,-254.4106,116.8994,10.3503,48.455,2151.9988,7.4426
69074,,,130,282.0532,106.077,,,,,,,
69083,,,9,-5.3626,106.216,,,,,,,
69108,,,25,2.8034,106.1498,,,,,,,
69116,,,8,-5.7507,105.4339,,,,,,,
69394,,,278,684.7624,105.5847,,,,,,,
69500,,,,,,10.8682,-256.4296,142.4207,10.8682,83.2996,3738.011,7.6637
69526,,,132,268.1176,107.1911,,,,,,,
69966,,,440,930.3775,105.8141,,,,,,,
70000,,,,,,11.6251,-253.6144,160.1326,11.6251,50.9729,1565.6349,9.0577
70000,693.5546,251.7,,,,,,,,,,
70105,,,139,282.1378,77.5687,,,,,,,
70287,,,182,308.8203,106.1476,,,,,,,
70452,,,165,399.6662,106.1652,,,,,,,
70500,,,,,,10.6484,-251.523,140.7686,10.6484,70.43,3593.0237,7.5921
70605,,,153,276.4793,106.1533,,,,,,,
70767,,,162,318.7193,106.1427,,,,,,,
70914,,,147,342.1879,106.0534,,,,,,,
71000,,,,,,10.7531,-245.6739,138.7742,10.7531,61.1156,4862.248,9.5932
71067,,,153,340.6477,106.078,,,,,,,
71247,,,180,362.0904,106.0617,,,,,,,
71450,,,203,473.6028,106.2213,,,,,,,
71500,,,,,,9.736,-248.8078,101.9888,9.736,52.6763,2112.7827,7.5461
71781,,,331,648.5605,105.9097,,,,,,,
72000,,,,,,11.046,-245.726,135.5687,11.046,44.84,2295.4155,9.3567
72491,,,710,1131.8246,105.8275,,,,,,,
72500,,,,,,10.5739,-243.4268,112.9699,10.5739,44.4908,1556.4813,7.4512
73000,,,,,,10.303,-241.2286,113.4284,10.303,71.5894,6079.5332,7.218
73491,,,1000,1450.3638,108.5788,,,,,,,
73500,,,,,,10.4228,-239.4578,127.7403,10.4228,54.7353,2716.1846,5.7384
74000,,,,,,11.0408,-235.8451,152.7115,11.0408,44.3762,1897.5001,6.9443
74491,,,1000,1359.8978,107.4728,,,,,,,
74500,,,,,,10.1873,-236.8142,124.1313,10.1873,33.7415,1502.7887,7.6881
74523,,,32,16.9615,109.167,,,,,,,
75000,,,,,,10.0509,-238.7046,107.3621,10.0509,47.6461,2348.0496,7.3481
75000,1311.3759,776.6,,,,,,,,,,
75500,,,,,,10.5714,-236.4254,126.7444,10.5714,50.892,2082.4963,6.8322
75523,,,1000,1381.4139,92.3924,,,,,,,
76000,,,,,,10.8203,-232.5223,133.7776,10.8203,42.1582,1518.0022,7.8546
76393,,,870,1271.5339,105.9303,,,,,,,
76500,,,,,,10.6462,-230.7813,94.8319,10.6462,37.3578,1889.6514,5.3695
77000,,,,,,10.7824,-230.6718,110.4961,10.7824,31.3505,1674.0695,8.8743
77393,,,1000,1230.972,106.652,,,,,,,
77500,,,,,,9.9562,-230.0232,96.2929,9.9562,29.1952,893.8186,7.2742
78000,,,,,,9.971,-226.7265,109.7175,9.971,24.3123,1092.3456,7.2135
78393,,,1000,1356.8593,108.8675,,,,,,,
78500,,,,,,10.1246,-224.8981,97.759,10.1246,35.1987,1539.064,4.5785
79000,,,,,,10.2815,-220.761,134.467,10.2815,28.5824,1814.1984,6.4963
79393,,,1000,1361.3958,105.7484,,,,,,,
79413,,,20,-2.7547,104.8163,,,,,,,
79500,,,,,,9.9773,-222.0943,86.7453,9.9773,23.5773,1018.4335,4.9998
80000,,,,,,9.4177,-224.2072,119.9208,9.4177,29.2751,1564.8046,8.2382
80000,110.7861,126.8,,,,,,,,,,
80413,,,1000,1404.9858,106.0995,,,,,,,
80500,,,,,,10.0466,-220.5943,113.9113,10.0466,26.8388,2150.9685,6.8387
81000,,,,,,10.0216,-217.2808,80.5847,10.0216,37.9308,2529.4087,7.3431
81413,,,1000,1241.2288,106.1722,,,,,,,
81500,,,,,,9.8846,-218.3888,119.9367,9.8846,22.7687,1351.1339,5.7436
82000,,,,,,10.3519,-218.3581,119.9664,10.3519,25.1744,1645.5607,5.1213
82413,,,1000,1593.62,105.8905,,,,,,,
82500,,,,,,10.158,-213.8985,126.1518,10.158,22.233,1458.3188,7.2569
83000,,,,,,9.9761,-213.129,131.2764,9.9761,25.1492,1192.0729,6.692
83413,,,1000,1659.2684,105.9641,,,,,,,
83436,,,23,-2.0147,106.0717,,,,,,,
83500,,,,,,9.4038,-212.6465,107.7994,9.4038,26.9996,1577.2957,5.2803
83542,,,106,116.5538,106.0524,,,,,,,
84000,,,,,,10.0424,-211.546,115.6431,10.0424,20.2083,1034.7673,5.4843
84022,,,480,944.3304,106.077,,,,,,,
84036,,,14,-1.7648,105.866,,,,,,,
84064,,,28,2.4018,106.3301,,,,,,,
84105,,,41,23.3344,105.9035,,,,,,,
84437,,,332,762.1029,105.9766,,,,,,,
84500,,,,,,9.6247,-208.7436,128.9216,9.6247,18.984,984.7725,7.8739
84723,,,286,573.1955,105.8189,,,,,,,
84750,,,27,6.0975,105.725,,,,,,,
84997,,,247,474.2904,106.0323,,,,,,,
85000,,,,,,9.2397,-208.9709,95.5336,9.2397,20.5218,1044.7839,5.8454
85000,735.6773,391.7,,,,,,,,,,
85438,,,441,855.2746,89.6169,,,,,,,
85500,,,,,,9.4392,-209.4987,143.4786,9.4392,24.7729,1545.2026,5.0822
86000,,,,,,9.9339,-207.3501,136.2264,9.9339,21.3079,1113.4121,4.5426
86019,,,581,1225.8615,105.6882,,,,,,,
86500,,,,,,9.5082,-201.5263,101.5927,9.5082,18.1434,1670.0189,5.3142
86561,,,542,1085.89,105.7022,,,,,,,
87000,,,,,,10.1967,-203.0747,147.6377,10.1967,22.5186,1907.3748,7.2309
87381,,,820,1409.0164,105.7871,,,,,,,
87409,,,28,6.0222,105.878,,,,,,,
87500,,,,,,9.6791,-201.5623,112.3391,9.6791,20.735,1438.3741,7.4506
87690,,,281,672.4401,105.9654,,,,,,,
87845,,,155,382.4536,105.6745,,,,,,,
88000,,,,,,9.9034,-201.922,153.4921,9.9034,13.9924,502.1932,4.4799
88073,,,228,587.3981,107.0798,,,,,,,
88168,,,95,71.1482,109.6139,,,,,,,
88191,,,23,-1.5104,109.9254,,,,,,,
88346,,,155,249.7553,110.0726,,,,,,,
88500,,,,,,10.6748,-196.9531,118.8361,10.6748,16.276,988.2276,5.5082
88646,,,300,529.1745,107.335,,,,,,,
88670,,,24,1.243,106.2288,,,,,,,
89000,,,,,,8.6401,-201.3048,109.9148,8.6401,15.9687,1089.4608,6.6702
89141,,,471,1078.11,105.8071,,,,,,,
89500,,,,,,10.1012,-194.9307,141.2889,10.1012,24.832,1807.8914,8.567
90000,,,,,,8.4964,-199.7988,94.9446,8.4964,25.2526,1379.8618,5.8342
90000,766.2618,437.6,,,,,,,,,,
90141,,,1000,2226.0737,97.2584,,,,,,,
90179,,,38,17.8911,106.0808,,,,,,,
90218,,,39,26.7723,105.9253,,,,,,,
90230,,,12,-7.7702,106.2172,,,,,,,
90270,,,40,26.146,105.3055,,,,,,,
90312,,,42,24.4518,105.7142,,,,,,,
90500,,,,,,9.5018,-195.5555,111.0213,9.5018,18.8995,1318.7019,4.0286
90732,,,420,652.0733,105.7844,,,,,,,
91000,,,,,,8.9725,-196.1827,118.9674,8.9725,11.7456,702.7322,5.4828
91063,,,331,481.9856,105.638,,,,,,,
91074,,,11,-7.8483,106.1136,,,,,,,
91500,,,,,,9.3853,-196.79,115.9916,9.3853,22.1912,1009.0579,7.0252
92000,,,,,,9.0611,-195.3517,93.2149,9.0611,19.1841,1752.8896,5.1839
92074,,,1000,967.6432,105.9873,,,,,,,
92339,,,265,233.2312,106.0497,,,,,,,
92499,,,160,129.6475,106.0154,,,,,,,
92500,,,,,,9.3544,-196.2379,97.8845,9.3544,110.09,2588.1091,7.5106
92533,,,34,15.3172,105.318,,,,,,,
92829,,,296,467.402,105.9364,,,,,,,
93000,,,,,,8.656,-195.4951,102.6235,8.656,22.7218,1207.266,6.3144
93500,,,,,,9.3205,-193.2863,126.0654,9.3205,21.4036,1470.5665,6.6108
93829,,,1000,970.7556,105.7099,,,,,,,
94000,,,,,,8.9445,-195.4236,121.3573,8.9445,13.4069,844.7524,5.8795
94500,,,,,,10.0879,-192.6741,116.3385,10.0879,14.2349,636.5391,5.094
94829,,,1000,991.2991,105.4941,,,,,,,
94924,,,95,110.2956,105.671,,,,,,,
95000,,,,,,9.1651,-194.2383,108.2009,9.1651,19.1779,1023.0356,5.0795
95000,607.3776,412.3,,,,,,,,,,
95299,,,375,823.4665,88.004,,,,,,,
95500,,,,,,8.7577,-193.9626,113.9216,8.7577,21.2011,1199.5242,7.4709
95541,,,242,435.2146,109.8407,,,,,,,
95796,,,255,493.1551,107.3863,,,,,,,
96000,,,,,,9.0777,-195.5196,121.3322,9.0777,13.2423,503.5625,5.8348
96131,,,335,838.1725,105.7163,,,,,,,
96500,,,,,,9.2149,-193.0805,129.0298,9.2149,24.2368,1568.5875,4.8878
96500,,,369,807.9447,105.7974,,,,,,,
96819,,,319,706.3706,105.8863,,,,,,,
97000,,,,,,8.5469,-193.3109,110.7478,8.5469,16.3751,714.9046,5.7795
97138,,,319,746.1112,109.9392,,,,,,,
97257,,,119,205.2307,109.8653,,,,,,,
97454,,,197,306.2783,107.7322,,,,,,,
97500,,,,,,8.3656,-193.844,100.6418,8.3656,13.0506,641.3835,4.9916
97813,,,359,647.6,106.0057,,,,,,,
98000,,,,,,8.675,-192.7896,123.9408,8.675,16.6629,1140.8774,5.2393
98072,,,259,601.0939,105.9167,,,,,,,
98252,,,180,306.2118,105.5915,,,,,,,
98500,,,,,,8.4508,-193.4172,114.4963,8.4508,16.2139,1233.2084,4.6078
98649,,,397,1128.6067,105.743,,,,,,,
98937,,,288,473.1993,105.7086,,,,,,,
99000,,,,,,8.7159,-193.2279,101.315,8.7159,40.702,1778.8547,7.9575
99158,,,221,311.9581,106.159,,,,,,,
99500,,,,,,8.5923,-190.9778,97.2173,8.5923,15.1782,829.2268,4.4147
99500,,,342,921.5532,105.9121,,,,,,,
99826,,,326,532.7767,105.5289,,,,,,,
99958,,,132,234.6959,105.6676,,,,,,,
100000,,,,,,9.0825,-189.5721,98.5437,9.0825,13.2504,1053.6121,4.0688
100000,681.16,385.0,,,,,,,,,,
100472,,,514,1190.2426,89.9604,,,,,,,
100500,,,,,,8.5928,-191.2386,99.5367,8.5928,16.8909,911.6107,4.9943
100628,,,156,404.0747,105.7684,,,,,,,
101000,,,,,,8.6205,-187.9833,97.4037,8.6205,16.4337,1043.4309,4.1168
101143,,,515,1291.4178,105.7935,,,,,,,
101380,,,237,602.6923,106.0619,,,,,,,
101500,,,,,,9.3675,-187.4707,82.0014,9.3675,11.7038,510.776,5.3618
101540,,,160,391.8293,105.7763,,,,,,,
101755,,,215,296.2109,105.839,,,,,,,
101780,,,25,2.4734,106.0359,,,,,,,
102000,,,,,,9.3357,-187.9505,102.4715,9.3357,44.5899,1459.4749,5.4348
102071,,,291,861.0459,105.6427,,,,,,,
102269,,,198,197.6729,105.4847,,,,,,,
102500,,,,,,8.6286,-189.9605,86.748,8.6286,10.7197,455.7758,4.9864
102715,,,446,673.836,105.7767,,,,,,,
102855,,,140,36.8041,105.7208,,,,,,,
103000,,,,,,8.1669,-190.1349,97.1976,8.1669,16.1147,1424.2593,7.0088
103175,,,320,557.0724,106.5915,,,,,,,
103200,,,25,1.4065,109.8015,,,,,,,
103500,,,,,,8.4438,-190.2317,115.2954,8.4438,11.7418,661.4478,4.5219
103582,,,382,441.1979,109.4973,,,,,,,
103637,,,55,45.2852,109.725,,,,,,,
103916,,,279,624.8222,106.1338,,,,,,,
103938,,,22,-2.2529,105.1676,,,,,,,
