env_steps,return,length,train/length,train/return,FPS,op-l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
103960,,,22,-2.8868,105.4942,,,,,,,
104000,,,,,,8.8644,-187.8423,119.7867,8.8644,22.5368,1822.371,3.7629
104018,,,58,49.7813,105.7128,,,,,,,
104366,,,348,650.9196,105.7911,,,,,,,
104500,,,,,,7.9421,-188.1529,67.8275,7.9421,13.2144,799.95,4.4881
104636,,,270,738.833,105.7931,,,,,,,
104654,,,18,-6.5436,106.1579,,,,,,,
104676,,,22,-1.3317,106.0794,,,,,,,
104817,,,141,354.6616,105.9556,,,,,,,
104837,,,20,-1.9384,106.1361,,,,,,,
104859,,,22,-1.5781,105.5348,,,,,,,
105000,,,,,,7.7744,-188.8693,96.2173,7.7744,13.0859,911.7757,4.2422
105000,829.1536,350.8,,,,,,,,,,
105155,,,296,835.1754,80.6694,,,,,,,
105444,,,289,801.4634,105.9204,,,,,,,
105500,,,,,,9.1234,-187.6731,110.9491,9.1234,16.1125,1255.715,3.9138
105909,,,465,1212.9001,105.6306,,,,,,,
105940,,,31,13.9543,105.7792,,,,,,,
105976,,,36,23.5678,105.579,,,,,,,
105987,,,11,-6.7416,105.3261,,,,,,,
106000,,,,,,7.8898,-186.3818,91.7672,7.8898,9.9468,565.0517,3.9792
106024,,,37,15.3708,105.1484,,,,,,,
106500,,,,,,8.1531,-190.8029,85.1777,8.1531,8.725,465.3105,4.916
106809,,,785,1588.3327,105.9385,,,,,,,
106833,,,24,-0.2076,106.0388,,,,,,,
107000,,,,,,8.5517,-186.3953,102.8514,8.5517,10.4319,360.0119,4.7355
107375,,,542,1188.8291,105.8614,,,,,,,
107413,,,38,14.1761,105.7527,,,,,,,
107500,,,,,,8.6325,-189.2654,100.4153,8.6325,10.1869,571.2828,4.2966
107751,,,338,801.4619,105.9597,,,,,,,
107773,,,22,-4.4556,106.0893,,,,,,,
108000,,,,,,8.6709,-183.539,92.6703,8.6709,18.943,1318.9255,5.2258
108053,,,280,794.3947,107.7635,,,,,,,
108460,,,407,1105.3973,108.6273,,,,,,,
108481,,,21,-5.8614,105.8735,,,,,,,
108500,,,,,,7.6615,-188.8009,92.9592,7.6615,10.2291,628.8164,3.3965
108505,,,24,-0.9252,105.4205,,,,,,,
108593,,,88,165.4844,105.8363,,,,,,,
109000,,,,,,8.5286,-186.2762,89.5824,8.5286,12.5197,873.6736,4.6578
109001,,,408,1027.5183,105.7602,,,,,,,
109028,,,27,0.4678,105.9733,,,,,,,
109296,,,268,660.0696,105.8327,,,,,,,
109414,,,118,314.5873,109.4826,,,,,,,
109450,,,36,20.0001,110.2631,,,,,,,
109500,,,,,,7.156,-189.4958,86.0772,7.156,16.2288,1104.4539,3.6377
109823,,,373,1007.2804,106.7114,,,,,,,
109878,,,55,61.5032,106.0857,,,,,,,
110000,,,,,,7.5605,-186.5565,79.8926,7.5605,15.1465,1333.9125,4.958
110000,930.9915,440.2,,,,,,,,,,
110148,,,270,704.9652,79.1555,,,,,,,
110500,,,,,,7.7963,-188.8459,76.3116,7.7963,14.2637,1203.3154,6.2845
110569,,,421,949.2156,105.8269,,,,,,,
110683,,,114,253.6062,105.9121,,,,,,,
111000,,,,,,7.8443,-188.9352,98.0667,7.8443,11.3177,660.2777,6.4481
111008,,,325,726.4574,105.8834,,,,,,,
111352,,,344,879.408,105.8094,,,,,,,
111362,,,10,-7.6495,106.059,,,,,,,
111372,,,10,-7.7814,106.1006,,,,,,,
111500,,,,,,7.7865,-187.1546,108.0047,7.7865,10.2859,424.9824,4.2401
111881,,,509,1165.5319,105.95,,,,,,,
112000,,,,,,7.8577,-188.5502,75.5532,7.8577,12.0801,571.4542,3.154
112343,,,462,1241.9493,105.8965,,,,,,,
112352,,,9,-6.7629,105.5891,,,,,,,
112500,,,,,,7.8293,-189.7713,101.6887,7.8293,9.664,594.0547,4.5129
112747,,,395,1111.4427,105.9453,,,,,,,
112920,,,173,440.0884,105.682,,,,,,,
113000,,,,,,8.2231,-189.6355,119.0937,8.2231,11.9519,947.6182,3.3664
113112,,,192,503.9934,105.6842,,,,,,,
113155,,,43,55.1194,105.4403,,,,,,,
113264,,,109,305.0712,105.4428,,,,,,,
113405,,,141,363.1795,105.6593,,,,,,,
113500,,,,,,7.3185,-188.7418,87.1437,7.3185,19.2852,1561.424,5.1747
113561,,,156,382.6188,105.7152,,,,,,,
113830,,,269,683.2038,105.7491,,,,,,,
114000,,,,,,7.9261,-191.9258,98.1094,7.9261,11.3319,441.0493,5.6505
114012,,,182,515.7545,105.8094,,,,,,,
114134,,,122,304.3074,105.9254,,,,,,,
114354,,,220,442.0883,105.9639,,,,,,,
114500,,,,,,7.6992,-190.8032,59.2971,7.6992,15.0236,1155.5095,4.3696
114589,,,235,566.282,105.6923,,,,,,,
114845,,,256,742.4581,106.0441,,,,,,,
115000,,,,,,7.783,-192.9263,128.3331,7.783,16.0948,1558.0792,5.1773
115000,929.3738,338.1,,,,,,,,,,
115140,,,295,845.4904,85.7167,,,,,,,
115382,,,242,517.9734,105.2943,,,,,,,
115500,,,,,,6.8475,-192.9615,77.8959,6.8475,19.1581,1335.0398,4.0989
115502,,,120,296.1981,105.49,,,,,,,
115725,,,223,680.7893,105.6137,,,,,,,
115849,,,124,360.6145,105.6853,,,,,,,
116000,,,,,,8.1456,-194.4893,109.2106,8.1456,12.6986,771.4843,5.6996
116072,,,223,554.0099,105.4124,,,,,,,
116230,,,158,401.9174,105.0165,,,,,,,
116257,,,27,5.4818,106.2949,,,,,,,
116395,,,138,386.1304,105.6909,,,,,,,
116500,,,,,,7.4561,-193.3396,89.3507,7.4561,7.606,207.3987,5.2125
116541,,,146,349.1441,105.7982,,,,,,,
116778,,,237,725.1698,105.6166,,,,,,,
117000,,,,,,7.5988,-192.241,91.9005,7.5988,46.1567,1475.4364,4.5533
117162,,,384,814.0397,105.6671,,,,,,,
117374,,,212,613.1988,105.6457,,,,,,,
117500,,,,,,7.4569,-195.244,98.8574,7.4569,10.0024,405.3707,5.7614
117555,,,181,433.6181,105.8873,,,,,,,
117726,,,171,493.6921,105.8013,,,,,,,
118000,,,,,,7.7955,-194.6738,103.8134,7.7955,11.5881,511.0089,5.9955
118082,,,356,890.0739,105.8377,,,,,,,
118306,,,224,622.4082,105.8753,,,,,,,
118434,,,128,303.6384,105.5672,,,,,,,
118500,,,,,,7.4347,-197.5598,66.5867,7.4347,16.3305,1139.234,4.6318
118516,,,82,183.3628,105.6037,,,,,,,
118675,,,159,368.1931,105.8718,,,,,,,
118865,,,190,607.797,105.6984,,,,,,,
119000,,,,,,7.0202,-197.0663,76.0354,7.0202,14.8792,1112.0614,6.3222
119099,,,234,722.1463,105.6973,,,,,,,
119131,,,32,16.7727,105.1655,,,,,,,
119373,,,242,705.0751,105.7033,,,,,,,
119500,,,,,,7.6488,-199.9923,89.9807,7.6488,16.9644,1448.7676,4.3212
119539,,,166,419.9648,105.1593,,,,,,,
119659,,,120,270.7377,106.0123,,,,,,,
119942,,,283,338.37,106.0054,,,,,,,
120000,,,,,,7.6193,-200.5065,92.6532,7.6193,13.6863,964.46,4.388
120000,1120.7845,384.9,,,,,,,,,,
120127,,,185,460.0413,73.7935,,,,,,,
120279,,,152,409.6992,106.0448,,,,,,,
120493,,,214,798.6632,106.099,,,,,,,
120500,,,,,,8.0303,-200.2786,86.6382,8.0303,12.4714,562.1896,7.3308
120710,,,217,660.9272,105.7218,,,,,,,
121000,,,,,,6.0306,-205.3222,78.4097,6.0306,15.2483,916.327,5.0853
121500,,,,,,6.2834,-205.4299,55.7088,6.2834,12.1265,733.7388,4.4367
121710,,,1000,1197.5839,105.9418,,,,,,,
122000,,,,,,7.2478,-204.9442,78.4043,7.2478,9.8188,403.3233,6.8963
122025,,,315,1047.7577,106.0765,,,,,,,
122051,,,26,6.0488,106.0193,,,,,,,
122133,,,82,82.0822,105.9945,,,,,,,
122304,,,171,500.3329,105.7422,,,,,,,
122353,,,49,60.7663,106.009,,,,,,,
122500,,,,,,6.5662,-206.7554,63.1213,6.5662,9.504,468.4097,5.7061
122607,,,254,682.1259,105.676,,,,,,,
122913,,,306,884.5562,105.9164,,,,,,,
123000,,,,,,6.9673,-205.7683,75.2875,6.9673,12.186,668.238,6.8569
123359,,,446,1311.2784,105.6202,,,,,,,
123422,,,63,62.4814,105.9649,,,,,,,
123500,,,,,,7.494,-203.604,100.5725,7.494,9.1176,351.1539,4.5394
124000,,,,,,6.2814,-209.1525,92.1105,6.2814,13.9755,811.5985,5.4285
124077,,,655,1954.0366,105.9284,,,,,,,
124500,,,,,,6.7476,-207.8184,63.4621,6.7476,11.2176,566.5325,4.6911
124564,,,487,1196.2906,105.8233,,,,,,,
124591,,,27,8.5283,106.0134,,,,,,,
124719,,,128,367.5094,105.8846,,,,,,,
124743,,,24,5.1624,105.9794,,,,,,,
125000,,,,,,6.6613,-206.482,90.9362,6.6613,13.6603,925.5797,6.0093
125000,261.4617,138.1,,,,,,,,,,
125320,,,577,1308.2909,100.6936,,,,,,,
125500,,,,,,6.338,-209.0645,70.6325,6.338,14.7801,847.3779,4.9507
125689,,,369,812.9554,105.735,,,,,,,
125867,,,178,383.3317,105.526,,,,,,,
125963,,,96,149.0051,105.6984,,,,,,,
126000,,,,,,6.4046,-207.6691,67.5171,6.4046,17.3454,610.6749,4.5237
126291,,,328,617.9736,105.6537,,,,,,,
126500,,,,,,6.8239,-209.681,64.2022,6.8239,14.6012,896.4033,6.6758
126654,,,363,883.6243,108.6214,,,,,,,
126835,,,181,345.5141,105.6603,,,,,,,
127000,,,,,,6.6104,-207.6471,63.7082,6.6104,11.0613,445.4138,5.1605
127186,,,351,788.5042,105.9011,,,,,,,
127297,,,111,180.8977,105.9106,,,,,,,
127500,,,,,,6.6087,-208.3026,81.3362,6.6087,25.583,1811.0542,5.1305
127798,,,501,1520.6647,105.8204,,,,,,,
128000,,,,,,6.8838,-207.7552,98.2732,6.8838,15.552,943.246,5.7404
128500,,,,,,6.6796,-207.9288,71.7848,6.6796,16.2774,1015.3341,6.3747
128798,,,1000,990.776,107.8159,,,,,,,
128936,,,138,256.8421,105.8644,,,,,,,
129000,,,,,,6.7045,-208.6673,81.1302,6.7045,13.0552,744.449,4.9468
129107,,,171,432.5745,105.8524,,,,,,,
129178,,,71,135.3124,105.5216,,,,,,,
129383,,,205,345.6428,105.9089,,,,,,,
129479,,,96,189.8169,105.7818,,,,,,,
129500,,,,,,6.5692,-209.1791,86.4932,6.5692,10.6893,493.2747,5.9025
129516,,,37,25.4638,105.9089,,,,,,,
129553,,,37,21.4334,105.6028,,,,,,,
129600,,,47,47.0281,105.7594,,,,,,,
129805,,,205,278.0744,105.826,,,,,,,
129845,,,40,32.5915,105.9688,,,,,,,
130000,,,,,,6.377,-212.3992,95.9504,6.377,8.7812,423.2658,5.4028
130000,43.3027,42.7,,,,,,,,,,
130007,,,162,453.6147,99.3504,,,,,,,
130138,,,131,385.4588,105.9506,,,,,,,
130317,,,179,418.5937,105.9515,,,,,,,
130344,,,27,8.5538,105.808,,,,,,,
130500,,,,,,6.7814,-211.3138,68.4751,6.7814,17.7166,1463.0922,4.6959
130518,,,174,357.4683,105.7228,,,,,,,
130642,,,124,251.7266,105.5963,,,,,,,
130651,,,9,-7.8492,106.8247,,,,,,,
130753,,,102,231.9797,105.7479,,,,,,,
130941,,,188,508.1719,105.8704,,,,,,,
131000,,,,,,6.6053,-214.0376,64.8024,6.6053,11.4048,420.7649,7.1289
131056,,,115,262.4854,105.8629,,,,,,,
131085,,,29,9.7645,105.8684,,,,,,,
131372,,,287,877.358,105.8642,,,,,,,
131500,,,,,,5.8924,-211.7659,84.032,5.8924,10.4862,344.0944,5.8395
131520,,,148,453.331,105.8033,,,,,,,
131529,,,9,-7.7172,106.2097,,,,,,,
131722,,,193,613.406,105.6963,,,,,,,
131747,,,25,1.1115,105.4341,,,,,,,
131772,,,25,0.7052,106.1399,,,,,,,
131954,,,182,536.6552,105.9273,,,,,,,
131982,,,28,6.7161,105.9958,,,,,,,
132000,,,,,,6.0588,-215.0334,60.0026,6.0588,10.126,484.9719,6.2537
132007,,,25,1.0443,105.9445,,,,,,,
132175,,,168,566.3025,105.909,,,,,,,
132500,,,,,,5.6939,-215.4957,67.3907,5.6939,14.5783,742.4003,5.6312
132577,,,402,1327.0769,105.7578,,,,,,,
132598,,,21,-4.8315,106.0098,,,,,,,
132625,,,27,5.0224,105.7768,,,,,,,
132922,,,297,886.1834,105.9036,,,,,,,
132949,,,27,5.5505,105.7819,,,,,,,
132972,,,23,-1.8436,106.0535,,,,,,,
132996,,,24,-1.4851,105.8286,,,,,,,
133000,,,,,,6.3471,-214.2258,90.2104,6.3471,10.6221,336.3586,4.6673
133019,,,23,-1.9833,105.4264,,,,,,,
133201,,,182,517.3346,105.7368,,,,,,,
133223,,,22,-2.934,105.9784,,,,,,,
133243,,,20,-6.3441,105.5681,,,,,,,
133500,,,,,,6.5541,-214.4332,79.2398,6.5541,20.6222,1235.9838,6.2147
133544,,,301,640.4523,105.7823,,,,,,,
133909,,,365,1443.6889,105.4454,,,,,,,
134000,,,,,,6.2308,-217.2806,64.2999,6.2308,56.5632,1132.278,4.1353
134138,,,229,716.0564,105.823,,,,,,,
134353,,,215,444.202,105.9147,,,,,,,
134372,,,19,-6.8867,105.809,,,,,,,
134390,,,18,-7.848,106.3908,,,,,,,
134411,,,21,-3.6909,105.8203,,,,,,,
134432,,,21,-3.8841,105.4981,,,,,,,
134500,,,,,,6.5307,-216.0841,71.1714,6.5307,20.6294,757.4585,6.3846
134659,,,227,668.1877,105.7723,,,,,,,
135000,,,,,,5.5845,-219.1492,70.9399,5.5845,15.8316,980.9407,7.3358
135000,480.5201,171.7,,,,,,,,,,
135393,,,734,2153.2572,100.8217,,,,,,,
135500,,,,,,6.101,-221.1932,74.2326,6.101,18.8149,1189.6754,3.6845
135589,,,196,668.6577,105.8757,,,,,,,
135815,,,226,802.4983,106.0872,,,,,,,
136000,,,,,,6.2409,-221.7935,71.6616,6.2409,16.2377,693.6813,4.553
136200,,,385,1324.2475,105.9254,,,,,,,
136499,,,299,1010.8602,105.8691,,,,,,,
136500,,,,,,5.966,-222.7937,84.109,5.966,26.1005,1440.1395,6.6741
137000,,,,,,5.5769,-226.3268,58.9431,5.5769,45.4817,601.7507,7.3082
137116,,,617,2249.2219,105.7197,,,,,,,
137308,,,192,635.2662,105.77,,,,,,,
137500,,,,,,6.0547,-223.8279,76.4585,6.0547,39.4756,2720.0046,4.85
137564,,,256,853.5539,105.9041,,,,,,,
137873,,,309,1011.1633,106.5674,,,,,,,
137884,,,11,-6.6064,105.6664,,,,,,,
138000,,,,,,5.6173,-223.2434,66.9957,5.6173,15.3413,610.7158,5.3964
138307,,,423,1599.3705,105.9481,,,,,,,
138500,,,,,,5.8806,-225.0811,55.3836,5.8806,11.6416,540.7576,4.941
138701,,,394,1279.7722,105.7428,,,,,,,
138920,,,219,774.5591,105.5998,,,,,,,
139000,,,,,,5.9719,-227.8268,66.8363,5.9719,18.6475,1049.6558,7.6748
139025,,,105,240.9894,105.7632,,,,,,,
139036,,,11,-6.493,105.4457,,,,,,,
139150,,,114,276.55,105.7854,,,,,,,
139500,,,,,,5.4062,-230.9912,99.8952,5.4062,12.777,689.243,5.1702
139593,,,443,1403.5127,105.9279,,,,,,,
140000,,,,,,5.4279,-230.2772,51.2439,5.4279,15.8226,891.8948,8.5961
140000,853.8624,249.2,,,,,,,,,,
140500,,,,,,5.8037,-231.2652,65.3133,5.8037,17.7775,894.6729,6.2799
140593,,,1000,3508.8343,100.6701,,,,,,,
140603,,,10,-7.5503,105.2716,,,,,,,
140612,,,9,-7.4431,105.5882,,,,,,,
141000,,,,,,5.8456,-233.1465,65.5576,5.8456,11.7293,556.1926,6.4947
141113,,,501,1718.5017,105.511,,,,,,,
141205,,,92,225.1959,105.3163,,,,,,,
141500,,,,,,5.5649,-233.6781,77.1594,5.5649,21.7663,1634.3848,8.0139
141612,,,407,1534.0675,105.8862,,,,,,,
141809,,,197,695.8892,105.7885,,,,,,,
141963,,,154,415.0815,105.6065,,,,,,,
142000,,,,,,5.4939,-236.225,75.8766,5.4939,18.5963,972.8392,5.1117
142092,,,129,369.9534,105.4735,,,,,,,
142379,,,287,974.4336,105.6622,,,,,,,
142500,,,,,,5.7029,-237.8873,84.1524,5.7029,16.2985,666.5464,6.1088
142782,,,403,1537.5986,105.9535,,,,,,,
143000,,,,,,5.4647,-234.2417,74.8839,5.4647,24.3588,1561.0613,7.9031
143015,,,233,819.1261,105.482,,,,,,,
143173,,,158,551.3169,105.5868,,,,,,,
143427,,,254,923.8772,105.5389,,,,,,,
143500,,,,,,5.4784,-241.334,63.9039,5.4784,13.2722,450.405,6.5727
143618,,,191,707.6879,105.3299,,,,,,,
143760,,,142,483.8189,105.4082,,,,,,,
143784,,,24,1.1626,105.226,,,,,,,
143959,,,175,613.5992,105.5278,,,,,,,
144000,,,,,,5.2345,-240.3497,55.4561,5.2345,17.4213,1127.1796,8.3846
144065,,,106,275.8641,105.567,,,,,,,
144074,,,9,-8.1832,105.3628,,,,,,,
144426,,,352,1403.3195,105.4571,,,,,,,
144500,,,,,,5.31,-242.5791,55.6554,5.31,11.0104,519.9333,5.7065
144750,,,324,1079.9397,105.5334,,,,,,,
144979,,,229,936.5996,105.4346,,,,,,,
145000,,,,,,5.7634,-243.9784,66.6751,5.7634,14.015,641.2238,6.737
145000,1053.2403,288.3,,,,,,,,,,
145216,,,237,747.5285,83.9755,,,,,,,
145392,,,176,659.4709,105.4471,,,,,,,
145500,,,,,,5.096,-245.5033,68.4249,5.096,11.9995,460.0167,4.4021
145576,,,184,639.3237,105.6262,,,,,,,
145792,,,216,711.4878,105.6405,,,,,,,
146000,,,,,,5.4528,-245.776,72.6032,5.4528,16.8084,852.6539,5.7723
146021,,,229,776.3933,105.5839,,,,,,,
146325,,,304,1125.6042,105.542,,,,,,,
146500,,,,,,5.6505,-246.2439,51.8014,5.6505,13.5537,540.618,7.1479
146501,,,176,522.0408,105.6409,,,,,,,
146675,,,174,604.5829,105.5802,,,,,,,
146856,,,181,599.3155,105.3278,,,,,,,
146866,,,10,-8.193,105.2526,,,,,,,
147000,,,,,,5.5054,-246.5855,59.5213,5.5054,17.1425,1272.3396,6.3008
147077,,,211,809.1157,105.4481,,,,,,,
147087,,,10,-8.3917,105.1984,,,,,,,
147276,,,189,672.0225,105.6216,,,,,,,
147458,,,182,526.1793,105.4467,,,,,,,
147500,,,,,,5.3603,-251.4809,66.0604,5.3603,22.5268,1451.6837,6.412
147696,,,238,816.3779,105.5199,,,,,,,
147776,,,80,180.024,105.6764,,,,,,,
147942,,,166,558.6018,105.2604,,,,,,,
148000,,,,,,5.4526,-249.7507,68.263,5.4526,22.735,1554.0131,5.236
148108,,,166,606.1179,105.4504,,,,,,,
148272,,,164,538.6745,105.6384,,,,,,,
148500,,,,,,5.1596,-250.4236,49.9773,5.1596,23.2979,1359.5138,7.9055
148721,,,449,1693.1013,105.532,,,,,,,
148857,,,136,378.9568,105.4426,,,,,,,
149000,,,,,,5.0517,-252.8483,49.9396,5.0517,12.8289,582.4526,6.6988
149088,,,231,869.6563,105.5423,,,,,,,
149238,,,150,421.974,105.4172,,,,,,,
149500,,,,,,5.573,-252.9533,59.5752,5.573,71.9412,1314.8369,7.6921
149511,,,273,1106.4662,105.635,,,,,,,
149620,,,109,305.6713,105.6239,,,,,,,
149715,,,95,223.4423,105.5784,,,,,,,
149724,,,9,-7.2567,104.9491,,,,,,,
149733,,,9,-7.7683,104.5602,,,,,,,
149946,,,213,757.6496,105.4861,,,,,,,
150000,,,,,,4.9329,-255.1198,66.1818,4.9329,14.9093,749.5057,6.4054
150000,-6.7374,8.1,,,,,,,,,,
150266,,,320,1154.0582,104.7649,,,,,,,
150275,,,9,-7.2231,105.1863,,,,,,,
150285,,,10,-7.9517,105.5181,,,,,,,
150293,,,8,-6.3467,106.6219,,,,,,,
150301,,,8,-6.731,105.3273,,,,,,,
150309,,,8,-6.4302,106.0316,,,,,,,
150317,,,8,-6.2451,105.3167,,,,,,,
150326,,,9,-6.5571,106.392,,,,,,,
150334,,,8,-6.4799,105.0904,,,,,,,
150343,,,9,-7.6517,105.6408,,,,,,,
150352,,,9,-7.4707,105.2749,,,,,,,
150500,,,,,,5.2729,-254.3932,45.6464,5.2729,18.4187,628.3405,8.2806
150551,,,199,710.6248,105.8054,,,,,,,
150804,,,253,905.8091,105.4807,,,,,,,
151000,,,,,,5.2951,-255.0766,57.1922,5.2951,19.6707,1096.4408,8.8353
151098,,,294,1014.3244,105.5385,,,,,,,
151134,,,36,25.1706,104.9553,,,,,,,
151358,,,224,654.8888,105.2959,,,,,,,
151385,,,27,3.3103,105.1107,,,,,,,
151500,,,,,,5.7627,-256.739,68.1659,5.7627,19.3666,1000.1586,12.6328
151532,,,147,313.5944,105.5637,,,,,,,
151563,,,31,11.1911,105.3521,,,,,,,
151589,,,26,1.582,105.2354,,,,,,,
151966,,,377,1332.6929,105.661,,,,,,,
152000,,,,,,5.2877,-257.1737,79.4756,5.2877,46.0314,3931.7666,8.5474
152186,,,220,656.8545,105.9268,,,,,,,
152384,,,198,666.5239,105.406,,,,,,,
152432,,,48,22.2141,105.6866,,,,,,,
152463,,,31,9.8535,105.4741,,,,,,,
152500,,,,,,5.5661,-256.7871,59.6767,5.5661,15.8013,825.1842,10.3256
152715,,,252,730.1338,105.4288,,,,,,,
152798,,,83,144.9629,105.8844,,,,,,,
153000,,,,,,4.8798,-262.0555,56.6787,4.8798,18.013,921.5343,11.2052
153281,,,483,1851.6041,105.9202,,,,,,,
153500,,,,,,5.2018,-260.2766,54.4889,5.2018,12.8777,594.5067,6.7145
153673,,,392,1551.148,105.0227,,,,,,,
153886,,,213,708.4095,106.0621,,,,,,,
153902,,,16,-8.8747,106.1935,,,,,,,
153917,,,15,-8.9717,105.7745,,,,,,,
153936,,,19,-4.3944,106.3081,,,,,,,
153955,,,19,-5.8853,105.578,,,,,,,
153972,,,17,-8.3073,105.5987,,,,,,,
153989,,,17,-7.8306,106.0909,,,,,,,
154000,,,,,,5.1571,-261.045,59.7642,5.1571,28.3942,1187.244,9.4052
154007,,,18,-6.6768,105.4888,,,,,,,
154244,,,237,599.7919,105.9607,,,,,,,
154259,,,15,-9.4877,105.2197,,,,,,,
154273,,,14,-9.8145,105.5611,,,,,,,
154287,,,14,-9.8944,105.9368,,,,,,,
154301,,,14,-9.6558,105.5738,,,,,,,
154314,,,13,-10.2913,105.9332,,,,,,,
154329,,,15,-9.5501,106.1444,,,,,,,
154344,,,15,-9.7936,105.4322,,,,,,,
154361,,,17,-7.2922,106.0587,,,,,,,
154378,,,17,-8.8296,105.337,,,,,,,
154394,,,16,-9.5579,106.2458,,,,,,,
154410,,,16,-9.2725,105.6949,,,,,,,
154426,,,16,-9.9367,105.9099,,,,,,,
154442,,,16,-9.2674,105.8728,,,,,,,
154461,,,19,-6.8755,106.5177,,,,,,,
154477,,,16,-8.7837,105.3541,,,,,,,
154495,,,18,-7.3826,106.271,,,,,,,
154500,,,,,,5.5018,-261.4502,54.4296,5.5018,28.0574,1789.198,9.4784
154513,,,18,-7.233,105.8903,,,,,,,
155000,,,,,,5.5223,-264.4538,83.9905,5.5223,26.9847,1586.3647,6.0077
155000,707.6936,221.7,,,,,,,,,,
155335,,,822,3328.6577,100.2423,,,,,,,
155500,,,,,,4.8768,-266.5821,66.1004,4.8768,22.6532,1012.453,9.0375
155527,,,192,552.537,105.8776,,,,,,,
156000,,,,,,4.9645,-267.7985,49.6301,4.9645,19.9572,1088.0582,7.2669
156303,,,776,2864.2272,106.2371,,,,,,,
156412,,,109,228.5114,105.6982,,,,,,,
156500,,,,,,5.232,-270.005,46.0461,5.232,23.9729,1554.6312,7.3751
156507,,,95,221.9585,105.7749,,,,,,,
156862,,,355,1413.952,105.509,,,,,,,
157000,,,,,,5.1046,-266.3321,47.4258,5.1046,21.9056,1150.7653,8.6656
157075,,,213,696.4376,105.5067,,,,,,,
157236,,,161,339.4052,105.3605,,,,,,,
157406,,,170,481.1939,105.2701,,,,,,,
157500,,,,,,4.6313,-272.4828,51.2757,4.6313,14.8341,508.3953,10.9063
157563,,,157,408.7499,105.5889,,,,,,,
157597,,,34,11.3818,105.594,,,,,,,
157631,,,34,5.9147,105.1306,,,,,,,
157667,,,36,10.5394,105.5372,,,,,,,
157703,,,36,12.0224,105.0737,,,,,,,
157745,,,42,19.8834,105.6227,,,,,,,
157886,,,141,352.8742,105.6449,,,,,,,
158000,,,,,,5.4531,-272.2306,58.9551,5.4531,41.6464,2579.8977,7.3399
158085,,,199,317.983,105.8285,,,,,,,
158144,,,59,49.4745,106.0085,,,,,,,
158312,,,168,357.3529,105.9439,,,,,,,
158340,,,28,8.7227,105.695,,,,,,,
158383,,,43,20.421,105.639,,,,,,,
158410,,,27,8.3447,106.0607,,,,,,,
158458,,,48,54.913,105.716,,,,,,,
158500,,,,,,4.7848,-275.6083,51.5911,4.7848,24.7543,1391.7467,9.264
158502,,,44,23.2354,105.9259,,,,,,,
158533,,,31,8.9917,106.3324,,,,,,,
158578,,,45,25.0003,105.7396,,,,,,,
159000,,,,,,5.1646,-274.5471,63.4033,5.1646,18.5242,1077.2633,7.1178
159068,,,490,1625.7816,105.469,,,,,,,
159260,,,192,628.4935,106.0444,,,,,,,
159357,,,97,260.9769,105.8702,,,,,,,
159398,,,41,54.2941,105.979,,,,,,,
159500,,,,,,5.8035,-277.5785,61.2784,5.8035,19.1252,965.0293,13.333
160000,,,,,,4.8713,-279.3369,48.183,4.8713,24.0495,1077.545,8.7531
160000,237.557,105.4,,,,,,,,,,
160049,,,651,2360.1436,102.2028,,,,,,,
160393,,,344,1344.2005,105.6903,,,,,,,
160500,,,,,,4.9568,-280.748,80.2685,4.9568,18.9706,1131.2234,9.1094
160521,,,128,433.3963,105.8291,,,,,,,
160624,,,103,119.0642,105.9214,,,,,,,
160944,,,320,1071.0803,105.8511,,,,,,,
161000,,,,,,5.3664,-280.2154,76.1956,5.3664,13.6691,478.5694,5.5269
161109,,,165,440.3342,105.8284,,,,,,,
161145,,,36,16.4565,105.8445,,,,,,,
161184,,,39,24.7566,105.5327,,,,,,,
161204,,,20,-6.2493,106.2829,,,,,,,
161500,,,,,,5.1612,-279.4855,71.2586,5.1612,31.0867,1409.7692,7.508
161743,,,539,2260.5782,105.6202,,,,,,,
161751,,,8,-6.9302,104.4636,,,,,,,
161760,,,9,-7.5032,104.6338,,,,,,,
161770,,,10,-7.8534,104.3603,,,,,,,
161779,,,9,-7.2593,106.0879,,,,,,,
161787,,,8,-6.2845,104.3658,,,,,,,
161796,,,9,-7.7171,105.3881,,,,,,,
161805,,,9,-7.455,105.6781,,,,,,,
161814,,,9,-7.9105,104.8899,,,,,,,
161824,,,10,-8.3701,105.3004,,,,,,,
161862,,,38,38.3038,105.9856,,,,,,,
161871,,,9,-7.7431,105.5445,,,,,,,
162000,,,,,,5.1104,-280.8206,49.3344,5.1104,15.6046,495.9937,7.8055
162081,,,210,652.3288,105.8654,,,,,,,
162428,,,347,1220.4049,106.1818,,,,,,,
162436,,,8,-6.0075,106.7375,,,,,,,
162444,,,8,-6.2802,106.053,,,,,,,
162500,,,,,,5.4071,-285.611,62.8552,5.4071,16.0311,819.0381,7.8325
162591,,,147,345.4116,105.6587,,,,,,,
162645,,,54,88.2827,105.0833,,,,,,,
162846,,,201,593.2921,105.3173,,,,,,,
162987,,,141,348.8651,105.3364,,,,,,,
163000,,,,,,5.0238,-285.5382,58.3452,5.0238,17.5413,752.5902,9.6669
163238,,,251,939.2922,105.7962,,,,,,,
