env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
29696,,,14,-12.8313,95.3373,,,,,,,,,
29740,,,44,-92.8466,95.7596,,,,,,,,,
29762,,,22,-33.1123,95.1463,,,,,,,,,
30000,,,,,,1.7271,0.7424,0.1888,-426.7896,34.3749,0.8165,1863.8152,7470.7666,22.4551
30000,-171.1038,243.0,,,,,,,,,,,,
30500,,,,,,1.6814,0.7422,0.183,-405.283,36.5766,0.7439,1274.2859,7594.1802,19.1171
30762,,,1000,-1141.3132,88.3144,,,,,,,,,
30780,,,18,-38.4257,94.7563,,,,,,,,,
31000,,,,,,1.7332,0.739,0.1872,-453.2315,36.7803,0.8278,1909.3137,6603.4526,23.2278
31500,,,,,,1.7308,0.7424,0.1889,-485.8529,38.957,0.8093,1760.7217,8071.7051,22.5429
31780,,,1000,-1175.4085,96.0184,,,,,,,,,
31822,,,42,-54.6244,95.2951,,,,,,,,,
32000,,,,,,1.7356,0.7389,0.1872,-483.8276,37.7936,0.8322,1875.4056,7582.0703,17.6009
32149,,,327,-379.0571,94.7088,,,,,,,,,
32246,,,97,-142.9188,94.909,,,,,,,,,
32500,,,,,,1.7316,0.7468,0.188,-500.6068,42.7284,0.7989,2349.2002,8848.1689,18.4382
33000,,,,,,1.7785,0.7461,0.1926,-527.4082,40.5455,0.8983,3202.9336,12749.0508,22.5606
33246,,,1000,-1206.4626,94.9059,,,,,,,,,
33361,,,115,-152.4209,95.2205,,,,,,,,,
33407,,,46,-61.6949,95.3592,,,,,,,,,
33428,,,21,-39.4809,95.5697,,,,,,,,,
33442,,,14,-15.412,94.903,,,,,,,,,
33500,,,,,,1.7438,0.7521,0.1923,-557.2434,51.7299,0.8191,2500.7356,12319.7949,27.282
33509,,,67,-19.8371,95.3969,,,,,,,,,
33545,,,36,-33.7153,95.925,,,,,,,,,
34000,,,,,,1.7656,0.7432,0.1891,-556.2493,42.0397,0.8708,3759.1636,14992.4854,24.6013
34500,,,,,,1.7575,0.7384,0.1912,-570.5399,45.5232,0.8914,4046.5781,15499.6055,30.7322
34545,,,1000,-1152.17,96.2364,,,,,,,,,
34590,,,45,-39.9076,95.1911,,,,,,,,,
34601,,,11,-16.0091,95.9699,,,,,,,,,
34615,,,14,-12.085,95.486,,,,,,,,,
34654,,,39,-40.9298,95.3696,,,,,,,,,
34879,,,225,-242.0059,95.3948,,,,,,,,,
34911,,,32,-46.7882,94.6479,,,,,,,,,
34952,,,41,-65.5214,95.323,,,,,,,,,
35000,,,,,,1.8034,0.7424,0.1941,-619.4998,47.645,0.9362,4220.9722,23084.2598,29.2766
35000,-49.2067,72.5,,,,,,,,,,,,
35070,,,118,-211.0791,77.4092,,,,,,,,,
35127,,,57,-84.0773,95.1876,,,,,,,,,
35188,,,61,-88.2636,95.5159,,,,,,,,,
35394,,,206,-163.7597,95.411,,,,,,,,,
35450,,,56,-67.383,95.5272,,,,,,,,,
35500,,,,,,1.82,0.7531,0.1986,-707.687,52.3703,0.9534,4224.9092,28768.7617,29.5674
36000,,,,,,1.7639,0.7482,0.194,-684.7641,50.6343,0.8672,4229.5259,19727.2773,22.1679
36450,,,1000,-1157.3621,96.7981,,,,,,,,,
36482,,,32,-29.7011,98.7953,,,,,,,,,
36500,,,,,,1.7897,0.7414,0.1942,-755.3718,55.1403,0.9244,7187.083,22352.2402,21.9789
36501,,,19,-33.26,99.2368,,,,,,,,,
36535,,,34,-14.8636,98.7992,,,,,,,,,
36612,,,77,-56.2211,98.7872,,,,,,,,,
36631,,,19,-30.6662,99.3858,,,,,,,,,
36771,,,140,-116.0209,98.763,,,,,,,,,
37000,,,,,,1.7473,0.7477,0.1897,-696.8831,53.2815,0.8374,5804.6543,18726.873,23.9452
37500,,,,,,1.763,0.7424,0.1932,-765.5463,57.62,0.8483,6327.8818,26078.3848,23.9117
37771,,,1000,-1063.1355,96.3819,,,,,,,,,
37859,,,88,-58.3573,95.0491,,,,,,,,,
37887,,,28,-24.457,95.6232,,,,,,,,,
37901,,,14,-17.7084,95.0398,,,,,,,,,
37948,,,47,-60.0922,95.3509,,,,,,,,,
38000,,,,,,1.8039,0.7451,0.1979,-839.1575,65.8698,0.9205,6216.4502,23211.6602,21.4457
38024,,,76,-65.031,95.3904,,,,,,,,,
38053,,,29,-30.6316,93.9693,,,,,,,,,
38130,,,77,-78.7436,95.5255,,,,,,,,,
38151,,,21,-34.5768,95.3628,,,,,,,,,
38271,,,120,-91.0966,95.405,,,,,,,,,
38378,,,107,-120.4845,95.1951,,,,,,,,,
38390,,,12,-15.9248,95.6405,,,,,,,,,
38500,,,,,,1.8048,0.7331,0.1988,-908.6191,69.9984,0.9377,7318.1699,25649.9395,28.5413
39000,,,,,,1.8282,0.7367,0.1986,-916.6279,62.0974,0.9696,7205.6938,28976.6738,35.1515
39390,,,1000,-1019.1133,96.1634,,,,,,,,,
39433,,,43,-69.7816,95.4476,,,,,,,,,
39499,,,66,-93.5795,95.5432,,,,,,,,,
39500,,,,,,1.8156,0.7431,0.1977,-977.6834,88.4645,0.9579,13356.8633,42125.4102,33.6755
39590,,,91,-127.1613,95.3938,,,,,,,,,
39605,,,15,-17.5714,95.9248,,,,,,,,,
39648,,,43,-79.425,95.2032,,,,,,,,,
39757,,,109,-93.3526,95.5004,,,,,,,,,
39848,,,91,-115.8203,97.2675,,,,,,,,,
40000,,,,,,1.7995,0.7445,0.1981,-1034.4915,67.0721,0.9244,7702.249,34771.5781,32.3108
40000,-40.0749,907.5,,,,,,,,,,,,
40500,,,,,,1.7962,0.7521,0.1961,-1069.3635,71.3743,0.8939,14286.8223,52405.4453,40.5081
40848,,,1000,-1042.354,71.5179,,,,,,,,,
41000,,,,,,1.8022,0.7483,0.198,-1115.5007,79.0739,0.9111,19620.3672,63324.5234,37.161
41496,,,648,-708.1685,98.1522,,,,,,,,,
41500,,,,,,1.7815,0.7287,0.1923,-1071.4203,67.8411,0.9149,11407.5781,49749.6211,33.7904
41510,,,14,-24.8695,98.7619,,,,,,,,,
42000,,,,,,1.7967,0.7376,0.1954,-1120.3879,63.1367,0.9201,17965.3633,44353.1836,30.5847
42500,,,,,,1.8186,0.7469,0.1991,-1145.1869,63.9845,0.974,16651.7168,64950.375,33.4918
42510,,,1000,-1067.2196,97.3134,,,,,,,,,
43000,,,,,,1.833,0.7365,0.2029,-1240.3979,81.4395,1.0019,24070.8691,89145.3906,42.4611
43500,,,,,,1.8211,0.7398,0.1992,-1234.0869,89.7829,0.9851,19177.8672,54914.207,40.4955
43510,,,1000,-1020.8128,95.2341,,,,,,,,,
43540,,,30,-61.3701,95.3814,,,,,,,,,
43613,,,73,-55.8993,95.4678,,,,,,,,,
43864,,,251,-124.5056,95.3425,,,,,,,,,
