env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-92.1422,97.3,,,,,,,,,,,,,,,,,,
59,,,59,-113.9504,10.34,,,,,,,,,,,,,,,
156,,,97,-121.653,10.6006,,,,,,,,,,,,,,,
206,,,50,-109.9904,10.3841,,,,,,,,,,,,,,,
251,,,45,-118.2974,11.5114,,,,,,,,,,,,,,,
295,,,44,-120.9941,11.5309,,,,,,,,,,,,,,,
355,,,60,-113.2561,10.5653,,,,,,,,,,,,,,,
420,,,65,-112.1278,11.8657,,,,,,,,,,,,,,,
470,,,50,-120.5715,11.7456,,,,,,,,,,,,,,,
500,,,,,,14,5,1,22113.8867,0.3275,0.0194,2.1184,0.03,-0.3073,1.1135,0.2865,-2.0069,22.2603,10.0904,0.002
513,,,43,-122.0232,11.9463,,,,,,,,,,,,,,,
571,,,58,-110.878,11.7164,,,,,,,,,,,,,,,
683,,,112,-124.9786,11.6917,,,,,,,,,,,,,,,
760,,,77,-117.4718,10.9687,,,,,,,,,,,,,,,
805,,,45,-117.8267,10.8621,,,,,,,,,,,,,,,
863,,,58,-115.2605,10.891,,,,,,,,,,,,,,,
919,,,56,-112.6283,10.9525,,,,,,,,,,,,,,,
972,,,53,-116.013,10.7071,,,,,,,,,,,,,,,
1000,,,,,,13,4,1,39899.4141,0.7802,0.7972,4.3075,0.8187,72.2643,5.2092,71.641,-4.1973,5.5638,15.51,2.9548
1046,,,74,-114.3268,10.8915,,,,,,,,,,,,,,,
1119,,,73,-119.3797,10.8946,,,,,,,,,,,,,,,
1194,,,75,-119.9348,10.8053,,,,,,,,,,,,,,,
1270,,,76,-119.1945,11.3065,,,,,,,,,,,,,,,
1362,,,92,-123.9102,10.9237,,,,,,,,,,,,,,,
1453,,,91,-121.2324,10.8895,,,,,,,,,,,,,,,
1500,,,,,,13,4,1,43671.6602,0.9491,1.5733,4.6475,1.5966,146.397,9.8718,144.3706,-4.3751,16.7908,27.3939,0.0205
1541,,,88,-119.2528,10.7759,,,,,,,,,,,,,,,
1654,,,113,-126.2611,10.7533,,,,,,,,,,,,,,,
1701,,,47,-117.6495,10.8677,,,,,,,,,,,,,,,
1774,,,73,-118.4377,10.7463,,,,,,,,,,,,,,,
1890,,,116,-121.4582,11.2455,,,,,,,,,,,,,,,
2000,,,,,,14,4,1,43333.0312,1.0267,0.4111,4.9412,0.4358,35.67,3.7276,32.8801,-5.1776,18.2238,322.7766,0.0911
2004,,,114,-125.3986,10.9098,,,,,,,,,,,,,,,
2054,,,50,-123.1349,11.0187,,,,,,,,,,,,,,,
2100,,,46,-118.6974,10.8264,,,,,,,,,,,,,,,
2158,,,58,-121.6151,10.9518,,,,,,,,,,,,,,,
2228,,,70,-118.1427,10.9241,,,,,,,,,,,,,,,
2324,,,96,-122.6058,11.2836,,,,,,,,,,,,,,,
2369,,,45,-122.127,10.9263,,,,,,,,,,,,,,,
2449,,,80,-118.3647,10.901,,,,,,,,,,,,,,,
2497,,,48,-118.7233,11.0802,,,,,,,,,,,,,,,
2500,,,,,,14,5,1,37297.9219,1.2468,0.4162,6.2714,0.4476,39.9576,11.9903,35.475,-6.8897,1.8043,78.5366,0.0187
2631,,,134,-116.9516,11.21,,,,,,,,,,,,,,,
2673,,,42,-121.5752,11.8607,,,,,,,,,,,,,,,
2739,,,66,-117.2974,11.5705,,,,,,,,,,,,,,,
2817,,,78,-119.3887,11.7785,,,,,,,,,,,,,,,
2863,,,46,-123.4025,11.6695,,,,,,,,,,,,,,,
2960,,,97,-118.1444,10.8215,,,,,,,,,,,,,,,
3000,,,,,,13,5,1,41509.4492,1.1671,0.8046,5.7377,0.8333,73.0728,6.6418,66.7596,-6.0104,2.0911,292.077,0.0943
3039,,,79,-119.9551,10.6039,,,,,,,,,,,,,,,
3100,,,61,-124.3217,10.8083,,,,,,,,,,,,,,,
3500,,,,,,14,5,1,36349.2578,1.2488,1.192,4.1593,1.2128,99.4177,12.3079,95.3652,-4.5719,1.9969,237.9125,0.0
