env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,5.3122,16.3,,,,,,,,,,,,,
10,,,10,-5.9961,1.3331,,,,,,,,,,
184,,,174,80.3252,84.2273,,,,,,,,,,
346,,,162,44.5963,84.392,,,,,,,,,,
500,,,,,,0.896,0.6906,0.1559,-1.9402,0.3537,0.0302,-0.3099,0.1417,1.9436,0.0248
528,,,182,257.771,84.467,,,,,,,,,,
665,,,137,-15.8984,84.5569,,,,,,,,,,
812,,,147,9.0074,84.5792,,,,,,,,,,
979,,,167,59.7645,84.5585,,,,,,,,,,
1000,,,,,,0.9971,0.701,0.2521,-4.8088,0.5298,0.0427,-0.4952,0.4772,5.5525,0.0541
1090,,,111,206.2142,84.798,,,,,,,,,,
1484,,,394,165.1367,86.8289,,,,,,,,,,
1500,,,,,,1.1388,0.7124,0.32,-8.5373,1.25,0.0681,-0.6335,0.8826,1.4816,0.1616
1707,,,223,328.5524,85.5712,,,,,,,,,,
1896,,,189,289.3878,84.7447,,,,,,,,,,
2000,,,,,,1.2713,0.7177,0.4273,-12.8104,2.0541,0.0871,-0.8463,1.1482,2.1154,0.2841
2044,,,148,260.1479,84.9705,,,,,,,,,,
2240,,,196,85.5156,85.0762,,,,,,,,,,
2396,,,156,78.2359,84.8274,,,,,,,,,,
2500,,,,,,1.3782,0.7315,0.4731,-17.0708,1.7421,0.1194,-0.9265,2.0049,20.7425,0.2019
2617,,,221,340.9536,85.2238,,,,,,,,,,
2899,,,282,377.7811,86.9867,,,,,,,,,,
3000,,,,,,1.5001,0.7423,0.5463,-21.7725,3.3109,0.1414,-1.0762,2.2761,16.0769,0.6489
3123,,,224,357.3866,88.4265,,,,,,,,,,
3321,,,198,307.8087,87.7829,,,,,,,,,,
3350,,,29,18.9441,84.0321,,,,,,,,,,
3494,,,144,224.5039,84.8288,,,,,,,,,,
3500,,,,,,1.5267,0.7382,0.5352,-27.7644,3.0296,0.1628,-1.0634,4.4722,13.0402,0.5846
3550,,,56,20.0757,84.6565,,,,,,,,,,
3706,,,156,234.6041,84.7594,,,,,,,,,,
3747,,,41,27.5583,84.9597,,,,,,,,,,
3895,,,148,107.167,84.4504,,,,,,,,,,
4000,,,,,,1.5612,0.7562,0.5519,-32.8162,3.8875,0.1512,-1.092,5.3313,29.8161,1.0022
4024,,,129,227.4376,84.9043,,,,,,,,,,
4044,,,20,5.7885,84.7971,,,,,,,,,,
4183,,,139,208.1915,85.082,,,,,,,,,,
4326,,,143,210.9916,84.9217,,,,,,,,,,
4490,,,164,314.7087,84.5148,,,,,,,,,,
4500,,,,,,1.6013,0.7573,0.5761,-38.1637,5.992,0.1833,-1.1241,9.6336,28.9607,1.1195
