env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-73.6487,693.1,,,,,,,,,,,,,,,,,,
67,,,67,-105.64,5.4864,,,,,,,,,,,,,,,
130,,,63,-116.0278,5.155,,,,,,,,,,,,,,,
173,,,43,-117.4634,4.778,,,,,,,,,,,,,,,
286,,,113,-118.6323,5.1927,,,,,,,,,,,,,,,
404,,,118,-116.9464,5.1547,,,,,,,,,,,,,,,
446,,,42,-117.5023,5.5879,,,,,,,,,,,,,,,
500,,,,,,22,17,1,2386.5767,29.2108,0.0123,58.7601,58.7725,2349.4014,24.7041,2347.8347,-60.8166,18.3719,4.1681,0.0012
594,,,148,-129.5742,4.7822,,,,,,,,,,,,,,,
647,,,53,-121.0698,4.9964,,,,,,,,,,,,,,,
693,,,46,-110.8172,5.0992,,,,,,,,,,,,,,,
769,,,76,-113.5581,5.4336,,,,,,,,,,,,,,,
814,,,45,-119.6166,5.3421,,,,,,,,,,,,,,,
859,,,45,-119.8608,4.6256,,,,,,,,,,,,,,,
909,,,50,-119.9313,4.8374,,,,,,,,,,,,,,,
1000,,,,,,5,1,1,2642.0305,29.8763,0.4076,64.6182,65.0257,3036.7856,102.5279,3034.1636,-61.1778,0.455,15.5437,0.001
1125,,,216,-127.0046,5.4775,,,,,,,,,,,,,,,
1171,,,46,-119.7098,4.8824,,,,,,,,,,,,,,,
1279,,,108,-114.9721,5.3249,,,,,,,,,,,,,,,
1364,,,85,-117.0202,4.9015,,,,,,,,,,,,,,,
1444,,,80,-112.8892,4.847,,,,,,,,,,,,,,,
1500,,,,,,10,1,1,2685.1379,29.3126,0.4078,61.7542,62.1619,3151.9392,193.6635,3148.5017,-60.5845,38.7873,4.3508,0.0004
1534,,,90,-118.2113,5.3666,,,,,,,,,,,,,,,
2000,,,,,,6,1,1,2714.8972,30.2478,0.7945,66.1037,66.8982,3563.0933,378.2256,3559.0771,-65.0502,35.2029,20.4337,0.0
2329,,,795,-165.9712,5.4,,,,,,,,,,,,,,,
2420,,,91,-132.2867,5.0494,,,,,,,,,,,,,,,
2486,,,66,-103.978,4.8462,,,,,,,,,,,,,,,
2500,,,,,,4,1,1,2806.6294,30.5614,1.1871,66.416,67.6031,3316.1895,357.5023,3311.4163,-69.3755,35.6867,16.8474,0.0
2534,,,48,-106.7077,7.1026,,,,,,,,,,,,,,,
2602,,,68,-99.7993,5.3094,,,,,,,,,,,,,,,
2669,,,67,-105.0439,5.3259,,,,,,,,,,,,,,,
2761,,,92,-132.8916,5.903,,,,,,,,,,,,,,,
2843,,,82,-104.5911,5.4386,,,,,,,,,,,,,,,
