env_steps,return,length,train/length,train/return,FPS,l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
8697,,,10,10.0,108.021,,,,,,,
8714,,,17,17.0,110.5479,,,,,,,
8734,,,20,20.0,110.6814,,,,,,,
8771,,,37,37.0,108.9693,,,,,,,
8783,,,12,12.0,108.8304,,,,,,,
8806,,,23,23.0,109.4604,,,,,,,
8813,,,7,7.0,110.1739,,,,,,,
8821,,,8,8.0,107.0969,,,,,,,
8847,,,26,26.0,108.9852,,,,,,,
8859,,,12,12.0,109.3087,,,,,,,
8866,,,7,7.0,106.8441,,,,,,,
8883,,,17,17.0,108.272,,,,,,,
8897,,,14,14.0,107.6626,,,,,,,
8905,,,8,8.0,111.4539,,,,,,,
8910,,,5,5.0,108.4438,,,,,,,
8918,,,8,8.0,106.7813,,,,,,,
8921,,,3,3.0,108.9345,,,,,,,
8945,,,24,24.0,109.1542,,,,,,,
8968,,,23,23.0,111.0533,,,,,,,
8986,,,18,18.0,107.999,,,,,,,
9000,,,,,,0.0014,-35.8651,1.0122,0.0014,10.9613,126.841,0.312
9025,,,39,39.0,104.7425,,,,,,,
9037,,,12,12.0,104.5411,,,,,,,
9041,,,4,4.0,107.6961,,,,,,,
9046,,,5,5.0,106.1194,,,,,,,
9069,,,23,23.0,105.3651,,,,,,,
9075,,,6,6.0,106.7203,,,,,,,
9079,,,4,4.0,104.6823,,,,,,,
9089,,,10,10.0,104.8888,,,,,,,
9100,,,11,11.0,106.2025,,,,,,,
9109,,,9,9.0,91.2019,,,,,,,
9123,,,14,14.0,106.7614,,,,,,,
9138,,,15,15.0,109.4484,,,,,,,
9143,,,5,5.0,106.2075,,,,,,,
9158,,,15,15.0,111.7111,,,,,,,
9172,,,14,14.0,109.6878,,,,,,,
9177,,,5,5.0,106.6515,,,,,,,
9183,,,6,6.0,108.9982,,,,,,,
9194,,,11,11.0,109.6649,,,,,,,
9208,,,14,14.0,108.7984,,,,,,,
9216,,,8,8.0,108.6041,,,,,,,
9223,,,7,7.0,103.3105,,,,,,,
9232,,,9,9.0,102.7834,,,,,,,
9255,,,23,23.0,102.7338,,,,,,,
9285,,,30,30.0,104.8918,,,,,,,
9290,,,5,5.0,104.8503,,,,,,,
9305,,,15,15.0,104.0569,,,,,,,
9318,,,13,13.0,104.3919,,,,,,,
9342,,,24,24.0,101.8893,,,,,,,
9353,,,11,11.0,104.2558,,,,,,,
9357,,,4,4.0,103.1156,,,,,,,
9361,,,4,4.0,104.8144,,,,,,,
9375,,,14,14.0,104.6216,,,,,,,
9383,,,8,8.0,102.9703,,,,,,,
9419,,,36,36.0,104.048,,,,,,,
9446,,,27,27.0,104.0021,,,,,,,
9462,,,16,16.0,103.9907,,,,,,,
9479,,,17,17.0,104.0632,,,,,,,
9487,,,8,8.0,106.3674,,,,,,,
9495,,,8,8.0,104.2309,,,,,,,
9500,,,,,,0.0013,-37.9926,1.065,0.0013,12.978,142.7609,0.3496
9501,,,6,6.0,104.4815,,,,,,,
9505,,,4,4.0,100.6806,,,,,,,
9509,,,4,4.0,106.69,,,,,,,
9526,,,17,17.0,103.1173,,,,,,,
9545,,,19,19.0,104.6626,,,,,,,
9555,,,10,10.0,107.2572,,,,,,,
9565,,,10,10.0,104.7549,,,,,,,
9574,,,9,9.0,103.6455,,,,,,,
9599,,,25,25.0,105.7196,,,,,,,
9618,,,19,19.0,102.2277,,,,,,,
9623,,,5,5.0,110.0243,,,,,,,
9655,,,32,32.0,110.0071,,,,,,,
9666,,,11,11.0,106.438,,,,,,,
9681,,,15,15.0,105.9653,,,,,,,
9708,,,27,27.0,109.1431,,,,,,,
9734,,,26,26.0,109.62,,,,,,,
9745,,,11,11.0,111.0876,,,,,,,
9754,,,9,9.0,105.3651,,,,,,,
9768,,,14,14.0,102.3911,,,,,,,
9791,,,23,23.0,105.757,,,,,,,
9798,,,7,7.0,110.233,,,,,,,
9808,,,10,10.0,85.4733,,,,,,,
9815,,,7,7.0,105.5653,,,,,,,
9818,,,3,3.0,103.7663,,,,,,,
9822,,,4,4.0,107.856,,,,,,,
9849,,,27,27.0,108.2097,,,,,,,
9858,,,9,9.0,109.5602,,,,,,,
9864,,,6,6.0,109.3211,,,,,,,
9867,,,3,3.0,108.5632,,,,,,,
9871,,,4,4.0,105.6826,,,,,,,
9887,,,16,16.0,108.8264,,,,,,,
9897,,,10,10.0,107.0022,,,,,,,
9904,,,7,7.0,106.6815,,,,,,,
9908,,,4,4.0,112.3966,,,,,,,
9919,,,11,11.0,111.9703,,,,,,,
9941,,,22,22.0,107.2203,,,,,,,
9949,,,8,8.0,105.2942,,,,,,,
9970,,,21,21.0,106.1005,,,,,,,
9975,,,5,5.0,111.9293,,,,,,,
9983,,,8,8.0,109.3858,,,,,,,
9990,,,7,7.0,104.0955,,,,,,,
9999,,,9,9.0,111.8279,,,,,,,
10000,,,,,,0.0011,-39.2375,0.3286,0.0011,16.5515,163.2748,0.0349
10000,36.9,36.9,,,,,,,,,,
10022,,,23,23.0,83.9307,,,,,,,
10050,,,28,28.0,103.642,,,,,,,
10067,,,17,17.0,105.4562,,,,,,,
10081,,,14,14.0,103.826,,,,,,,
10089,,,8,8.0,107.0932,,,,,,,
10094,,,5,5.0,102.3181,,,,,,,
10109,,,15,15.0,105.3007,,,,,,,
10120,,,11,11.0,104.07,,,,,,,
10124,,,4,4.0,100.9174,,,,,,,
10148,,,24,24.0,103.2234,,,,,,,
10152,,,4,4.0,104.2005,,,,,,,
10157,,,5,5.0,105.9794,,,,,,,
10178,,,21,21.0,103.8119,,,,,,,
10195,,,17,17.0,103.2713,,,,,,,
10206,,,11,11.0,102.4116,,,,,,,
10217,,,11,11.0,102.9849,,,,,,,
10239,,,22,22.0,104.8194,,,,,,,
10246,,,7,7.0,106.0675,,,,,,,
10259,,,13,13.0,102.8788,,,,,,,
10267,,,8,8.0,103.385,,,,,,,
10277,,,10,10.0,102.794,,,,,,,
10287,,,10,10.0,103.3383,,,,,,,
10290,,,3,3.0,107.3105,,,,,,,
10299,,,9,9.0,105.0666,,,,,,,
10305,,,6,6.0,104.3844,,,,,,,
10332,,,27,27.0,104.7677,,,,,,,
10344,,,12,12.0,102.8976,,,,,,,
10349,,,5,5.0,104.877,,,,,,,
10354,,,5,5.0,102.4575,,,,,,,
10361,,,7,7.0,103.5218,,,,,,,
10391,,,30,30.0,105.0813,,,,,,,
10404,,,13,13.0,104.8717,,,,,,,
10417,,,13,13.0,105.6203,,,,,,,
10425,,,8,8.0,104.0738,,,,,,,
10428,,,3,3.0,103.93,,,,,,,
10434,,,6,6.0,105.178,,,,,,,
10441,,,7,7.0,103.9926,,,,,,,
10455,,,14,14.0,103.5333,,,,,,,
10469,,,14,14.0,104.9819,,,,,,,
10475,,,6,6.0,102.1386,,,,,,,
10488,,,13,13.0,106.1984,,,,,,,
10500,,,,,,0.0016,-42.1779,0.4373,0.0016,16.5198,288.027,0.2121
10511,,,23,23.0,104.5581,,,,,,,
10524,,,13,13.0,103.7536,,,,,,,
10532,,,8,8.0,93.7374,,,,,,,
10539,,,7,7.0,104.8482,,,,,,,
10548,,,9,9.0,105.3466,,,,,,,
10562,,,14,14.0,104.6013,,,,,,,
10568,,,6,6.0,104.7751,,,,,,,
10576,,,8,8.0,103.3366,,,,,,,
10585,,,9,9.0,104.3443,,,,,,,
10591,,,6,6.0,105.6522,,,,,,,
10618,,,27,27.0,105.991,,,,,,,
10625,,,7,7.0,103.3614,,,,,,,
10634,,,9,9.0,104.3858,,,,,,,
10656,,,22,22.0,105.3186,,,,,,,
10663,,,7,7.0,102.1208,,,,,,,
10671,,,8,8.0,105.9512,,,,,,,
10678,,,7,7.0,103.5178,,,,,,,
10689,,,11,11.0,105.9148,,,,,,,
10693,,,4,4.0,101.4796,,,,,,,
10701,,,8,8.0,104.7143,,,,,,,
10705,,,4,4.0,105.1896,,,,,,,
10723,,,18,18.0,105.1941,,,,,,,
10728,,,5,5.0,102.5613,,,,,,,
10732,,,4,4.0,93.6093,,,,,,,
10736,,,4,4.0,102.3925,,,,,,,
10742,,,6,6.0,104.7659,,,,,,,
10752,,,10,10.0,105.0191,,,,,,,
10762,,,10,10.0,105.289,,,,,,,
10787,,,25,25.0,104.2448,,,,,,,
10811,,,24,24.0,104.4129,,,,,,,
10815,,,4,4.0,104.5401,,,,,,,
10827,,,12,12.0,106.5524,,,,,,,
10855,,,28,28.0,104.5645,,,,,,,
10862,,,7,7.0,104.9521,,,,,,,
10881,,,19,19.0,104.9273,,,,,,,
10893,,,12,12.0,107.0542,,,,,,,
10899,,,6,6.0,102.1307,,,,,,,
10915,,,16,16.0,105.9526,,,,,,,
10921,,,6,6.0,102.7969,,,,,,,
10960,,,39,39.0,104.7138,,,,,,,
10995,,,35,35.0,104.8469,,,,,,,
11000,,,,,,0.0009,-43.1269,0.4445,0.0009,17.8104,304.3339,0.3949
11002,,,7,7.0,103.1987,,,,,,,
11039,,,37,37.0,105.3009,,,,,,,
11049,,,10,10.0,104.101,,,,,,,
11085,,,36,36.0,105.1269,,,,,,,
11105,,,20,20.0,104.5068,,,,,,,
11121,,,16,16.0,104.9821,,,,,,,
11128,,,7,7.0,104.6311,,,,,,,
11146,,,18,18.0,105.8406,,,,,,,
11152,,,6,6.0,105.8117,,,,,,,
11161,,,9,9.0,104.5304,,,,,,,
11179,,,18,18.0,105.2797,,,,,,,
11185,,,6,6.0,103.4439,,,,,,,
11207,,,22,22.0,104.3762,,,,,,,
11246,,,39,39.0,104.7619,,,,,,,
11257,,,11,11.0,104.429,,,,,,,
11268,,,11,11.0,106.9566,,,,,,,
11288,,,20,20.0,106.1957,,,,,,,
11294,,,6,6.0,103.1589,,,,,,,
11298,,,4,4.0,104.5388,,,,,,,
11316,,,18,18.0,103.9469,,,,,,,
11323,,,7,7.0,103.5108,,,,,,,
11339,,,16,16.0,106.5592,,,,,,,
11344,,,5,5.0,102.8893,,,,,,,
11362,,,18,18.0,105.6166,,,,,,,
11371,,,9,9.0,102.9395,,,,,,,
11416,,,45,45.0,104.9878,,,,,,,
11429,,,13,13.0,104.71,,,,,,,
11443,,,14,14.0,103.673,,,,,,,
11459,,,16,16.0,105.8121,,,,,,,
11467,,,8,8.0,104.6147,,,,,,,
11485,,,18,18.0,102.4313,,,,,,,
11488,,,3,3.0,104.3627,,,,,,,
11492,,,4,4.0,105.6513,,,,,,,
11500,,,,,,0.0012,-42.167,0.6571,0.0012,16.4228,196.9284,0.8889
11508,,,16,16.0,103.7865,,,,,,,
11511,,,3,3.0,106.6819,,,,,,,
11547,,,36,36.0,103.7974,,,,,,,
11577,,,30,30.0,104.7792,,,,,,,
11615,,,38,38.0,105.2196,,,,,,,
11620,,,5,5.0,103.2505,,,,,,,
11624,,,4,4.0,104.8327,,,,,,,
11631,,,7,7.0,106.9757,,,,,,,
11642,,,11,11.0,100.3357,,,,,,,
11648,,,6,6.0,105.1903,,,,,,,
11658,,,10,10.0,105.9759,,,,,,,
11668,,,10,10.0,103.8819,,,,,,,
11685,,,17,17.0,105.0032,,,,,,,
11699,,,14,14.0,96.3556,,,,,,,
11711,,,12,12.0,104.7372,,,,,,,
11723,,,12,12.0,110.7246,,,,,,,
11733,,,10,10.0,106.8928,,,,,,,
11736,,,3,3.0,102.69,,,,,,,
11753,,,17,17.0,109.9097,,,,,,,
11768,,,15,15.0,108.382,,,,,,,
11773,,,5,5.0,112.1562,,,,,,,
11786,,,13,13.0,107.3821,,,,,,,
11792,,,6,6.0,110.8895,,,,,,,
11836,,,44,44.0,104.8806,,,,,,,
11843,,,7,7.0,111.8187,,,,,,,
11851,,,8,8.0,106.1708,,,,,,,
11890,,,39,39.0,108.7882,,,,,,,
11895,,,5,5.0,107.7219,,,,,,,
11917,,,22,22.0,108.3743,,,,,,,
11955,,,38,38.0,109.2041,,,,,,,
11998,,,43,43.0,106.1612,,,,,,,
12000,,,,,,0.0005,-44.5933,0.7953,0.0005,17.28,212.7333,0.3078
12039,,,41,41.0,104.6167,,,,,,,
12078,,,39,39.0,108.804,,,,,,,
12087,,,9,9.0,109.8282,,,,,,,
12118,,,31,31.0,106.5925,,,,,,,
12161,,,43,43.0,104.7751,,,,,,,
12273,,,112,112.0,104.4796,,,,,,,
12359,,,86,86.0,105.0448,,,,,,,
12413,,,54,54.0,105.1054,,,,,,,
12500,,,,,,0.0016,-44.5337,0.9475,0.0016,20.6713,107.2006,0.3867
12513,,,100,100.0,103.9732,,,,,,,
12634,,,121,121.0,104.2175,,,,,,,
12697,,,63,63.0,104.1689,,,,,,,
12751,,,54,54.0,105.8865,,,,,,,
12782,,,31,31.0,107.786,,,,,,,
12926,,,144,144.0,105.1271,,,,,,,
12970,,,44,44.0,104.0404,,,,,,,
12998,,,28,28.0,103.3383,,,,,,,
13000,,,,,,0.0013,-44.97,0.3303,0.0013,30.0142,402.1039,0.0179
13103,,,105,105.0,104.3478,,,,,,,
13118,,,15,15.0,103.3805,,,,,,,
13191,,,73,73.0,104.2693,,,,,,,
13211,,,20,20.0,103.9953,,,,,,,
13284,,,73,73.0,104.5691,,,,,,,
13394,,,110,110.0,105.0488,,,,,,,
13444,,,50,50.0,104.6135,,,,,,,
13492,,,48,48.0,104.8244,,,,,,,
13500,,,,,,0.0007,-46.5508,1.0458,0.0007,20.5471,168.745,0.4921
13609,,,117,117.0,104.6078,,,,,,,
13657,,,48,48.0,105.0132,,,,,,,
13709,,,52,52.0,104.7875,,,,,,,
13757,,,48,48.0,104.4571,,,,,,,
13803,,,46,46.0,104.5393,,,,,,,
13818,,,15,15.0,100.7886,,,,,,,
13841,,,23,23.0,103.8821,,,,,,,
13929,,,88,88.0,105.6859,,,,,,,
13964,,,35,35.0,107.7569,,,,,,,
14000,,,,,,0.0014,-46.0993,0.4691,0.0014,18.9041,318.004,0.3233
14036,,,72,72.0,109.0099,,,,,,,
14115,,,79,79.0,109.1939,,,,,,,
14156,,,41,41.0,103.5666,,,,,,,
14259,,,103,103.0,104.2993,,,,,,,
14311,,,52,52.0,105.5908,,,,,,,
14400,,,89,89.0,104.2894,,,,,,,
14423,,,23,23.0,105.239,,,,,,,
14500,,,,,,0.0018,-46.8675,0.8292,0.0018,21.2123,174.1324,0.2629
14528,,,105,105.0,104.1257,,,,,,,
14638,,,110,110.0,104.0728,,,,,,,
14868,,,230,230.0,104.7478,,,,,,,
14933,,,65,65.0,105.1974,,,,,,,
14973,,,40,40.0,104.7888,,,,,,,
14990,,,17,17.0,103.4349,,,,,,,
15000,,,,,,0.0015,-47.0779,1.4677,0.0015,22.6583,153.0805,0.6645
15000,240.6,240.6,,,,,,,,,,
15023,,,33,33.0,53.3734,,,,,,,
15188,,,165,165.0,104.6906,,,,,,,
15212,,,24,24.0,104.5464,,,,,,,
15308,,,96,96.0,109.0664,,,,,,,
15407,,,99,99.0,107.6609,,,,,,,
15442,,,35,35.0,109.4954,,,,,,,
15500,,,,,,0.0005,-49.2483,0.7039,0.0005,23.3816,386.2457,0.5794
15687,,,245,245.0,108.4966,,,,,,,
15782,,,95,95.0,108.7509,,,,,,,
15882,,,100,100.0,105.1098,,,,,,,
15897,,,15,15.0,105.1021,,,,,,,
15952,,,55,55.0,105.5035,,,,,,,
16000,,,,,,0.0007,-48.6035,0.7786,0.0007,18.8934,329.6071,0.8171
16233,,,281,281.0,107.8087,,,,,,,
16304,,,71,71.0,107.292,,,,,,,
16314,,,10,10.0,110.3004,,,,,,,
16320,,,6,6.0,108.5937,,,,,,,
16354,,,34,34.0,98.9828,,,,,,,
16423,,,69,69.0,104.9371,,,,,,,
16484,,,61,61.0,104.1212,,,,,,,
16500,,,,,,0.0005,-50.805,0.545,0.0005,21.8407,266.2668,0.422
16513,,,29,29.0,105.0575,,,,,,,
16585,,,72,72.0,104.2515,,,,,,,
16843,,,258,258.0,104.4527,,,,,,,
16888,,,45,45.0,105.0742,,,,,,,
17000,,,,,,0.0009,-51.81,0.7767,0.0009,26.6695,516.562,0.6248
17008,,,120,120.0,108.0754,,,,,,,
17500,,,,,,0.0007,-53.7178,1.7562,0.0007,18.6283,205.2495,1.3728
17606,,,598,598.0,109.4505,,,,,,,
17673,,,67,67.0,107.9288,,,,,,,
17784,,,111,111.0,105.7078,,,,,,,
18000,,,,,,0.001,-54.5313,0.7891,0.001,19.192,317.9622,0.6401
18090,,,306,306.0,108.9641,,,,,,,
18106,,,16,16.0,110.9463,,,,,,,
18214,,,108,108.0,106.4782,,,,,,,
18235,,,21,21.0,105.9356,,,,,,,
18245,,,10,10.0,104.3367,,,,,,,
18408,,,163,163.0,106.9288,,,,,,,
18486,,,78,78.0,105.4304,,,,,,,
18500,,,,,,0.0009,-54.4904,0.7848,0.0009,21.2314,345.769,0.7888
18550,,,64,64.0,108.7846,,,,,,,
18686,,,136,136.0,108.2971,,,,,,,
18719,,,33,33.0,109.0655,,,,,,,
18757,,,38,38.0,108.9876,,,,,,,
18801,,,44,44.0,108.9754,,,,,,,
18875,,,74,74.0,108.4513,,,,,,,
19000,,,,,,0.0004,-58.6527,0.5064,0.0004,16.8113,164.9568,0.2374
19025,,,150,150.0,107.2992,,,,,,,
19090,,,65,65.0,103.6156,,,,,,,
19174,,,84,84.0,104.2656,,,,,,,
19290,,,116,116.0,105.7578,,,,,,,
19375,,,85,85.0,108.9733,,,,,,,
19386,,,11,11.0,109.8558,,,,,,,
19421,,,35,35.0,109.0457,,,,,,,
19470,,,49,49.0,109.2193,,,,,,,
19495,,,25,25.0,109.2386,,,,,,,
19500,,,,,,0.0014,-59.9275,1.2365,0.0014,23.4467,304.8338,0.995
19514,,,19,19.0,109.0342,,,,,,,
19733,,,219,219.0,108.3389,,,,,,,
19797,,,64,64.0,104.4922,,,,,,,
19969,,,172,172.0,106.2104,,,,,,,
20000,,,,,,0.0012,-59.6379,0.9158,0.0012,26.4856,516.6406,0.7485
20000,1000.0,1000.0,,,,,,,,,,
20094,,,125,125.0,52.3921,,,,,,,
20137,,,43,43.0,108.6415,,,,,,,
20230,,,93,93.0,107.0279,,,,,,,
20290,,,60,60.0,108.7828,,,,,,,
20500,,,,,,0.0012,-60.9792,0.3073,0.0012,19.4991,269.9109,0.831
20504,,,214,214.0,107.7969,,,,,,,
20750,,,246,246.0,108.3951,,,,,,,
20881,,,131,131.0,108.2288,,,,,,,
20893,,,12,12.0,107.4524,,,,,,,
20950,,,57,57.0,108.1537,,,,,,,
20995,,,45,45.0,107.2508,,,,,,,
21000,,,,,,0.0013,-62.2035,0.4148,0.0013,22.4464,289.7077,0.2455
21020,,,25,25.0,107.7413,,,,,,,
21189,,,169,169.0,107.6994,,,,,,,
21194,,,5,5.0,112.6109,,,,,,,
21249,,,55,55.0,108.8299,,,,,,,
21353,,,104,104.0,104.7183,,,,,,,
21476,,,123,123.0,108.615,,,,,,,
21500,,,,,,0.0006,-64.5543,0.9041,0.0006,29.7295,495.8236,0.5846
21501,,,25,25.0,108.7246,,,,,,,
21547,,,46,46.0,108.2271,,,,,,,
21627,,,80,80.0,109.2439,,,,,,,
21676,,,49,49.0,108.2218,,,,,,,
21696,,,20,20.0,109.3129,,,,,,,
22000,,,,,,0.0007,-64.5344,0.2792,0.0007,27.8903,403.4463,0.2387
22285,,,589,589.0,106.143,,,,,,,
22298,,,13,13.0,103.2778,,,,,,,
22355,,,57,57.0,103.4847,,,,,,,
22408,,,53,53.0,104.0448,,,,,,,
22500,,,,,,0.0004,-66.1136,0.8806,0.0004,26.7295,453.964,1.279
22511,,,103,103.0,107.9459,,,,,,,
22553,,,42,42.0,108.74,,,,,,,
22570,,,17,17.0,110.2757,,,,,,,
22772,,,202,202.0,108.2004,,,,,,,
22785,,,13,13.0,109.738,,,,,,,
22808,,,23,23.0,107.5945,,,,,,,
22957,,,149,149.0,107.6283,,,,,,,
23000,,,,,,0.0011,-66.2866,1.1532,0.0011,30.5072,304.7798,0.1305
23060,,,103,103.0,106.1048,,,,,,,
23078,,,18,18.0,108.7684,,,,,,,
23099,,,21,21.0,106.6736,,,,,,,
23295,,,196,196.0,106.0293,,,,,,,
23304,,,9,9.0,109.4268,,,,,,,
23366,,,62,62.0,108.2388,,,,,,,
23375,,,9,9.0,108.7728,,,,,,,
23464,,,89,89.0,108.3449,,,,,,,
23500,,,,,,0.0005,-66.1527,0.7331,0.0005,38.0443,790.04,0.2271
23596,,,132,132.0,108.0332,,,,,,,
23647,,,51,51.0,108.3944,,,,,,,
23679,,,32,32.0,108.3505,,,,,,,
23684,,,5,5.0,110.8297,,,,,,,
23898,,,214,214.0,108.5286,,,,,,,
23949,,,51,51.0,105.1828,,,,,,,
24000,,,,,,0.0011,-66.98,0.1831,0.0011,25.6325,435.4908,0.3941
24237,,,288,288.0,103.056,,,,,,,
24252,,,15,15.0,108.4792,,,,,,,
24313,,,61,61.0,110.0194,,,,,,,
24372,,,59,59.0,109.9147,,,,,,,
24378,,,6,6.0,106.6701,,,,,,,
24500,,,,,,0.0013,-68.9135,2.157,0.0013,31.4428,569.6589,1.3915
24520,,,142,142.0,104.7847,,,,,,,
24567,,,47,47.0,104.247,,,,,,,
24604,,,37,37.0,105.4696,,,,,,,
24643,,,39,39.0,105.5297,,,,,,,
24802,,,159,159.0,108.9104,,,,,,,
24896,,,94,94.0,106.7425,,,,,,,
24934,,,38,38.0,109.0953,,,,,,,
24957,,,23,23.0,110.1956,,,,,,,
24998,,,41,41.0,108.745,,,,,,,
25000,,,,,,0.0012,-68.9275,0.6554,0.0012,24.5968,630.3835,0.9837
25000,1000.0,1000.0,,,,,,,,,,
25068,,,70,70.0,37.6765,,,,,,,
25175,,,107,107.0,108.7793,,,,,,,
25277,,,102,102.0,109.361,,,,,,,
25352,,,75,75.0,108.8005,,,,,,,
25416,,,64,64.0,108.5734,,,,,,,
25425,,,9,9.0,106.9221,,,,,,,
25460,,,35,35.0,108.5141,,,,,,,
25500,,,,,,0.0009,-70.1325,2.6358,0.0009,26.4114,719.6467,1.2513
25537,,,77,77.0,108.2039,,,,,,,
25640,,,103,103.0,107.0252,,,,,,,
25821,,,181,181.0,105.6796,,,,,,,
25835,,,14,14.0,102.6833,,,,,,,
25950,,,115,115.0,107.5096,,,,,,,
26000,,,,,,0.0003,-70.9171,1.4879,0.0003,26.6828,578.2568,1.2035
26048,,,98,98.0,109.1284,,,,,,,
26062,,,14,14.0,110.1844,,,,,,,
26096,,,34,34.0,108.1825,,,,,,,
26186,,,90,90.0,109.1869,,,,,,,
26266,,,80,80.0,108.7351,,,,,,,
26290,,,24,24.0,108.2479,,,,,,,
26500,,,,,,0.0007,-72.5971,1.6653,0.0007,29.3874,495.633,0.9537
26583,,,293,293.0,108.6942,,,,,,,
26612,,,29,29.0,110.0665,,,,,,,
26656,,,44,44.0,109.1988,,,,,,,
26708,,,52,52.0,109.6281,,,,,,,
26734,,,26,26.0,109.2899,,,,,,,
26783,,,49,49.0,106.2608,,,,,,,
26907,,,124,124.0,104.0706,,,,,,,
27000,,,,,,0.0011,-71.8915,1.1865,0.0011,23.2707,526.3602,1.2663
27048,,,141,141.0,104.408,,,,,,,
27145,,,97,97.0,104.8046,,,,,,,
27183,,,38,38.0,103.8245,,,,,,,
27253,,,70,70.0,103.2288,,,,,,,
27264,,,11,11.0,105.2833,,,,,,,
27318,,,54,54.0,103.7132,,,,,,,
27341,,,23,23.0,104.5769,,,,,,,
27354,,,13,13.0,103.5587,,,,,,,
27500,,,,,,0.0006,-72.2046,0.3919,0.0006,30.5779,322.1713,0.5981
27615,,,261,261.0,104.2522,,,,,,,
27746,,,131,131.0,105.1532,,,,,,,
27774,,,28,28.0,106.331,,,,,,,
27966,,,192,192.0,104.2411,,,,,,,
28000,,,,,,0.0006,-73.6458,1.0164,0.0006,27.5198,556.8952,0.1291
28058,,,92,92.0,103.0381,,,,,,,
28202,,,144,144.0,104.6628,,,,,,,
28231,,,29,29.0,103.8339,,,,,,,
28269,,,38,38.0,104.4525,,,,,,,
28482,,,213,213.0,103.7976,,,,,,,
28500,,,,,,0.0013,-72.8757,0.6497,0.0013,39.3282,708.3099,0.3541
28531,,,49,49.0,104.1918,,,,,,,
28624,,,93,93.0,103.1872,,,,,,,
28837,,,213,213.0,103.9127,,,,,,,
28858,,,21,21.0,105.2942,,,,,,,
28892,,,34,34.0,105.024,,,,,,,
28913,,,21,21.0,103.6412,,,,,,,
28928,,,15,15.0,104.1561,,,,,,,
29000,,,,,,0.0008,-74.5089,1.0535,0.0008,32.4675,538.8997,0.3254
29013,,,85,85.0,104.0121,,,,,,,
29042,,,29,29.0,104.2739,,,,,,,
29245,,,203,203.0,104.3957,,,,,,,
29500,,,,,,0.0006,-75.7055,1.1043,0.0006,28.8759,690.5329,0.676
29503,,,258,258.0,104.1801,,,,,,,
29590,,,87,87.0,104.007,,,,,,,
29685,,,95,95.0,103.4957,,,,,,,
29786,,,101,101.0,104.3644,,,,,,,
29830,,,44,44.0,105.1611,,,,,,,
30000,,,,,,0.0005,-75.019,1.7903,0.0005,40.2034,1074.7213,1.0297
30000,1000.0,1000.0,,,,,,,,,,
30037,,,207,207.0,64.6364,,,,,,,
30055,,,18,18.0,104.1684,,,,,,,
30247,,,192,192.0,104.0409,,,,,,,
30375,,,128,128.0,103.5268,,,,,,,
30485,,,110,110.0,103.7186,,,,,,,
30500,,,,,,0.0007,-75.2625,1.2424,0.0007,33.8708,613.6082,0.9435
30926,,,441,441.0,104.7191,,,,,,,
30962,,,36,36.0,104.1208,,,,,,,
31000,,,,,,0.0009,-76.3291,0.6759,0.0009,26.8888,394.7461,0.7684
31500,,,,,,0.0007,-77.6045,0.5488,0.0007,31.1861,543.6091,0.7601
31702,,,740,740.0,105.1735,,,,,,,
31918,,,216,216.0,107.6862,,,,,,,
32000,,,,,,0.0009,-77.7516,1.053,0.0009,30.2797,456.2997,0.7443
32025,,,107,107.0,104.8564,,,,,,,
32100,,,75,75.0,107.9717,,,,,,,
32165,,,65,65.0,107.1162,,,,,,,
32262,,,97,97.0,108.1199,,,,,,,
32302,,,40,40.0,107.5136,,,,,,,
32349,,,47,47.0,107.7424,,,,,,,
32500,,,,,,0.0004,-77.6406,1.5623,0.0004,34.5412,730.2096,1.5399
32604,,,255,255.0,107.6673,,,,,,,
32642,,,38,38.0,108.0749,,,,,,,
32912,,,270,270.0,108.4349,,,,,,,
32977,,,65,65.0,104.0863,,,,,,,
33000,,,,,,0.0003,-78.437,2.7826,0.0003,32.8926,486.4917,1.5901
33315,,,338,338.0,106.9659,,,,,,,
33380,,,65,65.0,107.8114,,,,,,,
33500,,,,,,0.0008,-78.7157,1.0568,0.0008,35.7445,502.2487,0.2392
33698,,,318,318.0,106.094,,,,,,,
33953,,,255,255.0,103.9668,,,,,,,
34000,,,,,,0.0009,-78.8593,1.0265,0.0009,33.4284,582.2431,1.5493
34008,,,55,55.0,103.8371,,,,,,,
34012,,,4,4.0,107.5573,,,,,,,
34030,,,18,18.0,102.7814,,,,,,,
34200,,,170,170.0,105.1696,,,,,,,
34386,,,186,186.0,103.8303,,,,,,,
34412,,,26,26.0,104.0205,,,,,,,
34500,,,,,,0.0003,-79.3029,0.8255,0.0003,31.9816,531.2657,0.5371
34642,,,230,230.0,104.0665,,,,,,,
34670,,,28,28.0,108.6492,,,,,,,
34707,,,37,37.0,101.6768,,,,,,,
34995,,,288,288.0,104.0498,,,,,,,
35000,,,,,,0.0006,-80.1036,0.8491,0.0006,35.8974,670.7131,0.8516
35000,1000.0,1000.0,,,,,,,,,,
35167,,,172,172.0,60.0657,,,,,,,
35500,,,,,,0.0003,-81.592,0.818,0.0003,31.7886,531.7961,0.1673
35652,,,485,485.0,105.9756,,,,,,,
35761,,,109,109.0,108.4029,,,,,,,
35817,,,56,56.0,104.4632,,,,,,,
