env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,5.3122,16.3,,,,,,,,,,,,,
13,,,13,-0.9589,1.7179,,,,,,,,,,
157,,,144,23.3194,49.6366,,,,,,,,,,
285,,,128,208.3118,49.888,,,,,,,,,,
381,,,96,-26.2793,49.6828,,,,,,,,,,
500,,,,,,1.4376,0.7027,0.2995,-1.4087,2.3504,0.4283,-0.2971,0.2019,0.7479,0.1202
544,,,163,25.8294,49.9039,,,,,,,,,,
692,,,148,8.5469,49.9297,,,,,,,,,,
860,,,168,30.6949,49.9568,,,,,,,,,,
918,,,58,35.3854,48.9907,,,,,,,,,,
1000,,,,,,1.5105,0.7327,0.3992,-3.9024,2.9232,0.462,-0.3837,0.5997,0.529,0.2663
1189,,,271,149.1576,49.9669,,,,,,,,,,
1306,,,117,29.7275,49.6828,,,,,,,,,,
1500,,,,,,1.6759,0.7812,0.5436,-7.3388,4.7031,0.489,-0.5646,1.6841,12.1544,0.2445
1550,,,244,115.6282,49.3938,,,,,,,,,,
1689,,,139,57.7733,50.0474,,,,,,,,,,
2000,,,,,,1.7976,0.7942,0.5844,-11.4145,4.661,0.6466,-0.5888,2.0572,8.5769,0.454
2089,,,400,333.6301,49.4818,,,,,,,,,,
2361,,,272,366.1546,49.8916,,,,,,,,,,
2457,,,96,26.6996,50.0532,,,,,,,,,,
2500,,,,,,1.9306,0.8439,0.6479,-16.0622,4.2878,0.5893,-0.6252,2.0484,6.2967,0.2402
2793,,,336,456.0452,49.1961,,,,,,,,,,
3000,,,,,,1.9973,0.8568,0.6973,-20.4103,7.4474,0.6318,-0.6829,2.8537,5.0251,0.2097
3051,,,258,358.9599,49.9321,,,,,,,,,,
3174,,,123,34.8814,49.7189,,,,,,,,,,
3302,,,128,69.409,49.5612,,,,,,,,,,
3453,,,151,269.5631,48.2078,,,,,,,,,,
3500,,,,,,1.9947,0.8369,0.6895,-25.8038,5.2134,0.5919,-0.6913,4.8239,27.5946,0.4569
3736,,,283,215.3643,49.2106,,,,,,,,,,
3832,,,96,21.3921,49.5756,,,,,,,,,,
4000,,,,,,2.1624,0.9472,0.7696,-28.5851,5.5732,0.5923,-0.7753,6.7068,21.3384,0.7942
4012,,,180,338.1982,49.3618,,,,,,,,,,
4281,,,269,184.7528,49.8799,,,,,,,,,,
4500,,,,,,2.1866,0.9459,0.9015,-32.8452,6.3467,0.4894,-0.936,6.2747,40.3432,1.284
4529,,,248,170.9139,49.534,,,,,,,,,,
4674,,,145,115.9427,49.721,,,,,,,,,,
4813,,,139,232.5346,49.8195,,,,,,,,,,
4920,,,107,48.0365,49.4453,,,,,,,,,,
5000,,,,,,2.1893,0.9472,0.778,-36.5666,8.4736,0.6288,-0.7715,6.4249,26.7833,1.0793
5000,245.5781,265.5,,,,,,,,,,,,,
5110,,,190,295.524,39.6837,,,,,,,,,,
5207,,,97,35.6965,49.803,,,,,,,,,,
5258,,,51,5.327,49.7313,,,,,,,,,,
5500,,,,,,2.2281,0.9885,0.8366,-39.7569,7.0674,0.5448,-0.8266,9.6964,43.7617,1.3455
5521,,,263,146.6492,49.7687,,,,,,,,,,
5664,,,143,91.5469,49.8168,,,,,,,,,,
5830,,,166,235.2489,49.758,,,,,,,,,,
5956,,,126,246.7601,49.7528,,,,,,,,,,
5988,,,32,16.791,49.6271,,,,,,,,,,
6000,,,,,,2.227,0.9603,0.7949,-42.9897,8.4602,0.6194,-0.7956,15.3908,87.46,1.4953
6123,,,135,202.178,49.6426,,,,,,,,,,
6162,,,39,12.2405,49.3344,,,,,,,,,,
6352,,,190,303.8637,49.7539,,,,,,,,,,
6372,,,20,7.3756,50.0432,,,,,,,,,,
6427,,,55,44.1398,49.9956,,,,,,,,,,
6500,,,,,,2.2258,1.0013,0.8311,-47.3445,7.9515,0.599,-0.8317,11.3985,50.71,1.5861
6510,,,83,59.6805,49.8668,,,,,,,,,,
6559,,,49,16.574,50.0768,,,,,,,,,,
6569,,,10,-1.2,49.9575,,,,,,,,,,
6633,,,64,48.5009,49.1023,,,,,,,,,,
