env_steps,return,length,rkl,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
0,-43.6449,1000.0,,,,,,,,,,
500,,,80.3774,803.8833,2897.6533,80.3774,0.2186,1.6033,0.0007,,,
1000,,,157.8135,1579.5964,6296.3394,157.8135,0.257,1.7272,0.0,,,
1000,,,,,,,,,,1000,-361.7747,56.1892
1500,,,230.6021,2308.5774,6921.8057,230.6021,0.2897,1.4926,0.0,,,
2000,,,328.5044,3288.1978,10929.1758,328.5044,0.3722,5.0092,0.0,,,
2000,,,,,,,,,,1000,-356.5414,78.5686
2500,,,372.9877,3734.2273,13301.6348,372.9877,0.5056,8.8139,0.0,,,
3000,,,397.1241,3976.4326,17864.5059,397.1241,0.5485,9.4663,0.0,,,
3000,,,,,,,,,,1000,-376.3228,78.2253
3500,,,427.3777,4279.6567,18425.1602,427.3777,0.6056,8.5017,0.0,,,
4000,,,446.4268,4471.1641,26238.041,446.4268,0.653,6.4165,0.0,,,
4000,,,,,,,,,,1000,-392.9295,76.3266
4500,,,400.3696,4011.376,29846.0566,400.3696,0.7115,10.3044,0.0,,,
5000,,,445.5697,4464.5508,32883.8633,445.5697,0.7842,16.5338,0.0,,,
5000,-595.7084,1000.0,,,,,,,,,,
5000,,,,,,,,,,1000,-363.1576,59.6821
5500,,,440.582,4416.0635,40245.5039,440.582,0.6662,20.6516,0.0,,,
6000,,,430.9702,4321.1958,36912.3555,430.9702,0.6678,15.3355,0.0,,,
6000,,,,,,,,,,1000,-330.6127,76.4437
6500,,,415.18,4164.6685,37716.5508,415.18,0.6952,16.2324,0.0,,,
7000,,,457.141,4585.6621,47895.3672,457.141,0.5386,12.0442,0.0,,,
7000,,,,,,,,,,1000,-410.5316,80.4158
7500,,,412.7802,4143.563,43966.1406,412.7802,0.5038,17.8061,0.0,,,
8000,,,442.7352,4444.2197,45626.5859,442.7352,0.405,13.9711,0.0,,,
8000,,,,,,,,,,1000,-387.6778,79.3905
8500,,,436.3231,4381.2603,56734.168,436.3231,0.326,17.9056,0.0,,,
9000,,,422.4565,4243.9844,55609.3359,422.4565,0.3261,15.6025,0.0,,,
9000,,,,,,,,,,1000,-381.647,78.1389
9500,,,448.3896,4503.9883,40052.5312,448.3896,0.3202,15.0299,0.0,,,
10000,,,415.8407,4179.3931,45134.0703,415.8407,0.3139,17.9497,0.0,,,
10000,-595.3622,1000.0,,,,,,,,,,
10000,,,,,,,,,,1000,-398.5438,62.5503
10500,,,446.4998,4484.6782,50028.4844,446.4998,0.9821,28.3708,0.7897,,,
11000,,,457.0737,4586.2017,67697.0547,457.0737,1.3107,14.64,0.5032,,,
11000,,,,,,,,,,1000,-160.3395,76.1075
11500,,,470.4609,4716.7422,62400.1211,470.4609,1.1372,17.2966,0.5199,,,
12000,,,500.2776,5011.9004,71158.7656,500.2776,0.891,35.2282,0.6145,,,
12000,,,,,,,,,,1000,82.4883,82.0893
12500,,,476.5665,4772.4004,61879.0625,476.5665,0.8637,22.0456,0.7237,,,
13000,,,529.2512,5296.5361,54315.7148,529.2512,0.814,12.5111,0.8533,,,
13000,,,,,,,,,,1000,581.3494,80.4032
13500,,,526.7589,5269.439,91520.6406,526.7589,0.8723,28.2555,0.993,,,
14000,,,524.7135,5245.8774,76193.7031,524.7135,0.8299,11.8064,0.8263,,,
14000,,,,,,,,,,1000,863.6485,79.8061
14500,,,540.5026,5401.624,69457.1641,540.5026,0.8304,25.4005,1.1381,,,
15000,,,540.9182,5402.6914,86550.3438,540.9182,0.8671,46.6772,1.0738,,,
15000,2088.1871,1000.0,,,,,,,,,,
15000,,,,,,,,,,1000,975.5362,62.6683
