env_steps,return,length,train/length,train/return,FPS,op-kl,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
65500,,,,,,-123.5059,-364.5738,371.5007,-123.5059,243.7041,5633.2803,19.8735
65755,,,1000,-1693.0366,89.0999,,,,,,,
65770,,,15,-6.6902,99.6441,,,,,,,
65834,,,64,-98.4097,100.0334,,,,,,,
65947,,,113,-130.3379,99.462,,,,,,,
66000,,,,,,-123.0881,-386.3308,288.1609,-123.0881,404.3553,9320.9346,24.6515
66058,,,111,-106.5723,99.6018,,,,,,,
66500,,,,,,-123.2223,-351.9402,388.8193,-123.2223,248.9094,5997.5347,19.1325
67000,,,,,,-123.1442,-361.2426,341.5245,-123.1442,213.2527,4417.772,16.6793
67058,,,1000,-1884.7053,98.7549,,,,,,,
67080,,,22,-37.9645,96.5463,,,,,,,
67163,,,83,-88.6465,96.0692,,,,,,,
67177,,,14,-33.8242,96.757,,,,,,,
67297,,,120,-95.1944,96.2205,,,,,,,
67317,,,20,-16.1872,96.1305,,,,,,,
67343,,,26,-82.6437,95.9058,,,,,,,
67500,,,,,,-123.7187,-338.0952,337.084,-123.7187,206.6761,4662.894,18.7384
67506,,,163,-228.1827,96.3132,,,,,,,
68000,,,,,,-123.3613,-356.7772,386.9077,-123.3613,251.0536,5140.7939,19.0012
68500,,,,,,-123.6711,-334.9729,325.757,-123.6711,198.4186,4184.3843,19.9028
68506,,,1000,-1779.8827,99.3723,,,,,,,
68523,,,17,-22.9768,99.9149,,,,,,,
68808,,,285,-255.1808,99.6838,,,,,,,
68843,,,35,-21.5959,99.8841,,,,,,,
69000,,,,,,-123.5674,-351.2078,427.0199,-123.5674,186.0752,4326.1787,16.5455
69500,,,,,,-123.5753,-338.6869,396.7654,-123.5753,190.6812,4461.686,17.3324
69817,,,974,-1641.4065,99.2721,,,,,,,
69907,,,90,-88.2802,99.8598,,,,,,,
70000,,,,,,-123.4433,-314.2038,526.3798,-123.4433,177.6316,4530.0952,17.101
70000,-387.9363,218.2,,,,,,,,,,
70058,,,151,-209.8791,64.6993,,,,,,,
70187,,,129,-147.961,99.8445,,,,,,,
70268,,,81,-64.7183,99.6762,,,,,,,
70303,,,35,-13.9316,99.7995,,,,,,,
70322,,,19,-21.6614,99.4057,,,,,,,
70405,,,83,-87.5753,99.9447,,,,,,,
70500,,,,,,-123.8174,-333.0525,359.3634,-123.8174,214.8194,5686.0342,17.9577
71000,,,,,,-124.0832,-338.0111,344.7509,-124.0832,147.4339,3791.0562,16.0567
71405,,,1000,-1803.0864,98.6459,,,,,,,
71500,,,,,,-123.8635,-322.6138,407.7288,-123.8635,195.0113,4824.4854,15.8205
71572,,,167,-167.4088,96.253,,,,,,,
71783,,,211,-160.3493,96.3756,,,,,,,
71867,,,84,-143.9626,96.5861,,,,,,,
71914,,,47,-27.9323,96.3,,,,,,,
72000,,,,,,-124.0017,-320.9119,329.5534,-124.0017,132.5178,4131.5278,15.6155
72198,,,284,-306.1578,98.69,,,,,,,
72500,,,,,,-123.944,-306.2336,312.1639,-123.944,169.6452,4294.4214,18.4279
73000,,,,,,-124.1847,-288.3518,340.8818,-124.1847,161.2715,4719.2158,14.9496
73198,,,1000,-1829.2613,98.6302,,,,,,,
73268,,,70,-98.2107,95.8476,,,,,,,
73281,,,13,-22.1924,96.5034,,,,,,,
73311,,,30,-50.2469,96.0935,,,,,,,
73326,,,15,-46.7949,96.4965,,,,,,,
73500,,,,,,-124.4949,-311.5142,366.5164,-124.4949,145.934,4708.666,15.0839
74000,,,,,,-124.2113,-301.5132,393.805,-124.2113,136.0692,2691.7253,15.6081
74019,,,693,-1038.9178,98.6424,,,,,,,
74114,,,95,-51.8391,99.8464,,,,,,,
74134,,,20,-10.3782,100.0077,,,,,,,
74265,,,131,-90.979,99.898,,,,,,,
74303,,,38,-28.0979,99.8375,,,,,,,
74348,,,45,-65.0168,99.7613,,,,,,,
74362,,,14,-28.8016,99.8826,,,,,,,
74421,,,59,-33.86,99.8472,,,,,,,
74500,,,,,,-124.4757,-299.0563,334.7343,-124.4757,167.0379,4008.2937,14.1718
74531,,,110,-84.1851,99.6161,,,,,,,
74647,,,116,-132.5052,99.6754,,,,,,,
74754,,,107,-86.4152,99.9097,,,,,,,
74789,,,35,-36.2533,99.6047,,,,,,,
75000,,,,,,-124.4424,-281.7542,388.1784,-124.4424,317.2601,5689.4121,14.0186
75000,-127.145,89.1,,,,,,,,,,
75009,,,220,-227.1369,86.6451,,,,,,,
75500,,,,,,-124.4763,-298.3383,280.4456,-124.4763,119.9628,3850.189,14.0031
76000,,,,,,-124.1118,-279.5107,489.3154,-124.1118,137.9323,3520.2949,14.9217
76009,,,1000,-1704.015,99.6811,,,,,,,
76088,,,79,-101.5623,99.8532,,,,,,,
76250,,,162,-202.3917,99.8255,,,,,,,
76464,,,214,-207.6432,99.6778,,,,,,,
76500,,,,,,-124.7877,-276.2004,374.2186,-124.7877,129.5405,3795.8572,13.7999
76650,,,186,-177.9942,99.5464,,,,,,,
76793,,,143,-175.9031,99.9797,,,,,,,
76821,,,28,-23.9838,99.7832,,,,,,,
77000,,,,,,-124.4812,-279.332,365.2397,-124.4812,150.1427,4169.8076,13.2018
77057,,,236,-277.3111,99.7424,,,,,,,
77094,,,37,-32.0515,100.0252,,,,,,,
77292,,,198,-182.8894,99.7487,,,,,,,
77324,,,32,-45.0825,99.8909,,,,,,,
77500,,,,,,-124.212,-285.3527,365.3534,-124.212,149.983,3441.8584,15.1959
77561,,,237,-243.2792,99.3692,,,,,,,
77663,,,102,-89.4104,98.9258,,,,,,,
78000,,,,,,-124.2378,-280.1577,405.9503,-124.2378,110.6264,3422.2891,11.8656
78500,,,,,,-124.2184,-264.2992,446.8965,-124.2184,116.6192,2792.4795,14.1147
78663,,,1000,-1680.933,99.3392,,,,,,,
78693,,,30,0.1627,95.8159,,,,,,,
78737,,,44,-50.151,96.0367,,,,,,,
78925,,,188,-171.9202,95.6877,,,,,,,
78939,,,14,-36.5248,95.9806,,,,,,,
79000,,,,,,-124.1763,-270.9647,342.4674,-124.1763,93.3707,2339.2634,12.7078
79278,,,339,-336.5249,96.2162,,,,,,,
79456,,,178,-182.5829,96.0502,,,,,,,
79500,,,,,,-124.2182,-259.5689,379.9766,-124.2182,110.2382,3105.6331,13.6707
79561,,,105,-147.453,98.6287,,,,,,,
79712,,,151,-152.8975,99.7647,,,,,,,
79857,,,145,-161.6848,99.5519,,,,,,,
79884,,,27,-53.4252,99.1574,,,,,,,
79908,,,24,-33.4031,99.2078,,,,,,,
80000,,,,,,-124.7921,-258.093,344.5815,-124.7921,156.7972,3876.4622,10.7145
80000,-124.2265,89.6,,,,,,,,,,
80023,,,115,-128.8643,76.9144,,,,,,,
80055,,,32,-61.6638,98.6588,,,,,,,
80500,,,,,,-124.7774,-250.2644,356.8376,-124.7774,85.0136,2370.0571,10.3449
81000,,,,,,-124.7215,-240.2914,402.9181,-124.7215,149.685,3253.4429,9.7173
81055,,,1000,-1888.3275,97.4596,,,,,,,
81178,,,123,-122.6473,96.4236,,,,,,,
81376,,,198,-210.8148,96.3575,,,,,,,
81489,,,113,-157.5493,95.8381,,,,,,,
81500,,,,,,-124.3538,-249.9613,313.7389,-124.3538,69.0978,1582.0157,10.5248
81629,,,140,-138.5875,96.1672,,,,,,,
82000,,,,,,-124.2976,-234.328,373.5089,-124.2976,83.8565,2498.1162,10.6124
82500,,,,,,-124.4794,-240.8105,369.9172,-124.4794,81.4782,1736.1407,9.6016
82629,,,1000,-1864.4144,98.156,,,,,,,
82699,,,70,-59.1338,96.1058,,,,,,,
82825,,,126,-162.8053,99.5984,,,,,,,
82977,,,152,-215.5553,99.6532,,,,,,,
83000,,,,,,-124.1888,-219.3649,303.0784,-124.1888,93.0903,3131.967,11.1971
83091,,,114,-159.4073,99.3191,,,,,,,
83124,,,33,-34.922,99.4548,,,,,,,
83146,,,22,-47.2678,99.8321,,,,,,,
83198,,,52,-52.1304,98.1196,,,,,,,
83237,,,39,-50.9487,97.8741,,,,,,,
83268,,,31,-32.4223,99.822,,,,,,,
83500,,,,,,-124.3898,-221.7582,377.1565,-124.3898,69.5997,2315.9419,9.5284
84000,,,,,,-124.9344,-219.0014,378.1388,-124.9344,74.4927,2059.4958,14.1375
84268,,,1000,-1916.6289,98.021,,,,,,,
84328,,,60,-50.6867,96.4389,,,,,,,
84394,,,66,-71.5728,96.4365,,,,,,,
84500,,,,,,-124.303,-201.4636,380.5003,-124.303,62.4377,2139.7688,8.2729
84816,,,422,-509.9785,96.1429,,,,,,,
84901,,,85,-102.9486,96.2052,,,,,,,
84912,,,11,-10.1946,95.6522,,,,,,,
85000,,,,,,-124.2161,-217.1635,477.6624,-124.2161,57.6445,1572.9507,9.213
85000,-330.5464,174.9,,,,,,,,,,
85500,,,,,,-124.3619,-215.0501,370.7667,-124.3619,52.9069,1458.866,7.6127
85912,,,1000,-1779.5064,90.4625,,,,,,,
85943,,,31,-16.5342,96.4044,,,,,,,
86000,,,,,,-124.3671,-206.9135,269.8196,-124.3671,57.3459,2664.0981,8.346
86063,,,120,-119.0117,96.1894,,,,,,,
86156,,,93,-90.4573,96.1683,,,,,,,
86212,,,56,-78.5117,96.0487,,,,,,,
86332,,,120,-161.8131,96.2904,,,,,,,
86472,,,140,-217.8179,96.0637,,,,,,,
86500,,,,,,-124.6909,-196.0147,459.2737,-124.6909,63.4371,1588.0925,7.6914
86509,,,37,-56.8561,96.2779,,,,,,,
87000,,,,,,-124.7705,-192.8715,364.0633,-124.7705,41.5918,1078.6272,9.0242
87488,,,979,-1135.9925,96.4234,,,,,,,
87500,,,,,,-124.6825,-194.6971,413.1725,-124.6825,59.131,1655.5621,7.0741
87813,,,325,-455.567,96.2145,,,,,,,
88000,,,,,,-125.0714,-183.3132,426.2987,-125.0714,45.4918,1165.2865,8.0017
88094,,,281,-279.6245,97.9081,,,,,,,
88154,,,60,-73.9268,96.4557,,,,,,,
88430,,,276,-325.148,97.9869,,,,,,,
88450,,,20,-35.3654,99.3867,,,,,,,
88500,,,,,,-124.3816,-188.9308,357.56,-124.3816,54.0473,1227.7574,6.8961
88516,,,66,-128.1813,99.5842,,,,,,,
88608,,,92,-114.7824,99.4422,,,,,,,
88673,,,65,-65.5124,99.6843,,,,,,,
88789,,,116,-219.3347,99.6914,,,,,,,
89000,,,,,,-124.6998,-196.2327,372.7512,-124.6998,42.0857,1203.1405,6.5756
89105,,,316,-390.3837,97.8067,,,,,,,
89286,,,181,-203.4241,96.2449,,,,,,,
89358,,,72,-76.3016,96.1555,,,,,,,
89473,,,115,-116.8626,96.0271,,,,,,,
89500,,,,,,-124.9098,-180.7051,365.6965,-124.9098,38.3389,1135.1503,6.4187
90000,,,,,,-124.3236,-177.2942,419.4659,-124.3236,29.4079,623.6377,6.1166
90000,-800.5629,374.7,,,,,,,,,,
90473,,,1000,-1978.8892,84.4288,,,,,,,
90500,,,,,,-124.6618,-177.6475,482.1126,-124.6618,32.3854,1098.3958,7.1428
90671,,,198,-237.4991,96.3869,,,,,,,
90696,,,25,-26.9305,96.618,,,,,,,
90713,,,17,-17.2323,96.5973,,,,,,,
90730,,,17,-34.8599,94.6142,,,,,,,
91000,,,,,,-124.7768,-180.0242,259.1847,-124.7768,22.7957,564.5637,5.6698
91500,,,,,,-124.9781,-171.2598,437.26,-124.9781,30.204,1110.0438,5.7553
91730,,,1000,-2075.2349,96.2718,,,,,,,
91767,,,37,-68.4367,96.4216,,,,,,,
91805,,,38,-23.0594,96.405,,,,,,,
91873,,,68,-89.6627,96.4286,,,,,,,
91997,,,124,-118.4284,96.1044,,,,,,,
92000,,,,,,-124.612,-155.6806,440.2805,-124.612,27.3745,815.0751,5.2438
92500,,,,,,-124.9309,-163.9262,327.7791,-124.9309,19.4055,592.5237,3.6492
92997,,,1000,-2033.9935,96.3386,,,,,,,
93000,,,,,,-125.3233,-154.0889,385.38,-125.3233,18.4472,539.1097,4.4729
93009,,,12,-2.2393,96.397,,,,,,,
93283,,,274,-433.2338,96.0911,,,,,,,
93320,,,37,-65.9186,96.2787,,,,,,,
93471,,,151,-210.9305,96.1577,,,,,,,
93500,,,,,,-124.8631,-156.1956,347.2975,-124.8631,29.5456,748.1763,4.2247
93641,,,170,-181.8296,96.2004,,,,,,,
93734,,,93,-131.5451,96.0768,,,,,,,
93802,,,68,-85.5221,96.2216,,,,,,,
93894,,,92,-161.7614,96.0262,,,,,,,
93978,,,84,-139.9063,96.271,,,,,,,
94000,,,,,,-124.8144,-149.2832,358.8675,-124.8144,16.7986,535.6052,5.1296
94107,,,129,-149.0116,96.1432,,,,,,,
94165,,,58,-123.8197,96.4371,,,,,,,
94500,,,,,,-124.7967,-146.6952,439.4635,-124.7967,26.488,600.402,4.5547
95000,,,,,,-124.7353,-144.7808,411.8267,-124.7353,20.4628,666.3001,4.6651
95000,-89.6846,61.4,,,,,,,,,,
95165,,,1000,-2041.7556,95.9276,,,,,,,
95210,,,45,-46.7429,96.8408,,,,,,,
95283,,,73,-77.4174,96.435,,,,,,,
95299,,,16,-21.0589,96.9208,,,,,,,
95419,,,120,-171.603,96.5798,,,,,,,
95500,,,,,,-124.9738,-144.275,531.2689,-124.9738,20.2899,545.9691,4.1013
95571,,,152,-139.6613,96.4847,,,,,,,
95589,,,18,-11.4501,99.6411,,,,,,,
95706,,,117,-218.0251,99.6884,,,,,,,
95721,,,15,-28.3346,100.1169,,,,,,,
95779,,,58,-73.6384,99.7245,,,,,,,
95821,,,42,-59.4947,99.9317,,,,,,,
96000,,,,,,-125.1179,-138.2943,324.4789,-125.1179,17.0364,441.3498,3.9261
96500,,,,,,-125.1699,-139.3318,466.0949,-125.1699,20.7927,530.8524,3.756
96821,,,1000,-1964.0791,99.608,,,,,,,
97000,,,,,,-124.7033,-136.543,389.9489,-124.7033,14.6514,367.6532,4.0634
97087,,,266,-256.5519,96.5639,,,,,,,
97222,,,135,-204.831,95.8601,,,,,,,
97238,,,16,-36.5662,96.7793,,,,,,,
97286,,,48,-88.2274,96.5528,,,,,,,
97352,,,66,-120.4777,96.3127,,,,,,,
97365,,,13,-17.2523,96.7331,,,,,,,
97384,,,19,-11.6217,96.6188,,,,,,,
97473,,,89,-124.0338,95.7901,,,,,,,
97500,,,,,,-124.9959,-130.1747,426.6614,-124.9959,18.9104,528.5619,3.2095
97536,,,63,-77.4871,96.5201,,,,,,,
98000,,,,,,-124.9489,-127.9929,354.7995,-124.9489,13.8114,304.4899,4.5159
98483,,,947,-1920.6819,96.6306,,,,,,,
98500,,,,,,-125.0605,-126.788,375.614,-125.0605,13.5434,402.8901,3.888
98622,,,139,-201.0403,99.5888,,,,,,,
98676,,,54,-109.268,99.8056,,,,,,,
98708,,,32,-50.1466,100.0045,,,,,,,
98864,,,156,-224.9893,99.3,,,,,,,
98967,,,103,-148.2081,96.7258,,,,,,,
99000,,,,,,-125.0668,-126.065,368.2544,-125.0668,12.8727,448.3353,2.9391
99500,,,,,,-125.6107,-122.3031,307.4152,-125.6107,11.3095,285.7152,2.9801
99967,,,1000,-2108.8188,96.5007,,,,,,,
100000,,,,,,-125.3173,-118.2766,333.5009,-125.3173,12.8349,285.7708,2.8586
100000,-407.8415,197.2,,,,,,,,,,
100074,,,107,-167.8374,50.4238,,,,,,,
100101,,,27,-12.2618,96.5302,,,,,,,
100230,,,129,-233.9631,96.2389,,,,,,,
100418,,,188,-214.0691,96.4911,,,,,,,
100500,,,,,,-125.3399,-115.3211,392.192,-125.3399,10.3869,275.1111,3.0375
100661,,,243,-344.7183,96.2562,,,,,,,
100670,,,9,-23.4325,96.527,,,,,,,
100799,,,129,-163.6762,98.1095,,,,,,,
100934,,,135,-181.1263,99.4472,,,,,,,
100975,,,41,-70.5252,99.6243,,,,,,,
101000,,,,,,-125.0887,-114.6077,416.1137,-125.0887,11.4171,329.7285,3.7798
101328,,,353,-508.8318,96.1916,,,,,,,
101399,,,71,-81.4222,96.0294,,,,,,,
101500,,,,,,-125.185,-111.2304,330.7522,-125.185,12.2665,305.5426,3.9907
101617,,,218,-423.3232,96.9209,,,,,,,
101647,,,30,-31.6101,99.724,,,,,,,
101740,,,93,-183.903,97.0969,,,,,,,
101867,,,127,-221.579,95.8788,,,,,,,
101893,,,26,-49.2038,96.1961,,,,,,,
101918,,,25,-34.4511,96.6907,,,,,,,
102000,,,,,,-125.2535,-114.2962,356.5323,-125.2535,10.803,278.165,2.7399
102000,,,82,-99.7657,96.341,,,,,,,
102124,,,124,-87.1641,96.4734,,,,,,,
102145,,,21,-45.0172,96.5516,,,,,,,
102442,,,297,-422.6317,96.3811,,,,,,,
102500,,,,,,-125.2034,-105.981,379.0564,-125.2034,11.3056,244.8865,2.8935
102529,,,87,-103.631,96.3297,,,,,,,
102654,,,125,-148.0265,96.3274,,,,,,,
103000,,,,,,-125.3983,-105.4308,392.237,-125.3983,9.2996,213.8708,2.6444
103500,,,,,,-125.1654,-105.1152,432.1865,-125.1654,8.4828,207.3425,3.5423
103654,,,1000,-2239.7205,96.2648,,,,,,,
103751,,,97,-190.7956,96.3789,,,,,,,
103940,,,189,-276.8532,96.152,,,,,,,
104000,,,,,,-125.4293,-99.3321,373.2883,-125.4293,9.8927,156.5858,2.5858
104058,,,118,-124.3273,96.0973,,,,,,,
104169,,,111,-116.6301,96.245,,,,,,,
104417,,,248,-335.6849,96.0822,,,,,,,
104499,,,82,-85.9563,96.256,,,,,,,
104500,,,,,,-125.3352,-97.3417,409.0843,-125.3352,8.2716,193.8295,2.3668
104646,,,147,-180.6806,99.8684,,,,,,,
104668,,,22,-26.5701,99.5781,,,,,,,
104862,,,194,-251.5012,98.1766,,,,,,,
105000,,,,,,-125.3013,-98.9712,366.9283,-125.3013,13.104,209.9192,2.2213
105000,-306.3908,168.4,,,,,,,,,,
105500,,,,,,-125.0442,-99.9612,496.4569,-125.0442,13.4604,203.3108,3.2594
105862,,,1000,-2074.5633,89.5452,,,,,,,
105971,,,109,-233.6804,96.4373,,,,,,,
106000,,,,,,-125.6641,-97.8157,443.2853,-125.6641,7.3074,156.7702,2.8697
106322,,,351,-448.3589,96.303,,,,,,,
106401,,,79,-54.9088,96.2578,,,,,,,
106478,,,77,-106.1342,96.3347,,,,,,,
106500,,,,,,-125.731,-96.9098,343.9354,-125.731,8.6421,176.6183,2.6653
106500,,,22,-7.2197,96.1372,,,,,,,
106570,,,70,-71.0254,95.8141,,,,,,,
106605,,,35,-50.1735,96.5123,,,,,,,
106687,,,82,-155.4266,96.3184,,,,,,,
106813,,,126,-171.3571,96.4446,,,,,,,
106837,,,24,-43.0377,96.4148,,,,,,,
106881,,,44,-54.7728,96.2246,,,,,,,
106903,,,22,-56.8347,96.2433,,,,,,,
106914,,,11,-13.6864,96.1994,,,,,,,
106993,,,79,-73.4242,96.1182,,,,,,,
107000,,,,,,-125.4766,-92.0701,485.427,-125.4766,7.0443,126.8655,2.4732
107033,,,40,-44.3242,95.9969,,,,,,,
107167,,,134,-213.8597,96.5455,,,,,,,
107190,,,23,-11.1225,99.2703,,,,,,,
107319,,,129,-171.6063,99.6123,,,,,,,
107338,,,19,-15.8876,99.4356,,,,,,,
107463,,,125,-140.9254,99.5887,,,,,,,
107474,,,11,-11.9303,99.547,,,,,,,
107500,,,,,,-125.2487,-90.4886,383.8324,-125.2487,7.8512,196.8275,2.5199
107536,,,62,-72.2408,99.595,,,,,,,
107554,,,18,-32.8456,99.555,,,,,,,
107579,,,25,-26.8507,99.6429,,,,,,,
107628,,,49,-66.8412,98.6468,,,,,,,
107690,,,62,-72.7972,99.6865,,,,,,,
107775,,,85,-66.6335,96.9328,,,,,,,
107842,,,67,-68.6795,96.328,,,,,,,
107873,,,31,-52.8765,96.0471,,,,,,,
108000,,,,,,-124.9162,-95.5781,326.461,-124.9162,6.8589,170.5504,2.3615
108005,,,132,-188.512,96.0558,,,,,,,
108024,,,19,-10.9024,95.784,,,,,,,
108100,,,76,-60.8483,95.8502,,,,,,,
108125,,,25,-30.5549,96.0512,,,,,,,
108177,,,52,-77.3495,95.6615,,,,,,,
108264,,,87,-149.0484,96.077,,,,,,,
108326,,,62,-92.8945,96.2011,,,,,,,
108351,,,25,-38.8091,96.2409,,,,,,,
108472,,,121,-107.4651,96.1874,,,,,,,
108500,,,,,,-125.2598,-90.0346,422.3677,-125.2598,6.2906,145.3627,2.135
108514,,,42,-90.8764,96.2459,,,,,,,
108550,,,36,-31.7661,96.3387,,,,,,,
108618,,,68,-79.5589,96.4949,,,,,,,
108665,,,47,-45.9121,96.0493,,,,,,,
108702,,,37,-101.2355,96.3164,,,,,,,
108766,,,64,-79.8458,96.4132,,,,,,,
108862,,,96,-130.2826,97.6071,,,,,,,
108889,,,27,-59.8934,100.2907,,,,,,,
108906,,,17,-30.7717,99.6312,,,,,,,
108977,,,71,-94.3816,99.7589,,,,,,,
108988,,,11,-15.8932,100.1605,,,,,,,
109000,,,,,,-125.4039,-87.9449,359.7085,-125.4039,7.7488,159.5155,2.2439
109037,,,49,-77.562,99.6301,,,,,,,
109123,,,86,-98.4662,99.8682,,,,,,,
109183,,,60,-79.0296,99.7297,,,,,,,
109284,,,101,-71.3711,99.9133,,,,,,,
109432,,,148,-168.3233,97.7925,,,,,,,
109441,,,9,-6.3089,96.1058,,,,,,,
109473,,,32,-18.6205,95.8612,,,,,,,
109500,,,,,,-125.6161,-90.4491,289.1441,-125.6161,8.1127,192.4648,2.3889
109554,,,81,-109.5783,95.6943,,,,,,,
109592,,,38,-41.4899,96.1318,,,,,,,
109677,,,85,-175.0797,96.3712,,,,,,,
109746,,,69,-111.9862,96.0963,,,,,,,
109774,,,28,-10.7571,96.1057,,,,,,,
109831,,,57,-117.768,96.4404,,,,,,,
110000,,,,,,-125.6372,-90.5961,431.763,-125.6372,7.3257,124.2355,2.4573
110000,-56.2254,44.1,,,,,,,,,,
110119,,,288,-535.8873,91.2865,,,,,,,
110327,,,208,-358.8614,98.0747,,,,,,,
110380,,,53,-42.8663,99.9373,,,,,,,
110445,,,65,-81.7705,99.4261,,,,,,,
110495,,,50,-47.8384,99.2626,,,,,,,
110500,,,,,,-125.8377,-82.2197,411.5339,-125.8377,7.0873,143.6404,2.3709
110512,,,17,-47.6937,99.499,,,,,,,
110531,,,19,-22.0809,99.4981,,,,,,,
110550,,,19,-12.4066,99.7851,,,,,,,
110573,,,23,-29.5029,99.8803,,,,,,,
110647,,,74,-80.767,99.6651,,,,,,,
110685,,,38,-32.7592,99.9113,,,,,,,
110824,,,139,-195.6786,99.6132,,,,,,,
110893,,,69,-91.2985,99.739,,,,,,,
110921,,,28,-4.0539,99.3886,,,,,,,
111000,,,,,,-125.6706,-82.2686,355.9343,-125.6706,5.9001,118.935,2.0121
111019,,,98,-161.2598,97.2103,,,,,,,
111500,,,,,,-125.5615,-81.5628,385.1905,-125.5615,5.8981,133.2099,1.8725
112000,,,,,,-125.2395,-78.2658,528.7839,-125.2395,5.8122,103.2161,2.0674
112019,,,1000,-2148.9874,96.0837,,,,,,,
112091,,,72,-89.2311,99.7941,,,,,,,
112500,,,,,,-125.2726,-78.3478,408.78,-125.2726,5.7287,108.718,2.1636
113000,,,,,,-125.8489,-75.8798,356.4703,-125.8489,7.7191,140.5296,1.7723
113091,,,1000,-2066.1233,97.299,,,,,,,
113116,,,25,-31.5258,96.1193,,,,,,,
113168,,,52,-47.4808,96.4396,,,,,,,
113201,,,33,-34.8376,97.7643,,,,,,,
113226,,,25,-17.5433,99.4476,,,,,,,
113240,,,14,-26.406,99.7487,,,,,,,
113302,,,62,-104.0049,99.5916,,,,,,,
113320,,,18,-44.666,100.1003,,,,,,,
113330,,,10,-17.2838,99.2894,,,,,,,
113457,,,127,-120.4327,99.2618,,,,,,,
113480,,,23,-22.2361,99.7238,,,,,,,
113500,,,,,,-125.8588,-72.7702,470.4443,-125.8588,6.908,123.9548,1.9707
113506,,,26,-35.8594,99.2893,,,,,,,
113615,,,109,-167.476,99.6004,,,,,,,
113690,,,75,-69.935,96.2724,,,,,,,
113746,,,56,-80.2778,95.9672,,,,,,,
113849,,,103,-192.0024,96.0487,,,,,,,
113872,,,23,-34.0762,96.4659,,,,,,,
113931,,,59,-97.5914,96.4129,,,,,,,
114000,,,,,,-126.0607,-74.3791,453.5213,-126.0607,5.0074,100.1541,1.907
114048,,,117,-167.0067,96.3563,,,,,,,
114119,,,71,-52.5909,96.1849,,,,,,,
114142,,,23,-17.2654,95.9356,,,,,,,
114183,,,41,-38.283,95.7953,,,,,,,
114203,,,20,-34.772,95.8362,,,,,,,
114234,,,31,-37.4654,95.9799,,,,,,,
114268,,,34,-39.724,95.825,,,,,,,
114338,,,70,-47.2712,95.9975,,,,,,,
114500,,,,,,-125.907,-74.8755,345.9587,-125.907,5.3486,62.8434,1.9656
114502,,,164,-150.0601,96.0761,,,,,,,
114564,,,62,-94.9986,96.0616,,,,,,,
114600,,,36,-65.2618,95.9305,,,,,,,
114653,,,53,-57.8418,96.2294,,,,,,,
114668,,,15,-22.2491,96.4644,,,,,,,
114715,,,47,-40.5664,96.0303,,,,,,,
114799,,,84,-156.8382,96.1947,,,,,,,
114837,,,38,-36.2846,96.5259,,,,,,,
114877,,,40,-65.8653,96.1102,,,,,,,
114899,,,22,-17.4996,95.8986,,,,,,,
114922,,,23,-48.3337,96.2158,,,,,,,
114995,,,73,-59.8763,96.0813,,,,,,,
115000,,,,,,-125.9379,-74.5167,420.7704,-125.9379,5.8883,103.5812,1.8392
115000,-47.7411,41.1,,,,,,,,,,
115049,,,54,-55.0225,74.6337,,,,,,,
115175,,,126,-147.7763,96.3005,,,,,,,
115201,,,26,-33.0827,96.064,,,,,,,
115287,,,86,-102.9213,99.4298,,,,,,,
115313,,,26,-26.4932,99.5754,,,,,,,
115333,,,20,-0.1105,99.7694,,,,,,,
115500,,,,,,-126.0868,-71.6309,404.9196,-126.0868,5.0029,127.0696,1.7932
115836,,,503,-1076.6704,97.7541,,,,,,,
115859,,,23,-22.1218,96.3385,,,,,,,
115882,,,23,-15.203,96.6578,,,,,,,
115903,,,21,-31.8537,96.4156,,,,,,,
115918,,,15,-28.5009,96.856,,,,,,,
115955,,,37,-19.3808,96.2375,,,,,,,
115987,,,32,-24.3594,96.6244,,,,,,,
116000,,,,,,-125.9046,-76.1697,392.0598,-125.9046,5.459,117.2494,1.6287
116015,,,28,-23.5989,95.9978,,,,,,,
116028,,,13,-26.6139,95.7419,,,,,,,
116083,,,55,-40.3077,96.2952,,,,,,,
116133,,,50,-52.8011,97.1315,,,,,,,
116160,,,27,-28.1506,99.7781,,,,,,,
116196,,,36,-60.4757,99.8909,,,,,,,
116278,,,82,-191.3742,99.808,,,,,,,
116351,,,73,-120.3814,99.6936,,,,,,,
116396,,,45,-53.1968,100.0783,,,,,,,
116430,,,34,-42.0779,99.7453,,,,,,,
116476,,,46,-41.8887,100.1118,,,,,,,
116500,,,,,,-126.0132,-72.0198,450.1296,-126.0132,4.9293,98.1288,1.7041
116500,,,24,-15.8301,100.1008,,,,,,,
116516,,,16,-19.9169,99.3549,,,,,,,
116555,,,39,-57.9509,97.5743,,,,,,,
116596,,,41,-57.3636,96.5321,,,,,,,
116616,,,20,-1.2844,96.325,,,,,,,
116642,,,26,-18.5757,96.1468,,,,,,,
116672,,,30,-22.9752,96.2456,,,,,,,
116697,,,25,-2.5956,96.3389,,,,,,,
116780,,,83,-120.0466,96.3837,,,,,,,
116808,,,28,-41.3402,96.8129,,,,,,,
116853,,,45,-18.6364,96.0036,,,,,,,
116927,,,74,-76.0067,96.5038,,,,,,,
116937,,,10,-13.6095,96.8713,,,,,,,
116947,,,10,-19.5162,96.6463,,,,,,,
116962,,,15,-19.1994,96.0645,,,,,,,
