env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-111.4966,103.2,,,,,,,,,,,,,,,,,,
53,,,53,-110.6271,7.0121,,,,,,,,,,,,,,,
102,,,49,-119.749,21.3196,,,,,,,,,,,,,,,
176,,,74,-117.1488,21.9241,,,,,,,,,,,,,,,
221,,,45,-121.704,22.0992,,,,,,,,,,,,,,,
369,,,148,-126.9818,23.0035,,,,,,,,,,,,,,,
414,,,45,-121.9635,22.2241,,,,,,,,,,,,,,,
461,,,47,-120.8835,22.9266,,,,,,,,,,,,,,,
500,,,,,,21,5,1,5038.4248,0.677,0.0019,0.2824,0.2843,0.1949,1.009,0.4613,-0.4588,11.2292,4.4446,0.0029
723,,,262,-128.7124,22.767,,,,,,,,,,,,,,,
772,,,49,-122.9129,22.4099,,,,,,,,,,,,,,,
820,,,48,-116.173,23.2694,,,,,,,,,,,,,,,
886,,,66,-116.0957,22.5871,,,,,,,,,,,,,,,
937,,,51,-117.0656,23.4652,,,,,,,,,,,,,,,
1000,,,,,,34,10,2,2543.6646,0.5565,0.0002,0.2177,0.2179,0.3075,0.9065,0.3425,-0.421,4.9757,21.2264,0.0074
1005,,,68,-114.5645,23.1755,,,,,,,,,,,,,,,
1056,,,51,-116.9519,22.8833,,,,,,,,,,,,,,,
1113,,,57,-115.4579,23.4815,,,,,,,,,,,,,,,
1279,,,166,-119.5451,23.2145,,,,,,,,,,,,,,,
1364,,,85,-120.7754,23.1018,,,,,,,,,,,,,,,
1436,,,72,-118.0051,22.1008,,,,,,,,,,,,,,,
