env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-111.4966,103.2,,,,,,,,,,,,,,,,,,
54,,,54,-111.2463,5.3133,,,,,,,,,,,,,,,
159,,,105,-120.9006,10.6417,,,,,,,,,,,,,,,
215,,,56,-115.312,10.5406,,,,,,,,,,,,,,,
266,,,51,-112.7864,10.6685,,,,,,,,,,,,,,,
316,,,50,-117.7754,10.6109,,,,,,,,,,,,,,,
388,,,72,-119.162,9.7233,,,,,,,,,,,,,,,
481,,,93,-118.4048,9.6726,,,,,,,,,,,,,,,
500,,,,,,23,6,1,4728.6709,0.536,0.0022,0.21,0.2122,0.8052,0.9015,0.356,-0.361,3.2268,12.7415,0.0019
523,,,42,-118.5963,9.5712,,,,,,,,,,,,,,,
564,,,41,-117.0293,9.708,,,,,,,,,,,,,,,
637,,,73,-115.2602,10.0896,,,,,,,,,,,,,,,
748,,,111,-127.4194,9.991,,,,,,,,,,,,,,,
809,,,61,-115.653,10.1208,,,,,,,,,,,,,,,
919,,,110,-122.887,10.6083,,,,,,,,,,,,,,,
965,,,46,-120.5043,10.6482,,,,,,,,,,,,,,,
1000,,,,,,30,9,2,3290.6477,0.5898,0.0012,0.2305,0.2318,0.6267,0.8022,0.3648,-0.4433,0.9779,5.8619,0.0152
1046,,,81,-112.3387,10.5839,,,,,,,,,,,,,,,
1088,,,42,-114.2125,9.8076,,,,,,,,,,,,,,,
1172,,,84,-115.4,9.774,,,,,,,,,,,,,,,
1216,,,44,-117.7118,9.5648,,,,,,,,,,,,,,,
1292,,,76,-115.8255,9.6064,,,,,,,,,,,,,,,
1335,,,43,-116.0949,9.8736,,,,,,,,,,,,,,,
1461,,,126,-112.782,9.8035,,,,,,,,,,,,,,,
1500,,,,,,32,11,2,2849.2783,0.6102,0.0006,0.2366,0.2372,2.0306,0.9491,0.374,-0.4493,1.1403,7.5239,0.0023
1589,,,128,-124.9435,10.2236,,,,,,,,,,,,,,,
1751,,,162,-120.7285,9.8512,,,,,,,,,,,,,,,
1795,,,44,-116.3236,9.78,,,,,,,,,,,,,,,
1840,,,45,-115.6652,9.8014,,,,,,,,,,,,,,,
1898,,,58,-114.1508,9.6337,,,,,,,,,,,,,,,
1953,,,55,-116.8821,9.8019,,,,,,,,,,,,,,,
2000,,,,,,39,11,2,2030.6429,0.5377,0.0009,0.1735,0.1744,3.9332,0.7783,0.3633,-0.3712,1.3587,4.8433,0.0004
2024,,,71,-118.8702,10.4579,,,,,,,,,,,,,,,
2072,,,48,-119.4322,10.4168,,,,,,,,,,,,,,,
2116,,,44,-121.4031,10.17,,,,,,,,,,,,,,,
2158,,,42,-116.4507,9.7428,,,,,,,,,,,,,,,
2208,,,50,-120.2579,9.627,,,,,,,,,,,,,,,
2264,,,56,-114.4174,9.8176,,,,,,,,,,,,,,,
2308,,,44,-116.2433,9.5301,,,,,,,,,,,,,,,
2403,,,95,-118.9436,9.8037,,,,,,,,,,,,,,,
2451,,,48,-120.9429,9.4665,,,,,,,,,,,,,,,
2500,,,,,,43,13,4,1708.6522,0.5405,0.0035,0.2104,0.2139,6.2648,0.8524,0.3269,-0.4233,1.0534,15.0408,0.0002
2524,,,73,-115.343,9.9005,,,,,,,,,,,,,,,
2587,,,63,-116.7753,9.578,,,,,,,,,,,,,,,
2636,,,49,-116.8921,9.8045,,,,,,,,,,,,,,,
2683,,,47,-120.3966,9.8445,,,,,,,,,,,,,,,
2730,,,47,-121.9996,9.8387,,,,,,,,,,,,,,,
2780,,,50,-116.0407,9.6858,,,,,,,,,,,,,,,
2871,,,91,-123.9427,9.6627,,,,,,,,,,,,,,,
3000,,,,,,46,14,4,1252.4672,0.5585,0.0022,0.229,0.2312,9.2273,0.8742,0.3279,-0.4632,1.6059,24.5935,0.0002
3052,,,181,-133.7057,9.7299,,,,,,,,,,,,,,,
3095,,,43,-114.8755,9.7727,,,,,,,,,,,,,,,
3139,,,44,-114.7697,9.7533,,,,,,,,,,,,,,,
3184,,,45,-121.0963,10.5914,,,,,,,,,,,,,,,
3290,,,106,-118.7325,9.8159,,,,,,,,,,,,,,,
