env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,268.9677,53.5,,,,,,,,,,,,,
18,,,18,85.8359,2.3812,,,,,,,,,,
38,,,20,97.6184,78.9666,,,,,,,,,,
54,,,16,76.5142,79.6509,,,,,,,,,,
79,,,25,122.0913,82.2175,,,,,,,,,,
97,,,18,88.2649,82.0093,,,,,,,,,,
114,,,17,81.4956,82.3387,,,,,,,,,,
131,,,17,81.1452,82.4549,,,,,,,,,,
148,,,17,81.1273,82.2413,,,,,,,,,,
165,,,17,81.2826,82.8149,,,,,,,,,,
183,,,18,87.4973,82.2052,,,,,,,,,,
207,,,24,119.6037,82.3904,,,,,,,,,,
225,,,18,86.7742,82.5266,,,,,,,,,,
245,,,20,97.2067,82.8125,,,,,,,,,,
262,,,17,81.7035,82.7784,,,,,,,,,,
287,,,25,118.5532,82.2295,,,,,,,,,,
303,,,16,76.4455,81.8473,,,,,,,,,,
337,,,34,173.8234,82.5833,,,,,,,,,,
357,,,20,98.3256,82.3035,,,,,,,,,,
374,,,17,80.8516,82.6269,,,,,,,,,,
401,,,27,129.1012,82.0382,,,,,,,,,,
418,,,17,82.0025,82.7476,,,,,,,,,,
435,,,17,81.5725,82.4144,,,,,,,,,,
459,,,24,122.9572,82.2689,,,,,,,,,,
480,,,21,102.551,82.7637,,,,,,,,,,
496,,,16,76.4249,82.7664,,,,,,,,,,
500,,,,,,0.4494,0.5628,0.0718,-14.5087,0.5521,0.0436,-0.1244,0.3743,2.6353,0.2757
523,,,27,132.4562,82.15,,,,,,,,,,
540,,,17,80.8234,82.7449,,,,,,,,,,
558,,,18,86.8857,82.5859,,,,,,,,,,
575,,,17,81.175,82.7098,,,,,,,,,,
600,,,25,119.7875,82.597,,,,,,,,,,
624,,,24,110.7849,82.1613,,,,,,,,,,
647,,,23,112.9425,82.2053,,,,,,,,,,
665,,,18,86.271,82.5565,,,,,,,,,,
687,,,22,99.2509,82.4528,,,,,,,,,,
709,,,22,108.8143,82.0852,,,,,,,,,,
725,,,16,77.5924,82.6407,,,,,,,,,,
742,,,17,81.4767,82.6237,,,,,,,,,,
764,,,22,107.136,82.3986,,,,,,,,,,
792,,,28,140.7556,81.1814,,,,,,,,,,
809,,,17,81.3546,79.675,,,,,,,,,,
826,,,17,81.4648,79.8757,,,,,,,,,,
843,,,17,81.2434,80.0721,,,,,,,,,,
880,,,37,184.6898,79.4932,,,,,,,,,,
904,,,24,119.0432,79.907,,,,,,,,,,
961,,,57,283.956,79.5187,,,,,,,,,,
978,,,17,81.4292,79.313,,,,,,,,,,
995,,,17,81.92,78.8359,,,,,,,,,,
1000,,,,,,0.5069,0.5674,0.1196,-25.339,0.8887,0.0449,-0.1876,0.5826,3.168,0.5279
1020,,,25,114.4514,77.93,,,,,,,,,,
1036,,,16,76.4056,79.8203,,,,,,,,,,
1053,,,17,81.1091,80.4302,,,,,,,,,,
1069,,,16,76.2986,83.2297,,,,,,,,,,
1085,,,16,76.686,82.7101,,,,,,,,,,
1106,,,21,104.6553,82.4138,,,,,,,,,,
