env_steps,return,length,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,wass_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
14000,,,0.3988,0.7415,0.135,-58.1557,6.6772,0.0754,-0.2693,2.2108,48.0749,1.8181,,,
14000,,,,,,,,,,,,,1000,858.5799,81.0765
14500,,,0.3848,0.7409,0.1365,-59.1307,5.936,0.068,-0.2695,2.529,73.3197,1.124,,,
15000,,,0.3946,0.7407,0.1556,-62.8028,6.5974,0.0636,-0.3021,2.5882,64.9139,1.4911,,,
15000,2252.7637,1000.0,,,,,,,,,,,,,
15000,,,,,,,,,,,,,1000,869.3474,72.5294
15500,,,0.4014,0.7518,0.1462,-68.0807,5.9788,0.0711,-0.2709,2.6313,67.3631,1.5218,,,
16000,,,0.4008,0.7522,0.1436,-71.5236,6.9424,0.072,-0.2749,2.6452,92.2819,2.1713,,,
16000,,,,,,,,,,,,,1000,1055.2419,84.1996
16500,,,0.4113,0.7722,0.1757,-74.0485,6.8339,0.0612,-0.329,2.5289,68.7914,2.1838,,,
17000,,,0.4085,0.7616,0.1426,-76.8703,6.3605,0.0758,-0.2716,2.3315,56.1272,1.1401,,,
17000,,,,,,,,,,,,,1000,1167.9453,81.1392
17500,,,0.4045,0.7642,0.1863,-80.3891,7.1766,0.0544,-0.314,2.5251,61.4054,1.2397,,,
18000,,,0.4084,0.7613,0.1528,-82.7796,6.1524,0.0718,-0.297,2.3181,38.7432,1.1958,,,
18000,,,,,,,,,,,,,1000,1390.3607,81.2289
18500,,,0.4061,0.7553,0.1465,-85.5074,6.9516,0.0739,-0.2944,2.4638,54.5105,1.4624,,,
19000,,,0.4148,0.7572,0.14,-87.578,6.223,0.0814,-0.2793,2.2179,61.7464,2.5561,,,
19000,,,,,,,,,,,,,1000,-115.1409,83.6154
19500,,,0.4126,0.7666,0.1531,-88.6519,6.5659,0.0742,-0.2949,2.6178,86.4987,0.9052,,,
20000,,,0.4192,0.7676,0.148,-89.399,5.7261,0.0796,-0.2858,2.4412,65.1745,1.4244,,,
20000,2961.0674,1000.0,,,,,,,,,,,,,
20000,,,,,,,,,,,,,1000,1289.4523,73.2723
20500,,,0.426,0.7736,0.1485,-94.0899,6.0187,0.0831,-0.2854,2.7877,54.8733,1.6268,,,
21000,,,0.4195,0.7685,0.1436,-97.9773,6.7813,0.0829,-0.2926,2.59,42.7847,2.8076,,,
21000,,,,,,,,,,,,,1000,1391.2109,81.0834
21500,,,0.4321,0.7819,0.1542,-99.5479,7.0689,0.0838,-0.2908,2.686,70.1375,1.8847,,,
22000,,,0.4324,0.7788,0.1473,-102.892,7.4135,0.0881,-0.2847,2.7242,100.1968,3.2362,,,
22000,,,,,,,,,,,,,1000,22.3029,81.403
22500,,,0.4277,0.7712,0.1528,-103.7033,5.0621,0.0822,-0.3105,2.8882,66.2705,2.7897,,,
23000,,,0.4318,0.7743,0.1542,-103.8689,6.7095,0.0842,-0.3105,3.1666,132.8006,2.2231,,,
23000,,,,,,,,,,,,,1000,1718.3129,81.1635
23500,,,0.4229,0.7764,0.1592,-109.0992,6.8101,0.0767,-0.3098,2.7292,84.2591,2.0562,,,
24000,,,0.4334,0.7951,0.1584,-111.143,6.8253,0.0828,-0.3091,2.6994,110.6819,2.653,,,
24000,,,,,,,,,,,,,1000,616.7897,82.3507
24500,,,0.4353,0.7815,0.1525,-114.6938,6.9046,0.0872,-0.3038,3.0462,101.9224,1.5396,,,
25000,,,0.4353,0.7908,0.1548,-112.0902,6.4603,0.0859,-0.3092,2.8861,72.6166,2.6591,,,
25000,3217.2249,1000.0,,,,,,,,,,,,,
25000,,,,,,,,,,,,,1000,546.4607,75.4222
25500,,,0.4408,0.7964,0.1485,-117.2101,6.4447,0.0927,-0.2926,3.8485,151.3672,2.66,,,
26000,,,0.4333,0.7907,0.1527,-119.216,7.9842,0.0863,-0.3047,2.9883,131.88,3.138,,,
26000,,,,,,,,,,,,,1000,1837.2486,82.8401
26500,,,0.4379,0.8007,0.159,-125.0043,5.6775,0.0852,-0.3205,2.7318,115.146,1.9139,,,
27000,,,0.4388,0.7982,0.1794,-122.2147,6.5277,0.0752,-0.3256,2.887,121.5997,3.556,,,
27000,,,,,,,,,,,,,1000,1685.3198,81.7136
27500,,,0.441,0.7944,0.1534,-126.0726,5.4971,0.0896,-0.2993,2.7079,70.3176,1.7452,,,
28000,,,0.4331,0.8032,0.1514,-132.5143,6.0372,0.0863,-0.2949,2.7769,172.549,3.3894,,,
28000,,,,,,,,,,,,,1000,1984.2654,80.4239
28500,,,0.4306,0.7929,0.147,-134.6936,5.9579,0.0872,-0.3005,2.9365,60.7081,1.9435,,,
29000,,,0.4371,0.7994,0.1607,-133.1197,6.5692,0.0838,-0.3102,2.5373,132.9472,2.1984,,,
29000,,,,,,,,,,,,,1000,894.653,80.6747
29500,,,0.4355,0.8041,0.161,-139.9225,5.6103,0.082,-0.3057,2.5226,159.258,3.1645,,,
30000,,,0.4348,0.8022,0.1561,-138.3102,5.6479,0.0858,-0.3119,4.2076,122.166,1.8855,,,
30000,3603.7019,1000.0,,,,,,,,,,,,,
30000,,,,,,,,,,,,,1000,2013.1601,72.4029
30500,,,0.4365,0.8092,0.1621,-137.5429,7.2722,0.0828,-0.3148,3.9436,181.8775,3.0278,,,
31000,,,0.4329,0.7943,0.1551,-142.072,5.3281,0.0848,-0.3151,3.0314,100.8448,2.55,,,
31000,,,,,,,,,,,,,1000,2062.6814,80.7084
31500,,,0.4336,0.81,0.1605,-149.0874,5.5579,0.0823,-0.3139,2.6719,81.3345,2.3545,,,
32000,,,0.4331,0.8038,0.1555,-146.4179,5.0174,0.0844,-0.2975,2.4398,88.4627,1.6536,,,
32000,,,,,,,,,,,,,1000,2205.7926,80.5249
32500,,,0.4284,0.8218,0.1604,-156.0126,5.0354,0.0794,-0.3112,2.7008,73.7258,2.1065,,,
33000,,,0.4345,0.8231,0.1614,-153.9349,5.6332,0.0811,-0.316,2.2409,70.3516,3.1418,,,
33000,,,,,,,,,,,,,1000,2330.8619,82.7988
33500,,,0.424,0.8261,0.1686,-155.1484,6.1511,0.0729,-0.3296,2.6015,229.0648,2.4261,,,
34000,,,0.4266,0.8128,0.1543,-160.4427,6.1419,0.0813,-0.3011,2.6224,151.0405,2.8352,,,
34000,,,,,,,,,,,,,1000,2385.0634,80.7072
34500,,,0.4282,0.8209,0.1509,-165.8729,4.4974,0.0837,-0.2859,3.5484,134.2085,2.2726,,,
35000,,,0.425,0.8118,0.1522,-161.0641,4.4494,0.0813,-0.304,2.4905,82.6388,1.6682,,,
35000,3819.6582,1000.0,,,,,,,,,,,,,
35000,,,,,,,,,,,,,1000,2411.2184,72.6178
35500,,,0.4211,0.8342,0.1522,-170.0486,6.0623,0.079,-0.2988,2.5484,85.4112,1.7327,,,
36000,,,0.4103,0.8384,0.145,-177.3877,5.6189,0.0767,-0.2846,2.6552,132.8643,2.8154,,,
36000,,,,,,,,,,,,,1000,2391.8779,83.8632
36500,,,0.4122,0.8334,0.1383,-178.0213,5.9429,0.081,-0.2798,2.8139,148.7748,3.174,,,
37000,,,0.4159,0.8219,0.1508,-177.2386,5.2341,0.0771,-0.2966,2.6844,101.9447,2.6684,,,
37000,,,,,,,,,,,,,1000,2599.0035,82.2749
37500,,,0.4248,0.8235,0.1446,-175.059,5.4142,0.0857,-0.2826,3.0009,175.3942,2.4308,,,
38000,,,0.4141,0.8387,0.1443,-185.6781,5.8247,0.079,-0.2871,2.5727,138.6192,1.934,,,
38000,,,,,,,,,,,,,1000,2637.8209,80.705
38500,,,0.4095,0.8502,0.1409,-187.1648,6.6972,0.0786,-0.281,2.7551,83.6376,2.6588,,,
39000,,,0.4162,0.8431,0.1516,-185.376,4.8529,0.0764,-0.2933,2.5144,87.5238,2.3075,,,
39000,,,,,,,,,,,,,1000,2745.3517,81.1586
39500,,,0.4153,0.8416,0.1463,-188.0422,6.1578,0.0789,-0.2851,3.3048,174.8689,2.8196,,,
40000,,,0.4092,0.8353,0.1476,-190.1997,4.97,0.0748,-0.2894,3.0252,154.1867,2.3899,,,
40000,4535.255,1000.0,,,,,,,,,,,,,
40000,,,,,,,,,,,,,1000,2712.3059,73.5367
40500,,,0.4102,0.8419,0.1432,-197.4019,5.7748,0.0774,-0.2859,2.9383,204.4194,2.7319,,,
41000,,,0.4075,0.837,0.1467,-199.9899,5.8523,0.0746,-0.2925,2.944,142.8281,2.7789,,,
41000,,,,,,,,,,,,,1000,2882.9655,85.6499
41500,,,0.4064,0.8448,0.14,-206.4001,6.0985,0.0768,-0.2794,2.9684,177.8414,2.5403,,,
42000,,,0.4002,0.8316,0.1488,-202.2991,4.9892,0.0694,-0.2934,2.858,124.8141,2.2911,,,
42000,,,,,,,,,,,,,1000,2945.9269,81.697
42500,,,0.4083,0.8526,0.1492,-205.4877,5.0508,0.0731,-0.2954,3.2469,231.6555,2.8688,,,
43000,,,0.4121,0.8435,0.1598,-209.7816,5.3457,0.07,-0.3017,2.8285,126.2503,2.2968,,,
43000,,,,,,,,,,,,,1000,2838.863,81.678
43500,,,0.4011,0.8554,0.1427,-215.7163,6.3797,0.0729,-0.2815,2.8038,121.1973,1.9015,,,
44000,,,0.3998,0.8575,0.1408,-214.5145,5.8836,0.0727,-0.2794,2.8158,155.5246,3.6762,,,
44000,,,,,,,,,,,,,1000,2821.2509,80.9203
44500,,,0.4021,0.8505,0.1338,-219.9223,4.6752,0.0773,-0.2706,2.7063,136.1425,2.1562,,,
45000,,,0.4048,0.8487,0.1396,-220.5359,6.6099,0.0761,-0.2779,2.9293,244.1348,4.4727,,,
45000,4591.612,1000.0,,,,,,,,,,,,,
45000,,,,,,,,,,,,,1000,2971.7063,75.7936
45500,,,0.4048,0.8586,0.1523,-223.0921,6.5619,0.0696,-0.295,3.3126,150.716,3.1509,,,
46000,,,0.4054,0.8547,0.1498,-230.044,5.0671,0.0713,-0.2895,3.0668,130.1806,2.0488,,,
46000,,,,,,,,,,,,,1000,3078.1338,82.8386
46500,,,0.4039,0.8623,0.1461,-229.7284,5.0312,0.0725,-0.2815,2.8694,119.8883,2.4483,,,
47000,,,0.4089,0.8527,0.1385,-226.1252,5.6282,0.0789,-0.2731,2.8647,249.0805,3.589,,,
47000,,,,,,,,,,,,,1000,3147.0854,81.099
47500,,,0.4001,0.8513,0.1501,-234.5184,5.4087,0.0685,-0.2911,3.5168,218.4629,3.0381,,,
48000,,,0.3964,0.8516,0.1402,-236.124,6.6097,0.0718,-0.2845,2.9173,217.0876,4.0912,,,
48000,,,,,,,,,,,,,1000,3147.9483,81.7532
48500,,,0.4005,0.8488,0.1365,-237.3365,5.4173,0.0753,-0.2766,5.785,192.3867,2.3211,,,
49000,,,0.4143,0.8629,0.1512,-237.6997,5.3942,0.0757,-0.302,3.1895,98.4567,3.6832,,,
49000,,,,,,,,,,,,,1000,209.8036,82.6264
49500,,,0.4159,0.8508,0.1441,-233.0596,5.8772,0.0804,-0.2884,3.1837,115.4884,2.7486,,,
50000,,,0.4056,0.855,0.1409,-243.2339,5.2763,0.0761,-0.2779,3.3826,129.3967,3.4726,,,
50000,4738.3576,1000.0,,,,,,,,,,,,,
50000,,,,,,,,,,,,,1000,3240.8396,75.1681
50500,,,0.4171,0.8693,0.168,-242.3202,4.4655,0.068,-0.3192,3.274,224.1102,3.0357,,,
51000,,,0.399,0.8631,0.1444,-252.2034,5.8627,0.0707,-0.293,3.1509,153.4466,3.7957,,,
51000,,,,,,,,,,,,,1000,3363.507,83.9891
51500,,,0.4087,0.8643,0.1452,-251.3022,4.9963,0.0753,-0.2829,3.0458,152.7167,2.6487,,,
52000,,,0.4077,0.8691,0.1408,-250.7058,4.6383,0.0767,-0.2817,3.0712,124.8798,2.4024,,,
52000,,,,,,,,,,,,,1000,3525.0216,86.4277
52500,,,0.4087,0.8689,0.1419,-253.9686,5.0963,0.0771,-0.2827,3.4324,294.7371,3.1499,,,
53000,,,0.3996,0.8587,0.1393,-255.581,6.3301,0.0738,-0.2786,3.421,177.8738,2.7679,,,
53000,,,,,,,,,,,,,1000,3544.6928,80.8568
53500,,,0.4014,0.8587,0.1474,-263.5317,6.3573,0.0706,-0.2794,3.3697,200.8866,3.8407,,,
54000,,,0.4001,0.8833,0.139,-260.6502,7.0825,0.0744,-0.2751,3.1607,209.4984,3.3247,,,
54000,,,,,,,,,,,,,1000,3443.1463,80.4031
54500,,,0.4029,0.8635,0.145,-265.2299,5.9364,0.0718,-0.2842,3.2491,249.8982,3.6779,,,
55000,,,0.3931,0.8776,0.1362,-266.0571,6.5989,0.0713,-0.2746,3.3089,217.7295,2.9232,,,
55000,4908.5466,1000.0,,,,,,,,,,,,,
55000,,,,,,,,,,,,,1000,3409.9451,72.2703
55500,,,0.3934,0.8634,0.1386,-275.6595,7.3636,0.0704,-0.2739,3.4675,187.4322,3.6268,,,
56000,,,0.3956,0.874,0.1418,-276.3281,5.7131,0.0701,-0.2788,5.8349,167.1842,4.3466,,,
56000,,,,,,,,,,,,,1000,3529.523,85.2766
56500,,,0.3959,0.8689,0.1455,-270.7103,5.4667,0.0685,-0.2952,3.0922,169.2273,2.6394,,,
57000,,,0.3971,0.8787,0.1388,-277.1121,6.4722,0.0727,-0.2747,3.9669,273.0256,2.5039,,,
57000,,,,,,,,,,,,,1000,3757.0329,84.4201
57500,,,0.3967,0.8683,0.1454,-277.6338,5.015,0.0691,-0.2804,3.52,127.1602,4.4622,,,
58000,,,0.393,0.8732,0.1618,-277.0306,6.4324,0.059,-0.3166,3.5367,161.5082,4.2804,,,
58000,,,,,,,,,,,,,1000,3779.9234,84.4492
58500,,,0.3877,0.8689,0.1331,-281.7248,6.3511,0.0701,-0.2708,3.208,124.3319,4.1931,,,
59000,,,0.3922,0.8759,0.1383,-290.3643,5.7676,0.0698,-0.2705,4.5357,242.2003,2.8285,,,
59000,,,,,,,,,,,,,1000,3852.0006,81.8814
59500,,,0.3896,0.8728,0.142,-287.4042,6.5548,0.0672,-0.2853,3.4424,215.9053,4.9044,,,
60000,,,0.3781,0.8751,0.13,-291.9837,5.8028,0.0672,-0.2597,4.0101,139.2726,6.0572,,,
60000,4940.4457,1000.0,,,,,,,,,,,,,
60000,,,,,,,,,,,,,1000,3829.8877,72.9011
60500,,,0.3889,0.8804,0.1345,-286.2811,5.9353,0.071,-0.2686,4.0399,160.3589,2.981,,,
61000,,,0.3881,0.8833,0.1369,-291.2191,7.9366,0.0682,-0.2741,6.6799,636.6641,5.7598,,,
61000,,,,,,,,,,,,,1000,719.1684,84.3086
61500,,,0.3828,0.864,0.1326,-293.0206,7.5305,0.0681,-0.2628,4.0858,130.9164,4.1505,,,
62000,,,0.387,0.8773,0.1405,-292.3203,5.7517,0.0662,-0.2774,3.1106,142.3468,2.4284,,,
62000,,,,,,,,,,,,,1000,3835.91,84.2297
62500,,,0.3881,0.8633,0.1362,-296.4041,5.0801,0.0692,-0.2773,4.6558,160.5387,3.3599,,,
63000,,,0.3948,0.888,0.1386,-293.3033,5.7301,0.0714,-0.2687,3.4186,134.5842,2.3411,,,
63000,,,,,,,,,,,,,1000,4162.7139,82.1184
63500,,,0.3986,0.8802,0.142,-298.224,7.1679,0.0717,-0.2836,5.9495,267.7323,4.8495,,,
64000,,,0.3897,0.883,0.1405,-300.5642,4.5623,0.0683,-0.2801,4.3939,173.86,3.3934,,,
64000,,,,,,,,,,,,,1000,3945.4208,82.2117
64500,,,0.3874,0.8767,0.133,-307.186,6.9961,0.0698,-0.2653,3.7786,316.028,3.9179,,,
65000,,,0.3852,0.8887,0.1287,-300.951,5.7891,0.0719,-0.2604,6.2265,305.3476,3.5927,,,
65000,5203.0878,1000.0,,,,,,,,,,,,,
65000,,,,,,,,,,,,,1000,4154.2086,72.2526
65500,,,0.388,0.8986,0.1335,-305.5439,6.6072,0.0703,-0.2656,4.4011,175.5996,4.072,,,
66000,,,0.3738,0.8785,0.1333,-312.2927,6.0906,0.0635,-0.2642,4.3988,234.2453,2.595,,,
66000,,,,,,,,,,,,,1000,4176.9203,83.5454
66500,,,0.3807,0.8743,0.1345,-315.326,5.2065,0.0663,-0.2668,3.514,256.047,4.834,,,
67000,,,0.385,0.8922,0.1349,-309.8381,5.3759,0.0685,-0.2614,3.9037,167.0617,3.9124,,,
67000,,,,,,,,,,,,,1000,4110.4764,86.0833
67500,,,0.3906,0.8934,0.136,-318.6948,5.2623,0.0703,-0.2637,2.9355,147.4962,2.3471,,,
68000,,,0.3941,0.8872,0.1399,-318.1521,5.2467,0.0702,-0.2769,4.0861,259.826,2.869,,,
68000,,,,,,,,,,,,,1000,4164.3797,82.0565
68500,,,0.381,0.8962,0.1313,-321.4378,6.2247,0.068,-0.2614,3.5418,213.7579,3.0694,,,
69000,,,0.3994,0.8919,0.1439,-319.6598,7.0918,0.0714,-0.2866,3.5766,139.576,4.2862,,,
69000,,,,,,,,,,,,,1000,4211.5407,81.6333
69500,,,0.3908,0.8885,0.139,-322.1782,5.5117,0.0696,-0.2721,2.9866,180.4076,3.2801,,,
70000,,,0.3825,0.8905,0.1271,-326.7076,5.4079,0.0706,-0.2543,5.4445,314.8148,4.2121,,,
70000,5271.9754,1000.0,,,,,,,,,,,,,
70000,,,,,,,,,,,,,1000,4122.4412,75.0167
70500,,,0.3918,0.8969,0.1381,-323.0368,5.5748,0.0702,-0.2728,3.6857,317.389,4.6411,,,
71000,,,0.394,0.8991,0.1527,-330.4978,5.2024,0.0637,-0.297,3.4141,401.6436,1.8198,,,
71000,,,,,,,,,,,,,1000,4490.0872,81.6393
71500,,,0.3945,0.894,0.1402,-324.3625,4.2305,0.071,-0.2851,3.6164,275.7804,2.3174,,,
72000,,,0.3782,0.8962,0.1306,-339.0757,6.2616,0.0671,-0.2659,4.7362,337.8482,3.7156,,,
72000,,,,,,,,,,,,,1000,4385.1985,80.3944
72500,,,0.3826,0.8965,0.1341,-330.1172,6.5392,0.0673,-0.2627,3.6561,243.2371,3.741,,,
73000,,,0.3855,0.8956,0.1349,-334.1799,4.6022,0.0678,-0.2663,3.335,316.5279,2.7209,,,
73000,,,,,,,,,,,,,1000,4527.6893,81.1237
73500,,,0.3655,0.8998,0.1302,-341.095,4.7277,0.0605,-0.2601,3.3352,171.4769,2.4425,,,
74000,,,0.3801,0.9013,0.1298,-343.0005,5.4047,0.0685,-0.2579,3.6003,185.5573,2.669,,,
74000,,,,,,,,,,,,,1000,4582.4777,80.5382
74500,,,0.3738,0.9004,0.1335,-342.6655,7.4456,0.063,-0.2633,4.8335,255.7247,4.1922,,,
75000,,,0.3704,0.8943,0.128,-343.6529,4.9061,0.0642,-0.2576,4.6646,254.0093,3.2089,,,
75000,5483.1618,1000.0,,,,,,,,,,,,,
75000,,,,,,,,,,,,,1000,4502.8538,73.4824
75500,,,0.3728,0.8931,0.1312,-347.8969,5.2008,0.0641,-0.2548,3.7897,350.1279,3.6744,,,
76000,,,0.3739,0.8965,0.1335,-353.283,5.9744,0.0629,-0.2589,3.5523,246.5758,3.3164,,,
76000,,,,,,,,,,,,,1000,4551.7885,80.1187
76500,,,0.3631,0.9014,0.1611,-353.7975,5.2685,0.0468,-0.2968,3.2405,110.3226,4.9482,,,
77000,,,0.3715,0.8956,0.1264,-351.7372,6.0621,0.0652,-0.2553,3.895,400.0961,3.7556,,,
77000,,,,,,,,,,,,,1000,4754.3978,80.4956
77500,,,0.3755,0.9001,0.1274,-345.7711,7.398,0.0669,-0.2533,3.0137,129.4158,3.1012,,,
78000,,,0.3735,0.9101,0.1294,-355.7376,5.6715,0.0654,-0.2566,3.4491,132.1025,3.6171,,,
78000,,,,,,,,,,,,,1000,4680.1883,83.2339
78500,,,0.3655,0.8967,0.1239,-351.5887,5.1342,0.0637,-0.2462,5.3803,211.5097,3.2029,,,
79000,,,0.3608,0.9013,0.1533,-357.6938,5.7437,0.0482,-0.2936,3.7937,229.8882,3.3415,,,
79000,,,,,,,,,,,,,1000,4920.31,81.4704
79500,,,0.3655,0.9074,0.1378,-363.7498,4.5625,0.0569,-0.2583,4.4817,488.1277,2.3643,,,
80000,,,0.3632,0.9074,0.1285,-364.618,4.9518,0.0598,-0.2517,3.5967,259.5362,3.757,,,
80000,5572.7221,1000.0,,,,,,,,,,,,,
80000,,,,,,,,,,,,,1000,5004.4631,74.4437
80500,,,0.3569,0.9028,0.1251,-361.0288,8.2975,0.059,-0.2487,3.9044,333.7476,2.1604,,,
81000,,,0.3472,0.8928,0.1231,-368.5421,6.5005,0.0554,-0.2341,3.6042,418.879,3.6353,,,
81000,,,,,,,,,,,,,1000,4825.6762,80.5315
81500,,,0.3613,0.915,0.1253,-362.4616,6.2031,0.0607,-0.2469,4.0531,235.2153,3.4234,,,
82000,,,0.3493,0.9052,0.1168,-375.4831,6.124,0.0586,-0.2387,4.137,264.0685,5.721,,,
82000,,,,,,,,,,,,,1000,4879.105,85.4824
82500,,,0.3561,0.9157,0.1242,-373.2535,4.2758,0.0591,-0.2466,4.1972,386.3969,2.9095,,,
83000,,,0.357,0.9068,0.1211,-367.7874,5.5338,0.0605,-0.2424,3.4804,372.351,3.069,,,
83000,,,,,,,,,,,,,1000,5100.5867,80.6671
83500,,,0.3593,0.9009,0.1262,-364.8274,4.5244,0.0597,-0.2503,3.8131,319.9408,3.7479,,,
84000,,,0.3564,0.9108,0.1267,-373.7112,7.3334,0.0574,-0.2469,3.6662,351.9283,3.9292,,,
84000,,,,,,,,,,,,,1000,5072.1098,80.6833
84500,,,0.3613,0.9108,0.1221,-376.4488,4.6512,0.0619,-0.2446,3.4433,171.4149,5.6928,,,
85000,,,0.3595,0.9139,0.1227,-372.6707,5.3649,0.0606,-0.2483,3.8553,180.6744,3.0429,,,
85000,5699.5642,1000.0,,,,,,,,,,,,,
85000,,,,,,,,,,,,,1000,5081.2587,72.297
85500,,,0.3551,0.915,0.1168,-392.1737,6.5093,0.0613,-0.2337,3.8355,469.0137,2.9981,,,
86000,,,0.3632,0.9033,0.1257,-380.8098,5.7641,0.0614,-0.2522,7.2633,302.1237,3.5448,,,
86000,,,,,,,,,,,,,1000,5136.6111,80.4343
86500,,,0.357,0.9078,0.1238,-381.5912,6.707,0.0591,-0.247,2.9771,221.2287,2.6685,,,
87000,,,0.3531,0.904,0.1257,-385.959,4.4882,0.0569,-0.2514,3.0043,269.5372,3.6267,,,
87000,,,,,,,,,,,,,1000,5285.6244,80.3625
87500,,,0.3492,0.905,0.1212,-387.1554,7.7349,0.0566,-0.2459,3.5351,249.0934,3.3354,,,
88000,,,0.3583,0.9186,0.121,-389.2433,6.8909,0.0611,-0.2372,3.274,262.0723,5.7292,,,
88000,,,,,,,,,,,,,1000,5377.4792,80.4834
88500,,,0.3589,0.9109,0.12,-392.7931,6.8301,0.062,-0.2403,3.9489,354.0078,4.7198,,,
89000,,,0.366,0.9134,0.1283,-396.1581,6.4282,0.0615,-0.2555,4.0953,472.51,3.3679,,,
89000,,,,,,,,,,,,,1000,5398.8704,80.4835
89500,,,0.3572,0.9264,0.1256,-395.0053,4.9027,0.0584,-0.2443,3.495,165.9031,3.1688,,,
90000,,,0.3541,0.9232,0.1223,-397.1616,3.7382,0.0588,-0.2433,3.6624,332.3669,2.8379,,,
90000,5667.4096,1000.0,,,,,,,,,,,,,
90000,,,,,,,,,,,,,1000,5322.7619,72.5616
90500,,,0.3435,0.8977,0.1198,-396.5803,4.4265,0.0549,-0.2415,3.0318,148.2733,3.7297,,,
