env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-74.0378,693.1,,,,,,,,,,,,,,,,,,
61,,,61,-105.7295,16.0424,,,,,,,,,,,,,,,
130,,,69,-117.8665,17.0628,,,,,,,,,,,,,,,
178,,,48,-117.3558,17.1834,,,,,,,,,,,,,,,
317,,,139,-123.5269,17.0842,,,,,,,,,,,,,,,
443,,,126,-115.5421,16.9076,,,,,,,,,,,,,,,
492,,,49,-120.3035,17.0784,,,,,,,,,,,,,,,
500,,,,,,50,2,1,689.9393,0.795,0.0122,4.2056,0.4328,2.7337,1.9347,0.8391,-3.661,6.8989,16.565,0.0427
559,,,67,-116.725,17.0579,,,,,,,,,,,,,,,
633,,,74,-120.8918,17.0628,,,,,,,,,,,,,,,
719,,,86,-118.5218,17.0824,,,,,,,,,,,,,,,
829,,,110,-124.0079,16.8803,,,,,,,,,,,,,,,
876,,,47,-116.341,17.1564,,,,,,,,,,,,,,,
924,,,48,-116.5376,17.4879,,,,,,,,,,,,,,,
966,,,42,-115.0153,17.0978,,,,,,,,,,,,,,,
1000,,,,,,31,2,1,1335.5438,1.6914,0.4065,7.8773,1.1942,37.9742,15.2199,35.5805,-8.2028,3.6119,11.2162,0.0
1010,,,44,-114.8553,16.9916,,,,,,,,,,,,,,,
1060,,,50,-117.2937,17.1251,,,,,,,,,,,,,,,
1126,,,66,-116.7516,17.1911,,,,,,,,,,,,,,,
1227,,,101,-116.3362,17.3551,,,,,,,,,,,,,,,
1296,,,69,-113.1174,17.5532,,,,,,,,,,,,,,,
1387,,,91,-117.1272,17.5788,,,,,,,,,,,,,,,
1450,,,63,-114.122,17.3432,,,,,,,,,,,,,,,
1500,,,,,,7,2,1,2154.1631,1.9278,1.5713,8.568,2.4281,106.0972,84.8672,101.4947,-8.8217,19.6831,113.0186,0.0
1526,,,76,-113.097,17.3442,,,,,,,,,,,,,,,
1574,,,48,-114.9419,17.3021,,,,,,,,,,,,,,,
1637,,,63,-116.7432,17.5376,,,,,,,,,,,,,,,
1685,,,48,-116.4214,17.5331,,,,,,,,,,,,,,,
1767,,,82,-111.4262,17.3912,,,,,,,,,,,,,,,
1809,,,42,-116.8536,17.5699,,,,,,,,,,,,,,,
1870,,,61,-117.6357,17.4755,,,,,,,,,,,,,,,
1919,,,49,-119.8031,17.2103,,,,,,,,,,,,,,,
2000,,,,,,5,3,1,2551.2976,1.8742,1.5709,8.5147,2.4223,114.2267,85.875,107.1263,-8.945,37.1007,346.8443,0.0
2146,,,227,-126.852,17.0591,,,,,,,,,,,,,,,
2197,,,51,-118.7756,16.9541,,,,,,,,,,,,,,,
2242,,,45,-120.7862,17.084,,,,,,,,,,,,,,,
2356,,,114,-111.7183,17.3171,,,,,,,,,,,,,,,
2401,,,45,-120.7636,17.5953,,,,,,,,,,,,,,,
2468,,,67,-116.0123,17.5577,,,,,,,,,,,,,,,
2500,,,,,,5,3,1,2720.6738,3.2162,2.3511,11.8525,3.5364,159.3688,85.8935,150.4883,-12.1073,35.5927,227.3829,0.0
2583,,,115,-125.4826,17.5716,,,,,,,,,,,,,,,
2669,,,86,-120.3038,17.5612,,,,,,,,,,,,,,,
2716,,,47,-114.8426,17.5503,,,,,,,,,,,,,,,
2781,,,65,-114.8358,17.5337,,,,,,,,,,,,,,,
2906,,,125,-113.9517,17.2127,,,,,,,,,,,,,,,
2997,,,91,-117.148,17.5376,,,,,,,,,,,,,,,
3000,,,,,,6,3,1,2631.238,2.4051,1.5761,11.0656,2.6827,133.8135,76.9381,124.8653,-11.407,2.1135,750.7678,0.0021
3500,,,,,,6,3,1,2633.6511,1.9093,1.5729,7.2111,2.294,139.2175,54.0679,129.3995,-7.1543,15.5417,1045.8843,0.0276
4000,,,,,,6,3,1,2623.4465,1.9613,1.1851,9.5042,2.1355,118.7302,67.7953,108.0624,-9.7205,8.8484,914.6876,0.0
4500,,,,,,6,2,1,2720.0369,1.6754,0.4092,6.9746,1.1066,51.9678,35.7895,42.1003,-7.3084,3.0533,440.4843,0.0
4597,,,1600,-130.5097,17.2415,,,,,,,,,,,,,,,
5000,,,,,,7,2,1,2686.5564,1.4359,0.4082,7.3143,1.1397,66.3856,90.3638,54.2746,-7.7019,4.3211,1380.1699,0.0
5000,-178.594,1600.0,,,,,,,,,,,,,,,,,,
5500,,,,,,8,2,1,2712.7766,2.3772,1.5723,9.1747,2.4898,121.6599,35.3939,106.0508,-9.3022,5.111,1492.9382,0.0
6000,,,,,,8,2,1,2776.7976,1.638,0.4042,3.5567,0.7599,59.6144,87.3463,43.2384,-3.703,5.9485,806.5618,0.0
6197,,,1600,-125.412,16.0125,,,,,,,,,,,,,,,
6500,,,,,,7,2,1,2691.2473,1.4084,0.7959,5.9224,1.3882,65.6846,15.2917,48.5778,-5.6691,6.8249,2786.8279,0.0
7000,,,,,,8,2,1,2641.8843,2.2771,1.5698,6.4332,2.2131,120.6479,44.0037,101.3002,-6.7896,2.6991,296.8399,0.0
7500,,,,,,8,2,1,2729.9902,0.95,0.7909,2.876,1.0785,59.8932,49.5693,41.7203,-3.19,2.8109,1468.6276,0.0
7797,,,1600,-131.0248,16.8503,,,,,,,,,,,,,,,
8000,,,,,,7,2,1,2644.1389,1.0615,0.7918,5.4784,1.3396,93.0844,43.1805,72.7623,-5.7257,2.3614,658.7907,0.0
8500,,,,,,9,2,1,2667.9192,1.3429,1.1796,3.1738,1.497,80.5754,52.2728,57.2578,-3.3531,2.6023,837.6823,0.0
9000,,,,,,8,2,1,2567.1687,1.1753,0.4029,3.392,0.7421,48.1836,21.1654,26.2049,-3.4625,5.206,1002.8557,0.0
9397,,,1600,-128.8277,16.4149,,,,,,,,,,,,,,,
9500,,,,,,8,2,1,2665.8569,1.2665,0.0152,2.7397,0.2891,50.2823,90.8552,28.6029,-3.1777,4.8667,934.1269,0.0
10000,,,,,,7,3,1,2804.9727,0.5918,0.3998,1.3596,0.5358,57.3003,53.8593,34.1006,-1.3405,2.1726,492.4655,0.0
10000,-178.5713,1600.0,,,,,,,,,,,,,,,,,,
10500,,,,,,7,3,1,2670.2676,0.5726,0.4011,2.4703,0.6482,51.6766,9.6394,29.1242,-2.5688,7.5254,616.5299,0.0
10997,,,1600,-130.0776,15.1268,,,,,,,,,,,,,,,
11000,,,,,,7,3,1,2734.4963,0.9666,0.4004,3.6349,0.7639,46.8877,33.0802,22.9634,-3.8537,8.3489,647.4282,0.0
11500,,,,,,6,2,1,2787.9604,0.6093,0.0115,1.7131,0.1828,29.7131,65.3116,6.8109,-2.0572,4.7443,1127.6398,0.0
12000,,,,,,8,3,1,2820.6941,1.1543,0.7878,3.206,1.1084,88.4367,79.4669,64.2147,-3.4449,4.1796,1880.382,0.0
12500,,,,,,7,2,1,2759.9077,0.9375,0.3985,2.492,0.6477,53.584,39.2893,30.5086,-2.5524,4.423,1186.3787,0.0
12597,,,1600,-133.7145,16.3711,,,,,,,,,,,,,,,
12682,,,85,-118.0195,16.8516,,,,,,,,,,,,,,,
13000,,,,,,8,3,1,2783.6033,1.1707,0.4014,1.2373,0.5252,68.2717,49.6575,42.05,-1.408,3.9862,1307.5139,0.0
13500,,,,,,12,3,1,2831.9946,0.6325,0.4021,0.7485,0.4769,48.8848,16.2432,23.77,-1.3306,3.9144,1123.0168,0.0
14000,,,,,,17,3,1,2857.8403,0.4864,0.0125,1.1396,0.1264,34.0072,67.9026,7.9145,-4.0225,2.5159,343.1373,0.0
14282,,,1600,-145.8615,16.8016,,,,,,,,,,,,,,,
14358,,,76,-108.7981,17.1115,,,,,,,,,,,,,,,
14495,,,137,-135.2067,17.0622,,,,,,,,,,,,,,,
14500,,,,,,34,3,1,2435.5813,1.0795,0.0111,17.9102,1.8021,30.4229,6.0946,2.8425,-6.4258,3.5509,778.7469,0.0
14552,,,57,-106.8241,16.1707,,,,,,,,,,,,,,,
14630,,,78,-103.5889,16.9021,,,,,,,,,,,,,,,
14693,,,63,-101.6412,16.6902,,,,,,,,,,,,,,,
14775,,,82,-131.3789,16.456,,,,,,,,,,,,,,,
14822,,,47,-106.9701,16.5803,,,,,,,,,,,,,,,
14883,,,61,-105.4583,16.6893,,,,,,,,,,,,,,,
14949,,,66,-102.5759,16.8525,,,,,,,,,,,,,,,
15000,,,,,,36,3,1,2119.5205,1.549,0.0138,22.0439,2.2182,42.2663,61.31,12.1097,-26.707,8.4542,689.2239,0.0
15000,-104.6204,104.0,,,,,,,,,,,,,,,,,,
15014,,,65,-106.8614,15.1231,,,,,,,,,,,,,,,
15071,,,57,-105.7088,16.9337,,,,,,,,,,,,,,,
15122,,,51,-106.7784,16.8753,,,,,,,,,,,,,,,
15171,,,49,-107.7848,17.0013,,,,,,,,,,,,,,,
15231,,,60,-107.7573,16.9217,,,,,,,,,,,,,,,
15288,,,57,-104.9096,16.9704,,,,,,,,,,,,,,,
15338,,,50,-108.3701,16.884,,,,,,,,,,,,,,,
15407,,,69,-105.3557,17.1002,,,,,,,,,,,,,,,
15470,,,63,-103.2394,17.1962,,,,,,,,,,,,,,,
15500,,,,,,39,24,1,1762.2688,4.1665,1.1756,116.0522,12.7808,146.5493,187.3696,115.2788,-113.1924,4.3966,404.6006,0.7644
15529,,,59,-103.6539,16.9759,,,,,,,,,,,,,,,
15587,,,58,-104.8011,16.919,,,,,,,,,,,,,,,
15667,,,80,-103.9973,16.8419,,,,,,,,,,,,,,,
15729,,,62,-102.3603,16.764,,,,,,,,,,,,,,,
15785,,,56,-105.5298,16.906,,,,,,,,,,,,,,,
15861,,,76,-104.6427,16.8085,,,,,,,,,,,,,,,
15955,,,94,-108.3332,16.8958,,,,,,,,,,,,,,,
16000,,,,,,44,10,2,1193.5599,4.247,0.7933,8.3898,1.6323,111.2891,107.3672,73.5659,-5.7134,6.1376,119.0014,0.1101
16026,,,71,-107.418,16.6092,,,,,,,,,,,,,,,
16079,,,53,-101.9632,16.8185,,,,,,,,,,,,,,,
16131,,,52,-105.0512,16.6708,,,,,,,,,,,,,,,
16193,,,62,-103.8046,16.589,,,,,,,,,,,,,,,
16274,,,81,-106.4574,16.6851,,,,,,,,,,,,,,,
16324,,,50,-104.7431,16.7854,,,,,,,,,,,,,,,
16394,,,70,-103.194,16.7992,,,,,,,,,,,,,,,
16458,,,64,-102.9861,16.7495,,,,,,,,,,,,,,,
16500,,,,,,50,8,2,790.9066,2.1726,0.4049,1.8622,0.5911,80.0206,34.327,41.4385,-1.4341,4.9126,260.3989,0.2399
16539,,,81,-104.0608,16.6266,,,,,,,,,,,,,,,
16599,,,60,-104.2268,16.526,,,,,,,,,,,,,,,
16647,,,48,-106.1525,16.4872,,,,,,,,,,,,,,,
16698,,,51,-105.2446,16.7652,,,,,,,,,,,,,,,
16779,,,81,-103.7099,16.611,,,,,,,,,,,,,,,
16839,,,60,-104.2468,16.4402,,,,,,,,,,,,,,,
16920,,,81,-102.8602,16.9177,,,,,,,,,,,,,,,
16993,,,73,-105.0097,16.8366,,,,,,,,,,,,,,,
17000,,,,,,50,8,3,581.3418,1.4406,0.4007,1.0174,0.5025,67.8484,41.135,29.5612,-0.4148,2.7514,9.3784,0.0682
17046,,,53,-102.9007,16.6316,,,,,,,,,,,,,,,
17106,,,60,-102.4125,16.486,,,,,,,,,,,,,,,
17157,,,51,-104.1881,16.4288,,,,,,,,,,,,,,,
17220,,,63,-103.0427,16.4759,,,,,,,,,,,,,,,
17286,,,66,-116.6651,16.7334,,,,,,,,,,,,,,,
17500,,,,,,50,10,3,401.1111,0.9943,0.7906,51.687,5.9593,122.8836,424.0423,84.8399,-52.7452,3.9425,32.2897,0.1137
18000,,,,,,50,12,3,301.4221,0.6707,0.4019,0.9408,0.4959,59.9436,9.714,22.6691,-0.008,3.5247,95.0033,0.0265
18500,,,,,,50,13,3,273.0797,1.3522,0.7901,1.0469,0.8948,90.6008,65.086,51.175,-0.9053,3.6468,116.4803,0.0871
18886,,,1600,-142.6933,16.7231,,,,,,,,,,,,,,,
19000,,,,,,50,15,3,212.1159,0.8854,0.7913,0.9432,0.8857,83.3846,20.4107,46.1426,0.0891,4.5566,104.9604,0.1297
19500,,,,,,50,14,3,232.052,0.784,0.3999,45.3718,4.9371,81.1493,460.6037,46.4633,-40.4738,3.8557,30.62,0.1179
20000,,,,,,50,16,4,201.3277,0.7507,0.403,0.6418,0.4672,63.8255,17.344,29.3199,-0.3647,2.0363,14.307,0.0375
20000,-242.3729,1522.4,,,,,,,,,,,,,,,,,,
20486,,,1600,-142.4791,15.7875,,,,,,,,,,,,,,,
20500,,,,,,50,19,5,170.4943,0.6685,0.4021,0.7214,0.4743,58.0456,11.1155,23.9888,-0.0945,3.4789,86.9105,0.101
21000,,,,,,50,14,4,240.5621,0.8667,0.4011,0.6014,0.4613,63.3155,13.223,30.5416,-0.0743,2.9753,80.5464,0.1286
21500,,,,,,50,18,4,187.8257,0.722,0.7883,1.4783,0.9362,74.3826,20.5127,41.3158,-0.8483,3.9049,66.6847,0.1439
22000,,,,,,50,16,3,226.8596,0.7967,0.7896,11.0447,1.894,77.3651,33.0486,45.1945,-8.8163,2.937,64.5227,0.1094
22086,,,1600,-144.0426,16.6625,,,,,,,,,,,,,,,
22232,,,146,-129.0695,16.4639,,,,,,,,,,,,,,,
22344,,,112,-133.0109,16.7471,,,,,,,,,,,,,,,
22449,,,105,-131.3946,16.4075,,,,,,,,,,,,,,,
22500,,,,,,50,17,4,202.8631,0.8318,0.7878,1.0742,0.8952,98.7617,54.9975,66.6665,-0.1795,2.5933,40.809,0.3182
22541,,,92,-123.1667,16.4432,,,,,,,,,,,,,,,
22636,,,95,-115.1046,16.5962,,,,,,,,,,,,,,,
22708,,,72,-117.5192,16.5765,,,,,,,,,,,,,,,
22784,,,76,-116.7493,16.7694,,,,,,,,,,,,,,,
23000,,,,,,50,22,5,161.9039,0.7099,0.3987,0.8481,0.4835,51.7385,12.0684,21.805,-0.4274,2.8166,30.4108,0.1657
23457,,,673,-146.9854,16.531,,,,,,,,,,,,,,,
23500,,,,,,50,14,4,300.4474,1.2837,1.5683,0.9628,1.6646,128.683,27.8894,97.0804,0.026,3.0756,45.2875,0.1294
24000,,,,,,50,19,5,189.6176,0.8281,0.7918,0.9699,0.8887,94.614,43.7752,65.1908,-0.2697,2.9963,80.6896,0.1958
24500,,,,,,50,19,4,180.2709,0.6861,0.4026,0.7236,0.475,53.577,6.7338,25.6967,-0.3108,3.6837,76.8418,0.137
25000,,,,,,50,19,4,193.122,0.7098,0.4058,0.8741,0.4932,53.1807,21.3499,24.3757,0.047,2.7365,44.7466,0.1391
25000,-137.0485,1600.0,,,,,,,,,,,,,,,,,,
25057,,,1600,-73.2995,15.4987,,,,,,,,,,,,,,,
25500,,,,,,50,14,3,263.3249,1.0543,0.7957,1.3329,0.9289,77.0291,17.9527,48.8504,-0.1912,3.8401,38.7747,0.2664
26000,,,,,,50,21,4,174.8301,0.6054,0.4031,0.9791,0.501,48.6108,17.9941,22.8981,-0.4495,4.2281,31.3731,0.3783
