env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-74.1996,693.1,,,,,,,,,,,,,,,,,,
61,,,61,-105.7297,14.4298,,,,,,,,,,,,,,,
130,,,69,-117.8669,14.9683,,,,,,,,,,,,,,,
178,,,48,-117.3492,15.0144,,,,,,,,,,,,,,,
318,,,140,-123.7537,14.8871,,,,,,,,,,,,,,,
370,,,52,-115.6449,14.7115,,,,,,,,,,,,,,,
422,,,52,-117.7769,15.6032,,,,,,,,,,,,,,,
474,,,52,-118.2974,15.3947,,,,,,,,,,,,,,,
500,,,,,,50,2,1,580.4457,0.6452,0.4011,3.8048,0.4202,38.0271,3.2402,36.1337,-3.345,11.5176,23.8624,0.0002
528,,,54,-115.8136,15.865,,,,,,,,,,,,,,,
575,,,47,-120.2633,15.7124,,,,,,,,,,,,,,,
617,,,42,-119.4518,15.7762,,,,,,,,,,,,,,,
664,,,47,-118.7438,15.2817,,,,,,,,,,,,,,,
707,,,43,-122.9198,15.2799,,,,,,,,,,,,,,,
825,,,118,-126.9764,15.7217,,,,,,,,,,,,,,,
884,,,59,-115.7829,14.8415,,,,,,,,,,,,,,,
953,,,69,-115.9254,15.168,,,,,,,,,,,,,,,
1000,,,,,,50,2,1,994.952,1.0833,1.1845,5.4308,1.2117,104.7667,11.3302,102.0003,-5.689,1.9937,15.1565,0.0
1006,,,53,-116.1382,15.412,,,,,,,,,,,,,,,
1083,,,77,-116.2137,15.0914,,,,,,,,,,,,,,,
1150,,,67,-117.2196,15.1841,,,,,,,,,,,,,,,
1203,,,53,-114.6003,15.0091,,,,,,,,,,,,,,,
1251,,,48,-116.0921,14.9086,,,,,,,,,,,,,,,
1324,,,73,-111.4889,15.4181,,,,,,,,,,,,,,,
1396,,,72,-113.7127,15.3957,,,,,,,,,,,,,,,
1450,,,54,-112.8902,14.9766,,,,,,,,,,,,,,,
1500,,,,,,37,2,1,1251.3755,1.1692,0.4082,6.2708,0.4396,50.2319,26.9143,45.4323,-7.0815,0.4063,24.5351,0.0
1524,,,74,-112.0868,15.1455,,,,,,,,,,,,,,,
1571,,,47,-120.1103,15.1977,,,,,,,,,,,,,,,
1628,,,57,-116.9349,15.2164,,,,,,,,,,,,,,,
1712,,,84,-111.4828,15.1976,,,,,,,,,,,,,,,
1911,,,199,-130.2982,15.1723,,,,,,,,,,,,,,,
1957,,,46,-120.8384,14.9201,,,,,,,,,,,,,,,
2000,,,,,,29,2,1,1345.9343,1.1051,0.407,5.0928,0.4324,50.0518,20.8647,43.2388,-5.3056,14.8918,180.4109,0.0
2006,,,49,-120.7692,15.0176,,,,,,,,,,,,,,,
2070,,,64,-117.632,15.2048,,,,,,,,,,,,,,,
2145,,,75,-115.5374,15.4445,,,,,,,,,,,,,,,
2220,,,75,-116.5928,15.0939,,,,,,,,,,,,,,,
2279,,,59,-114.835,14.9549,,,,,,,,,,,,,,,
2337,,,58,-111.9547,15.1534,,,,,,,,,,,,,,,
2415,,,78,-111.7234,15.0816,,,,,,,,,,,,,,,
2487,,,72,-114.2893,15.1299,,,,,,,,,,,,,,,
2500,,,,,,28,3,1,1397.3687,1.2594,1.5787,5.3875,1.6057,154.8914,19.4169,147.2506,-5.8024,12.1897,667.3296,0.0108
2528,,,41,-117.8316,15.2336,,,,,,,,,,,,,,,
2719,,,191,-119.104,15.5414,,,,,,,,,,,,,,,
2919,,,200,-121.6467,15.6545,,,,,,,,,,,,,,,
2996,,,77,-122.6625,16.2084,,,,,,,,,,,,,,,
3000,,,,,,28,3,1,1383.1797,1.7038,0.8041,7.66,0.8424,92.0635,71.0393,83.8506,-7.8193,3.6396,474.3863,6.6746
3061,,,65,-103.7241,16.1877,,,,,,,,,,,,,,,
3134,,,73,-105.2464,15.7905,,,,,,,,,,,,,,,
3214,,,80,-102.5057,15.1287,,,,,,,,,,,,,,,
3274,,,60,-106.5397,15.1077,,,,,,,,,,,,,,,
3336,,,62,-109.4807,15.2332,,,,,,,,,,,,,,,
