env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,73.3685,15.3,,,,,,,,,,,,
34,,,34,167.2404,6.2306,,,,,,,,,
61,,,27,120.2992,81.2561,,,,,,,,,
76,,,15,71.6557,82.2429,,,,,,,,,
91,,,15,71.4819,81.2336,,,,,,,,,
106,,,15,71.5058,81.8056,,,,,,,,,
120,,,14,66.9268,82.0355,,,,,,,,,
134,,,14,66.7546,81.857,,,,,,,,,
149,,,15,71.4808,81.1887,,,,,,,,,
165,,,16,76.3426,81.0142,,,,,,,,,
180,,,15,71.658,81.7609,,,,,,,,,
195,,,15,71.3765,81.937,,,,,,,,,
210,,,15,71.1677,82.1317,,,,,,,,,
225,,,15,71.577,80.7638,,,,,,,,,
239,,,14,66.609,81.633,,,,,,,,,
254,,,15,71.7225,82.0138,,,,,,,,,
269,,,15,71.5715,82.6232,,,,,,,,,
284,,,15,71.8096,81.8858,,,,,,,,,
299,,,15,71.9003,81.8962,,,,,,,,,
314,,,15,71.4988,81.6653,,,,,,,,,
329,,,15,71.8891,81.9674,,,,,,,,,
348,,,19,94.777,81.9849,,,,,,,,,
378,,,30,146.9951,81.4152,,,,,,,,,
394,,,16,76.7561,81.2676,,,,,,,,,
417,,,23,117.8965,81.4781,,,,,,,,,
434,,,17,82.0339,81.5618,,,,,,,,,
453,,,19,95.0945,81.395,,,,,,,,,
470,,,17,83.4633,81.8817,,,,,,,,,
488,,,18,88.868,80.2744,,,,,,,,,
500,,,,,,1.0929,0.5696,0.113,-14.5567,11.7686,1.0002,3.2577,29.4377,0.4831
510,,,22,106.8805,78.6069,,,,,,,,,
526,,,16,76.3427,80.4252,,,,,,,,,
542,,,16,76.6545,80.7062,,,,,,,,,
558,,,16,76.817,80.5515,,,,,,,,,
582,,,24,122.7871,80.4019,,,,,,,,,
599,,,17,81.3913,80.8838,,,,,,,,,
615,,,16,76.4058,80.3316,,,,,,,,,
631,,,16,76.3074,79.8261,,,,,,,,,
648,,,17,81.4844,80.228,,,,,,,,,
667,,,19,93.6215,81.2323,,,,,,,,,
683,,,16,76.7201,80.6759,,,,,,,,,
699,,,16,76.4626,80.9095,,,,,,,,,
716,,,17,81.5381,80.3749,,,,,,,,,
733,,,17,83.7814,80.3925,,,,,,,,,
750,,,17,84.2959,80.6417,,,,,,,,,
767,,,17,81.1343,80.475,,,,,,,,,
783,,,16,76.3385,80.5838,,,,,,,,,
801,,,18,89.9027,80.4023,,,,,,,,,
817,,,16,76.4828,79.9457,,,,,,,,,
838,,,21,105.5302,80.5258,,,,,,,,,
861,,,23,116.9589,79.9322,,,,,,,,,
878,,,17,82.0343,80.2393,,,,,,,,,
894,,,16,76.2333,80.7245,,,,,,,,,
912,,,18,88.115,80.8131,,,,,,,,,
929,,,17,84.6037,80.8724,,,,,,,,,
951,,,22,109.1636,80.2696,,,,,,,,,
970,,,19,94.5064,80.3274,,,,,,,,,
987,,,17,82.0293,80.953,,,,,,,,,
1000,,,,,,0.895,0.5688,0.0884,-21.1808,8.34,0.6795,3.2886,23.2508,0.3281
1003,,,16,76.1253,80.4822,,,,,,,,,
1019,,,16,76.2117,80.4114,,,,,,,,,
1057,,,38,179.8082,80.7223,,,,,,,,,
1074,,,17,80.938,82.3502,,,,,,,,,
1090,,,16,76.458,82.0839,,,,,,,,,
1106,,,16,76.6707,81.6697,,,,,,,,,
1122,,,16,76.4297,81.5295,,,,,,,,,
1138,,,16,76.7904,80.6823,,,,,,,,,
1154,,,16,76.4244,80.4489,,,,,,,,,
1170,,,16,76.8268,80.3843,,,,,,,,,
1196,,,26,129.4521,81.201,,,,,,,,,
1221,,,25,123.1719,81.9703,,,,,,,,,
1237,,,16,76.4966,81.6811,,,,,,,,,
1269,,,32,152.046,82.88,,,,,,,,,
1293,,,24,118.8653,82.3659,,,,,,,,,
1309,,,16,76.5326,82.0702,,,,,,,,,
1332,,,23,111.7869,82.0821,,,,,,,,,
1348,,,16,76.5303,83.2141,,,,,,,,,
1363,,,15,71.876,82.137,,,,,,,,,
1384,,,21,105.9754,81.9102,,,,,,,,,
1401,,,17,81.0652,82.2654,,,,,,,,,
1443,,,42,200.8095,82.785,,,,,,,,,
1459,,,16,76.2044,81.9879,,,,,,,,,
1475,,,16,76.429,82.8544,,,,,,,,,
1492,,,17,81.6706,82.36,,,,,,,,,
1500,,,,,,0.8704,0.5669,0.0842,-29.5745,11.7411,0.6505,4.8055,10.3365,0.7086
1516,,,24,115.2019,82.4145,,,,,,,,,
1555,,,39,182.7371,82.3621,,,,,,,,,
1573,,,18,88.6593,82.6064,,,,,,,,,
1593,,,20,98.7687,82.2231,,,,,,,,,
1611,,,18,88.6513,82.5968,,,,,,,,,
1627,,,16,76.5429,82.5686,,,,,,,,,
1657,,,30,150.4852,82.1296,,,,,,,,,
1676,,,19,94.5635,81.3025,,,,,,,,,
1693,,,17,81.1624,81.9594,,,,,,,,,
1708,,,15,71.8478,81.2028,,,,,,,,,
1729,,,21,104.4752,81.2646,,,,,,,,,
1745,,,16,76.4691,81.943,,,,,,,,,
1776,,,31,139.2027,81.6548,,,,,,,,,
1792,,,16,76.2431,81.7722,,,,,,,,,
1819,,,27,134.7967,81.2595,,,,,,,,,
1837,,,18,87.7816,81.2962,,,,,,,,,
1866,,,29,140.1051,81.4466,,,,,,,,,
1890,,,24,116.9661,81.5404,,,,,,,,,
1912,,,22,108.6607,81.5795,,,,,,,,,
1928,,,16,76.1009,81.575,,,,,,,,,
1948,,,20,99.641,81.8374,,,,,,,,,
1968,,,20,99.2257,81.1436,,,,,,,,,
1986,,,18,88.2301,82.2446,,,,,,,,,
2000,,,,,,0.814,0.5704,0.0743,-41.4585,12.1733,0.5752,6.2914,60.9827,1.2767
2002,,,16,76.335,81.4256,,,,,,,,,
2020,,,18,88.3434,81.3637,,,,,,,,,
2040,,,20,97.7055,81.2797,,,,,,,,,
2059,,,19,94.616,81.0308,,,,,,,,,
2077,,,18,89.219,80.0669,,,,,,,,,
2096,,,19,94.6891,80.2158,,,,,,,,,
2112,,,16,76.4721,80.7926,,,,,,,,,
2128,,,16,76.3585,80.7731,,,,,,,,,
2145,,,17,81.1864,80.0652,,,,,,,,,
2165,,,20,99.131,79.6228,,,,,,,,,
2192,,,27,138.1349,80.4767,,,,,,,,,
2210,,,18,89.1923,80.5122,,,,,,,,,
2226,,,16,76.7087,80.0397,,,,,,,,,
2258,,,32,138.3776,80.2579,,,,,,,,,
2276,,,18,86.0932,80.0478,,,,,,,,,
2297,,,21,105.1283,79.9735,,,,,,,,,
2330,,,33,165.8347,80.4119,,,,,,,,,
2346,,,16,76.1522,80.0085,,,,,,,,,
2363,,,17,80.9323,80.5584,,,,,,,,,
2379,,,16,76.4543,81.0357,,,,,,,,,
2394,,,15,71.7003,79.9968,,,,,,,,,
2416,,,22,108.0428,79.604,,,,,,,,,
2436,,,20,97.1166,79.9643,,,,,,,,,
2452,,,16,76.6549,80.8769,,,,,,,,,
2469,,,17,81.7191,80.3665,,,,,,,,,
2489,,,20,99.8762,79.7015,,,,,,,,,
2500,,,,,,0.7841,0.5714,0.0705,-53.7475,12.1148,0.5374,19.4219,139.9182,1.5677
2505,,,16,76.5482,79.6367,,,,,,,,,
2522,,,17,81.071,79.6957,,,,,,,,,
2539,,,17,81.3985,80.4083,,,,,,,,,
2555,,,16,76.4199,80.9696,,,,,,,,,
2571,,,16,77.0331,80.127,,,,,,,,,
2589,,,18,87.6723,80.1361,,,,,,,,,
2605,,,16,76.2415,80.4927,,,,,,,,,
2637,,,32,156.2504,80.4366,,,,,,,,,
2656,,,19,93.4921,79.8252,,,,,,,,,
2675,,,19,92.5768,80.1705,,,,,,,,,
2693,,,18,86.4377,80.5178,,,,,,,,,
2722,,,29,132.9745,77.6456,,,,,,,,,
2738,,,16,76.5754,75.6931,,,,,,,,,
2754,,,16,76.2465,79.5466,,,,,,,,,
2788,,,34,164.4259,79.4439,,,,,,,,,
2811,,,23,116.9306,79.1461,,,,,,,,,
2835,,,24,112.8048,78.8521,,,,,,,,,
2851,,,16,76.4786,79.733,,,,,,,,,
2889,,,38,188.4745,76.5596,,,,,,,,,
2905,,,16,76.5066,80.4082,,,,,,,,,
2921,,,16,76.2429,80.469,,,,,,,,,
2942,,,21,106.2358,80.0253,,,,,,,,,
2959,,,17,81.2361,80.8924,,,,,,,,,
2975,,,16,76.5255,80.3909,,,,,,,,,
2991,,,16,76.2922,80.7487,,,,,,,,,
3000,,,,,,0.769,0.5708,0.068,-65.1114,12.6605,0.5201,19.6327,153.9586,1.0948
3007,,,16,76.1206,79.7189,,,,,,,,,
3022,,,15,71.6299,79.5119,,,,,,,,,
3057,,,35,171.617,80.1176,,,,,,,,,
3075,,,18,88.0297,80.76,,,,,,,,,
3097,,,22,111.3108,80.0516,,,,,,,,,
3112,,,15,71.5405,80.1437,,,,,,,,,
3136,,,24,111.5882,80.6266,,,,,,,,,
3153,,,17,81.2316,80.3468,,,,,,,,,
3187,,,34,161.7289,79.4896,,,,,,,,,
3219,,,32,157.6317,78.951,,,,,,,,,
3242,,,23,116.9888,80.0537,,,,,,,,,
3262,,,20,99.7684,78.971,,,,,,,,,
3283,,,21,105.3469,79.1154,,,,,,,,,
3300,,,17,81.2184,78.7994,,,,,,,,,
3316,,,16,76.2227,79.3909,,,,,,,,,
3331,,,15,71.6158,76.7486,,,,,,,,,
3349,,,18,86.9631,78.0654,,,,,,,,,
3366,,,17,81.8519,78.8727,,,,,,,,,
3383,,,17,81.3666,76.0953,,,,,,,,,
3401,,,18,87.6026,80.1483,,,,,,,,,
3428,,,27,124.7488,79.6905,,,,,,,,,
3449,,,21,104.0561,80.0587,,,,,,,,,
3500,,,,,,0.7798,0.5729,0.0695,-77.1116,15.908,0.5329,40.2458,112.0523,2.4693
3501,,,52,265.3575,78.8134,,,,,,,,,
3531,,,30,155.6329,80.0594,,,,,,,,,
3547,,,16,76.5821,80.6718,,,,,,,,,
3563,,,16,76.4216,80.4625,,,,,,,,,
3592,,,29,145.2455,79.3793,,,,,,,,,
3608,,,16,76.3329,79.4298,,,,,,,,,
3631,,,23,117.8037,78.3527,,,,,,,,,
3652,,,21,104.3539,80.8295,,,,,,,,,
3669,,,17,81.1859,79.5518,,,,,,,,,
3685,,,16,76.458,80.6738,,,,,,,,,
3701,,,16,76.2512,80.5094,,,,,,,,,
3734,,,33,155.3273,79.4152,,,,,,,,,
3751,,,17,81.5453,79.6039,,,,,,,,,
3766,,,15,71.6075,79.6449,,,,,,,,,
3783,,,17,81.5437,79.7235,,,,,,,,,
3807,,,24,116.0042,79.9699,,,,,,,,,
3847,,,40,192.0978,80.1032,,,,,,,,,
3863,,,16,76.3718,79.6903,,,,,,,,,
3889,,,26,127.0841,79.7249,,,,,,,,,
3923,,,34,169.8678,79.1671,,,,,,,,,
3956,,,33,163.1727,79.8305,,,,,,,,,
3972,,,16,76.396,79.9823,,,,,,,,,
4000,,,,,,0.8042,0.5717,0.0721,-91.9367,28.0339,0.57,60.6639,142.309,2.265
4005,,,33,143.575,80.33,,,,,,,,,
4023,,,18,86.4936,80.1224,,,,,,,,,
4050,,,27,134.8098,79.6851,,,,,,,,,
4080,,,30,150.9362,80.8526,,,,,,,,,
4107,,,27,135.6008,79.33,,,,,,,,,
4125,,,18,88.9935,79.796,,,,,,,,,
4161,,,36,183.8709,79.5165,,,,,,,,,
4219,,,58,314.8985,80.3173,,,,,,,,,
4252,,,33,163.3185,79.71,,,,,,,,,
4285,,,33,164.5683,80.1339,,,,,,,,,
4311,,,26,132.4936,80.5051,,,,,,,,,
4331,,,20,99.284,80.0215,,,,,,,,,
4389,,,58,264.6742,79.5291,,,,,,,,,
4406,,,17,81.3672,78.7939,,,,,,,,,
4451,,,45,232.398,77.1357,,,,,,,,,
4467,,,16,76.4872,79.4739,,,,,,,,,
4500,,,,,,0.7397,0.5754,0.0635,-108.6444,13.2444,0.4875,87.9984,538.1326,2.2545
4530,,,63,313.2088,79.5721,,,,,,,,,
4547,,,17,81.7273,78.9929,,,,,,,,,
4590,,,43,208.9215,79.7098,,,,,,,,,
4618,,,28,132.3953,79.7966,,,,,,,,,
4639,,,21,102.325,80.4721,,,,,,,,,
4678,,,39,183.5346,81.0242,,,,,,,,,
4697,,,19,91.9334,81.2837,,,,,,,,,
4741,,,44,230.0353,81.6305,,,,,,,,,
4783,,,42,221.2089,81.3422,,,,,,,,,
4807,,,24,120.5914,81.294,,,,,,,,,
4848,,,41,196.7439,81.1483,,,,,,,,,
4901,,,53,263.7589,77.5333,,,,,,,,,
4942,,,41,209.0834,77.574,,,,,,,,,
5000,,,,,,0.7728,0.5767,0.0671,-117.7608,15.2271,0.5306,87.5197,164.7209,2.996
5000,159.1492,35.3,,,,,,,,,,,,
5014,,,72,322.79,52.4641,,,,,,,,,
5067,,,53,230.1462,79.7884,,,,,,,,,
5090,,,23,115.7914,78.866,,,,,,,,,
5155,,,65,359.0331,78.757,,,,,,,,,
5215,,,60,332.4786,78.9153,,,,,,,,,
5239,,,24,121.131,79.3296,,,,,,,,,
5276,,,37,189.282,79.2656,,,,,,,,,
5339,,,63,280.4298,77.5497,,,,,,,,,
5388,,,49,238.285,79.8013,,,,,,,,,
5414,,,26,126.526,79.7183,,,,,,,,,
5482,,,68,301.7859,79.9782,,,,,,,,,
5500,,,,,,0.7515,0.5851,0.064,-125.363,17.4649,0.5052,135.1922,104.4821,1.5143
5532,,,50,238.9249,79.4989,,,,,,,,,
5554,,,22,109.3893,80.2444,,,,,,,,,
5572,,,18,85.0865,80.7914,,,,,,,,,
5597,,,25,118.6981,79.4552,,,,,,,,,
5627,,,30,159.3863,79.3804,,,,,,,,,
5670,,,43,238.6173,79.0741,,,,,,,,,
5695,,,25,125.4728,79.1939,,,,,,,,,
5725,,,30,152.1318,79.0386,,,,,,,,,
5746,,,21,104.5586,79.1796,,,,,,,,,
5784,,,38,183.4276,79.4061,,,,,,,,,
5814,,,30,147.4259,79.1755,,,,,,,,,
5832,,,18,86.7125,78.9828,,,,,,,,,
5916,,,84,408.8274,79.1988,,,,,,,,,
5957,,,41,225.7805,79.535,,,,,,,,,
6000,,,,,,0.7315,0.5778,0.0613,-136.5968,14.2484,0.4795,118.0681,251.471,3.1462
6065,,,108,530.9458,79.9251,,,,,,,,,
6121,,,56,321.1581,81.4163,,,,,,,,,
6164,,,43,209.6783,81.6213,,,,,,,,,
6180,,,16,76.234,81.9981,,,,,,,,,
6207,,,27,133.8096,81.4141,,,,,,,,,
6237,,,30,155.6646,81.4022,,,,,,,,,
6296,,,59,323.7681,80.042,,,,,,,,,
6357,,,61,305.1537,79.9227,,,,,,,,,
6404,,,47,233.2901,79.151,,,,,,,,,
6432,,,28,142.3357,79.771,,,,,,,,,
6474,,,42,189.274,80.7546,,,,,,,,,
6500,,,,,,0.7283,0.587,0.0595,-154.9786,14.9153,0.4805,113.5209,153.8201,2.6471
6537,,,63,346.1646,81.231,,,,,,,,,
6574,,,37,170.5263,79.0468,,,,,,,,,
6620,,,46,252.5752,79.7072,,,,,,,,,
6644,,,24,117.5172,80.3598,,,,,,,,,
6669,,,25,126.3302,80.0267,,,,,,,,,
6724,,,55,263.1111,79.9472,,,,,,,,,
6785,,,61,329.3859,80.2652,,,,,,,,,
6803,,,18,86.8111,79.8178,,,,,,,,,
6859,,,56,286.8573,80.0769,,,,,,,,,
6876,,,17,81.4623,80.2917,,,,,,,,,
6923,,,47,219.9498,81.0598,,,,,,,,,
6947,,,24,123.959,81.2829,,,,,,,,,
6998,,,51,225.7108,81.2426,,,,,,,,,
7000,,,,,,0.7938,0.5953,0.069,-161.4888,76.0646,0.5679,234.9691,991.5839,5.9319
7055,,,57,293.5164,80.6793,,,,,,,,,
7096,,,41,219.5978,79.4475,,,,,,,,,
7129,,,33,167.4382,78.576,,,,,,,,,
7170,,,41,203.1431,85.3918,,,,,,,,,
7208,,,38,197.2215,78.002,,,,,,,,,
7256,,,48,251.1383,77.2051,,,,,,,,,
7278,,,22,109.4179,74.8047,,,,,,,,,
7302,,,24,116.0975,84.0147,,,,,,,,,
7322,,,20,98.4469,83.8231,,,,,,,,,
7356,,,34,165.2383,87.0573,,,,,,,,,
7414,,,58,292.0007,84.1083,,,,,,,,,
7500,,,,,,0.7293,0.5953,0.0596,-182.4897,13.1516,0.4774,243.6424,534.3973,5.1274
7501,,,87,478.7758,84.5234,,,,,,,,,
7543,,,42,212.4794,79.0096,,,,,,,,,
7580,,,37,175.9587,83.7228,,,,,,,,,
7624,,,44,230.0881,86.5089,,,,,,,,,
7645,,,21,103.8681,79.2115,,,,,,,,,
7665,,,20,97.7821,84.214,,,,,,,,,
7681,,,16,76.5199,85.8307,,,,,,,,,
7711,,,30,150.4389,84.4129,,,,,,,,,
7802,,,91,448.2918,82.7002,,,,,,,,,
7844,,,42,223.9244,85.5948,,,,,,,,,
7865,,,21,103.132,79.3589,,,,,,,,,
7896,,,31,155.2618,76.3284,,,,,,,,,
7987,,,91,474.473,76.468,,,,,,,,,
8000,,,,,,0.7649,0.5932,0.0652,-208.222,44.6818,0.5267,268.6644,968.4647,7.8346
8034,,,47,233.8838,76.7904,,,,,,,,,
8056,,,22,111.2569,76.6635,,,,,,,,,
8089,,,33,169.9341,76.8162,,,,,,,,,
8129,,,40,206.0243,76.6572,,,,,,,,,
8162,,,33,173.2773,77.031,,,,,,,,,
8202,,,40,218.6106,77.0546,,,,,,,,,
8245,,,43,231.1077,75.1602,,,,,,,,,
8306,,,61,319.9418,77.5742,,,,,,,,,
8339,,,33,170.7552,77.9556,,,,,,,,,
8363,,,24,118.9694,77.6683,,,,,,,,,
8410,,,47,255.0401,79.2153,,,,,,,,,
8448,,,38,195.1832,78.7436,,,,,,,,,
8491,,,43,215.9984,79.0454,,,,,,,,,
8500,,,,,,0.7035,0.5956,0.0553,-225.1883,14.9658,0.445,583.545,1682.9567,5.9494
8529,,,38,199.8772,78.8657,,,,,,,,,
8589,,,60,313.3217,78.4862,,,,,,,,,
8628,,,39,189.5727,78.6467,,,,,,,,,
8660,,,32,161.9117,79.0631,,,,,,,,,
8697,,,37,174.5242,77.3335,,,,,,,,,
8726,,,29,154.3181,79.0125,,,,,,,,,
8769,,,43,218.1478,78.9698,,,,,,,,,
8795,,,26,132.4717,79.0822,,,,,,,,,
8835,,,40,201.6236,79.0601,,,,,,,,,
8889,,,54,303.1614,78.9917,,,,,,,,,
8929,,,40,213.4182,78.9352,,,,,,,,,
8965,,,36,188.4653,79.249,,,,,,,,,
9000,,,,,,0.7457,0.5978,0.0611,-232.2693,27.2011,0.5005,442.4749,1902.5179,8.7939
9005,,,40,190.9707,78.8218,,,,,,,,,
9026,,,21,104.3922,76.5328,,,,,,,,,
9072,,,46,240.3445,77.8548,,,,,,,,,
9136,,,64,309.5164,77.7579,,,,,,,,,
9200,,,64,348.3369,78.0122,,,,,,,,,
9265,,,65,303.9968,78.1384,,,,,,,,,
9333,,,68,344.6586,78.978,,,,,,,,,
9352,,,19,92.546,78.0037,,,,,,,,,
9387,,,35,177.671,77.8946,,,,,,,,,
9452,,,65,329.6154,76.258,,,,,,,,,
9500,,,,,,0.7543,0.5948,0.0619,-261.7892,34.6948,0.5175,495.2601,1020.2686,8.12
9504,,,52,273.7856,77.9121,,,,,,,,,
9557,,,53,270.5021,78.4869,,,,,,,,,
9593,,,36,183.792,79.5442,,,,,,,,,
9617,,,24,118.256,79.0103,,,,,,,,,
9670,,,53,244.3684,79.1888,,,,,,,,,
9689,,,19,91.3679,78.9835,,,,,,,,,
9742,,,53,279.5887,78.9263,,,,,,,,,
9760,,,18,86.129,79.2855,,,,,,,,,
9801,,,41,217.8996,79.0433,,,,,,,,,
9834,,,33,171.076,79.3446,,,,,,,,,
9865,,,31,161.21,78.8773,,,,,,,,,
9901,,,36,173.9473,79.2778,,,,,,,,,
9924,,,23,116.8177,79.2112,,,,,,,,,
9982,,,58,262.286,78.9775,,,,,,,,,
10000,,,,,,0.744,0.5974,0.0594,-279.5754,35.2963,0.5075,723.194,2781.1912,7.7189
10000,123.2057,23.8,,,,,,,,,,,,
10029,,,47,216.1614,63.2738,,,,,,,,,
10049,,,20,98.2376,78.8809,,,,,,,,,
10085,,,36,181.594,79.0608,,,,,,,,,
10107,,,22,108.7748,78.9216,,,,,,,,,
10135,,,28,141.3412,78.7311,,,,,,,,,
10175,,,40,210.3354,79.2625,,,,,,,,,
10227,,,52,245.2152,79.2331,,,,,,,,,
10278,,,51,279.9192,78.9423,,,,,,,,,
10318,,,40,212.2621,78.8674,,,,,,,,,
10371,,,53,288.4997,79.0717,,,,,,,,,
10403,,,32,161.2167,79.0369,,,,,,,,,
10450,,,47,235.4933,79.152,,,,,,,,,
10479,,,29,149.012,78.7071,,,,,,,,,
10500,,,,,,0.7266,0.6029,0.0585,-293.1824,16.5411,0.4789,673.3761,2165.9158,9.5738
10513,,,34,170.1033,79.2274,,,,,,,,,
10562,,,49,234.7941,79.0026,,,,,,,,,
10617,,,55,270.3319,79.1862,,,,,,,,,
10663,,,46,237.4512,79.1629,,,,,,,,,
10693,,,30,157.1838,79.3946,,,,,,,,,
10725,,,32,161.2053,79.1147,,,,,,,,,
10769,,,44,233.8873,79.3274,,,,,,,,,
10808,,,39,211.3217,79.0664,,,,,,,,,
10845,,,37,173.6777,79.0891,,,,,,,,,
10910,,,65,348.0673,79.1264,,,,,,,,,
10929,,,19,92.1896,79.3753,,,,,,,,,
10976,,,47,238.4565,79.1796,,,,,,,,,
11000,,,,,,0.7662,0.602,0.0628,-277.1592,71.4749,0.5365,2923.2063,17429.625,10.3316
11026,,,50,239.2801,79.2219,,,,,,,,,
11061,,,35,173.0022,79.1896,,,,,,,,,
11107,,,46,249.172,79.0516,,,,,,,,,
11137,,,30,144.6624,79.295,,,,,,,,,
11159,,,22,110.589,79.1132,,,,,,,,,
11201,,,42,203.3306,79.1257,,,,,,,,,
11224,,,23,116.0857,78.8839,,,,,,,,,
11262,,,38,175.3335,78.8169,,,,,,,,,
11314,,,52,285.8563,78.9638,,,,,,,,,
11346,,,32,137.9726,79.1217,,,,,,,,,
11372,,,26,132.4962,78.943,,,,,,,,,
11411,,,39,183.3651,79.084,,,,,,,,,
11432,,,21,104.5693,78.822,,,,,,,,,
11462,,,30,139.7958,79.2794,,,,,,,,,
11491,,,29,140.967,78.6127,,,,,,,,,
11500,,,,,,0.7644,0.6051,0.0619,-337.6918,45.542,0.542,1367.1885,1891.6843,14.1259
11543,,,52,264.0695,78.9251,,,,,,,,,
11565,,,22,107.6746,79.0531,,,,,,,,,
11598,,,33,158.5323,78.7014,,,,,,,,,
11632,,,34,178.3452,78.8373,,,,,,,,,
11682,,,50,268.08,78.8965,,,,,,,,,
11707,,,25,126.3398,78.9347,,,,,,,,,
11739,,,32,163.3209,78.5622,,,,,,,,,
11806,,,67,371.5561,78.9037,,,,,,,,,
11835,,,29,142.9272,78.7418,,,,,,,,,
11854,,,19,92.1612,78.9508,,,,,,,,,
11894,,,40,203.8671,78.9389,,,,,,,,,
11921,,,27,138.5592,79.1173,,,,,,,,,
11959,,,38,201.0999,79.4005,,,,,,,,,
11984,,,25,122.7914,79.1849,,,,,,,,,
12000,,,,,,0.7299,0.6016,0.056,-376.855,54.1769,0.493,1283.3829,4306.5454,10.8165
12054,,,70,390.4447,79.0731,,,,,,,,,
12083,,,29,147.8667,79.1168,,,,,,,,,
12153,,,70,372.1007,78.9451,,,,,,,,,
