env_steps,return,length,success,train/return,train/length,train/success,zp_critic_loss,zp_loss,critic_loss,FPS
0,0.0,40.0,0.0,,,,,,,
10000,0.0,40.0,0.0,0.0074,39.8406,0.0159,0.0053,0.0001,0.0019,126.7791
20000,0.0932,36.3,0.1,0.0158,39.5257,0.0395,0.0054,-0.0,0.0007,828.7437
30000,0.1965,32.6,0.3,0.0253,39.0625,0.0508,0.0054,-0.0,0.0017,815.8183
40000,0.0,40.0,0.0,0.0311,38.9105,0.0817,0.0055,-0.0,0.0023,807.0462
50000,0.0798,36.9,0.1,0.0269,39.2157,0.0706,0.0055,-0.0,0.0027,804.5219
60000,0.0235,39.4,0.1,0.025,39.0625,0.0547,0.0055,-0.0,0.0036,796.2176
70000,0.0,40.0,0.0,0.018,39.5257,0.0553,0.0055,-0.0,0.0048,795.5098
80000,0.0,40.0,0.0,0.0251,39.0625,0.0586,0.0055,-0.0,0.0058,798.067
90000,0.0,40.0,0.0,0.0264,39.0625,0.0625,0.0054,-0.0,0.0066,787.8203
100000,0.0,40.0,0.0,0.0256,39.2157,0.0588,0.0054,-0.0,0.0068,790.6655
110000,0.0,40.0,0.0,0.0148,39.5257,0.0435,0.0054,-0.0,0.0063,786.0072
120000,0.0,40.0,0.0,0.0371,38.61,0.0772,0.0054,-0.0,0.0051,781.4683
130000,0.0,40.0,0.0,0.0403,38.7597,0.0969,0.0054,0.0,0.0037,781.2716
140000,0.0,40.0,0.0,0.0298,38.9105,0.0778,0.0054,0.0,0.0026,775.685
150000,0.1718,33.7,0.3,0.0322,38.9105,0.07,0.0054,0.0,0.0018,774.3335
160000,0.2762,29.5,0.4,0.0688,37.594,0.1504,0.0054,0.0,0.0013,771.8285
170000,0.365,26.0,0.5,0.0872,37.037,0.1926,0.0053,-0.0,0.0014,765.0723
180000,0.4705,22.2,0.7,0.1047,36.3636,0.2255,0.0053,0.0,0.0016,766.769
190000,0.4358,23.3,0.6,0.1517,34.6021,0.3253,0.0054,-0.0,0.002,760.3507
200000,0.4268,23.7,0.6,0.1651,34.2466,0.3562,0.0053,-0.0,0.0024,753.0582
210000,0.5828,18.1,0.9,0.1851,33.557,0.4027,0.0053,-0.0,0.0029,748.8254
220000,0.3557,27.3,0.7,0.1799,34.0136,0.4286,0.0053,0.0,0.0033,741.5297
230000,0.3367,27.7,0.6,0.1925,33.3333,0.4333,0.0053,0.0,0.0037,733.1706
240000,0.239,31.6,0.5,0.2176,32.5733,0.4919,0.0053,-0.0,0.004,731.6133
250000,0.584,17.6,0.8,0.214,32.6797,0.5,0.0053,0.0,0.0042,731.0721
260000,0.3097,28.9,0.6,0.2346,32.0513,0.5577,0.0053,-0.0,0.0045,728.7369
270000,0.4828,22.1,0.8,0.2548,31.348,0.5987,0.0053,-0.0,0.0045,726.2665
280000,0.3862,25.5,0.6,0.3031,29.3255,0.6452,0.0053,-0.0,0.0046,721.3877
290000,0.4433,24.3,0.9,0.3048,29.3255,0.6422,0.0053,0.0,0.0046,721.6208
300000,0.3367,27.7,0.6,0.2811,30.3951,0.6413,0.0053,-0.0,0.0047,714.0445
310000,0.3445,27.8,0.7,0.3546,27.4725,0.7363,0.0053,-0.0,0.0048,714.8009
