env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,176.8021,36.1,,,,,,,,,,,,,
36,,,36,170.859,3.8466,,,,,,,,,,
61,,,25,110.8124,25.7432,,,,,,,,,,
75,,,14,66.8449,24.4357,,,,,,,,,,
89,,,14,66.633,26.1846,,,,,,,,,,
104,,,15,71.5288,25.6793,,,,,,,,,,
120,,,16,76.3564,25.6829,,,,,,,,,,
135,,,15,71.4714,26.2787,,,,,,,,,,
150,,,15,71.3291,26.2059,,,,,,,,,,
165,,,15,71.718,25.1051,,,,,,,,,,
180,,,15,71.6758,25.4381,,,,,,,,,,
194,,,14,66.6114,25.8691,,,,,,,,,,
208,,,14,66.5547,25.9896,,,,,,,,,,
222,,,14,66.7822,26.4451,,,,,,,,,,
236,,,14,66.7838,26.3592,,,,,,,,,,
250,,,14,66.9044,26.3466,,,,,,,,,,
265,,,15,71.4127,25.7638,,,,,,,,,,
279,,,14,66.7692,25.8325,,,,,,,,,,
293,,,14,66.7672,26.1803,,,,,,,,,,
309,,,16,76.0278,26.1625,,,,,,,,,,
324,,,15,71.7242,26.2613,,,,,,,,,,
339,,,15,71.6119,26.1617,,,,,,,,,,
353,,,14,66.8703,26.2573,,,,,,,,,,
368,,,15,71.6686,26.1993,,,,,,,,,,
382,,,14,66.6337,26.3895,,,,,,,,,,
397,,,15,71.3044,26.2412,,,,,,,,,,
411,,,14,66.625,26.1729,,,,,,,,,,
425,,,14,66.4809,26.2066,,,,,,,,,,
439,,,14,66.7159,26.2253,,,,,,,,,,
453,,,14,66.6864,26.318,,,,,,,,,,
468,,,15,71.3012,25.9572,,,,,,,,,,
482,,,14,66.6887,26.2921,,,,,,,,,,
496,,,14,66.7963,26.3145,,,,,,,,,,
500,,,,,,1.5588,0.2345,0.4456,-7.7322,125.9687,0.8769,-0.4358,6.2881,11.1439,0.308
510,,,14,66.5439,25.6667,,,,,,,,,,
523,,,13,62.0408,26.2167,,,,,,,,,,
537,,,14,66.6173,25.9612,,,,,,,,,,
551,,,14,66.5785,25.785,,,,,,,,,,
571,,,20,89.9823,26.0292,,,,,,,,,,
586,,,15,71.3079,26.1628,,,,,,,,,,
602,,,16,76.3338,25.7439,,,,,,,,,,
618,,,16,76.1334,26.2354,,,,,,,,,,
636,,,18,82.5305,26.2409,,,,,,,,,,
651,,,15,71.5306,25.5852,,,,,,,,,,
667,,,16,76.1485,26.1287,,,,,,,,,,
682,,,15,71.2206,25.8219,,,,,,,,,,
700,,,18,84.8023,26.4002,,,,,,,,,,
728,,,28,129.5808,26.4472,,,,,,,,,,
744,,,16,75.1614,25.6898,,,,,,,,,,
760,,,16,76.2867,26.1777,,,,,,,,,,
775,,,15,71.2114,26.1621,,,,,,,,,,
791,,,16,74.5905,25.4663,,,,,,,,,,
806,,,15,71.1808,25.6669,,,,,,,,,,
824,,,18,80.5064,26.144,,,,,,,,,,
840,,,16,74.1965,26.1763,,,,,,,,,,
857,,,17,78.2901,25.652,,,,,,,,,,
873,,,16,76.0449,26.2147,,,,,,,,,,
888,,,15,71.4238,26.3307,,,,,,,,,,
907,,,19,88.0887,25.4655,,,,,,,,,,
926,,,19,87.9813,26.0781,,,,,,,,,,
941,,,15,71.3102,26.3139,,,,,,,,,,
956,,,15,71.2936,26.2043,,,,,,,,,,
971,,,15,71.4741,25.2447,,,,,,,,,,
990,,,19,85.98,25.6307,,,,,,,,,,
