env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,fkl,prior_entropy,posterior_entropy,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm
47586,,,56,-86.93,69.5028,,,,,,,,,,,,
47624,,,38,-51.5996,69.6894,,,,,,,,,,,,
47708,,,84,-106.1406,70.2898,,,,,,,,,,,,
47749,,,41,-34.2789,69.837,,,,,,,,,,,,
47814,,,65,-28.3274,70.5723,,,,,,,,,,,,
48000,,,,,,50,50,29,48.3766,99.8153,55.6362,-44.1823,67.6311,195.5553,35.8488,1091.238,8.1918
48119,,,305,-309.4392,70.4256,,,,,,,,,,,,
48500,,,,,,50,50,29,46.1806,101.6759,54.784,-44.1823,67.0431,266.9286,45.8711,1516.5511,8.508
49000,,,,,,50,50,29,48.045,100.9005,56.4275,-44.1823,78.5132,198.7695,41.6364,1409.1677,9.5028
49119,,,1000,-1297.3713,70.0057,,,,,,,,,,,,
49140,,,21,-23.9911,70.067,,,,,,,,,,,,
49186,,,46,-48.083,69.9945,,,,,,,,,,,,
49500,,,,,,50,50,29,45.7795,101.6873,56.0007,-44.1823,73.4549,212.575,48.8397,1545.8112,9.1316
50000,,,,,,50,50,29,47.1683,100.6228,55.4202,-44.1823,79.9658,227.5005,42.9269,1304.6726,9.5386
50000,-40.4839,727.8,,,,,,,,,,,,,,,
50186,,,1000,-1169.9332,55.4973,,,,,,,,,,,,
50500,,,,,,50,50,29,50.7566,100.7492,55.6163,-44.1823,80.2008,218.4282,41.2174,1373.093,8.4389
51000,,,,,,50,50,29,46.6951,101.4175,57.2382,-44.1823,74.1779,201.2957,39.5697,1215.4125,9.382
51121,,,935,-515.7673,70.0628,,,,,,,,,,,,
51224,,,103,-65.1815,70.1027,,,,,,,,,,,,
51298,,,74,-50.1842,69.9799,,,,,,,,,,,,
51402,,,104,-63.8775,69.5564,,,,,,,,,,,,
51500,,,,,,50,50,29,48.5855,100.0979,54.8622,-44.1823,79.326,222.1645,48.0251,1456.8099,8.5733
51904,,,502,-341.2593,69.5885,,,,,,,,,,,,
51917,,,13,-8.1383,69.2409,,,,,,,,,,,,
52000,,,,,,50,50,29,48.5722,101.1826,54.8927,-44.1823,75.7667,245.8502,74.1625,1502.3529,9.5495
52483,,,566,-390.8136,69.5875,,,,,,,,,,,,
52500,,,,,,50,50,29,50.4154,98.5319,51.8366,-44.1823,78.9053,244.0761,45.2149,1320.5713,9.4753
52547,,,64,-40.0856,69.708,,,,,,,,,,,,
52667,,,120,-91.1795,69.7133,,,,,,,,,,,,
52754,,,87,-46.819,69.7623,,,,,,,,,,,,
53000,,,,,,50,50,29,48.1835,100.3587,53.8106,-44.1823,80.9732,282.4615,51.1237,1299.2657,9.6359
53152,,,398,-296.3183,71.5942,,,,,,,,,,,,
53180,,,28,-34.3565,72.6856,,,,,,,,,,,,
53311,,,131,-77.4046,72.381,,,,,,,,,,,,
53392,,,81,-71.2643,69.1027,,,,,,,,,,,,
53500,,,,,,50,50,29,46.5084,100.6528,54.3554,-44.1823,75.3783,242.1077,39.6683,884.7206,8.577
53566,,,174,-75.5195,69.2271,,,,,,,,,,,,
53688,,,122,-66.6647,69.9274,,,,,,,,,,,,
53889,,,201,-161.8014,69.9227,,,,,,,,,,,,
53907,,,18,-7.9103,70.0412,,,,,,,,,,,,
53991,,,84,-61.0799,69.798,,,,,,,,,,,,
54000,,,,,,50,50,29,49.3129,99.0796,54.1203,-44.1823,77.6419,207.9364,59.747,1373.3871,8.3638
54012,,,21,-29.4465,69.7207,,,,,,,,,,,,
54070,,,58,-41.0499,69.3962,,,,,,,,,,,,
54128,,,58,-18.5084,69.5527,,,,,,,,,,,,
54217,,,89,-58.2509,69.7578,,,,,,,,,,,,
54353,,,136,-116.6704,69.4854,,,,,,,,,,,,
54500,,,,,,50,50,29,44.5345,101.9911,58.7227,-44.1823,72.8969,190.3044,45.5156,1323.6554,8.6652
54519,,,166,-148.4271,70.008,,,,,,,,,,,,
54556,,,37,-28.2753,70.3049,,,,,,,,,,,,
54637,,,81,-45.1124,69.4269,,,,,,,,,,,,
54663,,,26,-12.6426,69.451,,,,,,,,,,,,
55000,,,,,,50,50,29,47.8219,98.6697,56.5457,-44.1823,79.9926,244.3626,37.8382,1314.1376,7.3279
55000,-108.5356,196.1,,,,,,,,,,,,,,,
55018,,,355,-176.8356,57.8422,,,,,,,,,,,,
55411,,,393,-539.1051,70.135,,,,,,,,,,,,
55431,,,20,-7.4918,69.9696,,,,,,,,,,,,
55500,,,,,,50,50,29,48.9928,100.2057,55.6898,-44.1823,76.8609,197.6145,49.895,1386.5645,8.6555
55925,,,494,-339.3455,70.0584,,,,,,,,,,,,
56000,,,,,,50,50,29,42.5794,100.1291,55.6043,-44.1823,74.7038,212.359,43.0298,1196.1125,7.6633
56034,,,109,-80.9399,73.3495,,,,,,,,,,,,
56155,,,121,-42.9359,71.0712,,,,,,,,,,,,
56208,,,53,-75.1895,69.432,,,,,,,,,,,,
56500,,,,,,50,50,29,45.9287,101.2929,58.5403,-44.1823,77.9499,215.078,49.994,1015.9365,8.196
57000,,,,,,50,50,29,46.5398,102.5203,59.0744,-44.1823,82.3783,195.4651,54.972,1173.4872,7.7842
57208,,,1000,-725.4025,71.5334,,,,,,,,,,,,
57350,,,142,-116.8169,71.2745,,,,,,,,,,,,
57500,,,,,,50,50,29,46.9329,99.5633,58.003,-44.1823,81.189,222.448,39.1842,1109.245,7.189
57603,,,253,-244.5665,69.6353,,,,,,,,,,,,
57751,,,148,-51.4287,69.3893,,,,,,,,,,,,
57832,,,81,-59.3412,69.4403,,,,,,,,,,,,
58000,,,,,,50,50,29,45.4957,103.8695,60.4473,-44.1823,82.5643,202.1048,45.9074,1269.2015,8.7553
58064,,,232,-214.6691,70.4074,,,,,,,,,,,,
58160,,,96,-87.9072,69.9592,,,,,,,,,,,,
58182,,,22,-9.6648,70.0251,,,,,,,,,,,,
58192,,,10,-7.2399,70.2473,,,,,,,,,,,,
58301,,,109,-84.1508,69.8742,,,,,,,,,,,,
58354,,,53,-40.0113,69.9442,,,,,,,,,,,,
58480,,,126,-61.7937,71.6809,,,,,,,,,,,,
58500,,,,,,50,50,29,45.1309,101.2874,57.1897,-44.1823,80.8866,184.2475,40.1248,1284.2351,8.185
59000,,,,,,50,50,29,48.2745,101.6467,53.8274,-44.1823,82.7318,277.6006,35.3665,1267.4032,8.4
59480,,,1000,-1282.3841,70.3208,,,,,,,,,,,,
59500,,,,,,50,50,29,48.0056,102.8289,56.022,-44.1823,84.9844,261.643,55.6668,1131.9561,7.2058
59770,,,290,-221.5363,70.7131,,,,,,,,,,,,
60000,,,,,,50,50,29,47.4233,101.4511,59.0846,-44.1823,89.6976,195.7251,37.8722,963.8848,7.4241
60000,-137.6698,474.7,,,,,,,,,,,,,,,
60027,,,257,-219.4202,41.3808,,,,,,,,,,,,
60061,,,34,-35.2923,70.0429,,,,,,,,,,,,
60500,,,,,,50,50,29,42.7112,101.3351,56.5471,-44.1823,86.1876,197.4693,35.0431,1001.5832,7.4897
60607,,,546,-356.8304,69.4705,,,,,,,,,,,,
60671,,,64,-62.7802,69.624,,,,,,,,,,,,
61000,,,,,,50,50,29,43.5408,101.2829,57.2098,-44.1823,84.6423,200.4962,40.524,1118.4915,7.0354
61024,,,353,-288.8369,71.4835,,,,,,,,,,,,
61197,,,173,-97.4616,73.2204,,,,,,,,,,,,
61281,,,84,-39.359,72.3622,,,,,,,,,,,,
61398,,,117,-86.6524,71.5901,,,,,,,,,,,,
61463,,,65,-72.975,73.3904,,,,,,,,,,,,
61500,,,,,,50,50,29,47.3567,100.9989,57.2277,-44.1823,91.3732,219.369,43.4573,1522.7086,7.3488
61568,,,105,-86.7162,73.2002,,,,,,,,,,,,
61690,,,122,-77.2808,73.1865,,,,,,,,,,,,
61746,,,56,-32.8131,73.3777,,,,,,,,,,,,
61937,,,191,-171.5752,73.1519,,,,,,,,,,,,
62000,,,,,,50,50,29,44.2255,100.6918,56.9579,-44.1823,91.6673,230.8563,35.5605,1065.9272,6.765
62087,,,150,-75.6963,73.1609,,,,,,,,,,,,
62124,,,37,-15.6861,73.0617,,,,,,,,,,,,
62146,,,22,-26.9281,73.1449,,,,,,,,,,,,
62191,,,45,-15.369,73.0133,,,,,,,,,,,,
62500,,,,,,50,50,29,43.9935,102.2278,58.9303,-44.1823,81.6637,223.9073,39.0281,884.8274,6.495
62506,,,315,-160.7549,70.3605,,,,,,,,,,,,
63000,,,,,,50,50,29,41.3412,101.882,59.1883,-44.1823,86.935,197.094,33.2225,940.4879,7.7008
63060,,,554,-333.581,71.1018,,,,,,,,,,,,
63244,,,184,-166.7834,73.3412,,,,,,,,,,,,
63359,,,115,-62.6922,71.1128,,,,,,,,,,,,
63500,,,,,,50,50,29,45.0165,102.2416,58.5486,-44.1823,88.8378,184.7832,35.2267,812.5627,6.0342
63692,,,333,-86.0118,70.2756,,,,,,,,,,,,
63949,,,257,-149.6866,70.6612,,,,,,,,,,,,
64000,,,,,,50,50,29,45.2561,99.467,56.1461,-44.1823,95.6096,220.6116,25.5723,629.2152,6.2484
64000,,,51,-38.4695,73.026,,,,,,,,,,,,
64103,,,103,-64.3835,69.7428,,,,,,,,,,,,
64254,,,151,-70.5827,70.5854,,,,,,,,,,,,
64500,,,,,,50,50,29,42.981,103.3265,56.0737,-44.1823,96.3566,233.1702,32.7976,877.9215,6.2942
64686,,,432,-236.4694,69.8732,,,,,,,,,,,,
64779,,,93,-58.0135,72.1518,,,,,,,,,,,,
64799,,,20,-0.0396,72.6686,,,,,,,,,,,,
65000,,,,,,50,50,29,41.7239,101.2382,57.3132,-44.1823,86.6325,200.1886,24.9627,733.4377,6.4435
65000,-143.2847,262.7,,,,,,,,,,,,,,,
65500,,,,,,50,50,29,42.0268,102.4459,59.3635,-44.1823,90.4663,186.8174,25.0974,530.4158,6.1669
65615,,,816,-423.0591,62.2115,,,,,,,,,,,,
65675,,,60,9.0059,69.6956,,,,,,,,,,,,
65729,,,54,-26.2366,69.7578,,,,,,,,,,,,
65868,,,139,-59.0505,68.9285,,,,,,,,,,,,
65900,,,32,-27.4856,69.4991,,,,,,,,,,,,
65982,,,82,-54.2536,69.9609,,,,,,,,,,,,
66000,,,,,,50,50,29,41.475,102.3204,57.2248,-44.1823,93.9706,222.7024,26.6495,563.4108,5.5329
66119,,,137,-79.6821,69.9662,,,,,,,,,,,,
66211,,,92,-38.6573,69.7933,,,,,,,,,,,,
66288,,,77,-39.7468,69.9433,,,,,,,,,,,,
66500,,,,,,50,50,29,43.8328,102.5549,57.4109,-44.1823,95.8074,233.3542,26.6774,503.4743,5.9597
66677,,,389,-222.6416,70.7944,,,,,,,,,,,,
66766,,,89,6.6754,71.7512,,,,,,,,,,,,
67000,,,,,,50,50,29,38.7308,102.1963,57.3173,-44.1823,87.1845,205.1135,23.6051,583.6494,5.9854
67024,,,258,-152.661,69.9039,,,,,,,,,,,,
67500,,,,,,50,50,29,41.4382,100.7874,56.2313,-44.1823,97.5561,242.3129,21.173,480.905,5.5331
67511,,,487,-246.4052,71.6024,,,,,,,,,,,,
67540,,,29,-20.9268,73.4274,,,,,,,,,,,,
67579,,,39,-40.0556,73.4079,,,,,,,,,,,,
67781,,,202,-84.1148,69.7994,,,,,,,,,,,,
68000,,,,,,50,50,29,43.5193,102.544,58.0609,-44.1823,105.9901,205.4954,22.196,530.2116,5.2252
68003,,,222,-100.1329,69.5884,,,,,,,,,,,,
68492,,,489,-192.4215,69.5125,,,,,,,,,,,,
68500,,,,,,50,50,29,43.4515,99.6484,53.7032,-44.1823,98.4217,252.453,22.1241,411.6137,5.7119
69000,,,,,,50,50,29,42.4173,101.851,56.1025,-44.1823,105.8683,196.1692,22.0366,445.3817,4.3822
69051,,,559,-240.7516,69.7152,,,,,,,,,,,,
69094,,,43,-29.1505,69.5529,,,,,,,,,,,,
69112,,,18,-11.4621,69.8328,,,,,,,,,,,,
69359,,,247,-154.9179,69.522,,,,,,,,,,,,
69500,,,,,,50,50,29,41.8332,100.9567,56.5861,-44.1823,100.0744,210.8791,18.5873,424.0146,4.7966
69532,,,173,-23.5266,69.4794,,,,,,,,,,,,
69598,,,66,-44.5529,69.8763,,,,,,,,,,,,
69753,,,155,-127.3665,69.554,,,,,,,,,,,,
70000,,,,,,50,50,29,44.5035,99.8964,54.9549,-44.1823,104.9207,231.7977,26.3584,657.9641,5.2836
70000,-30.4943,154.0,,,,,,,,,,,,,,,
70139,,,386,-355.7775,61.9229,,,,,,,,,,,,
70164,,,25,-12.3917,69.6712,,,,,,,,,,,,
70174,,,10,-7.9133,69.6417,,,,,,,,,,,,
70448,,,274,-194.4194,69.9763,,,,,,,,,,,,
70491,,,43,-37.414,69.8761,,,,,,,,,,,,
70500,,,,,,50,50,29,41.7179,100.8928,59.0887,-44.1823,104.7517,191.6254,13.3774,415.9529,4.2473
70593,,,102,-25.4115,70.2803,,,,,,,,,,,,
70618,,,25,-8.4397,73.1017,,,,,,,,,,,,
70745,,,127,-36.2054,70.9329,,,,,,,,,,,,
70875,,,130,-76.1434,69.9144,,,,,,,,,,,,
71000,,,,,,50,50,29,45.5274,100.4813,55.2434,-44.1823,108.6584,204.8955,19.2763,579.8177,4.7588
71035,,,160,-65.5267,70.1488,,,,,,,,,,,,
71385,,,350,-134.2964,69.9751,,,,,,,,,,,,
71398,,,13,-21.5931,69.9548,,,,,,,,,,,,
71500,,,,,,50,50,29,39.9521,102.1366,56.8635,-44.1823,106.9212,220.0288,17.7584,458.5114,3.8078
71536,,,138,-67.6013,69.9054,,,,,,,,,,,,
71599,,,63,-5.2592,70.2636,,,,,,,,,,,,
71624,,,25,-21.1123,70.0997,,,,,,,,,,,,
71858,,,234,-154.1774,69.7283,,,,,,,,,,,,
71886,,,28,-4.1795,72.5112,,,,,,,,,,,,
71898,,,12,3.2171,72.8087,,,,,,,,,,,,
72000,,,,,,50,50,29,42.0441,101.109,57.1564,-44.1823,108.7791,207.585,15.1368,334.5616,4.2674
72013,,,115,-31.6842,72.7505,,,,,,,,,,,,
72044,,,31,-23.4387,69.4711,,,,,,,,,,,,
72238,,,194,-8.5941,70.3328,,,,,,,,,,,,
72296,,,58,-33.0109,73.2481,,,,,,,,,,,,
72308,,,12,-3.9561,70.8563,,,,,,,,,,,,
72381,,,73,-43.1409,69.7231,,,,,,,,,,,,
72467,,,86,-26.0183,69.1994,,,,,,,,,,,,
72493,,,26,-21.6,68.9491,,,,,,,,,,,,
72500,,,,,,50,50,29,39.849,102.2719,59.6424,-44.1823,108.3549,193.6904,13.0208,249.7672,3.8065
72542,,,49,-10.3631,69.0049,,,,,,,,,,,,
72638,,,96,-36.3971,69.4533,,,,,,,,,,,,
72783,,,145,-33.8069,69.588,,,,,,,,,,,,
72881,,,98,11.2551,69.6885,,,,,,,,,,,,
72929,,,48,-27.9749,69.8864,,,,,,,,,,,,
73000,,,,,,50,50,29,43.6589,101.7609,56.837,-44.1823,115.2983,210.9761,11.6272,346.1205,3.8734
73070,,,141,-46.7172,69.643,,,,,,,,,,,,
73119,,,49,-19.309,70.2642,,,,,,,,,,,,
73500,,,,,,50,50,29,43.3767,103.0254,56.7232,-44.1823,111.231,216.7583,10.0392,251.9486,3.5375
73516,,,397,-197.6196,69.9345,,,,,,,,,,,,
73632,,,116,-26.6043,70.9991,,,,,,,,,,,,
73810,,,178,-119.8309,70.3177,,,,,,,,,,,,
73930,,,120,-17.0858,69.7434,,,,,,,,,,,,
74000,,,,,,50,50,29,42.1516,100.8343,57.1776,-44.1823,111.3354,196.6613,13.3223,254.7856,4.2378
74244,,,314,-391.4209,69.8518,,,,,,,,,,,,
74453,,,209,-56.8486,70.1001,,,,,,,,,,,,
74500,,,,,,50,50,29,41.2736,102.3679,57.1995,-44.1823,116.0619,189.5477,13.4136,293.5771,3.5685
74716,,,263,-37.8416,70.6653,,,,,,,,,,,,
74743,,,27,19.685,69.9115,,,,,,,,,,,,
74882,,,139,-64.926,69.5212,,,,,,,,,,,,
74979,,,97,-10.4817,70.0124,,,,,,,,,,,,
75000,,,,,,50,50,29,37.9732,103.2505,57.5808,-44.1823,114.5905,197.757,11.8948,263.7568,4.2204
75000,-247.2892,422.6,,,,,,,,,,,,,,,
75123,,,144,-14.7324,32.7928,,,,,,,,,,,,
75146,,,23,3.931,69.3675,,,,,,,,,,,,
75354,,,208,28.7165,70.9109,,,,,,,,,,,,
75441,,,87,-67.9198,69.4681,,,,,,,,,,,,
75500,,,,,,50,50,29,39.926,100.2655,57.193,-44.1823,115.3481,225.499,8.8573,225.2983,3.3537
75649,,,208,-67.2348,70.0515,,,,,,,,,,,,
75671,,,22,-9.1147,70.005,,,,,,,,,,,,
75689,,,18,5.1127,69.9187,,,,,,,,,,,,
75797,,,108,16.2922,70.043,,,,,,,,,,,,
75924,,,127,-32.8543,69.3587,,,,,,,,,,,,
75968,,,44,18.0992,69.7149,,,,,,,,,,,,
76000,,,,,,50,50,29,40.8338,102.8644,57.2883,-44.1823,116.151,201.9377,9.3187,202.7744,3.375
76100,,,132,8.1151,69.5572,,,,,,,,,,,,
76117,,,17,9.1649,70.1684,,,,,,,,,,,,
76202,,,85,-74.448,69.7526,,,,,,,,,,,,
76500,,,,,,50,50,29,37.9497,101.3909,56.2327,-44.1823,114.5382,206.9034,10.083,167.3703,3.2535
76545,,,343,-109.279,69.7407,,,,,,,,,,,,
76661,,,116,-28.4209,69.5933,,,,,,,,,,,,
76709,,,48,-7.6882,70.4787,,,,,,,,,,,,
76755,,,46,-13.3542,72.8007,,,,,,,,,,,,
76770,,,15,-11.2354,72.6991,,,,,,,,,,,,
76804,,,34,-6.6045,71.7957,,,,,,,,,,,,
76868,,,64,3.1125,69.7776,,,,,,,,,,,,
76899,,,31,-27.075,69.7544,,,,,,,,,,,,
76911,,,12,-14.2494,70.1524,,,,,,,,,,,,
77000,,,,,,50,50,29,38.0102,103.1509,58.8337,-44.1823,119.469,194.1668,10.0793,236.737,3.1809
77003,,,92,-2.5543,69.7105,,,,,,,,,,,,
77038,,,35,-3.6065,72.7736,,,,,,,,,,,,
77239,,,201,-21.6711,71.624,,,,,,,,,,,,
77369,,,130,-43.3803,69.5988,,,,,,,,,,,,
77387,,,18,-5.225,70.0019,,,,,,,,,,,,
77405,,,18,-10.2388,70.2626,,,,,,,,,,,,
77500,,,,,,50,50,29,38.8214,101.1129,56.7127,-44.1823,117.7292,197.5578,8.7927,187.4361,3.1608
77714,,,309,-85.8064,69.8121,,,,,,,,,,,,
77744,,,30,-4.1133,69.3705,,,,,,,,,,,,
77915,,,171,-63.0869,69.785,,,,,,,,,,,,
78000,,,,,,50,50,29,39.0435,101.5159,60.1814,-44.1823,115.9166,181.0835,9.5929,193.2966,3.0325
78024,,,109,-66.7894,72.6538,,,,,,,,,,,,
78123,,,99,-12.5583,70.0213,,,,,,,,,,,,
78375,,,252,-11.918,69.7464,,,,,,,,,,,,
78488,,,113,8.5306,69.4549,,,,,,,,,,,,
78500,,,,,,50,50,29,38.5718,102.2117,56.9644,-44.1823,118.9515,204.7183,6.9474,149.7124,2.7668
78548,,,60,-20.1769,69.7663,,,,,,,,,,,,
78583,,,35,-15.7969,69.5861,,,,,,,,,,,,
78647,,,64,-10.6436,69.7632,,,,,,,,,,,,
78666,,,19,7.4538,69.847,,,,,,,,,,,,
79000,,,,,,50,50,29,42.2175,100.6453,57.8528,-44.1823,118.5955,207.0455,7.6566,179.6479,3.015
79500,,,,,,50,50,29,39.0629,100.3627,57.2104,-44.1823,119.0876,187.0662,6.5458,142.4135,2.4579
79666,,,1000,-1591.2769,69.9009,,,,,,,,,,,,
79729,,,63,-7.3801,69.5225,,,,,,,,,,,,
79852,,,123,-23.4574,69.3901,,,,,,,,,,,,
79878,,,26,-15.7053,69.1939,,,,,,,,,,,,
79935,,,57,21.2478,69.6105,,,,,,,,,,,,
79987,,,52,-13.8304,68.1235,,,,,,,,,,,,
80000,,,,,,50,50,29,43.5826,100.1221,57.0801,-44.1823,120.4672,202.5099,7.1768,192.5927,2.6241
80000,0.6599,80.5,,,,,,,,,,,,,,,
80146,,,159,21.7594,59.0482,,,,,,,,,,,,
80191,,,45,-22.6797,69.75,,,,,,,,,,,,
80272,,,81,22.7243,69.666,,,,,,,,,,,,
80351,,,79,7.3593,69.9245,,,,,,,,,,,,
80371,,,20,-2.7406,69.7256,,,,,,,,,,,,
80380,,,9,-0.449,70.7268,,,,,,,,,,,,
80438,,,58,2.1128,70.1908,,,,,,,,,,,,
80500,,,,,,50,50,29,39.6883,99.774,53.1421,-44.1823,122.5965,267.2242,7.4746,205.7026,2.6918
80524,,,86,16.4128,70.021,,,,,,,,,,,,
80558,,,34,5.5128,70.0153,,,,,,,,,,,,
80574,,,16,-7.0306,69.7537,,,,,,,,,,,,
80735,,,161,-23.3287,71.0881,,,,,,,,,,,,
80871,,,136,-57.7572,72.0295,,,,,,,,,,,,
80922,,,51,9.475,69.8311,,,,,,,,,,,,
80964,,,42,-13.1235,70.0079,,,,,,,,,,,,
81000,,,,,,50,50,29,40.7781,100.4896,55.736,-44.1823,121.8117,255.0485,6.3055,166.9391,2.3372
81201,,,237,-66.7076,69.6941,,,,,,,,,,,,
81320,,,119,25.056,70.0791,,,,,,,,,,,,
81479,,,159,64.7626,69.9421,,,,,,,,,,,,
81500,,,,,,50,50,29,38.3612,99.2245,53.335,-44.1823,117.2018,256.5602,4.9405,148.5616,2.3526
81622,,,143,8.3455,69.6208,,,,,,,,,,,,
81642,,,20,-14.1649,70.2495,,,,,,,,,,,,
81696,,,54,8.204,69.7701,,,,,,,,,,,,
81935,,,239,21.783,69.8945,,,,,,,,,,,,
81989,,,54,31.7971,70.0018,,,,,,,,,,,,
82000,,,,,,50,50,29,39.343,99.5626,54.2154,-44.1823,118.7041,218.0404,5.842,121.024,2.302
82065,,,76,-41.0578,69.944,,,,,,,,,,,,
82083,,,18,-5.1693,69.678,,,,,,,,,,,,
82165,,,82,-14.9684,68.816,,,,,,,,,,,,
82194,,,29,-4.9094,70.0211,,,,,,,,,,,,
82221,,,27,22.0901,69.7066,,,,,,,,,,,,
82283,,,62,42.6666,69.9129,,,,,,,,,,,,
82500,,,,,,50,50,29,42.3965,99.212,52.7305,-44.1823,124.4258,268.0457,5.2796,132.0408,2.3602
82580,,,297,-112.4484,71.3511,,,,,,,,,,,,
82596,,,16,-1.415,72.9473,,,,,,,,,,,,
82806,,,210,75.8962,70.0877,,,,,,,,,,,,
82850,,,44,29.4156,69.7805,,,,,,,,,,,,
82907,,,57,-12.8564,69.6579,,,,,,,,,,,,
82924,,,17,-28.8245,69.4674,,,,,,,,,,,,
82939,,,15,-4.9891,69.6809,,,,,,,,,,,,
82982,,,43,-3.0601,69.4829,,,,,,,,,,,,
83000,,,,,,50,50,29,40.9069,101.4992,59.7759,-44.1823,123.8031,194.9249,5.1511,125.2666,2.0747
83041,,,59,26.4667,69.8543,,,,,,,,,,,,
83118,,,77,-94.5078,69.9417,,,,,,,,,,,,
83127,,,9,0.7047,69.828,,,,,,,,,,,,
83161,,,34,9.9451,72.7932,,,,,,,,,,,,
83224,,,63,4.6363,72.8869,,,,,,,,,,,,
83237,,,13,-0.0042,72.8171,,,,,,,,,,,,
83344,,,107,4.0272,72.7872,,,,,,,,,,,,
83461,,,117,30.432,72.8464,,,,,,,,,,,,
83500,,,,,,50,50,29,38.2806,100.0967,57.4412,-44.1823,121.0055,203.7612,5.462,107.0984,1.8515
83526,,,65,21.6897,72.7809,,,,,,,,,,,,
83569,,,43,17.324,72.7572,,,,,,,,,,,,
83623,,,54,-24.2545,72.7367,,,,,,,,,,,,
83666,,,43,16.6205,71.091,,,,,,,,,,,,
83803,,,137,-66.7057,69.6156,,,,,,,,,,,,
83834,,,31,3.0681,69.9314,,,,,,,,,,,,
84000,,,,,,50,50,29,36.795,100.4938,55.7907,-44.1823,125.5101,230.5586,5.3527,99.7543,2.4426
84500,,,,,,50,50,29,38.3431,99.343,56.7277,-44.1823,125.5433,185.9905,5.8104,117.5328,2.3478
84834,,,1000,-1446.9325,69.3904,,,,,,,,,,,,
84892,,,58,26.7309,69.5364,,,,,,,,,,,,
84911,,,19,-3.4596,69.5329,,,,,,,,,,,,
84996,,,85,48.7677,70.9424,,,,,,,,,,,,
85000,,,,,,50,50,29,38.7739,100.3455,53.0724,-44.1823,124.1444,288.9852,5.5941,103.6236,2.4017
85000,-149.3738,146.3,,,,,,,,,,,,,,,
85157,,,161,33.3189,52.0283,,,,,,,,,,,,
85213,,,56,17.9305,69.0688,,,,,,,,,,,,
85221,,,8,-0.2309,70.2805,,,,,,,,,,,,
85229,,,8,-1.8906,70.0298,,,,,,,,,,,,
85344,,,115,56.6748,69.7132,,,,,,,,,,,,
85500,,,,,,50,50,29,40.3471,99.6484,55.8884,-44.1823,124.0696,220.9736,5.2223,85.2463,1.8749
86000,,,,,,50,50,29,39.7743,99.4833,54.5239,-44.1823,122.842,194.1104,4.9069,94.9131,2.11
86344,,,1000,-1265.4987,70.6137,,,,,,,,,,,,
86483,,,139,114.1159,69.4152,,,,,,,,,,,,
86497,,,14,-2.722,69.8543,,,,,,,,,,,,
86500,,,,,,50,50,29,42.3302,97.8493,52.5314,-44.1823,126.0556,260.3989,5.2823,114.1428,2.0714
86508,,,11,-3.1249,69.4931,,,,,,,,,,,,
86680,,,172,-44.9916,69.3489,,,,,,,,,,,,
86702,,,22,5.6486,69.3322,,,,,,,,,,,,
86729,,,27,-10.5213,69.6285,,,,,,,,,,,,
86776,,,47,34.6578,69.3363,,,,,,,,,,,,
86829,,,53,32.8726,69.7713,,,,,,,,,,,,
86917,,,88,31.669,70.2311,,,,,,,,,,,,
87000,,,,,,50,50,29,40.3061,99.3181,56.0984,-44.1823,126.3265,204.9318,7.1129,132.2969,2.0387
87005,,,88,11.9639,69.8728,,,,,,,,,,,,
87137,,,132,150.1393,69.7639,,,,,,,,,,,,
87223,,,86,29.8737,69.8144,,,,,,,,,,,,
87293,,,70,8.9065,69.7735,,,,,,,,,,,,
87333,,,40,11.9942,69.5378,,,,,,,,,,,,
87341,,,8,-1.9156,69.7638,,,,,,,,,,,,
87391,,,50,48.3977,69.7016,,,,,,,,,,,,
87500,,,,,,50,50,29,38.798,99.9958,57.1535,-44.1823,126.7316,195.0063,5.835,110.1333,2.377
87538,,,147,130.0035,70.8012,,,,,,,,,,,,
87618,,,80,10.2025,70.4147,,,,,,,,,,,,
87678,,,60,12.365,69.4117,,,,,,,,,,,,
87865,,,187,27.5939,69.8131,,,,,,,,,,,,
87896,,,31,31.0138,69.923,,,,,,,,,,,,
87955,,,59,33.7041,69.4875,,,,,,,,,,,,
88000,,,,,,50,50,29,39.0987,98.6113,56.4394,-44.1823,123.3693,233.3741,5.5168,106.8585,1.9212
88008,,,53,71.8626,70.1658,,,,,,,,,,,,
88174,,,166,50.2942,70.0907,,,,,,,,,,,,
88250,,,76,28.2418,69.5959,,,,,,,,,,,,
88296,,,46,37.5262,69.508,,,,,,,,,,,,
88321,,,25,19.6475,70.9834,,,,,,,,,,,,
88428,,,107,-1.8712,71.0344,,,,,,,,,,,,
88481,,,53,16.8174,71.0783,,,,,,,,,,,,
88500,,,,,,50,50,29,40.7779,97.3877,53.4311,-44.1823,123.699,196.7592,4.9125,137.5609,1.7746
88500,,,19,20.2995,72.5107,,,,,,,,,,,,
88602,,,102,87.2808,72.7118,,,,,,,,,,,,
88686,,,84,-2.1444,73.101,,,,,,,,,,,,
88695,,,9,6.9522,73.206,,,,,,,,,,,,
88717,,,22,21.3075,73.3663,,,,,,,,,,,,
88738,,,21,5.2897,73.5076,,,,,,,,,,,,
