env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-111.4966,103.2,,,,,,,,,,,,,,,,,,
66,,,66,-117.7412,7.0459,,,,,,,,,,,,,,,
145,,,79,-115.1506,32.4291,,,,,,,,,,,,,,,
258,,,113,-116.5917,31.4864,,,,,,,,,,,,,,,
303,,,45,-117.0808,30.2982,,,,,,,,,,,,,,,
428,,,125,-115.2529,29.7384,,,,,,,,,,,,,,,
471,,,43,-116.379,29.7753,,,,,,,,,,,,,,,
500,,,,,,2,2,1,1134697.625,3601.1638,1.1008,967.6525,14515.8877,10973.1826,548.94,10972.3955,-963.6459,9.3989,6.6133,0.0
592,,,121,-125.9558,29.4839,,,,,,,,,,,,,,,
642,,,50,-116.9747,29.5603,,,,,,,,,,,,,,,
685,,,43,-115.993,31.2205,,,,,,,,,,,,,,,
777,,,92,-120.1677,31.7273,,,,,,,,,,,,,,,
847,,,70,-116.6847,29.5418,,,,,,,,,,,,,,,
894,,,47,-121.1541,29.3199,,,,,,,,,,,,,,,
953,,,59,-114.2175,28.3302,,,,,,,,,,,,,,,
995,,,42,-121.907,29.5462,,,,,,,,,,,,,,,
1000,,,,,,2,2,1,2235378.0,17264.9023,0.3327,5001.3965,75021.2812,58009.0039,1147.1376,58007.4297,-4632.4609,18.8375,15.8779,0.0
1045,,,50,-119.5755,29.7483,,,,,,,,,,,,,,,
1087,,,42,-113.9397,32.3324,,,,,,,,,,,,,,,
1165,,,78,-118.7117,32.7273,,,,,,,,,,,,,,,
1260,,,95,-111.0422,32.238,,,,,,,,,,,,,,,
1313,,,53,-114.2491,29.3006,,,,,,,,,,,,,,,
1414,,,101,-116.0933,28.9492,,,,,,,,,,,,,,,
1466,,,52,-116.4629,32.4614,,,,,,,,,,,,,,,
1500,,,,,,2,2,1,3200827.5,46115.6641,1.319,13989.1367,209838.375,164643.8594,2259.3259,164640.9375,-12610.2852,36.6915,10.2039,0.0
1520,,,54,-112.88,32.7105,,,,,,,,,,,,,,,
1675,,,155,-119.8423,32.5845,,,,,,,,,,,,,,,
1787,,,112,-117.5438,32.4253,,,,,,,,,,,,,,,
1878,,,91,-113.8604,32.6946,,,,,,,,,,,,,,,
