env_steps,return,length,train/length,train/return,FPS,rkl,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
32500,,,,,,61.4329,-59.0374,5386.1011,61.4329,21.3946,894.0348,7.6953
32535,,,117,317.4922,96.1753,,,,,,,
32600,,,65,59.0774,91.734,,,,,,,
32732,,,132,350.405,94.994,,,,,,,
32744,,,12,10.7416,98.1242,,,,,,,
32871,,,127,343.1302,98.8703,,,,,,,
32879,,,8,6.2677,92.9074,,,,,,,
32888,,,9,7.2055,92.2048,,,,,,,
32898,,,10,8.5365,88.6318,,,,,,,
32912,,,14,13.4669,91.9667,,,,,,,
33000,,,,,,64.6067,-50.6265,8303.9824,64.6067,17.7065,471.8479,7.6866
33054,,,142,373.333,92.5157,,,,,,,
33063,,,9,7.1822,92.7886,,,,,,,
33078,,,15,14.9168,92.7729,,,,,,,
33365,,,287,465.177,95.3988,,,,,,,
33377,,,12,9.4868,98.5456,,,,,,,
33500,,,,,,58.7233,-64.4846,6006.0874,58.7233,26.9752,1337.0214,4.973
33550,,,173,326.0262,96.6545,,,,,,,
33697,,,147,374.1903,92.2488,,,,,,,
33706,,,9,7.1072,92.5069,,,,,,,
33716,,,10,7.3988,92.6699,,,,,,,
33855,,,139,340.0717,92.5767,,,,,,,
33869,,,14,12.5554,92.4546,,,,,,,
33882,,,13,12.0772,92.4645,,,,,,,
33890,,,8,6.1382,92.145,,,,,,,
33946,,,56,57.9616,92.1123,,,,,,,
34000,,,,,,59.585,-63.5409,8629.0547,59.585,23.5695,766.5223,17.6946
34061,,,115,270.3998,92.0,,,,,,,
34124,,,63,70.9282,91.6804,,,,,,,
34133,,,9,6.8062,92.6331,,,,,,,
34142,,,9,6.9401,92.2107,,,,,,,
34154,,,12,10.7507,91.6134,,,,,,,
34291,,,137,368.2248,92.0195,,,,,,,
34327,,,36,51.6874,92.4057,,,,,,,
34338,,,11,9.5461,92.7593,,,,,,,
34500,,,,,,59.5621,-66.8718,6267.3623,59.5621,29.4448,1322.7848,8.7335
34513,,,175,400.1343,92.1649,,,,,,,
34524,,,11,9.2795,87.8203,,,,,,,
34724,,,200,191.8035,92.4276,,,,,,,
34881,,,157,398.493,92.4416,,,,,,,
