env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,rkl,prior_entropy,posterior_entropy,alm_reward_batch,alm_loss,model_grad_norm,reward_loss,min_true_reward,max_true_reward,mean_true_reward,classifier_loss,reward_grad_norm,critic_loss,critic_grad_norm,min_imag_reward,max_imag_reward,mean_imag_reward,min_imag_kl_reward,max_imag_kl_reward,mean_imag_kl_reward,actor_loss,lambda_cost,min_imag_value,max_imag_value,mean_imag_value,action_std,actor_grad_norm
73000,,,,,,50,50,27,49.4313,620.0664,-44.1823,-44.1823,5.1675,2227.1055,50286.1992,0.0012,3.7302,6.6746,5.1578,0.3991,16.2861,87.0238,2188.1648,3.7768,6.7319,5.156,-10.1755,8.078,-1.6688,-328.2473,0.1,-14.8448,462.8563,312.7213,0.343,94.3219
73403,,,1000,5512.7247,51.3911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73500,,,,,,50,50,27,53.2937,597.9163,-44.1823,-44.1823,5.1625,2182.3782,44814.7305,0.0014,3.4936,6.5749,5.1455,0.3433,7.9834,84.0237,3825.592,3.3876,6.4799,5.1359,-10.4932,6.3781,-2.109,-343.249,0.1,-36.3184,465.1883,328.6942,0.3385,99.0829
73644,,,241,1390.846,50.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74000,,,,,,50,50,27,52.2222,608.4026,-44.1823,-44.1823,5.1121,2056.4229,36189.8945,0.0014,3.5497,6.5796,5.189,0.3372,7.6756,91.7419,2493.8979,3.5788,6.6576,5.2054,-9.5352,6.2562,-2.5078,-330.6959,0.1,-11.0201,465.7825,315.8478,0.334,93.3088
74500,,,,,,50,50,27,51.9093,589.2452,-44.1823,-44.1823,5.1479,2062.3889,37879.3672,0.0012,3.6452,6.6203,5.1476,0.3767,14.3108,83.1297,4918.9292,3.6139,6.7247,5.1386,-9.5351,6.2915,-1.9622,-333.0421,0.1,-45.0087,476.0044,317.8934,0.3295,114.9722
74644,,,1000,5465.2569,50.7536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75000,,,,,,50,50,28,47.5845,657.2816,-44.1823,-44.1823,5.1393,2485.8188,36738.3398,0.0012,3.9227,6.6887,5.1438,0.3806,7.6765,100.4683,3409.5552,3.9127,6.6114,5.1408,-9.4491,5.1802,-2.2743,-342.4347,0.1,-28.6123,468.9944,325.0511,0.325,104.3823
75000,5237.8743,973.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75500,,,,,,50,50,27,50.4722,539.7166,-44.1823,-44.1823,5.1757,1981.9733,38108.6641,0.001,3.0388,6.7257,5.1802,0.3731,8.0886,82.591,1721.7596,3.2731,6.7439,5.1899,-9.812,6.2292,-1.5774,-349.8488,0.1,-21.6033,473.6053,335.3056,0.3205,91.985
75644,,,1000,5373.7495,39.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75960,,,316,1600.2202,50.9998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76000,,,,,,50,50,26,52.8121,631.3265,-44.1823,-44.1823,5.1432,2137.8555,51893.5742,0.0012,3.7316,7.2386,5.1651,0.363,9.5299,84.3507,2649.9299,3.6615,7.1129,5.1638,-9.584,6.7177,-1.9052,-333.1479,0.1,-17.3022,469.0888,318.7365,0.316,97.3372
76500,,,,,,50,50,27,56.7546,597.6774,-44.1823,-44.1823,5.1572,2063.4463,40986.0938,0.0012,3.3633,6.2261,5.1881,0.3326,12.2087,87.3875,1773.2782,3.2743,6.5564,5.1934,-8.1406,8.6184,-1.4605,-346.8949,0.1,-19.2665,468.2191,332.4185,0.3115,100.8187
76960,,,1000,5430.1094,50.9784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77000,,,,,,50,50,27,51.5744,592.1101,-44.1823,-44.1823,5.1513,2070.0342,44552.0039,0.0011,3.904,6.678,5.183,0.3419,7.462,89.5702,2432.5342,3.7936,6.7403,5.1905,-11.3823,6.0629,-1.9043,-341.9876,0.1,-30.1126,474.2347,328.0432,0.307,100.1726
77500,,,,,,50,50,26,47.6577,588.5428,-44.1823,-44.1823,5.1816,2119.9487,35408.0391,0.0011,3.4734,6.7609,5.1368,0.3037,7.4919,86.116,4428.98,3.4972,6.7099,5.1436,-10.7762,6.874,-1.7933,-350.4527,0.1,-34.6117,478.5942,335.7602,0.3025,114.5654
77960,,,1000,5473.7056,51.4824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78000,,,,,,50,50,28,48.9304,601.6404,-44.1823,-44.1823,5.1487,2146.5708,36901.1562,0.0012,3.6243,6.6038,5.1485,0.3651,14.9684,89.2946,3146.7183,3.5068,6.6026,5.1601,-9.0228,6.3225,-1.92,-345.3962,0.1,-27.2217,474.5969,330.8145,0.298,95.2249
78500,,,,,,50,50,27,50.1716,623.2094,-44.1823,-44.1823,5.1608,2127.9258,59167.7852,0.0011,3.571,7.2482,5.1768,0.3385,8.5044,99.0126,2279.5769,3.5419,7.2624,5.169,-10.8218,8.142,-2.1668,-354.1558,0.1,-19.9629,479.4648,339.8724,0.2935,99.342
78590,,,630,3445.3003,52.0959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79000,,,,,,50,50,27,51.3296,591.9366,-44.1823,-44.1823,5.1652,2136.4707,50122.3672,0.0011,3.409,6.7609,5.1793,0.3119,6.4727,90.5138,1784.9648,3.3747,6.6413,5.199,-9.7999,9.3084,-2.3492,-339.1849,0.1,-33.6007,479.8657,323.4748,0.289,110.9773
79500,,,,,,50,50,26,49.3813,614.6302,-44.1823,-44.1823,5.1945,2087.3062,38841.6289,0.0012,3.6023,6.5658,5.1729,0.3565,11.976,90.7279,3828.6331,3.589,6.6835,5.1617,-9.1654,8.3153,-2.1434,-366.4005,0.1,-29.8879,487.8531,351.1294,0.2845,102.2234
79590,,,1000,5444.2513,51.2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80000,,,,,,50,50,28,48.923,613.9134,-44.1823,-44.1823,5.1829,2137.0222,47022.9023,0.0011,3.7707,7.2327,5.177,0.3365,7.564,92.8283,2485.0483,3.6771,7.3029,5.1818,-9.0344,8.0869,-1.7401,-358.6453,0.1,-17.7593,495.2914,343.9047,0.28,100.4219
80000,5493.1791,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80500,,,,,,50,50,27,48.7915,627.4668,-44.1823,-44.1823,5.1408,2169.541,38001.6094,0.0012,3.2884,6.5484,5.1642,0.3796,9.2947,100.1968,3589.2825,3.3044,6.7136,5.1714,-9.4077,6.5973,-1.6605,-355.8619,0.1,-65.22,491.6149,340.7981,0.2755,109.4826
80590,,,1000,5418.5229,39.4861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81000,,,,,,50,50,28,49.7953,597.4473,-44.1823,-44.1823,5.1753,2264.3455,40367.8633,0.0011,3.0735,6.4883,5.1815,0.3116,7.8211,92.9561,4757.5347,3.1309,6.556,5.1813,-9.956,5.9343,-2.1245,-360.529,0.1,-65.6528,500.1081,344.8229,0.271,111.624
81500,,,,,,50,50,27,53.8061,580.3038,-44.1823,-44.1823,5.2048,2164.1614,40830.3164,0.0011,3.7433,6.5068,5.1747,0.3539,9.9372,87.0795,3064.3906,3.7064,6.5547,5.1619,-8.9025,11.9129,-1.9163,-375.0526,0.1,-16.8529,492.445,360.2052,0.2665,114.9913
81590,,,1000,5467.9292,50.3367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82000,,,,,,50,50,28,48.3911,621.1693,-44.1823,-44.1823,5.1762,2117.0642,55540.7227,0.0016,3.5016,6.8185,5.1672,0.3328,7.2028,89.8217,3248.7178,3.4929,6.8916,5.1661,-10.58,11.418,-1.8452,-355.0677,0.1,-54.4914,493.0721,339.7166,0.262,109.9426
82453,,,863,4619.759,51.1369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82500,,,,,,50,50,28,46.6004,601.1781,-44.1823,-44.1823,5.1885,2133.8044,48119.9727,0.001,3.6267,6.616,5.1831,0.3704,8.7434,87.3453,3343.0964,3.4962,6.694,5.1883,-10.3159,7.8544,-1.7035,-367.6371,0.1,-17.2987,499.1833,352.8381,0.2575,98.9023
83000,,,,,,50,50,27,49.9056,601.5242,-44.1823,-44.1823,5.1783,2257.4956,42059.3359,0.0012,3.9835,6.338,5.2077,0.3235,8.7399,81.2346,2506.0442,3.9204,6.4015,5.2087,-12.8226,6.8339,-2.041,-378.2728,0.1,-13.0893,503.9505,362.3836,0.253,85.2071
83453,,,1000,5408.762,50.4948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83500,,,,,,50,50,27,52.1575,563.0677,-44.1823,-44.1823,5.1855,2215.6619,42328.4531,0.001,3.4799,6.7013,5.1993,0.3697,8.6489,99.6888,5514.6191,3.5075,6.7396,5.2122,-9.555,9.4402,-1.9029,-373.561,0.1,-33.8611,500.684,357.4469,0.2485,96.6844
84000,,,,,,50,50,27,53.6295,557.4183,-44.1823,-44.1823,5.2023,1935.4177,58466.0586,0.0009,3.3659,6.6861,5.1638,0.3444,8.1603,81.7289,2316.8843,3.3369,6.8019,5.1698,-9.8374,7.4564,-1.4949,-370.9851,0.1,-21.4333,497.4211,357.1019,0.244,107.1294
84453,,,1000,5505.6155,50.3826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84500,,,,,,50,50,28,54.3618,601.9457,-44.1823,-44.1823,5.182,2089.5181,42259.6094,0.0009,3.4435,7.2482,5.1855,0.3308,7.3788,91.7753,2981.2173,3.3786,7.3064,5.179,-8.8157,10.9568,-2.093,-370.0921,0.1,-43.2394,504.7883,356.6844,0.2395,94.3805
85000,,,,,,50,50,27,47.4175,588.0209,-44.1823,-44.1823,5.1618,2190.7942,30908.1113,0.0009,3.0388,6.4548,5.1851,0.3623,7.8763,96.5541,2944.6968,3.269,6.4303,5.1985,-8.7267,6.1175,-2.0295,-384.7399,0.1,-39.0945,499.0702,371.2099,0.235,109.9402
85000,5445.1462,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85453,,,1000,5478.8206,39.2457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85500,,,,,,50,50,28,52.141,588.036,-44.1823,-44.1823,5.1633,2012.8303,52487.8438,0.0009,3.7409,7.2327,5.1969,0.3373,7.7174,89.1114,2746.1677,3.7234,7.3536,5.1865,-9.191,6.8133,-1.6665,-380.2449,0.1,-41.4101,501.9257,366.1642,0.2305,100.8903
86000,,,,,,50,50,28,52.4677,588.7195,-44.1823,-44.1823,5.1803,2048.0867,55919.9805,0.0009,3.8662,6.6862,5.2192,0.344,7.3146,80.6633,3389.0022,3.838,6.7215,5.2239,-10.8832,6.5319,-1.8182,-377.3825,0.1,-10.8775,507.6097,364.5381,0.226,94.9776
86453,,,1000,5487.0921,50.6296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86500,,,,,,50,50,27,50.6975,605.6447,-44.1823,-44.1823,5.2122,2030.4863,55286.5039,0.001,3.6575,6.4372,5.1938,0.3418,7.4645,102.9976,4317.4751,3.5181,6.5631,5.2154,-10.0022,10.2923,-1.6935,-382.2071,0.1,-28.009,512.4274,368.523,0.2215,86.7848
87000,,,,,,50,50,28,51.7692,602.2847,-44.1823,-44.1823,5.1742,2043.853,48418.2539,0.001,3.7697,6.3536,5.1871,0.3716,8.4733,84.0024,2457.3721,3.7687,6.452,5.1875,-7.8258,7.521,-1.5392,-392.9299,0.1,-20.8743,516.8076,379.9249,0.217,92.5195
87453,,,1000,5461.3474,50.5912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87500,,,,,,50,50,28,51.4202,539.2371,-44.1823,-44.1823,5.2256,2096.7791,45046.1367,0.0009,2.6878,6.7169,5.1886,0.3347,7.2985,93.8451,3721.3281,2.8858,6.756,5.1886,-8.175,7.1751,-1.5286,-390.8354,0.1,-24.976,509.7863,377.1733,0.2125,107.3061
88000,,,,,,50,50,27,52.7674,557.6171,-44.1823,-44.1823,5.2423,2000.2178,57672.0273,0.001,3.5033,6.363,5.174,0.3616,13.8226,79.6588,3078.4307,3.3171,6.4676,5.1823,-8.8499,7.5305,-1.771,-387.3292,0.1,-8.4211,513.0596,373.4418,0.208,93.3979
88453,,,1000,5553.0703,52.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88500,,,,,,50,50,28,50.3662,561.8738,-44.1823,-44.1823,5.1944,2002.6925,35210.1875,0.0011,3.5497,6.5167,5.2039,0.351,7.296,95.067,4875.2407,3.5248,6.5468,5.2245,-10.4849,6.0159,-2.1531,-385.0501,0.1,-48.5675,519.957,371.712,0.2035,94.8257
89000,,,,,,50,50,27,51.1798,579.7587,-44.1823,-44.1823,5.2347,2201.7852,53482.5039,0.0009,3.6619,6.5297,5.2225,0.3764,8.4829,90.3934,2898.8203,3.5399,6.6901,5.2302,-9.7836,6.1125,-1.5527,-381.1529,0.1,-16.3855,520.8406,367.2581,0.199,105.171
89453,,,1000,5536.8936,52.2654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89500,,,,,,50,50,28,52.9413,572.8552,-44.1823,-44.1823,5.2065,2117.1794,39776.7656,0.0009,3.6959,6.7994,5.2168,0.3943,8.2445,71.1193,2202.2288,3.6822,6.8061,5.2222,-9.6698,7.8287,-2.0705,-392.2284,0.1,-24.7197,523.8969,379.0339,0.1945,112.4468
90000,,,,,,50,50,28,50.781,560.2195,-44.1823,-44.1823,5.2114,1868.1595,39688.8008,0.0009,3.5016,6.5519,5.2022,0.3928,8.1445,72.4862,2279.936,3.5438,6.6648,5.2094,-9.3128,6.8341,-1.51,-391.1061,0.1,-46.1296,525.0383,378.0016,0.19,106.999
90000,4091.7118,725.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90221,,,768,4274.4844,40.6807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90500,,,,,,50,50,28,51.4423,553.1761,-44.1823,-44.1823,5.1733,2026.614,38227.4023,0.001,3.6621,6.4585,5.204,0.3511,8.2666,102.586,2761.0208,3.5226,6.657,5.1901,-8.9209,10.3255,-1.679,-393.6396,0.1,-29.6935,526.7602,380.5391,0.1855,101.768
91000,,,,,,50,50,27,52.3861,577.3335,-44.1823,-44.1823,5.2197,1920.5155,69558.9844,0.001,3.7247,6.8467,5.2347,0.3535,8.0568,72.8844,4112.0273,3.672,6.8208,5.2468,-7.8764,9.8011,-1.5665,-383.4447,0.1,-41.9034,525.4666,369.5045,0.181,108.9078
91221,,,1000,5591.226,52.3872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91500,,,,,,50,50,27,50.0722,593.5891,-44.1823,-44.1823,5.1984,1948.6042,45936.5352,0.001,3.6621,6.5784,5.2197,0.3743,7.5507,89.9503,3045.9985,3.6058,6.7537,5.2318,-8.8669,13.5068,-1.6015,-401.4467,0.1,-34.7656,529.7324,387.62,0.1765,95.6007
92000,,,,,,50,50,28,47.8215,597.389,-44.1823,-44.1823,5.222,2110.5244,59300.3086,0.0009,4.0501,6.3889,5.2304,0.3342,6.5273,86.6961,4957.3784,3.9811,6.3769,5.2256,-11.0815,7.2529,-1.7225,-407.481,0.1,-41.7956,532.0878,395.9744,0.172,110.2627
92221,,,1000,5578.4118,52.3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92431,,,210,1199.319,51.6213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92500,,,,,,50,50,28,47.2039,576.7145,-44.1823,-44.1823,5.2271,1915.6237,52622.5781,0.0008,3.4943,6.6187,5.1917,0.3889,8.8779,82.5791,3820.7727,3.5981,6.5828,5.1977,-10.7548,7.3819,-1.9905,-400.084,0.1,-46.0022,532.705,389.036,0.1675,90.7288
93000,,,,,,50,50,27,49.5082,583.7747,-44.1823,-44.1823,5.2572,2096.7949,37643.0312,0.001,3.7372,6.5068,5.2156,0.3912,12.3888,80.6189,3895.0989,3.6111,6.6221,5.2108,-10.3616,7.9395,-1.6844,-405.4311,0.1,-13.4604,534.5007,393.0123,0.163,95.6416
93431,,,1000,5576.9295,52.3998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93500,,,,,,50,50,28,52.9056,534.3026,-44.1823,-44.1823,5.2311,2132.1589,44590.0664,0.001,3.4793,6.442,5.2056,0.3589,8.1391,92.6453,3349.9653,3.4738,6.4595,5.2064,-9.4527,8.104,-1.952,-400.8199,0.1,-15.2106,529.5461,386.5934,0.1585,104.7497
94000,,,,,,50,50,28,46.7033,583.027,-44.1823,-44.1823,5.1683,2118.885,42810.9375,0.0008,3.4635,6.6887,5.2061,0.3422,6.4657,99.7803,3512.8701,3.4349,6.8243,5.2042,-10.1374,6.9216,-1.849,-400.7389,0.1,-37.6151,535.7843,388.9572,0.154,92.5072
94431,,,1000,5504.209,51.8392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94500,,,,,,50,50,28,50.175,573.8436,-44.1823,-44.1823,5.2345,1894.8441,39471.7773,0.0008,3.8877,6.4943,5.1952,0.3445,8.9993,80.1649,2720.5786,3.8573,6.4849,5.1986,-11.8575,6.9615,-2.0705,-405.195,0.1,-13.7294,534.9976,392.4223,0.1495,105.0972
95000,,,,,,50,50,27,47.5463,572.8221,-44.1823,-44.1823,5.2134,1954.7424,48754.4219,0.0009,3.5363,6.7179,5.1785,0.3655,9.9351,99.4337,2390.8694,3.4351,6.6391,5.1878,-12.9154,6.1323,-2.182,-397.0343,0.1,-53.1855,533.6606,383.4763,0.145,94.5987
95000,4504.3704,829.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95431,,,1000,5380.1848,40.5491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95500,,,,,,50,50,28,48.7478,535.3508,-44.1823,-44.1823,5.2704,1878.2748,47853.7617,0.0009,3.5136,6.627,5.2273,0.3757,10.7687,88.1815,2369.1487,3.3471,6.6598,5.2386,-11.4916,7.5849,-1.7164,-410.8918,0.1,-54.5609,534.5476,398.5623,0.1405,89.7769
96000,,,,,,50,50,27,51.5433,574.3551,-44.1823,-44.1823,5.269,1857.2715,50593.8477,0.0012,3.3078,6.9161,5.2059,0.3279,6.8776,87.403,2842.4377,3.3955,6.9243,5.2135,-9.6126,5.9044,-2.1234,-406.8766,0.1,-38.2628,532.0496,394.0792,0.136,89.3291
96111,,,680,3700.9015,51.0735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96241,,,130,612.1847,52.6957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96500,,,,,,50,50,28,50.6697,577.7101,-44.1823,-44.1823,5.2285,1935.9701,57376.3164,0.0008,4.0037,6.3469,5.2501,0.4112,11.5594,86.9114,4091.0381,4.015,6.4526,5.2532,-9.423,8.3773,-1.6176,-419.9071,0.1,-56.6405,535.6207,407.3747,0.1315,90.22
97000,,,,,,50,50,27,53.6747,561.7282,-44.1823,-44.1823,5.235,1818.208,40429.75,0.0012,3.6892,6.5292,5.2167,0.3918,11.5209,80.5577,2366.1562,3.7359,6.5542,5.2044,-10.8193,7.1712,-1.8099,-407.8839,0.1,-68.8012,532.3243,395.7543,0.127,103.1983
97241,,,1000,5462.2342,51.2533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97500,,,,,,50,50,28,54.3738,544.9765,-44.1823,-44.1823,5.2673,2095.9194,43567.3008,0.0008,3.7449,6.6861,5.2487,0.3772,7.719,86.8598,2474.5896,3.7272,6.7224,5.2519,-9.8778,7.3609,-1.8064,-410.6951,0.1,-37.1543,532.2876,397.8383,0.1225,115.5444
97705,,,464,2571.1465,51.7258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98000,,,,,,50,50,28,50.0243,531.4012,-44.1823,-44.1823,5.2483,1792.7891,49280.9336,0.0009,3.6169,6.4739,5.2153,0.343,7.0935,90.0046,2026.9996,3.7047,6.468,5.2291,-10.4592,8.2579,-1.7309,-401.7826,0.1,-21.065,529.6663,388.8065,0.118,99.8751
98052,,,347,1855.6243,51.3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98500,,,,,,50,50,28,48.0229,595.0076,-44.1823,-44.1823,5.2302,2102.3884,35575.1992,0.0011,3.4913,6.6939,5.2218,0.3749,9.9583,89.4148,4152.916,3.3919,6.6736,5.2175,-11.1421,6.2291,-2.3185,-419.2376,0.1,-18.8015,531.6419,406.8777,0.1135,101.9783
99000,,,,,,50,50,27,49.0355,564.6244,-44.1823,-44.1823,5.2346,1959.3494,43036.1328,0.0009,3.4555,7.2586,5.2187,0.3949,7.5521,78.6832,3782.4075,3.3875,7.209,5.2243,-10.7853,7.4049,-1.4895,-412.443,0.1,-53.8375,532.4789,398.9489,0.109,95.5492
99052,,,1000,5438.2065,51.5598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99420,,,368,1907.0268,50.3885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99500,,,,,,50,50,28,47.6581,577.0096,-44.1823,-44.1823,5.2231,2490.3284,54608.1445,0.0009,3.896,6.4558,5.1982,0.359,8.0832,89.8314,3043.2512,3.893,6.5568,5.1973,-11.1325,6.9389,-2.1273,-417.5957,0.1,-86.544,538.7789,404.3048,0.1045,94.2001
100000,,,,,,50,50,28,48.7394,570.9962,-44.1823,-44.1823,5.2207,2343.457,62034.3789,0.0008,2.6878,6.4278,5.2175,0.3724,7.4738,82.8923,2471.6211,2.8114,6.5885,5.2236,-9.7844,8.1989,-2.1388,-409.015,0.1,-42.921,537.3698,396.6346,0.1,90.7265
100000,5064.5649,924.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100420,,,1000,5519.1463,40.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100500,,,,,,50,50,28,49.4976,594.3385,-44.1823,-44.1823,5.2464,2193.134,40038.543,0.001,3.4902,6.4672,5.2426,0.3561,13.2628,98.1984,2574.8835,3.5557,6.3886,5.2549,-10.1522,7.0492,-2.0604,-410.5284,0.1,-49.1812,545.0005,398.1672,0.1,94.4792
101000,,,,,,50,50,28,51.3542,566.5614,-44.1823,-44.1823,5.2393,1891.259,55369.0078,0.0009,3.8055,6.6473,5.2427,0.3793,8.6633,86.8057,4232.561,3.5911,6.613,5.2422,-7.6867,6.4147,-1.5862,-408.7657,0.1,-32.9673,543.2722,395.774,0.1,103.2775
101034,,,614,3545.6532,50.3821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101500,,,,,,50,50,28,52.1509,577.1156,-44.1823,-44.1823,5.2495,1961.8196,50937.1367,0.0008,3.5725,6.7531,5.2604,0.3387,8.0595,86.9202,2443.7397,3.5077,6.6984,5.263,-9.2043,6.2793,-1.9447,-409.5972,0.1,-65.9175,536.9566,396.8617,0.1,107.486
101787,,,753,4202.165,50.9456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102000,,,,,,50,50,28,48.5098,554.4192,-44.1823,-44.1823,5.2527,1888.9036,49583.3242,0.0007,3.0301,6.5583,5.2232,0.3709,9.7962,81.0668,3822.6387,3.1788,6.6366,5.2354,-9.6886,8.1288,-2.2622,-424.9631,0.1,-78.8026,542.0157,413.9716,0.1,125.6214
102500,,,,,,50,50,28,50.6028,551.6129,-44.1823,-44.1823,5.2491,1832.7178,38523.6289,0.0008,3.5806,6.7494,5.2425,0.347,7.5464,79.277,1961.0203,3.5992,6.854,5.2395,-11.4684,7.0964,-2.0521,-421.0375,0.1,-32.2855,535.0735,410.6213,0.1,110.5058
102787,,,1000,5650.1418,50.5969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102860,,,73,424.0185,50.1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103000,,,,,,50,50,28,50.5276,567.7695,-44.1823,-44.1823,5.2336,2088.4314,45036.2266,0.0008,3.4551,6.6192,5.2298,0.3295,6.7135,77.1553,2109.2231,3.4901,6.8217,5.2259,-8.9553,7.8848,-2.215,-411.7187,0.1,-29.9769,533.1122,398.8943,0.1,88.9801
103500,,,,,,50,50,28,50.6354,570.952,-44.1823,-44.1823,5.2277,2153.0046,43930.6875,0.0008,3.916,6.598,5.2414,0.3938,15.5902,74.5079,2208.6362,3.9157,6.6253,5.2528,-9.0328,7.8251,-1.833,-419.8067,0.1,-35.6492,531.9716,407.0273,0.1,89.2378
103860,,,1000,5483.6228,50.5463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103979,,,119,640.1882,50.4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104000,,,,,,50,50,28,52.0619,571.9508,-44.1823,-44.1823,5.2684,1877.7943,48708.6797,0.0008,3.6225,6.5658,5.2491,0.3686,6.8777,93.0689,2313.7869,3.6047,6.5798,5.2583,-10.0585,8.2205,-1.7374,-418.5891,0.1,-70.2265,528.6162,405.8067,0.1,119.6151
104044,,,65,301.5598,50.4336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104500,,,,,,50,50,27,52.8335,549.4937,-44.1823,-44.1823,5.2574,1822.5077,55582.1914,0.0008,3.2884,6.8467,5.2317,0.3755,7.9874,78.8381,3933.3855,3.2396,6.811,5.2457,-9.8049,6.6218,-1.9334,-424.1345,0.1,-20.117,526.1931,413.3604,0.1,87.2996
105000,,,,,,50,50,28,49.4471,573.7656,-44.1823,-44.1823,5.2412,1883.3301,38240.7969,0.0007,3.5093,6.6048,5.2348,0.3605,8.7214,75.8693,2350.812,3.3515,6.6072,5.2412,-9.7594,9.21,-1.8301,-419.1557,0.1,-34.2071,525.5431,408.2524,0.1,83.922
105000,5536.1675,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105044,,,1000,5463.826,38.8464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105500,,,,,,50,50,28,49.2383,557.8982,-44.1823,-44.1823,5.2795,1942.3339,42314.3945,0.001,3.7316,6.7857,5.251,0.3788,9.5562,71.3882,3467.1904,3.6726,6.9128,5.2427,-10.5314,9.0682,-1.7135,-419.1324,0.1,-48.9825,536.4688,408.9345,0.1,104.3902
106000,,,,,,50,50,29,46.9656,580.7703,-44.1823,-44.1823,5.2525,1964.278,44893.5078,0.0008,3.781,6.8777,5.2555,0.3769,7.1871,76.231,4314.7505,3.7424,6.8605,5.2704,-9.7447,7.4806,-1.6769,-428.8167,0.1,-12.5832,529.0015,418.5355,0.1,82.0479
106044,,,1000,5437.3137,51.0738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106500,,,,,,50,50,28,50.8327,539.0938,-44.1823,-44.1823,5.2553,1803.9834,45828.875,0.0008,3.4507,6.6363,5.269,0.3733,7.604,82.7733,2863.9048,3.4649,6.6304,5.2891,-9.3311,5.0665,-1.6245,-421.9185,0.1,-25.8265,531.5541,409.906,0.1,105.2957
106775,,,731,3992.2068,51.0874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107000,,,,,,50,50,27,50.2228,553.3403,-44.1823,-44.1823,5.2755,1817.8459,48696.5195,0.0008,3.8441,6.5723,5.263,0.3452,7.4026,84.6264,3257.9399,3.6588,6.5786,5.2706,-8.5036,5.8142,-1.6603,-420.1622,0.1,-76.6164,529.9129,407.9879,0.1,113.8269
107285,,,510,2853.6052,51.2542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107500,,,,,,50,50,27,54.6384,564.4006,-44.1823,-44.1823,5.2528,2024.2131,40965.1953,0.0009,3.7833,6.5723,5.2729,0.3697,10.5739,90.5966,2918.6931,3.7566,6.6726,5.2922,-10.0083,8.0854,-1.912,-427.3871,0.1,-23.4406,534.5233,417.386,0.1,95.3384
