env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,rkl,prior_entropy,posterior_entropy,alm_reward_batch,alm_loss,model_grad_norm,reward_loss,min_true_reward,max_true_reward,mean_true_reward,classifier_loss,reward_grad_norm,critic_loss,critic_grad_norm,min_imag_reward,max_imag_reward,mean_imag_reward,min_imag_kl_reward,max_imag_kl_reward,mean_imag_kl_reward,actor_loss,lambda_cost,min_imag_value,max_imag_value,mean_imag_value,action_std,actor_grad_norm
193914,,,1000,6260.2422,52.6553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194000,,,,,,50,50,28,50.9166,490.6184,-44.1823,-44.1823,5.424,1903.7646,73692.5859,0.0005,3.9116,6.6027,5.4785,0.3602,7.0699,58.9059,2168.7898,3.7868,6.6244,5.4708,-9.5048,9.2831,-1.7926,-522.8165,0.1,-117.5731,589.1207,517.451,0.1,85.2292
194500,,,,,,50,50,28,54.798,439.9227,-44.1823,-44.1823,5.4407,1346.6458,72141.0625,0.0005,3.4555,6.8777,5.4672,0.3323,6.2473,60.5558,2012.0719,3.3829,6.8836,5.4747,-11.2693,5.3674,-1.7487,-522.6046,0.1,-64.7118,590.7185,516.6855,0.1,79.8167
194914,,,1000,6342.0367,52.6099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195000,,,,,,50,50,27,56.7132,458.3518,-44.1823,-44.1823,5.469,1476.5321,59266.9062,0.0004,3.5413,6.5813,5.4676,0.3831,7.0354,51.4244,2456.1084,3.6365,6.611,5.4615,-10.1796,8.3785,-1.7872,-532.7169,0.1,-70.1911,587.4459,528.9418,0.1,72.0534
195000,6351.7904,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195500,,,,,,50,50,27,55.147,444.1985,-44.1823,-44.1823,5.4847,1317.903,55292.8945,0.0005,3.7368,6.5723,5.4643,0.353,6.1617,59.5233,3355.1448,3.7973,6.5864,5.4494,-9.5556,7.3714,-1.9893,-528.1628,0.1,-68.6411,591.9564,523.6589,0.1,84.9049
195914,,,1000,6327.5132,40.6402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196000,,,,,,50,50,28,47.527,452.1987,-44.1823,-44.1823,5.4753,1358.1855,49483.8164,0.0007,4.0283,6.66,5.4683,0.3959,8.9806,63.1347,2696.6538,4.0133,6.6159,5.453,-8.9088,6.9317,-1.8125,-534.8849,0.1,-40.9358,590.7731,530.6436,0.1,62.5015
196500,,,,,,50,50,29,49.9484,484.9716,-44.1823,-44.1823,5.4732,1433.9465,68525.8828,0.0007,3.0301,6.5013,5.4528,0.3795,9.7674,67.8961,2618.248,3.1116,6.6621,5.444,-10.2235,10.2131,-1.8247,-522.2568,0.1,-36.0315,589.5966,515.7646,0.1,87.257
196914,,,1000,6358.0861,52.6239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197000,,,,,,50,50,28,54.0403,438.5283,-44.1823,-44.1823,5.4743,1301.3057,59747.1992,0.0005,3.8199,6.6727,5.4713,0.3597,6.2078,57.9438,2245.4858,3.8929,6.6414,5.4711,-11.4807,6.422,-1.6535,-527.2942,0.1,-45.8598,592.7075,522.1882,0.1,76.2477
197500,,,,,,50,50,28,50.7457,477.8157,-44.1823,-44.1823,5.4526,1501.4985,104507.2109,0.0005,3.0925,6.6227,5.4773,0.3716,8.3929,56.9327,2266.5283,3.0073,6.6292,5.4611,-8.7379,7.6125,-1.6417,-524.1449,0.1,-21.9112,594.1466,519.698,0.1,65.4548
197914,,,1000,6364.8337,51.0774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198000,,,,,,50,50,26,52.8782,423.6695,-44.1823,-44.1823,5.5047,1487.9418,61241.0312,0.0005,3.795,7.0019,5.4979,0.3838,8.2948,59.0843,2597.7229,3.7204,7.0316,5.4799,-10.2242,7.5155,-1.6023,-532.196,0.1,-23.784,593.7145,527.4875,0.1,67.0517
198500,,,,,,50,50,28,51.9775,444.8296,-44.1823,-44.1823,5.4689,1325.7266,51881.3828,0.0006,3.8129,6.641,5.4863,0.348,7.0534,55.6249,2311.5784,3.6685,6.6896,5.4812,-10.1755,4.4012,-2.0174,-531.8159,0.1,-101.2929,596.1998,526.9362,0.1,64.2121
198914,,,1000,6322.9021,50.5781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199000,,,,,,50,50,27,59.0158,463.3864,-44.1823,-44.1823,5.4747,1470.3027,56308.6133,0.0004,3.7178,6.5971,5.4675,0.3737,7.0535,69.2632,2495.0112,3.6931,6.7305,5.4663,-9.5103,9.0257,-2.1551,-533.2,0.1,-38.1784,596.7197,526.957,0.1,72.1296
199500,,,,,,50,50,28,57.6817,447.2399,-44.1823,-44.1823,5.5086,1432.5974,67367.3828,0.0005,2.9929,7.1147,5.4912,0.3765,8.7297,57.811,2202.0737,3.0497,7.0958,5.4867,-9.6703,8.368,-1.3326,-529.2188,0.1,-55.5167,595.9578,525.0153,0.1,83.955
199914,,,1000,6356.931,51.0743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200000,,,,,,50,50,29,51.7683,444.1808,-44.1823,-44.1823,5.5032,1320.6077,75058.5156,0.0006,3.7995,6.7696,5.536,0.346,7.4518,72.039,2458.9519,3.715,6.7666,5.5309,-8.7041,12.0291,-2.0146,-529.0239,0.1,-76.4522,598.1605,524.6976,0.1,85.9647
200000,6392.1459,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200500,,,,,,50,50,28,56.0711,428.8519,-44.1823,-44.1823,5.4912,1458.5593,44116.0391,0.0004,2.9933,6.549,5.4727,0.3787,6.6336,90.4258,5742.0171,2.9646,6.639,5.4677,-8.8065,7.6135,-1.4912,-534.7227,0.1,-33.1216,600.9243,528.6135,0.1,65.0858
200914,,,1000,6379.1298,40.6586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201000,,,,,,50,50,27,56.2312,410.4633,-44.1823,-44.1823,5.5134,1358.5244,50866.2734,0.0005,3.4887,6.5661,5.5098,0.3836,9.7319,62.7183,2706.7527,3.3989,6.6388,5.5161,-9.4641,7.5402,-1.6175,-531.2571,0.1,-26.2539,598.4481,526.1424,0.1,77.6028
201500,,,,,,50,50,28,51.8035,472.8542,-44.1823,-44.1823,5.5131,1554.3252,74852.9062,0.0005,3.7147,6.7169,5.4977,0.3575,6.4751,70.1083,2925.2881,3.6445,6.6914,5.4956,-10.2523,7.6102,-1.6525,-531.4387,0.1,-51.4034,600.0944,525.2002,0.1,91.7823
201914,,,1000,6303.2659,52.6901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202000,,,,,,50,50,27,58.4595,392.7173,-44.1823,-44.1823,5.4726,1249.189,58025.4297,0.0005,3.5028,6.6671,5.4988,0.3711,7.1798,72.3965,2464.4597,3.4745,6.6579,5.5058,-8.745,6.8216,-1.3228,-524.6177,0.1,-133.9137,601.7106,516.2597,0.1,91.049
202500,,,,,,50,50,29,53.0961,475.1176,-44.1823,-44.1823,5.4606,1806.2026,67616.1094,0.0005,3.5827,6.6666,5.5172,0.3972,6.725,49.9328,1745.7008,3.5862,6.7368,5.5163,-8.3921,5.6576,-1.6792,-541.9882,0.1,-34.214,602.2802,537.1074,0.1,72.723
202914,,,1000,6143.0162,52.5755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203000,,,,,,50,50,27,58.3856,420.5455,-44.1823,-44.1823,5.5004,1189.3822,49795.2461,0.0004,3.6066,6.6115,5.4673,0.4069,6.9348,50.2015,1912.0585,3.6302,6.6289,5.4526,-8.9099,6.2277,-1.6629,-540.647,0.1,-40.8139,601.6669,536.2034,0.1,80.2297
203500,,,,,,50,50,27,57.6705,432.7108,-44.1823,-44.1823,5.5096,1247.749,61775.2422,0.0004,3.4327,6.6143,5.5048,0.3914,7.5087,48.2492,1940.1248,3.3262,6.636,5.5107,-7.4284,7.2995,-1.91,-538.3109,0.1,-25.955,602.8493,533.677,0.1,81.2442
203914,,,1000,5963.0137,52.6926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204000,,,,,,50,50,26,64.9773,395.2478,-44.1823,-44.1823,5.5409,1803.0796,51873.8789,0.0004,2.9932,6.5926,5.4116,0.3583,7.2086,54.5204,1974.1737,3.0713,6.698,5.4056,-9.2197,9.8247,-1.5998,-528.793,0.1,-29.0989,604.7171,523.5964,0.1,68.6987
204500,,,,,,50,50,27,55.9227,403.7426,-44.1823,-44.1823,5.5088,1489.5823,48505.8438,0.0004,3.6181,6.5401,5.4845,0.3443,6.1481,57.7544,2221.2524,3.5182,6.6697,5.4802,-9.8604,9.82,-1.641,-542.5052,0.1,-48.175,604.4813,538.1102,0.1,67.8016
204914,,,1000,5779.3609,52.2765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205000,,,,,,50,50,28,52.9524,417.7718,-44.1823,-44.1823,5.4613,1232.9775,65248.9609,0.0004,2.975,6.5619,5.4912,0.4065,7.5177,53.3947,2062.1216,2.9326,6.6401,5.4902,-10.8397,8.4958,-1.7514,-538.9291,0.1,-35.4325,605.9952,535.2288,0.1,74.2639
205000,5672.217,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205500,,,,,,50,50,27,54.5336,405.0955,-44.1823,-44.1823,5.4954,1162.9985,66605.3906,0.0005,3.9093,6.6759,5.5077,0.3478,6.2636,69.8738,2768.439,3.9852,6.7186,5.512,-10.0802,5.793,-2.0664,-548.265,0.1,-36.716,606.1359,543.463,0.1,71.4372
205914,,,1000,5689.8123,40.1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206000,,,,,,50,50,28,56.1025,441.2936,-44.1823,-44.1823,5.5076,1470.6182,82122.6094,0.0005,3.5983,6.7383,5.526,0.3411,5.8197,49.5334,1713.1438,3.4779,6.6739,5.5231,-9.902,6.5844,-1.4649,-549.7355,0.1,-28.4086,604.8989,545.1381,0.1,83.747
206500,,,,,,50,50,27,50.2782,443.6183,-44.1823,-44.1823,5.5063,1247.6704,76079.1562,0.0005,3.7719,6.5884,5.5163,0.3169,6.0859,57.7595,2535.2393,3.7282,6.6354,5.5272,-9.6903,5.8863,-1.7519,-544.3223,0.1,-19.947,605.5623,541.5659,0.1,69.5194
206914,,,1000,5627.6609,52.5499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207000,,,,,,50,50,27,62.6496,437.273,-44.1823,-44.1823,5.5034,1371.5605,87049.7109,0.0005,4.0005,6.6579,5.483,0.3938,7.6094,64.3457,2592.9958,3.9701,6.6737,5.4911,-9.3842,6.6898,-1.7674,-540.0798,0.1,-74.2199,606.1369,535.7347,0.1,79.5631
207500,,,,,,50,50,27,56.329,434.7458,-44.1823,-44.1823,5.5455,1237.5907,56658.25,0.0004,3.4658,6.7696,5.5258,0.3801,6.4657,49.2601,1756.455,3.3592,6.7389,5.5382,-8.6143,6.1223,-2.1533,-542.7885,0.1,-16.9994,606.7757,538.2914,0.1,74.2895
207914,,,1000,5731.9778,52.4239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208000,,,,,,50,50,27,61.7947,442.4642,-44.1823,-44.1823,5.5205,1253.6654,70950.6797,0.0004,3.7965,6.623,5.4639,0.4142,9.318,62.244,2256.405,3.5789,6.6044,5.4631,-10.6708,6.4922,-1.6707,-542.1892,0.1,-64.9497,607.4471,537.0146,0.1,67.1334
208500,,,,,,50,50,28,59.3419,428.3592,-44.1823,-44.1823,5.4965,1859.1324,69663.5703,0.0004,3.6266,6.6672,5.5555,0.3861,7.4335,38.6649,1845.7024,3.6076,6.6074,5.5554,-9.0201,8.1971,-1.9221,-550.6415,0.1,-32.9953,606.0773,547.7197,0.1,66.7731
208914,,,1000,5737.2307,52.6488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209000,,,,,,50,50,28,54.5283,437.1799,-44.1823,-44.1823,5.4553,1314.4205,51242.7734,0.0004,3.7409,6.7036,5.4695,0.3832,8.0578,42.1961,1907.239,3.7712,6.7625,5.4762,-10.6616,10.357,-2.0092,-535.049,0.1,-18.9131,607.1108,530.7186,0.1,69.726
209500,,,,,,50,50,27,60.4562,410.8507,-44.1823,-44.1823,5.5245,1160.371,62906.6953,0.0004,3.7799,6.7179,5.5239,0.3092,6.3425,66.6336,2183.3293,3.7092,6.7149,5.529,-8.5538,7.8464,-2.064,-531.3243,0.1,-35.7571,611.0325,525.5394,0.1,83.4787
209914,,,1000,5835.3756,51.2427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210000,,,,,,50,50,28,55.4653,423.5044,-44.1823,-44.1823,5.5101,1641.228,69241.0391,0.0005,3.8017,6.5274,5.512,0.3612,6.9149,59.7232,2059.4382,3.8403,6.5878,5.5168,-9.2112,8.7806,-1.7764,-536.9954,0.1,-34.2627,609.962,532.3115,0.1,66.0267
210000,1838.122,312.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210500,,,,,,50,50,29,57.9277,430.5835,-44.1823,-44.1823,5.5259,1752.4818,47287.9922,0.0004,3.7297,6.7036,5.5103,0.3046,5.9411,48.2584,2689.0366,3.7576,6.7981,5.5208,-10.3847,7.5521,-1.6577,-548.1765,0.1,-14.3991,609.0371,544.2358,0.1,71.0433
210724,,,810,4823.7334,45.9495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210859,,,135,778.7961,52.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211000,,,,,,50,50,27,62.3385,414.8561,-44.1823,-44.1823,5.5012,1280.7534,58749.1406,0.0004,4.2526,6.7084,5.5538,0.3457,6.3934,40.6503,2765.365,4.0438,6.8464,5.5428,-8.9363,9.2006,-1.5349,-551.7753,0.1,-50.2603,607.9554,549.3381,0.1,71.8357
211500,,,,,,50,50,27,59.7622,468.9486,-44.1823,-44.1823,5.5031,1348.6235,60531.4219,0.0005,3.4827,6.8735,5.5101,0.3529,7.2349,57.7727,2216.2544,3.4415,6.938,5.5126,-9.742,6.8581,-2.0806,-542.6089,0.1,-116.4795,610.6859,537.2827,0.1,88.7545
211527,,,668,4046.259,50.6839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212000,,,,,,50,50,28,47.3276,482.9633,-44.1823,-44.1823,5.463,1771.5172,81305.8828,0.0004,3.815,6.6272,5.5051,0.34,6.4999,50.2165,2215.2344,3.71,6.6386,5.5116,-9.5349,9.6769,-1.9376,-529.5952,0.1,-24.9367,607.9777,525.4578,0.1,80.7098
212500,,,,,,50,50,28,57.2189,426.0848,-44.1823,-44.1823,5.4923,1844.198,53069.8633,0.0005,3.2839,7.4353,5.5437,0.3381,6.2508,64.0683,2590.9043,3.3942,7.3167,5.5462,-9.3569,5.6251,-1.9835,-529.7679,0.1,-101.794,610.5802,524.591,0.1,73.5677
212527,,,1000,5910.6036,50.4771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212584,,,57,294.1124,50.3734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213000,,,,,,50,50,27,58.7794,439.3257,-44.1823,-44.1823,5.5138,1459.5071,55800.8203,0.0004,3.6539,6.5771,5.5024,0.3851,7.7443,38.0558,1531.4938,3.5611,6.5959,5.4977,-8.6034,10.1609,-1.418,-543.7037,0.1,-43.1653,610.7136,541.1008,0.1,73.6138
213500,,,,,,50,50,26,54.6764,421.8605,-44.1823,-44.1823,5.4947,1866.9128,49515.4336,0.0006,3.7161,7.1896,5.5279,0.3876,7.4759,50.9304,2554.356,3.8059,7.1903,5.5097,-13.34,13.0027,-1.8723,-538.4275,0.1,-27.6977,613.3278,535.0552,0.1,88.5711
213584,,,1000,6143.4401,50.8713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214000,,,,,,50,50,27,57.0772,415.6268,-44.1823,-44.1823,5.5188,1383.0923,99204.6562,0.0005,3.3834,7.0136,5.5317,0.3594,6.9508,62.3067,2459.1311,3.5338,7.1201,5.5264,-8.6047,11.1159,-1.6076,-542.085,0.1,-46.678,616.624,538.2172,0.1,83.7336
214500,,,,,,50,50,27,57.13,430.9239,-44.1823,-44.1823,5.535,2761.9175,56852.3945,0.0004,3.6758,7.2135,5.5304,0.3504,6.2438,65.632,2406.1616,3.6363,7.1496,5.5356,-8.412,9.7294,-1.9173,-538.8227,0.1,-46.7507,614.4193,533.7556,0.1,74.6874
214584,,,1000,6147.2152,51.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215000,,,,,,50,50,29,51.0104,431.1238,-44.1823,-44.1823,5.4961,1247.1133,46735.668,0.0005,3.976,6.6756,5.514,0.3648,6.0756,42.1962,1714.0121,4.0821,6.7513,5.5154,-9.2689,8.4545,-1.5136,-553.8602,0.1,4.1632,613.9469,550.9117,0.1,76.2565
215000,6166.3298,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215500,,,,,,50,50,28,53.2354,449.7321,-44.1823,-44.1823,5.4667,1356.6262,50835.2656,0.0005,3.1168,7.1025,5.5421,0.3915,8.1612,49.8314,1627.348,3.2339,7.0977,5.5504,-8.9754,6.4998,-1.745,-544.8226,0.1,-29.6683,616.6269,541.9738,0.1,82.3564
215584,,,1000,6219.3376,39.2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216000,,,,,,50,50,28,53.5046,449.2861,-44.1823,-44.1823,5.5274,1601.0662,64134.1758,0.0004,3.348,6.978,5.4897,0.3926,7.3246,48.9239,2050.1333,3.2527,6.9338,5.4947,-9.1993,9.9206,-1.7774,-536.1441,0.1,-51.0544,615.5961,531.6,0.1,82.3694
216500,,,,,,50,50,27,57.7544,425.0613,-44.1823,-44.1823,5.5,1802.2653,68393.7656,0.0005,3.5501,6.664,5.5292,0.3521,7.5589,62.627,2819.657,3.5349,6.6988,5.5349,-9.2316,9.0688,-1.6695,-543.1375,0.1,-63.7765,616.7585,538.7198,0.1,69.3809
216584,,,1000,6422.7508,51.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217000,,,,,,50,50,27,57.9873,445.4612,-44.1823,-44.1823,5.5256,1381.3129,55676.7422,0.0005,3.2856,6.6769,5.4769,0.3684,7.5559,49.6507,2015.0857,3.2295,6.7081,5.4952,-8.7503,9.2875,-1.8884,-543.1714,0.1,-69.7294,619.8447,539.1003,0.1,69.7545
217500,,,,,,50,50,27,57.4626,399.5519,-44.1823,-44.1823,5.5746,1511.4849,60164.6719,0.0004,3.4789,6.7002,5.4952,0.3518,6.2009,52.357,2247.8237,3.5063,6.7395,5.4906,-7.8738,7.8755,-1.6688,-530.288,0.1,-23.0726,615.2473,524.3475,0.1,72.1067
217584,,,1000,6397.4746,50.7658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218000,,,,,,50,50,28,53.2124,444.5448,-44.1823,-44.1823,5.5246,1301.7408,63498.043,0.0004,3.8092,6.612,5.5265,0.3975,10.1642,54.3417,2428.8457,3.6782,6.7389,5.5215,-9.706,7.5998,-1.5839,-547.9258,0.1,-66.2211,616.8824,543.9489,0.1,62.5306
218500,,,,,,50,50,26,57.5795,408.563,-44.1823,-44.1823,5.5299,1310.8457,41246.3203,0.0005,3.7366,6.6392,5.5628,0.3708,6.6693,43.4075,1873.1938,3.6883,6.7331,5.577,-8.9844,10.3091,-1.8323,-545.2399,0.1,-33.7238,618.2091,542.2732,0.1,64.6696
218584,,,1000,6194.4217,51.3477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219000,,,,,,50,50,27,58.6901,456.067,-44.1823,-44.1823,5.5088,1705.1178,61016.5234,0.0005,3.7545,6.705,5.5073,0.313,6.7284,52.6345,2001.0248,3.457,6.7909,5.5088,-8.2995,8.3826,-1.5658,-536.8302,0.1,-27.8573,620.7026,531.22,0.1,69.6565
219500,,,,,,50,50,27,58.2968,411.6812,-44.1823,-44.1823,5.5397,1658.3965,67175.0312,0.0004,4.0668,6.7188,5.5881,0.3866,9.79,47.8701,2807.5647,3.9969,6.7662,5.5906,-8.3627,6.8636,-1.6084,-551.4542,0.1,-33.8827,619.8358,548.0715,0.1,85.8542
219584,,,1000,6406.2839,51.4797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220000,,,,,,50,50,28,57.8438,430.7572,-44.1823,-44.1823,5.5527,1414.3551,73541.7266,0.0004,3.5296,6.7668,5.5204,0.3604,6.3721,68.1147,3039.2742,3.5809,6.7121,5.5174,-10.1601,7.7757,-1.6461,-530.908,0.1,-38.873,619.0665,526.5447,0.1,73.9338
220000,5826.7013,905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220500,,,,,,50,50,28,51.7586,447.6919,-44.1823,-44.1823,5.5635,1500.7927,92829.3906,0.0004,3.8738,6.8723,5.6041,0.3691,9.7809,43.0606,1591.1866,3.8191,6.8521,5.6109,-8.163,5.5495,-1.443,-553.0464,0.1,-154.4814,620.072,549.8854,0.1,62.3806
220584,,,1000,6449.8206,40.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221000,,,,,,50,50,27,59.8127,401.7225,-44.1823,-44.1823,5.5075,1140.027,50528.4414,0.0004,3.7318,6.6014,5.5285,0.3381,6.2671,62.331,3102.1541,3.7643,6.6984,5.5354,-9.8625,7.3581,-2.0056,-544.9824,0.1,-36.8878,619.6857,541.4813,0.1,73.7472
221500,,,,,,50,50,27,52.263,445.1593,-44.1823,-44.1823,5.5143,1451.3696,55251.8359,0.0004,4.1016,6.8732,5.4969,0.3292,6.5252,52.0909,2182.5901,4.0384,6.9389,5.4946,-9.6526,9.6619,-1.6015,-544.5319,0.1,-6.384,619.6807,540.7169,0.1,66.6017
221584,,,1000,6368.3551,52.7356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222000,,,,,,50,50,28,53.6135,435.1909,-44.1823,-44.1823,5.5338,1217.5403,56366.0742,0.0004,4.042,6.8943,5.5661,0.3347,6.2979,50.1874,1960.2968,3.9534,6.8688,5.5729,-10.3322,8.6311,-1.7184,-542.9675,0.1,-27.6357,617.6133,538.9235,0.1,83.3019
222500,,,,,,50,50,28,56.6424,428.1077,-44.1823,-44.1823,5.5919,1788.8889,72890.2266,0.0004,3.0301,6.719,5.456,0.3503,7.6567,55.3058,2501.2859,2.99,6.7059,5.4522,-9.1566,8.1054,-1.6205,-540.4576,0.1,-31.5198,619.8409,536.6775,0.1,82.2059
222584,,,1000,6311.4731,52.7267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223000,,,,,,50,50,27,50.488,433.0839,-44.1823,-44.1823,5.5365,1568.3971,63314.0859,0.0004,4.0701,6.7618,5.5319,0.396,10.067,52.4445,2034.376,4.1303,6.7997,5.5468,-8.8374,9.2916,-1.5772,-548.462,0.1,-19.6449,617.9742,544.3461,0.1,68.1093
223500,,,,,,50,50,28,49.7575,442.1215,-44.1823,-44.1823,5.5192,1485.7346,66826.9766,0.0004,3.9604,6.6534,5.5443,0.3825,7.5711,45.4378,1898.1606,3.8034,6.7024,5.5482,-8.9933,4.9154,-1.8141,-546.2719,0.1,-68.9246,618.5936,542.3514,0.1,75.1499
223584,,,1000,6194.4369,52.7218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224000,,,,,,50,50,28,52.5531,452.4052,-44.1823,-44.1823,5.4939,1273.5597,57811.0547,0.0005,3.339,7.3572,5.5178,0.3348,6.5449,64.5021,2297.6414,3.3848,7.3074,5.5307,-8.8638,5.7502,-1.6155,-543.4398,0.1,-50.093,619.3578,538.9485,0.1,71.4505
224500,,,,,,50,50,27,53.2155,402.1576,-44.1823,-44.1823,5.5244,1189.6467,59137.1875,0.0004,3.7559,6.6709,5.5112,0.3434,6.1835,63.9708,4011.5042,3.726,6.7929,5.5143,-10.0476,6.6308,-1.4284,-544.5202,0.1,-53.341,618.5339,539.19,0.1,66.5835
224584,,,1000,6117.2359,52.6922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225000,,,,,,50,50,26,59.0375,397.1908,-44.1823,-44.1823,5.5241,1306.3427,83902.6484,0.0004,3.7733,6.7505,5.5787,0.3873,6.5362,42.4469,1707.3712,3.756,6.764,5.5957,-9.0887,9.644,-1.8457,-558.37,0.1,-7.4489,618.9941,555.6804,0.1,69.3373
225000,6039.8977,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225500,,,,,,50,50,28,51.5774,438.5322,-44.1823,-44.1823,5.5389,1392.6324,72101.5391,0.0005,3.0082,6.8107,5.5143,0.3655,6.6931,49.0889,1825.2415,2.9987,6.8396,5.5146,-9.741,6.5341,-2.0262,-546.7924,0.1,-46.6422,620.186,543.5111,0.1,64.9366
225584,,,1000,6067.0796,40.3138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226000,,,,,,50,50,28,56.244,450.547,-44.1823,-44.1823,5.5358,1569.92,53420.4258,0.0004,3.5549,6.7711,5.5472,0.3221,6.7191,49.8993,2259.082,3.5931,6.8092,5.5487,-10.2987,8.4048,-1.9858,-550.2734,0.1,-21.2015,618.9963,546.5821,0.1,61.0667
226500,,,,,,50,50,27,55.2476,423.3104,-44.1823,-44.1823,5.5208,1244.5657,56475.5547,0.0005,3.7007,6.7243,5.5346,0.3886,7.1829,51.173,2091.7676,3.7857,6.7137,5.5337,-8.641,15.688,-1.7725,-545.0962,0.1,-64.2938,619.3642,540.3743,0.1,92.6623
226584,,,1000,5983.8113,52.6357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227000,,,,,,50,50,27,55.6232,418.2899,-44.1823,-44.1823,5.5354,1177.7649,58106.7109,0.0004,3.9636,6.8624,5.5414,0.3497,6.8137,51.7739,1788.4888,4.0395,6.8089,5.5323,-8.1179,7.5991,-2.0207,-545.5372,0.1,-7.1773,619.454,541.7379,0.1,69.3584
227500,,,,,,50,50,26,61.3461,400.7905,-44.1823,-44.1823,5.5537,1123.2782,61879.4531,0.0005,3.5357,6.7169,5.5905,0.3507,6.8612,45.9104,2086.5056,3.5629,6.7385,5.5845,-8.69,10.2117,-1.8556,-553.8879,0.1,-78.2131,619.8544,550.865,0.1,77.0021
227584,,,1000,6061.9732,52.5321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228000,,,,,,50,50,25,59.9181,409.5748,-44.1823,-44.1823,5.5902,1592.1333,47243.9805,0.0004,3.6927,6.8457,5.5735,0.3712,10.6139,48.2408,2439.0498,3.6793,6.8884,5.5694,-9.2262,7.4046,-1.4032,-548.6135,0.1,-124.3618,617.4055,544.5433,0.1,79.1013
228500,,,,,,50,50,28,54.4303,456.5769,-44.1823,-44.1823,5.5162,1587.1157,89185.4688,0.0004,4.0315,6.851,5.5732,0.3631,6.7659,45.3145,2810.2898,4.0114,6.8231,5.5626,-7.966,8.401,-2.208,-554.9828,0.1,-44.0243,618.7756,553.2095,0.1,64.0389
228584,,,1000,6232.3011,51.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229000,,,,,,50,50,26,63.5461,402.3591,-44.1823,-44.1823,5.5453,1731.3777,63924.1133,0.0003,3.6222,6.7188,5.5458,0.362,6.4626,51.5473,2144.3467,3.3926,6.7271,5.5361,-10.4246,9.4858,-2.1246,-551.0942,0.1,-82.3842,618.8514,547.3016,0.1,60.7303
229500,,,,,,50,50,27,59.7359,429.5574,-44.1823,-44.1823,5.5564,1333.0709,76169.9609,0.0005,3.7995,6.861,5.5905,0.3844,7.6482,43.2393,1832.1489,3.7953,6.841,5.5774,-9.861,10.6495,-1.5654,-549.0983,0.1,-9.1591,619.0792,546.0867,0.1,73.5187
229584,,,1000,6211.5561,50.3991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
